plant_ID,Family,Population,Location,Region,Latitude,Longitude,Elevation,Garden,Bed,BedRow,BedCol,Rack,RackRow,RackCol,DOY,cGDD
WA_418_MD_C,WA_418,WA,NC,Edge,35.3378,83.35202,1264,Maryland,C,3,42,3,3,14,146,696.9
WA_418_VT_B,WA_418,WA,NC,Edge,35.3378,83.35202,1264,Vermont,B,4,17,2,4,3,146,591.2
WA_419_VT_E,WA_419,WA,NC,Edge,35.34348,83.35368,1277,Vermont,E,6,33,3,6,5,136,523.95
WA_419_VT_C,WA_419,WA,NC,Edge,35.34348,83.35368,1277,Vermont,C,6,38,3,6,10,143,568.5
WA_419_NC_A,WA_419,WA,NC,Edge,35.34348,83.35368,1277,North_Carolina,A,6,33,3,6,5,122,750.9
WA_419_MD_D,WA_419,WA,NC,Edge,35.34348,83.35368,1277,Maryland,D,3,38,3,3,10,149,715.1
WA_419_MD_C,WA_419,WA,NC,Edge,35.34348,83.35368,1277,Maryland,C,6,19,2,6,5,130,613.55
WA_419_MD_E,WA_419,WA,NC,Edge,35.34348,83.35368,1277,Maryland,E,6,52,4,6,10,145,693.8
WA_419_VT_D,WA_419,WA,NC,Edge,35.34348,83.35368,1277,Vermont,D,6,33,3,6,5,141,554.55
WA_419_NC_C,WA_419,WA,NC,Edge,35.34348,83.35368,1277,North_Carolina,C,3,52,4,3,10,105,634.4
WA_419_MD_B,WA_419,WA,NC,Edge,35.34348,83.35368,1277,Maryland,B,6,33,3,6,5,137,657.5
WA_419_VT_B,WA_419,WA,NC,Edge,35.34348,83.35368,1277,Vermont,B,2,46,4,2,4,146,591.2
WA_419_VT_C,WA_419,WA,NC,Edge,35.34348,83.35368,1277,Vermont,C,6,38,3,6,10,141,554.55
WA_419_VT_A,WA_419,WA,NC,Edge,35.34348,83.35368,1277,Vermont,A,3,52,4,3,10,146,591.2
WA_419_MD_A,WA_419,WA,NC,Edge,35.34348,83.35368,1277,Maryland,A,2,32,3,2,4,139,665.65
WA_419_NC_D,WA_419,WA,NC,Edge,35.34348,83.35368,1277,North_Carolina,D,2,18,2,2,4,105,634.4
WCA_01_VT_A,WCA_01,WCA,NY,Core,42.46577,74.57816,574,Vermont,A,6,66,5,6,10,139,538.3
WCA_01_NC_A,WCA_01,WCA,NY,Core,42.46577,74.57816,574,North_Carolina,A,3,15,2,3,1,118,725.5
WCA_01_MD_A,WCA_01,WCA,NY,Core,42.46577,74.57816,574,Maryland,A,5,13,1,5,13,130,613.55
WCA_01_MD_C,WCA_01,WCA,NY,Core,42.46577,74.57816,574,Maryland,C,4,47,4,4,5,130,613.55
WCA_01_NC_D,WCA_01,WCA,NY,Core,42.46577,74.57816,574,North_Carolina,D,5,13,1,5,13,111,684.95
WCA_01_VT_C,WCA_01,WCA,NY,Core,42.46577,74.57816,574,Vermont,C,6,42,3,6,14,141,554.55
WCA_01_VT_D,WCA_01,WCA,NY,Core,42.46577,74.57816,574,Vermont,D,3,43,4,3,1,148,601.1
WCA_01_MD_B,WCA_01,WCA,NY,Core,42.46577,74.57816,574,Maryland,B,3,43,4,3,1,133,629.9
WCA_01_VT_E,WCA_01,WCA,NY,Core,42.46577,74.57816,574,Vermont,E,4,47,4,4,5,141,554.55
WCA_01_VT_B,WCA_01,WCA,NY,Core,42.46577,74.57816,574,Vermont,B,3,58,5,3,2,143,568.5
WCA_01_MD_D,WCA_01,WCA,NY,Core,42.46577,74.57816,574,Maryland,D,2,5,1,2,5,130,613.55
WCA_01_VT_C,WCA_01,WCA,NY,Core,42.46577,74.57816,574,Vermont,C,6,42,3,6,14,143,568.5
WCA_01_MD_E,WCA_01,WCA,NY,Core,42.46577,74.57816,574,Maryland,E,6,56,4,6,14,127,595.9
WCA_01_NC_E,WCA_01,WCA,NY,Core,42.46577,74.57816,574,North_Carolina,E,6,28,2,6,14,100,595.95
WCA_01_NC_C,WCA_01,WCA,NY,Core,42.46577,74.57816,574,North_Carolina,C,2,5,1,2,5,97,570.9
WCA_01_NC_B,WCA_01,WCA,NY,Core,42.46577,74.57816,574,North_Carolina,B,4,33,3,4,5,118,725.5
WCA_02_MD_C,WCA_02,WCA,NY,Core,42.4851,74.597,582,Maryland,C,3,40,3,3,12,130,613.55
WCA_02_MD_A,WCA_02,WCA,NY,Core,42.4851,74.597,582,Maryland,A,6,44,4,6,2,141,674.8
WCA_02_NC_C,WCA_02,WCA,NY,Core,42.4851,74.597,582,North_Carolina,C,5,19,2,5,5,105,634.4
WCA_02_NC_A,WCA_02,WCA,NY,Core,42.4851,74.597,582,North_Carolina,A,6,20,2,6,6,111,684.95
WCA_02_MD_D,WCA_02,WCA,NY,Core,42.4851,74.597,582,Maryland,D,5,19,2,5,5,130,613.55
WCA_02_VT_D,WCA_02,WCA,NY,Core,42.4851,74.597,582,Vermont,D,6,48,4,6,6,136,523.95
WCA_02_VT_E,WCA_02,WCA,NY,Core,42.4851,74.597,582,Vermont,E,3,26,2,3,12,146,591.2
WCA_02_MD_E,WCA_02,WCA,NY,Core,42.4851,74.597,582,Maryland,E,2,45,4,2,3,140,669.6
WCA_02_VT_B,WCA_02,WCA,NY,Core,42.4851,74.597,582,Vermont,B,6,16,2,6,2,136,523.95
WCA_02_VT_C,WCA_02,WCA,NY,Core,42.4851,74.597,582,Vermont,C,2,31,3,2,3,148,601.1
WCA_02_NC_E,WCA_02,WCA,NY,Core,42.4851,74.597,582,North_Carolina,E,2,17,2,2,3,128,797.4
WCA_02_NC_D,WCA_02,WCA,NY,Core,42.4851,74.597,582,North_Carolina,D,6,44,4,6,2,111,684.95
WCA_02_VT_A,WCA_02,WCA,NY,Core,42.4851,74.597,582,Vermont,A,5,33,3,5,5,143,568.5
WCA_02_MD_B,WCA_02,WCA,NY,Core,42.4851,74.597,582,Maryland,B,6,48,4,6,6,146,696.9
WCA_02_NC_B,WCA_02,WCA,NY,Core,42.4851,74.597,582,North_Carolina,B,3,54,4,3,12,111,684.95
WCA_03_MD_D,WCA_03,WCA,NY,Core,42.4851,74.597,582,Maryland,D,2,62,5,2,6,143,683.5
WCA_03_NC_D,WCA_03,WCA,NY,Core,42.4851,74.597,582,North_Carolina,D,5,22,2,5,8,122,750.9
WCA_03_VT_C,WCA_03,WCA,NY,Core,42.4851,74.597,582,Vermont,C,4,69,5,4,13,141,554.55
WCA_03_VT_D,WCA_03,WCA,NY,Core,42.4851,74.597,582,Vermont,D,4,19,2,4,5,146,591.2
WCA_03_MD_E,WCA_03,WCA,NY,Core,42.4851,74.597,582,Maryland,E,4,69,5,4,13,142,679.3
WCA_03_MD_C,WCA_03,WCA,NY,Core,42.4851,74.597,582,Maryland,C,2,44,4,2,2,141,674.8
WCA_03_NC_C,WCA_03,WCA,NY,Core,42.4851,74.597,582,North_Carolina,C,2,62,5,2,6,122,750.9
WCA_03_NC_B,WCA_03,WCA,NY,Core,42.4851,74.597,582,North_Carolina,B,2,30,3,2,2,111,684.95
WCA_03_NC_A,WCA_03,WCA,NY,Core,42.4851,74.597,582,North_Carolina,A,4,47,4,4,5,122,750.9
WCA_03_VT_B,WCA_03,WCA,NY,Core,42.4851,74.597,582,Vermont,B,5,50,4,5,8,143,568.5
WCA_03_MD_A,WCA_03,WCA,NY,Core,42.4851,74.597,582,Maryland,A,5,36,3,5,8,144,687.4
WCA_03_MD_B,WCA_03,WCA,NY,Core,42.4851,74.597,582,Maryland,B,4,19,2,4,5,146,696.9
WCA_03_NC_E,WCA_03,WCA,NY,Core,42.4851,74.597,582,North_Carolina,E,4,69,5,4,13,122,750.9
WCA_03_VT_E,WCA_03,WCA,NY,Core,42.4851,74.597,582,Vermont,E,2,44,4,2,2,146,591.2
WCA_03_VT_A,WCA_03,WCA,NY,Core,42.4851,74.597,582,Vermont,A,6,9,1,6,9,146,591.2
WCA_04_NC_E,WCA_04,WCA,NY,Core,42.48974,74.5986,566,North_Carolina,E,2,68,5,2,12,118,725.5
WCA_04_NC_D,WCA_04,WCA,NY,Core,42.48974,74.5986,566,North_Carolina,D,6,55,4,6,13,105,634.4
WCA_04_MD_C,WCA_04,WCA,NY,Core,42.48974,74.5986,566,Maryland,C,5,34,3,5,6,139,665.65
WCA_04_VT_D,WCA_04,WCA,NY,Core,42.48974,74.5986,566,Vermont,D,5,21,2,5,7,136,523.95
WCA_04_MD_D,WCA_04,WCA,NY,Core,42.48974,74.5986,566,Maryland,D,6,61,5,6,5,143,683.5
WCA_04_NC_C,WCA_04,WCA,NY,Core,42.48974,74.5986,566,North_Carolina,C,6,61,5,6,5,105,634.4
WCA_04_MD_B,WCA_04,WCA,NY,Core,42.48974,74.5986,566,Maryland,B,5,21,2,5,7,NA,NA
WCA_04_VT_B,WCA_04,WCA,NY,Core,42.48974,74.5986,566,Vermont,B,6,27,2,6,13,136,523.95
WCA_04_VT_C,WCA_04,WCA,NY,Core,42.48974,74.5986,566,Vermont,C,2,68,5,2,12,146,591.2
WCA_04_MD_E,WCA_04,WCA,NY,Core,42.48974,74.5986,566,Maryland,E,2,68,5,2,12,138,662.4
WCA_04_VT_E,WCA_04,WCA,NY,Core,42.48974,74.5986,566,Vermont,E,5,20,2,5,6,146,591.2
WCA_04_VT_A,WCA_04,WCA,NY,Core,42.48974,74.5986,566,Vermont,A,2,10,1,2,10,141,554.55
WCA_04_VT_E,WCA_04,WCA,NY,Core,42.48974,74.5986,566,Vermont,E,5,20,2,5,6,141,554.55
WCA_04_MD_A,WCA_04,WCA,NY,Core,42.48974,74.5986,566,Maryland,A,6,55,4,6,13,137,657.5
WCA_05_VT_D,WCA_05,WCA,NY,Core,42.48933,74.59966,568,Vermont,D,4,58,5,4,2,146,591.2
WCA_05_NC_B,WCA_05,WCA,NY,Core,42.48933,74.59966,568,North_Carolina,B,6,46,4,6,4,122,750.9
WCA_05_MD_A,WCA_05,WCA,NY,Core,42.48933,74.59966,568,Maryland,A,2,52,4,2,10,147,703.95
WCA_05_VT_E,WCA_05,WCA,NY,Core,42.48933,74.59966,568,Vermont,E,6,18,2,6,4,141,554.55
WCA_05_NC_A,WCA_05,WCA,NY,Core,42.48933,74.59966,568,North_Carolina,A,4,58,5,4,2,104,626.35
WCA_05_NC_C,WCA_05,WCA,NY,Core,42.48933,74.59966,568,North_Carolina,C,4,43,4,4,1,118,725.5
WCA_05_VT_C,WCA_05,WCA,NY,Core,42.48933,74.59966,568,Vermont,C,2,8,1,2,8,146,591.2
WCA_05_VT_A,WCA_05,WCA,NY,Core,42.48933,74.59966,568,Vermont,A,4,43,4,4,1,148,601.1
WCA_05_MD_E,WCA_05,WCA,NY,Core,42.48933,74.59966,568,Maryland,E,2,8,1,2,8,138,662.4
WCA_05_MD_C,WCA_05,WCA,NY,Core,42.48933,74.59966,568,Maryland,C,6,32,3,6,4,146,696.9
WCA_05_NC_D,WCA_05,WCA,NY,Core,42.48933,74.59966,568,North_Carolina,D,2,52,4,2,10,122,750.9
WCA_05_MD_D,WCA_05,WCA,NY,Core,42.48933,74.59966,568,Maryland,D,4,29,3,4,1,146,696.9
WCA_05_NC_E,WCA_05,WCA,NY,Core,42.48933,74.59966,568,North_Carolina,E,2,8,1,2,8,122,750.9
WCA_05_MD_B,WCA_05,WCA,NY,Core,42.48933,74.59966,568,Maryland,B,4,13,1,4,13,146,696.9
WCA_07_VT_A,WCA_07,WCA,NY,Core,42.49206,74.64082,571,Vermont,A,2,13,1,2,13,146,591.2
WCA_07_VT_C,WCA_07,WCA,NY,Core,42.49206,74.64082,571,Vermont,C,4,54,4,4,12,146,591.2
WCA_07_MD_D,WCA_07,WCA,NY,Core,42.49206,74.64082,571,Maryland,D,6,58,5,6,2,138,662.4
WCA_07_VT_D,WCA_07,WCA,NY,Core,42.49206,74.64082,571,Vermont,D,6,19,2,6,5,141,554.55
WCA_07_VT_B,WCA_07,WCA,NY,Core,42.49206,74.64082,571,Vermont,B,4,45,4,4,3,146,591.2
WCA_07_MD_C,WCA_07,WCA,NY,Core,42.49206,74.64082,571,Maryland,C,3,55,4,3,13,146,696.9
WCA_07_NC_C,WCA_07,WCA,NY,Core,42.49206,74.64082,571,North_Carolina,C,6,58,5,6,2,111,684.95
WCA_07_MD_B,WCA_07,WCA,NY,Core,42.49206,74.64082,571,Maryland,B,6,19,2,6,5,135,642.5
WCA_07_NC_E,WCA_07,WCA,NY,Core,42.49206,74.64082,571,North_Carolina,E,4,40,3,4,12,122,750.9
WCA_07_NC_B,WCA_07,WCA,NY,Core,42.49206,74.64082,571,North_Carolina,B,3,41,3,3,13,122,750.9
WCA_07_NC_D,WCA_07,WCA,NY,Core,42.49206,74.64082,571,North_Carolina,D,4,17,2,4,3,118,725.5
WCA_07_MD_E,WCA_07,WCA,NY,Core,42.49206,74.64082,571,Maryland,E,4,26,2,4,12,145,693.8
WCA_07_MD_A,WCA_07,WCA,NY,Core,42.49206,74.64082,571,Maryland,A,4,31,3,4,3,130,613.55
WHI_01_MD_B,WHI_01,WHI,NY,Core,44.39593,73.90094,893,Maryland,B,5,30,3,5,2,141,674.8
WHI_01_MD_A,WHI_01,WHI,NY,Core,44.39593,73.90094,893,Maryland,A,3,66,5,3,10,137,657.5
WHI_01_VT_C,WHI_01,WHI,NY,Core,44.39593,73.90094,893,Vermont,C,2,43,4,2,1,136,523.95
WHI_01_MD_C,WHI_01,WHI,NY,Core,44.39593,73.90094,893,Maryland,C,4,69,5,4,13,139,665.65
WHI_01_NC_E,WHI_01,WHI,NY,Core,44.39593,73.90094,893,North_Carolina,E,2,29,3,2,1,111,684.95
WHI_01_NC_C,WHI_01,WHI,NY,Core,44.39593,73.90094,893,North_Carolina,C,4,2,1,4,2,111,684.95
WHI_01_VT_B,WHI_01,WHI,NY,Core,44.39593,73.90094,893,Vermont,B,5,5,1,5,5,143,568.5
WHI_01_NC_A,WHI_01,WHI,NY,Core,44.39593,73.90094,893,North_Carolina,A,5,30,3,5,2,122,750.9
WHI_01_VT_A,WHI_01,WHI,NY,Core,44.39593,73.90094,893,Vermont,A,4,69,5,4,13,143,568.5
WHI_01_VT_E,WHI_01,WHI,NY,Core,44.39593,73.90094,893,Vermont,E,4,2,1,4,2,141,554.55
WHI_01_NC_B,WHI_01,WHI,NY,Core,44.39593,73.90094,893,North_Carolina,B,4,69,5,4,13,105,634.4
WHI_01_NC_D,WHI_01,WHI,NY,Core,44.39593,73.90094,893,North_Carolina,D,3,66,5,3,10,111,684.95
WHI_01_VT_A,WHI_01,WHI,NY,Core,44.39593,73.90094,893,Vermont,A,4,69,5,4,13,139,538.3
WHI_01_MD_D,WHI_01,WHI,NY,Core,44.39593,73.90094,893,Maryland,D,4,2,1,4,2,141,674.8
WHI_01_MD_E,WHI_01,WHI,NY,Core,44.39593,73.90094,893,Maryland,E,2,15,2,2,1,135,642.5
WHI_01_VT_D,WHI_01,WHI,NY,Core,44.39593,73.90094,893,Vermont,D,5,30,3,5,2,141,554.55
WHI_03_VT_B,WHI_03,WHI,NY,Core,44.39735,73.89967,881,Vermont,B,6,10,1,6,10,139,538.3
WHI_03_NC_D,WHI_03,WHI,NY,Core,44.39735,73.89967,881,North_Carolina,D,2,61,5,2,5,105,634.4
WHI_03_VT_C,WHI_03,WHI,NY,Core,44.39735,73.89967,881,Vermont,C,6,55,4,6,13,141,554.55
WHI_03_NC_E,WHI_03,WHI,NY,Core,44.39735,73.89967,881,North_Carolina,E,6,41,3,6,13,111,684.95
WHI_03_VT_E,WHI_03,WHI,NY,Core,44.39735,73.89967,881,Vermont,E,4,26,2,4,12,141,554.55
WHI_03_MD_D,WHI_03,WHI,NY,Core,44.39735,73.89967,881,Maryland,D,3,20,2,3,6,138,662.4
WHI_03_MD_A,WHI_03,WHI,NY,Core,44.39735,73.89967,881,Maryland,A,2,61,5,2,5,137,657.5
WHI_03_VT_D,WHI_03,WHI,NY,Core,44.39735,73.89967,881,Vermont,D,5,4,1,5,4,141,554.55
WHI_03_VT_A,WHI_03,WHI,NY,Core,44.39735,73.89967,881,Vermont,A,3,34,3,3,6,143,568.5
WHI_03_MD_B,WHI_03,WHI,NY,Core,44.39735,73.89967,881,Maryland,B,3,67,5,3,11,130,613.55
WHI_03_MD_E,WHI_03,WHI,NY,Core,44.39735,73.89967,881,Maryland,E,6,27,2,6,13,138,662.4
WHI_03_NC_C,WHI_03,WHI,NY,Core,44.39735,73.89967,881,North_Carolina,C,3,20,2,3,6,125,777.7
WHI_03_NC_B,WHI_03,WHI,NY,Core,44.39735,73.89967,881,North_Carolina,B,4,54,4,4,12,104,626.35
WHI_03_MD_C,WHI_03,WHI,NY,Core,44.39735,73.89967,881,Maryland,C,4,40,3,4,12,133,629.9
WHI_03_NC_A,WHI_03,WHI,NY,Core,44.39735,73.89967,881,North_Carolina,A,5,4,1,5,4,111,684.95
WHI_04_VT_E,WHI_04,WHI,NY,Core,44.39754,73.89878,877,Vermont,E,4,24,2,4,10,141,554.55
WHI_04_MD_B,WHI_04,WHI,NY,Core,44.39754,73.89878,877,Maryland,B,2,9,1,2,9,143,683.5
WHI_04_NC_C,WHI_04,WHI,NY,Core,44.39754,73.89878,877,North_Carolina,C,6,23,2,6,9,122,750.9
WHI_04_NC_E,WHI_04,WHI,NY,Core,44.39754,73.89878,877,North_Carolina,E,3,41,3,3,13,122,750.9
WHI_04_MD_E,WHI_04,WHI,NY,Core,44.39754,73.89878,877,Maryland,E,3,27,2,3,13,142,679.3
WHI_04_MD_C,WHI_04,WHI,NY,Core,44.39754,73.89878,877,Maryland,C,4,38,3,4,10,139,665.65
WHI_04_VT_A,WHI_04,WHI,NY,Core,44.39754,73.89878,877,Vermont,A,6,37,3,6,9,139,538.3
WHI_04_NC_A,WHI_04,WHI,NY,Core,44.39754,73.89878,877,North_Carolina,A,6,62,5,6,6,98,580.3
WHI_04_NC_D,WHI_04,WHI,NY,Core,44.39754,73.89878,877,North_Carolina,D,2,47,4,2,5,111,684.95
WHI_04_MD_A,WHI_04,WHI,NY,Core,44.39754,73.89878,877,Maryland,A,2,47,4,2,5,135,642.5
WHI_04_VT_B,WHI_04,WHI,NY,Core,44.39754,73.89878,877,Vermont,B,2,19,2,2,5,141,554.55
WHI_04_NC_B,WHI_04,WHI,NY,Core,44.39754,73.89878,877,North_Carolina,B,4,52,4,4,10,104,626.35
WHI_04_VT_C,WHI_04,WHI,NY,Core,44.39754,73.89878,877,Vermont,C,3,55,4,3,13,146,591.2
WHI_04_MD_D,WHI_04,WHI,NY,Core,44.39754,73.89878,877,Maryland,D,6,23,2,6,9,130,613.55
WHI_05_MD_D,WHI_05,WHI,NY,Core,44.3988,73.8951,852,Maryland,D,6,36,3,6,8,141,674.8
WHI_05_VT_E,WHI_05,WHI,NY,Core,44.3988,73.8951,852,Vermont,E,4,43,4,4,1,146,591.2
WHI_05_NC_A,WHI_05,WHI,NY,Core,44.3988,73.8951,852,North_Carolina,A,6,64,5,6,8,104,626.35
WHI_05_MD_E,WHI_05,WHI,NY,Core,44.3988,73.8951,852,Maryland,E,3,52,4,3,10,138,662.4
WHI_05_VT_D,WHI_05,WHI,NY,Core,44.3988,73.8951,852,Vermont,D,6,64,5,6,8,139,538.3
WHI_05_VT_C,WHI_05,WHI,NY,Core,44.3988,73.8951,852,Vermont,C,3,38,3,3,10,141,554.55
WHI_05_VT_A,WHI_05,WHI,NY,Core,44.3988,73.8951,852,Vermont,A,6,50,4,6,8,143,568.5
WHI_05_MD_B,WHI_05,WHI,NY,Core,44.3988,73.8951,852,Maryland,B,2,7,1,2,7,139,665.65
WHI_05_NC_C,WHI_05,WHI,NY,Core,44.3988,73.8951,852,North_Carolina,C,6,50,4,6,8,111,684.95
WHI_05_NC_D,WHI_05,WHI,NY,Core,44.3988,73.8951,852,North_Carolina,D,6,33,3,6,5,111,684.95
WHI_05_MD_A,WHI_05,WHI,NY,Core,44.3988,73.8951,852,Maryland,A,6,19,2,6,5,135,642.5
WHI_05_NC_E,WHI_05,WHI,NY,Core,44.3988,73.8951,852,North_Carolina,E,3,24,2,3,10,122,750.9
WHI_05_MD_C,WHI_05,WHI,NY,Core,44.3988,73.8951,852,Maryland,C,4,43,4,4,1,135,642.5
WHI_05_NC_B,WHI_05,WHI,NY,Core,44.3988,73.8951,852,North_Carolina,B,4,29,3,4,1,122,750.9
WHI_05_VT_B,WHI_05,WHI,NY,Core,44.3988,73.8951,852,Vermont,B,6,33,3,6,5,139,538.3
WHI_07_NC_C,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,North_Carolina,C,2,36,3,2,8,105,634.4
WHI_07_MD_C,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,Maryland,C,6,65,5,6,9,139,665.65
WHI_07_NC_B,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,North_Carolina,B,6,65,5,6,9,111,684.95
WHI_07_NC_A,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,North_Carolina,A,2,47,4,2,5,104,626.35
WHI_07_MD_B,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,Maryland,B,2,19,2,2,5,137,657.5
WHI_07_MD_A,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,Maryland,A,3,51,4,3,9,141,674.8
WHI_07_NC_D,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,North_Carolina,D,3,51,4,3,9,105,634.4
WHI_07_VT_C,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,Vermont,C,3,54,4,3,12,139,538.3
WHI_07_MD_E,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,Maryland,E,3,26,2,3,12,142,679.3
WHI_07_VT_A,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,Vermont,A,2,22,2,2,8,143,568.5
WHI_07_VT_B,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,Vermont,B,3,23,2,3,9,141,554.55
WHI_07_VT_D,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,Vermont,D,2,19,2,2,5,143,568.5
WHI_07_VT_E,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,Vermont,E,2,6,1,2,6,141,554.55
WHI_07_MD_D,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,Maryland,D,2,50,4,2,8,133,629.9
WHI_07_NC_E,WHI_07,WHI,NY,Core,44.37091,73.90691,1208,North_Carolina,E,3,40,3,3,12,122,750.9
WHI_12_MD_A,WHI_12,WHI,NY,Core,44.39975,73.85603,573,Maryland,A,3,49,4,3,7,137,657.5
WHI_12_NC_D,WHI_12,WHI,NY,Core,44.39975,73.85603,573,North_Carolina,D,3,49,4,3,7,111,684.95
WHI_12_VT_D,WHI_12,WHI,NY,Core,44.39975,73.85603,573,Vermont,D,5,38,3,5,10,146,591.2
WHI_12_NC_B,WHI_12,WHI,NY,Core,44.39975,73.85603,573,North_Carolina,B,5,10,1,5,10,122,750.9
WHI_12_VT_A,WHI_12,WHI,NY,Core,44.39975,73.85603,573,Vermont,A,3,21,2,3,7,146,591.2
WHI_12_VT_E,WHI_12,WHI,NY,Core,44.39975,73.85603,573,Vermont,E,3,61,5,3,5,143,568.5
WHI_12_NC_A,WHI_12,WHI,NY,Core,44.39975,73.85603,573,North_Carolina,A,5,38,3,5,10,122,750.9
WHI_12_VT_C,WHI_12,WHI,NY,Core,44.39975,73.85603,573,Vermont,C,5,48,4,5,6,141,554.55
WHI_12_MD_E,WHI_12,WHI,NY,Core,44.39975,73.85603,573,Maryland,E,5,20,2,5,6,140,669.6
WHI_12_MD_C,WHI_12,WHI,NY,Core,44.39975,73.85603,573,Maryland,C,5,10,1,5,10,149,715.1
WHI_12_NC_C,WHI_12,WHI,NY,Core,44.39975,73.85603,573,North_Carolina,C,3,35,3,3,7,122,750.9
WHI_12_VT_C,WHI_12,WHI,NY,Core,44.39975,73.85603,573,Vermont,C,5,48,4,5,6,146,591.2
WHI_12_MD_B,WHI_12,WHI,NY,Core,44.39975,73.85603,573,Maryland,B,5,38,3,5,10,146,696.9
WHI_12_VT_B,WHI_12,WHI,NY,Core,44.39975,73.85603,573,Vermont,B,3,21,2,3,7,146,591.2
WHI_12_MD_D,WHI_12,WHI,NY,Core,44.39975,73.85603,573,Maryland,D,3,49,4,3,7,146,696.9
XBM_02_VT_C,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,Vermont,C,4,63,5,4,7,141,554.55
XBM_02_NC_C,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,North_Carolina,C,5,36,3,5,8,125,777.7
XBM_02_NC_A,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,North_Carolina,A,4,48,4,4,6,101,604.35
XBM_02_VT_A,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,Vermont,A,5,22,2,5,8,146,591.2
XBM_02_VT_E,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,Vermont,E,5,11,1,5,11,141,554.55
XBM_02_MD_A,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,Maryland,A,5,7,1,5,7,130,613.55
XBM_02_VT_D,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,Vermont,D,4,20,2,4,6,143,568.5
XBM_02_NC_D,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,North_Carolina,D,5,7,1,5,7,111,684.95
XBM_02_MD_D,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,Maryland,D,5,50,4,5,8,138,662.4
XBM_02_NC_B,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,North_Carolina,B,3,60,5,3,4,104,626.35
XBM_02_MD_C,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,Maryland,C,3,60,5,3,4,130,613.55
XBM_02_VT_B,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,Vermont,B,3,64,5,3,8,150,610.9
XBM_02_NC_E,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,North_Carolina,E,4,63,5,4,7,105,634.4
XBM_02_MD_B,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,Maryland,B,4,20,2,4,6,127,595.9
XBM_02_VT_D,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,Vermont,D,4,20,2,4,6,141,554.55
XBM_02_MD_E,XBM_02,XBM,PA,Margin,40.73345,77.75672,552,Maryland,E,4,63,5,4,7,145,693.8
XBM_03_VT_E,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,Vermont,E,6,39,3,6,11,141,554.55
XBM_03_NC_E,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,North_Carolina,E,4,11,1,4,11,111,684.95
XBM_03_MD_D,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,Maryland,D,3,25,2,3,11,143,683.5
XBM_03_MD_A,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,Maryland,A,6,15,2,6,1,137,657.5
XBM_03_MD_C,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,Maryland,C,6,25,2,6,11,151,729
XBM_03_VT_A,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,Vermont,A,3,39,3,3,11,146,591.2
XBM_03_MD_E,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,Maryland,E,4,11,1,4,11,138,662.4
XBM_03_VT_C,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,Vermont,C,4,11,1,4,11,146,591.2
XBM_03_VT_D,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,Vermont,D,6,39,3,6,11,146,591.2
XBM_03_NC_A,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,North_Carolina,A,6,39,3,6,11,111,684.95
XBM_03_NC_B,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,North_Carolina,B,6,25,2,6,11,122,750.9
XBM_03_MD_B,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,Maryland,B,6,39,3,6,11,137,657.5
XBM_03_NC_C,XBM_03,XBM,PA,Margin,40.73457,77.75919,561,North_Carolina,C,3,25,2,3,11,118,725.5
