"","plant_ID","Family","Population","Location","Region","Latitude","Longitude","Elevation","mBed","Garden","Bed","BedRow","BedCol","Rack","RackRow","RackCol","FinalHT","Height_Fall2019","Growth"
"652","BFA_05_VT_C","BFA_05","BFA","WV","Edge",38.47892,79.71738,1328,"VT_C","Vermont","C",6,56,4,6,14,37.5,25.5,12
"653","BFA_05_VT_D","BFA_05","BFA","WV","Edge",38.47892,79.71738,1328,"VT_D","Vermont","D",5,42,3,5,14,34,22,12
"654","BFA_05_VT_E","BFA_05","BFA","WV","Edge",38.47892,79.71738,1328,"VT_E","Vermont","E",2,19,2,2,5,52,39,13
"655","BLA_01_MD_A","BLA_01","BLA","PA","Margin",41.11477,75.59536,475,"MD_A","Maryland","A",5,47,4,5,5,44.5,26.5,18
"656","BLA_01_MD_B","BLA_01","BLA","PA","Margin",41.11477,75.59536,475,"MD_B","Maryland","B",3,19,2,3,5,53,38.5,14.5
"657","BLA_01_MD_C","BLA_01","BLA","PA","Margin",41.11477,75.59536,475,"MD_C","Maryland","C",5,51,4,5,9,53,32,21
"658","BLA_01_MD_D","BLA_01","BLA","PA","Margin",41.11477,75.59536,475,"MD_D","Maryland","D",5,59,5,5,3,80,51,29
"659","BLA_01_MD_E","BLA_01","BLA","PA","Margin",41.11477,75.59536,475,"MD_E","Maryland","E",4,59,5,4,3,40,24,16
"660","BLA_01_NC_A","BLA_01","BLA","PA","Margin",41.11477,75.59536,475,"NC_A","North_Carolina","A",3,47,4,3,5,57,39.5,17.5
"661","BLA_01_NC_B","BLA_01","BLA","PA","Margin",41.11477,75.59536,475,"NC_B","North_Carolina","B",5,37,3,5,9,67.5,45.5,22
"662","BLA_01_NC_C","BLA_01","BLA","PA","Margin",41.11477,75.59536,475,"NC_C","North_Carolina","C",5,59,5,5,3,43.5,30,13.5
"663","BLA_01_NC_D","BLA_01","BLA","PA","Margin",41.11477,75.59536,475,"NC_D","North_Carolina","D",5,47,4,5,5,58,43,15
"664","BLA_01_NC_E","BLA_01","BLA","PA","Margin",41.11477,75.59536,475,"NC_E","North_Carolina","E",4,59,5,4,3,59.5,33,26.5
"665","BLA_01_VT_A","BLA_01","BLA","PA","Margin",41.11477,75.59536,475,"VT_A","Vermont","A",3,12,1,3,12,68,42,26
"666","BLA_01_VT_B","BLA_01","BLA","PA","Margin",41.11477,75.59536,475,"VT_B","Vermont","B",5,19,2,5,5,63.5,39.5,24
"667","BLA_01_VT_C","BLA_01","BLA","PA","Margin",41.11477,75.59536,475,"VT_C","Vermont","C",4,59,5,4,3,53.5,32,21.5
"668","BLA_01_VT_D","BLA_01","BLA","PA","Margin",41.11477,75.59536,475,"VT_D","Vermont","D",3,19,2,3,5,52,32.5,19.5
"669","BLA_01_VT_E","BLA_01","BLA","PA","Margin",41.11477,75.59536,475,"VT_E","Vermont","E",5,51,4,5,9,57,37,20
"670","BLA_02_MD_A","BLA_02","BLA","PA","Margin",41.11296,75.59274,499,"MD_A","Maryland","A",6,40,3,6,12,95.2,66,29.2
"671","BLA_02_MD_B","BLA_02","BLA","PA","Margin",41.11296,75.59274,499,"MD_B","Maryland","B",2,15,2,2,1,48,38,10
"672","BLA_02_MD_C","BLA_02","BLA","PA","Margin",41.11296,75.59274,499,"MD_C","Maryland","C",5,55,4,5,13,50.5,29.5,21
"673","BLA_02_MD_D","BLA_02","BLA","PA","Margin",41.11296,75.59274,499,"MD_D","Maryland","D",4,3,1,4,3,57.5,37.5,20
"674","BLA_02_MD_E","BLA_02","BLA","PA","Margin",41.11296,75.59274,499,"MD_E","Maryland","E",2,43,4,2,1,73.5,47,26.5
"675","BLA_02_NC_A","BLA_02","BLA","PA","Margin",41.11296,75.59274,499,"NC_A","North_Carolina","A",2,43,4,2,1,44,29.5,14.5
"676","BLA_02_NC_B","BLA_02","BLA","PA","Margin",41.11296,75.59274,499,"NC_B","North_Carolina","B",5,41,3,5,13,59.5,40,19.5
"677","BLA_02_NC_C","BLA_02","BLA","PA","Margin",41.11296,75.59274,499,"NC_C","North_Carolina","C",4,3,1,4,3,94,47,47
"678","BLA_02_NC_D","BLA_02","BLA","PA","Margin",41.11296,75.59274,499,"NC_D","North_Carolina","D",6,26,2,6,12,59,39,20
"679","BLA_02_NC_E","BLA_02","BLA","PA","Margin",41.11296,75.59274,499,"NC_E","North_Carolina","E",2,15,2,2,1,50,31,19
"680","BLA_02_VT_A","BLA_02","BLA","PA","Margin",41.11296,75.59274,499,"VT_A","Vermont","A",4,68,5,4,12,76.5,45,31.5
"681","BLA_02_VT_B","BLA_02","BLA","PA","Margin",41.11296,75.59274,499,"VT_B","Vermont","B",6,54,4,6,12,70,44,26
"682","BLA_02_VT_C","BLA_02","BLA","PA","Margin",41.11296,75.59274,499,"VT_C","Vermont","C",2,29,3,2,1,62,41,21
"683","BLA_02_VT_D","BLA_02","BLA","PA","Margin",41.11296,75.59274,499,"VT_D","Vermont","D",2,15,2,2,1,64.5,46,18.5
"684","BLA_02_VT_E","BLA_02","BLA","PA","Margin",41.11296,75.59274,499,"VT_E","Vermont","E",5,55,4,5,13,59,42,17
"685","BLA_03_MD_A","BLA_03","BLA","PA","Margin",41.11094,75.58869,513,"MD_A","Maryland","A",5,33,3,5,5,46.7,31,15.7
"686","BLA_03_MD_B","BLA_03","BLA","PA","Margin",41.11094,75.58869,513,"MD_B","Maryland","B",6,26,2,6,12,51,41,10
"687","BLA_03_MD_C","BLA_03","BLA","PA","Margin",41.11094,75.58869,513,"MD_C","Maryland","C",4,62,5,4,6,80.5,35.5,45
"688","BLA_03_MD_D","BLA_03","BLA","PA","Margin",41.11094,75.58869,513,"MD_D","Maryland","D",5,26,2,5,12,68.5,42.5,26
"689","BLA_03_MD_E","BLA_03","BLA","PA","Margin",41.11094,75.58869,513,"MD_E","Maryland","E",5,63,5,5,7,46,33.5,12.5
"690","BLA_03_NC_A","BLA_03","BLA","PA","Margin",41.11094,75.58869,513,"NC_A","North_Carolina","A",6,54,4,6,12,50.5,32,18.5
"691","BLA_03_NC_B","BLA_03","BLA","PA","Margin",41.11094,75.58869,513,"NC_B","North_Carolina","B",4,62,5,4,6,66.5,32,34.5
"692","BLA_03_NC_C","BLA_03","BLA","PA","Margin",41.11094,75.58869,513,"NC_C","North_Carolina","C",5,26,2,5,12,57,32.5,24.5
"693","BLA_03_NC_D","BLA_03","BLA","PA","Margin",41.11094,75.58869,513,"NC_D","North_Carolina","D",5,19,2,5,5,51.5,32,19.5
"694","BLA_03_NC_E","BLA_03","BLA","PA","Margin",41.11094,75.58869,513,"NC_E","North_Carolina","E",5,63,5,5,7,72,41,31
"695","BLA_03_VT_A","BLA_03","BLA","PA","Margin",41.11094,75.58869,513,"VT_A","Vermont","A",5,40,3,5,12,45.5,26,19.5
"696","BLA_03_VT_B","BLA_03","BLA","PA","Margin",41.11094,75.58869,513,"VT_B","Vermont","B",5,47,4,5,5,24,18.5,5.5
"697","BLA_03_VT_C","BLA_03","BLA","PA","Margin",41.11094,75.58869,513,"VT_C","Vermont","C",5,63,5,5,7,67.5,53.5,14
"698","BLA_03_VT_D","BLA_03","BLA","PA","Margin",41.11094,75.58869,513,"VT_D","Vermont","D",6,26,2,6,12,44,31,13
"699","BLA_03_VT_E","BLA_03","BLA","PA","Margin",41.11094,75.58869,513,"VT_E","Vermont","E",4,9,1,4,9,69.5,34,35.5
"700","BLA_04_MD_A","BLA_04","BLA","PA","Margin",41.11113,75.58817,513,"MD_A","Maryland","A",5,51,4,5,9,69.2,42,27.2
"701","BLA_04_MD_B","BLA_04","BLA","PA","Margin",41.11113,75.58817,513,"MD_B","Maryland","B",5,63,5,5,7,53,41,12
"702","BLA_04_MD_C","BLA_04","BLA","PA","Margin",41.11113,75.58817,513,"MD_C","Maryland","C",3,20,2,3,6,81.5,52.5,29
"703","BLA_04_MD_D","BLA_04","BLA","PA","Margin",41.11113,75.58817,513,"MD_D","Maryland","D",5,4,1,5,4,66.5,40.5,26
"704","BLA_04_MD_E","BLA_04","BLA","PA","Margin",41.11113,75.58817,513,"MD_E","Maryland","E",4,19,2,4,5,53.5,44,9.5
"705","BLA_04_NC_A","BLA_04","BLA","PA","Margin",41.11113,75.58817,513,"NC_A","North_Carolina","A",3,8,1,3,8,20,9.5,10.5
"706","BLA_04_NC_B","BLA_04","BLA","PA","Margin",41.11113,75.58817,513,"NC_B","North_Carolina","B",3,20,2,3,6,56,39,17
"707","BLA_04_NC_C","BLA_04","BLA","PA","Margin",41.11113,75.58817,513,"NC_C","North_Carolina","C",5,4,1,5,4,48,33.5,14.5
"708","BLA_04_NC_D","BLA_04","BLA","PA","Margin",41.11113,75.58817,513,"NC_D","North_Carolina","D",5,51,4,5,9,43,29,14
"709","BLA_04_NC_E","BLA_04","BLA","PA","Margin",41.11113,75.58817,513,"NC_E","North_Carolina","E",4,33,3,4,5,56.5,37,19.5
"710","BLA_04_VT_A","BLA_04","BLA","PA","Margin",41.11113,75.58817,513,"VT_A","Vermont","A",3,67,5,3,11,49,34.5,14.5
"711","BLA_04_VT_B","BLA_04","BLA","PA","Margin",41.11113,75.58817,513,"VT_B","Vermont","B",5,23,2,5,9,76.5,42,34.5
"712","BLA_04_VT_C","BLA_04","BLA","PA","Margin",41.11113,75.58817,513,"VT_C","Vermont","C",4,47,4,4,5,54,35.5,18.5
"713","BLA_04_VT_D","BLA_04","BLA","PA","Margin",41.11113,75.58817,513,"VT_D","Vermont","D",3,8,1,3,8,65,40,25
"714","BLA_04_VT_E","BLA_04","BLA","PA","Margin",41.11113,75.58817,513,"VT_E","Vermont","E",3,34,3,3,6,55.5,44,11.5
"715","BLA_05_MD_A","BLA_05","BLA","PA","Margin",41.11547,75.59589,510,"MD_A","Maryland","A",3,45,4,3,3,54.5,40.5,14
"716","BLA_05_MD_B","BLA_05","BLA","PA","Margin",41.11547,75.59589,510,"MD_B","Maryland","B",5,27,2,5,13,87.5,66,21.5
"717","BLA_05_MD_C","BLA_05","BLA","PA","Margin",41.11547,75.59589,510,"MD_C","Maryland","C",6,56,4,6,14,54,43,11
"718","BLA_05_MD_D","BLA_05","BLA","PA","Margin",41.11547,75.59589,510,"MD_D","Maryland","D",6,67,5,6,11,107,48,59
"719","BLA_05_MD_E","BLA_05","BLA","PA","Margin",41.11547,75.59589,510,"MD_E","Maryland","E",6,47,4,6,5,72,49.5,22.5
"720","BLA_05_NC_A","BLA_05","BLA","PA","Margin",41.11547,75.59589,510,"NC_A","North_Carolina","A",5,55,4,5,13,67,32.5,34.5
"721","BLA_05_NC_B","BLA_05","BLA","PA","Margin",41.11547,75.59589,510,"NC_B","North_Carolina","B",6,42,3,6,14,54,38.5,15.5
"722","BLA_05_NC_C","BLA_05","BLA","PA","Margin",41.11547,75.59589,510,"NC_C","North_Carolina","C",6,67,5,6,11,71.5,36.5,35
"723","BLA_05_NC_D","BLA_05","BLA","PA","Margin",41.11547,75.59589,510,"NC_D","North_Carolina","D",3,45,4,3,3,54,36.5,17.5
"724","BLA_05_NC_E","BLA_05","BLA","PA","Margin",41.11547,75.59589,510,"NC_E","North_Carolina","E",6,19,2,6,5,70,55,15
"725","BLA_05_VT_B","BLA_05","BLA","PA","Margin",41.11547,75.59589,510,"VT_B","Vermont","B",3,17,2,3,3,58,31,27
"726","BLA_05_VT_C","BLA_05","BLA","PA","Margin",41.11547,75.59589,510,"VT_C","Vermont","C",6,33,3,6,5,60,53.5,6.5
"727","BLA_05_VT_D","BLA_05","BLA","PA","Margin",41.11547,75.59589,510,"VT_D","Vermont","D",5,27,2,5,13,55,41,14
"728","BLA_05_VT_E","BLA_05","BLA","PA","Margin",41.11547,75.59589,510,"VT_E","Vermont","E",6,56,4,6,14,62.5,36,26.5
"729","BRA_01_MD_A","BRA_01","BRA","PA","Margin",41.15817,75.53619,520,"MD_A","Maryland","A",4,57,5,4,1,48.5,33,15.5
"730","BRA_01_MD_B","BRA_01","BRA","PA","Margin",41.15817,75.53619,520,"MD_B","Maryland","B",3,65,5,3,9,56,37.5,18.5
"731","BRA_01_MD_C","BRA_01","BRA","PA","Margin",41.15817,75.53619,520,"MD_C","Maryland","C",5,69,5,5,13,60.5,35.5,25
"732","BRA_01_MD_D","BRA_01","BRA","PA","Margin",41.15817,75.53619,520,"MD_D","Maryland","D",6,55,4,6,13,63.5,39.5,24
"733","BRA_01_MD_E","BRA_01","BRA","PA","Margin",41.15817,75.53619,520,"MD_E","Maryland","E",2,34,3,2,6,50.5,25.5,25
"734","BRA_01_NC_A","BRA_01","BRA","PA","Margin",41.15817,75.53619,520,"NC_A","North_Carolina","A",5,6,1,5,6,51,34.5,16.5
"735","BRA_01_NC_B","BRA_01","BRA","PA","Margin",41.15817,75.53619,520,"NC_B","North_Carolina","B",5,69,5,5,13,36,31,5
"736","BRA_01_NC_C","BRA_01","BRA","PA","Margin",41.15817,75.53619,520,"NC_C","North_Carolina","C",6,41,3,6,13,42,25.5,16.5
"737","BRA_01_NC_D","BRA_01","BRA","PA","Margin",41.15817,75.53619,520,"NC_D","North_Carolina","D",4,57,5,4,1,57.5,40.5,17
"738","BRA_01_NC_E","BRA_01","BRA","PA","Margin",41.15817,75.53619,520,"NC_E","North_Carolina","E",2,48,4,2,6,48,35,13
"739","BRA_01_VT_A","BRA_01","BRA","PA","Margin",41.15817,75.53619,520,"VT_A","Vermont","A",6,27,2,6,13,37.5,20.5,17
"740","BRA_01_VT_B","BRA_01","BRA","PA","Margin",41.15817,75.53619,520,"VT_B","Vermont","B",4,14,1,4,14,56.5,32.5,24
"741","BRA_01_VT_C","BRA_01","BRA","PA","Margin",41.15817,75.53619,520,"VT_C","Vermont","C",2,20,2,2,6,47.5,57.5,-10
"742","BRA_01_VT_D","BRA_01","BRA","PA","Margin",41.15817,75.53619,520,"VT_D","Vermont","D",5,6,1,5,6,44.5,28.5,16
"743","BRA_01_VT_E","BRA_01","BRA","PA","Margin",41.15817,75.53619,520,"VT_E","Vermont","E",3,2,1,3,2,46,25,21
"744","BRA_02_MD_A","BRA_02","BRA","PA","Margin",41.15854,75.53651,531,"MD_A","Maryland","A",6,8,1,6,8,41.7,23,18.7
"745","BRA_02_MD_B","BRA_02","BRA","PA","Margin",41.15854,75.53651,531,"MD_B","Maryland","B",4,50,4,4,8,45,32,13
"746","BRA_02_MD_C","BRA_02","BRA","PA","Margin",41.15854,75.53651,531,"MD_C","Maryland","C",2,32,3,2,4,43.5,25.5,18
"747","BRA_02_MD_D","BRA_02","BRA","PA","Margin",41.15854,75.53651,531,"MD_D","Maryland","D",4,48,4,4,6,55.5,34,21.5
"748","BRA_02_MD_E","BRA_02","BRA","PA","Margin",41.15854,75.53651,531,"MD_E","Maryland","E",6,58,5,6,2,47,28,19
"749","BRA_02_NC_A","BRA_02","BRA","PA","Margin",41.15854,75.53651,531,"NC_A","North_Carolina","A",4,22,2,4,8,32,17.5,14.5
"750","BRA_02_NC_B","BRA_02","BRA","PA","Margin",41.15854,75.53651,531,"NC_B","North_Carolina","B",2,46,4,2,4,47.5,31.5,16
"751","BRA_02_NC_C","BRA_02","BRA","PA","Margin",41.15854,75.53651,531,"NC_C","North_Carolina","C",4,34,3,4,6,49,35.5,13.5
"752","BRA_02_NC_D","BRA_02","BRA","PA","Margin",41.15854,75.53651,531,"NC_D","North_Carolina","D",6,8,1,6,8,10,6,4
"753","BRA_02_NC_E","BRA_02","BRA","PA","Margin",41.15854,75.53651,531,"NC_E","North_Carolina","E",6,58,5,6,2,60.5,41.5,19
"754","BRA_02_VT_A","BRA_02","BRA","PA","Margin",41.15854,75.53651,531,"VT_A","Vermont","A",4,20,2,4,6,38,27,11
"755","BRA_02_VT_B","BRA_02","BRA","PA","Margin",41.15854,75.53651,531,"VT_B","Vermont","B",2,63,5,2,7,67,44.5,22.5
"756","BRA_02_VT_C","BRA_02","BRA","PA","Margin",41.15854,75.53651,531,"VT_C","Vermont","C",6,58,5,6,2,53,34,19
"757","BRA_02_VT_D","BRA_02","BRA","PA","Margin",41.15854,75.53651,531,"VT_D","Vermont","D",4,50,4,4,8,69.5,43,26.5
"758","BRA_02_VT_E","BRA_02","BRA","PA","Margin",41.15854,75.53651,531,"VT_E","Vermont","E",2,18,2,2,4,45,31.5,13.5
"759","BRA_03_MD_A","BRA_03","BRA","PA","Margin",41.16102,75.53809,528,"MD_A","Maryland","A",5,8,1,5,8,48.9,30,18.9
"760","BRA_03_MD_B","BRA_03","BRA","PA","Margin",41.16102,75.53809,528,"MD_B","Maryland","B",2,28,2,2,14,41.5,21.5,20
"761","BRA_03_MD_C","BRA_03","BRA","PA","Margin",41.16102,75.53809,528,"MD_C","Maryland","C",6,28,2,6,14,61.5,33,28.5
"762","BRA_03_MD_D","BRA_03","BRA","PA","Margin",41.16102,75.53809,528,"MD_D","Maryland","D",4,55,4,4,13,62.5,42,20.5
"763","BRA_03_NC_B","BRA_03","BRA","PA","Margin",41.16102,75.53809,528,"NC_B","North_Carolina","B",6,28,2,6,14,53.5,36.5,17
"764","BRA_03_NC_C","BRA_03","BRA","PA","Margin",41.16102,75.53809,528,"NC_C","North_Carolina","C",4,41,3,4,13,77.5,39,38.5
"765","BRA_03_NC_D","BRA_03","BRA","PA","Margin",41.16102,75.53809,528,"NC_D","North_Carolina","D",5,8,1,5,8,73,40.5,32.5
"766","BRA_03_NC_E","BRA_03","BRA","PA","Margin",41.16102,75.53809,528,"NC_E","North_Carolina","E",4,61,5,4,5,55,37,18
"767","BRA_03_VT_A","BRA_03","BRA","PA","Margin",41.16102,75.53809,528,"VT_A","Vermont","A",4,27,2,4,13,75,40.5,34.5
"768","BRA_03_VT_B","BRA_03","BRA","PA","Margin",41.16102,75.53809,528,"VT_B","Vermont","B",3,63,5,3,7,49,47.5,1.5
"769","BRA_03_VT_C","BRA_03","BRA","PA","Margin",41.16102,75.53809,528,"VT_C","Vermont","C",4,61,5,4,5,74.5,58,16.5
"770","BRA_03_VT_D","BRA_03","BRA","PA","Margin",41.16102,75.53809,528,"VT_D","Vermont","D",2,28,2,2,14,53,24.5,28.5
"771","BRA_03_VT_E","BRA_03","BRA","PA","Margin",41.16102,75.53809,528,"VT_E","Vermont","E",6,42,3,6,14,51.5,37.5,14
"772","BRA_04_MD_A","BRA_04","BRA","PA","Margin",41.16406,75.54375,531,"MD_A","Maryland","A",5,34,3,5,6,60.4,44.5,15.9
"773","BRA_04_MD_B","BRA_04","BRA","PA","Margin",41.16406,75.54375,531,"MD_B","Maryland","B",5,49,4,5,7,50,30.5,19.5
"774","BRA_04_MD_C","BRA_04","BRA","PA","Margin",41.16406,75.54375,531,"MD_C","Maryland","C",5,23,2,5,9,84.5,49,35.5
"775","BRA_04_MD_D","BRA_04","BRA","PA","Margin",41.16406,75.54375,531,"MD_D","Maryland","D",4,34,3,4,6,54.5,29.5,25
"776","BRA_04_MD_E","BRA_04","BRA","PA","Margin",41.16406,75.54375,531,"MD_E","Maryland","E",6,59,5,6,3,85.5,47.5,38
"777","BRA_04_NC_A","BRA_04","BRA","PA","Margin",41.16406,75.54375,531,"NC_A","North_Carolina","A",5,21,2,5,7,47.5,28.5,19
"778","BRA_04_NC_B","BRA_04","BRA","PA","Margin",41.16406,75.54375,531,"NC_B","North_Carolina","B",5,23,2,5,9,58.5,40,18.5
"779","BRA_04_NC_C","BRA_04","BRA","PA","Margin",41.16406,75.54375,531,"NC_C","North_Carolina","C",4,48,4,4,6,42,27,15
"780","BRA_04_NC_D","BRA_04","BRA","PA","Margin",41.16406,75.54375,531,"NC_D","North_Carolina","D",5,20,2,5,6,59.5,40.5,19
"781","BRA_04_NC_E","BRA_04","BRA","PA","Margin",41.16406,75.54375,531,"NC_E","North_Carolina","E",6,59,5,6,3,72,49,23
"782","BRA_04_VT_A","BRA_04","BRA","PA","Margin",41.16406,75.54375,531,"VT_A","Vermont","A",4,48,4,4,6,60.5,42,18.5
"783","BRA_04_VT_B","BRA_04","BRA","PA","Margin",41.16406,75.54375,531,"VT_B","Vermont","B",5,48,4,5,6,44.5,34,10.5
"784","BRA_04_VT_C","BRA_04","BRA","PA","Margin",41.16406,75.54375,531,"VT_C","Vermont","C",6,59,5,6,3,44.5,38,6.5
"785","BRA_04_VT_D","BRA_04","BRA","PA","Margin",41.16406,75.54375,531,"VT_D","Vermont","D",5,49,4,5,7,62,34,28
"786","BRA_04_VT_E","BRA_04","BRA","PA","Margin",41.16406,75.54375,531,"VT_E","Vermont","E",5,37,3,5,9,65,44,21
"787","BRA_05_MD_A","BRA_05","BRA","PA","Margin",41.15577,75.52876,539,"MD_A","Maryland","A",3,39,3,3,11,31.6,19,12.6
"788","BRA_05_MD_B","BRA_05","BRA","PA","Margin",41.15577,75.52876,539,"MD_B","Maryland","B",3,13,1,3,13,49,34.5,14.5
"789","BRA_05_MD_C","BRA_05","BRA","PA","Margin",41.15577,75.52876,539,"MD_C","Maryland","C",6,18,2,6,4,41.5,27.5,14
"790","BRA_05_MD_D","BRA_05","BRA","PA","Margin",41.15577,75.52876,539,"MD_D","Maryland","D",5,31,3,5,3,57,35,22
"791","BRA_05_MD_E","BRA_05","BRA","PA","Margin",41.15577,75.52876,539,"MD_E","Maryland","E",4,68,5,4,12,60,33,27
"792","BRA_05_NC_A","BRA_05","BRA","PA","Margin",41.15577,75.52876,539,"NC_A","North_Carolina","A",5,58,5,5,2,24,13.2,10.8
"793","BRA_05_NC_B","BRA_05","BRA","PA","Margin",41.15577,75.52876,539,"NC_B","North_Carolina","B",6,18,2,6,4,56.5,40.5,16
"794","BRA_05_NC_C","BRA_05","BRA","PA","Margin",41.15577,75.52876,539,"NC_C","North_Carolina","C",5,45,4,5,3,62.5,39,23.5
"795","BRA_05_NC_D","BRA_05","BRA","PA","Margin",41.15577,75.52876,539,"NC_D","North_Carolina","D",3,25,2,3,11,20,18.5,1.5
"796","BRA_05_NC_E","BRA_05","BRA","PA","Margin",41.15577,75.52876,539,"NC_E","North_Carolina","E",4,68,5,4,12,49.5,26,23.5
"797","BRA_05_VT_A","BRA_05","BRA","PA","Margin",41.15577,75.52876,539,"VT_A","Vermont","A",5,45,4,5,3,55.5,29.5,26
"798","BRA_05_VT_B","BRA_05","BRA","PA","Margin",41.15577,75.52876,539,"VT_B","Vermont","B",3,53,4,3,11,30.5,19.5,11
"799","BRA_05_VT_C","BRA_05","BRA","PA","Margin",41.15577,75.52876,539,"VT_C","Vermont","C",4,68,5,4,12,58.5,48,10.5
"800","BRA_05_VT_D","BRA_05","BRA","PA","Margin",41.15577,75.52876,539,"VT_D","Vermont","D",5,58,5,5,2,65.5,42.5,23
"801","BRA_05_VT_E","BRA_05","BRA","PA","Margin",41.15577,75.52876,539,"VT_E","Vermont","E",6,32,3,6,4,52.5,30.5,22
"802","BRB_01_MD_A","BRB_01","BRB","WV","Edge",39.11781,79.58277,988,"MD_A","Maryland","A",2,23,2,2,9,46.7,29.5,17.2
"803","BRB_01_MD_B","BRB_01","BRB","WV","Edge",39.11781,79.58277,988,"MD_B","Maryland","B",4,21,2,4,7,49,35.5,13.5
"804","BRB_01_MD_C","BRB_01","BRB","WV","Edge",39.11781,79.58277,988,"MD_C","Maryland","C",6,22,2,6,8,34,18.5,15.5
"805","BRB_01_MD_D","BRB_01","BRB","WV","Edge",39.11781,79.58277,988,"MD_D","Maryland","D",6,68,5,6,12,39,25.5,13.5
"806","BRB_01_MD_E","BRB_01","BRB","WV","Edge",39.11781,79.58277,988,"MD_E","Maryland","E",3,39,3,3,11,56.5,35.5,21
"807","BRB_01_NC_A","BRB_01","BRB","WV","Edge",39.11781,79.58277,988,"NC_A","North_Carolina","A",4,49,4,4,7,40.5,22.5,18
"808","BRB_01_NC_B","BRB_01","BRB","WV","Edge",39.11781,79.58277,988,"NC_B","North_Carolina","B",6,22,2,6,8,57.5,40,17.5
"809","BRB_01_NC_C","BRB_01","BRB","WV","Edge",39.11781,79.58277,988,"NC_C","North_Carolina","C",6,68,5,6,12,56,36,20
"810","BRB_01_NC_D","BRB_01","BRB","WV","Edge",39.11781,79.58277,988,"NC_D","North_Carolina","D",2,37,3,2,9,38,28,10
"811","BRB_01_NC_E","BRB_01","BRB","WV","Edge",39.11781,79.58277,988,"NC_E","North_Carolina","E",3,53,4,3,11,44,30,14
"812","BRB_01_VT_A","BRB_01","BRB","WV","Edge",39.11781,79.58277,988,"VT_A","Vermont","A",2,3,1,2,3,37,23,14
"813","BRB_01_VT_B","BRB_01","BRB","WV","Edge",39.11781,79.58277,988,"VT_B","Vermont","B",2,37,3,2,9,52.5,31,21.5
"814","BRB_01_VT_D","BRB_01","BRB","WV","Edge",39.11781,79.58277,988,"VT_D","Vermont","D",4,21,2,4,7,49,33.5,15.5
"815","BRB_01_VT_E","BRB_01","BRB","WV","Edge",39.11781,79.58277,988,"VT_E","Vermont","E",6,36,3,6,8,57,40,17
"816","BRB_02_MD_A","BRB_02","BRB","WV","Edge",39.11853,79.58482,985,"MD_A","Maryland","A",4,6,1,4,6,44.5,31,13.5
"817","BRB_02_MD_B","BRB_02","BRB","WV","Edge",39.11853,79.58482,985,"MD_B","Maryland","B",5,5,1,5,5,43.5,28.5,15
"818","BRB_02_MD_C","BRB_02","BRB","WV","Edge",39.11853,79.58482,985,"MD_C","Maryland","C",6,47,4,6,5,59,34.5,24.5
"819","BRB_02_NC_A","BRB_02","BRB","WV","Edge",39.11853,79.58482,985,"NC_A","North_Carolina","A",3,66,5,3,10,34,19,15
"820","BRB_02_NC_B","BRB_02","BRB","WV","Edge",39.11853,79.58482,985,"NC_B","North_Carolina","B",6,33,3,6,5,46.5,30.5,16
"821","BRB_02_NC_C","BRB_02","BRB","WV","Edge",39.11853,79.58482,985,"NC_C","North_Carolina","C",5,47,4,5,5,27,16,11
"822","BRB_02_NC_D","BRB_02","BRB","WV","Edge",39.11853,79.58482,985,"NC_D","North_Carolina","D",4,6,1,4,6,27,26,1
"823","BRB_02_NC_E","BRB_02","BRB","WV","Edge",39.11853,79.58482,985,"NC_E","North_Carolina","E",3,31,3,3,3,11,11,0
"824","BRB_02_VT_A","BRB_02","BRB","WV","Edge",39.11853,79.58482,985,"VT_A","Vermont","A",5,47,4,5,5,37.5,28,9.5
"825","BRB_02_VT_B","BRB_02","BRB","WV","Edge",39.11853,79.58482,985,"VT_B","Vermont","B",4,65,5,4,9,46.5,34.5,12
"826","BRB_02_VT_C","BRB_02","BRB","WV","Edge",39.11853,79.58482,985,"VT_C","Vermont","C",3,45,4,3,3,49.5,28,21.5
"827","BRB_02_VT_D","BRB_02","BRB","WV","Edge",39.11853,79.58482,985,"VT_D","Vermont","D",3,66,5,3,10,36,23.5,12.5
"828","BRB_02_VT_E","BRB_02","BRB","WV","Edge",39.11853,79.58482,985,"VT_E","Vermont","E",6,47,4,6,5,40.5,28,12.5
"829","BRB_03_MD_A","BRB_03","BRB","WV","Edge",39.11863,79.58606,983,"MD_A","Maryland","A",6,63,5,6,7,50,31,19
"830","BRB_03_MD_B","BRB_03","BRB","WV","Edge",39.11863,79.58606,983,"MD_B","Maryland","B",5,67,5,5,11,38,22,16
"831","BRB_03_MD_C","BRB_03","BRB","WV","Edge",39.11863,79.58606,983,"MD_C","Maryland","C",5,53,4,5,11,61.5,37.5,24
"832","BRB_03_MD_D","BRB_03","BRB","WV","Edge",39.11863,79.58606,983,"MD_D","Maryland","D",3,52,4,3,10,50.5,34.5,16
"833","BRB_03_MD_E","BRB_03","BRB","WV","Edge",39.11863,79.58606,983,"MD_E","Maryland","E",5,32,3,5,4,59.5,37,22.5
"834","BRB_03_NC_B","BRB_03","BRB","WV","Edge",39.11863,79.58606,983,"NC_B","North_Carolina","B",5,39,3,5,11,59,39,20
"835","BRB_03_NC_C","BRB_03","BRB","WV","Edge",39.11863,79.58606,983,"NC_C","North_Carolina","C",3,38,3,3,10,47,30,17
