"","plant_ID","Family","Population","Location","Region","Latitude","Longitude","Elevation","mBed","Garden","Bed","BedRow","BedCol","Rack","RackRow","RackCol","FinalHT","Height_Fall2019","Growth"
"2417","LEU_01_NC_B","LEU_01","LEU","ME","Core",45.46921,70.37423,668,"NC_B","North_Carolina","B",2,42,3,2,14,60.5,34.5,26
"2418","LEU_01_NC_C","LEU_01","LEU","ME","Core",45.46921,70.37423,668,"NC_C","North_Carolina","C",3,50,4,3,8,52,32,20
"2419","LEU_01_NC_D","LEU_01","LEU","ME","Core",45.46921,70.37423,668,"NC_D","North_Carolina","D",3,12,1,3,12,29.5,19.8,9.7
"2420","LEU_01_NC_E","LEU_01","LEU","ME","Core",45.46921,70.37423,668,"NC_E","North_Carolina","E",4,56,4,4,14,47,33,14
"2421","LEU_01_VT_A","LEU_01","LEU","ME","Core",45.46921,70.37423,668,"VT_A","Vermont","A",3,50,4,3,8,47,28.5,18.5
"2422","LEU_01_VT_B","LEU_01","LEU","ME","Core",45.46921,70.37423,668,"VT_B","Vermont","B",5,59,5,5,3,44,26.5,17.5
"2423","LEU_01_VT_C","LEU_01","LEU","ME","Core",45.46921,70.37423,668,"VT_C","Vermont","C",4,28,2,4,14,48,30,18
"2424","LEU_01_VT_D","LEU_01","LEU","ME","Core",45.46921,70.37423,668,"VT_D","Vermont","D",3,29,3,3,1,43,29.5,13.5
"2425","LEU_01_VT_E","LEU_01","LEU","ME","Core",45.46921,70.37423,668,"VT_E","Vermont","E",2,56,4,2,14,50.5,30.5,20
"2426","LEU_02_MD_A","LEU_02","LEU","ME","Core",45.47563,70.37312,629,"MD_A","Maryland","A",5,65,5,5,9,37.5,24,13.5
"2427","LEU_02_MD_B","LEU_02","LEU","ME","Core",45.47563,70.37312,629,"MD_B","Maryland","B",6,61,5,6,5,30,17.5,12.5
"2428","LEU_02_MD_C","LEU_02","LEU","ME","Core",45.47563,70.37312,629,"MD_C","Maryland","C",4,54,4,4,12,65.5,40.5,25
"2429","LEU_02_MD_D","LEU_02","LEU","ME","Core",45.47563,70.37312,629,"MD_D","Maryland","D",5,9,1,5,9,57,40.5,16.5
"2430","LEU_02_MD_E","LEU_02","LEU","ME","Core",45.47563,70.37312,629,"MD_E","Maryland","E",6,66,5,6,10,53,33,20
"2431","LEU_02_NC_A","LEU_02","LEU","ME","Core",45.47563,70.37312,629,"NC_A","North_Carolina","A",2,10,1,2,10,22,23.5,-1.5
"2432","LEU_02_NC_D","LEU_02","LEU","ME","Core",45.47563,70.37312,629,"NC_D","North_Carolina","D",5,65,5,5,9,34,25,9
"2433","LEU_02_NC_E","LEU_02","LEU","ME","Core",45.47563,70.37312,629,"NC_E","North_Carolina","E",6,66,5,6,10,51,38,13
"2434","LEU_02_VT_A","LEU_02","LEU","ME","Core",45.47563,70.37312,629,"VT_A","Vermont","A",3,62,5,3,6,46.5,28,18.5
"2435","LEU_02_VT_B","LEU_02","LEU","ME","Core",45.47563,70.37312,629,"VT_B","Vermont","B",3,6,1,3,6,51,34,17
"2436","LEU_02_VT_C","LEU_02","LEU","ME","Core",45.47563,70.37312,629,"VT_C","Vermont","C",6,66,5,6,10,68.5,40.5,28
"2437","LEU_02_VT_D","LEU_02","LEU","ME","Core",45.47563,70.37312,629,"VT_D","Vermont","D",2,10,1,2,10,41.5,23,18.5
"2438","LEU_02_VT_E","LEU_02","LEU","ME","Core",45.47563,70.37312,629,"VT_E","Vermont","E",4,54,4,4,12,41,30,11
"2439","LEU_03_MD_A","LEU_03","LEU","ME","Core",45.48267,70.37241,741,"MD_A","Maryland","A",6,65,5,6,9,32,16.5,15.5
"2440","LEU_03_MD_B","LEU_03","LEU","ME","Core",45.48267,70.37241,741,"MD_B","Maryland","B",2,69,5,2,13,55,33.5,21.5
"2441","LEU_03_MD_C","LEU_03","LEU","ME","Core",45.48267,70.37241,741,"MD_C","Maryland","C",6,43,4,6,1,46.5,28.5,18
"2442","LEU_03_MD_D","LEU_03","LEU","ME","Core",45.48267,70.37241,741,"MD_D","Maryland","D",3,55,4,3,13,47.5,25,22.5
"2443","LEU_03_NC_B","LEU_03","LEU","ME","Core",45.48267,70.37241,741,"NC_B","North_Carolina","B",6,29,3,6,1,15,18.5,-3.5
"2444","LEU_03_VT_A","LEU_03","LEU","ME","Core",45.48267,70.37241,741,"VT_A","Vermont","A",3,27,2,3,13,31.5,16,15.5
"2445","LEU_03_VT_B","LEU_03","LEU","ME","Core",45.48267,70.37241,741,"VT_B","Vermont","B",2,6,1,2,6,51.5,33,18.5
"2446","LEU_03_VT_D","LEU_03","LEU","ME","Core",45.48267,70.37241,741,"VT_D","Vermont","D",6,2,1,6,2,28,14,14
"2447","LEU_03_VT_E","LEU_03","LEU","ME","Core",45.48267,70.37241,741,"VT_E","Vermont","E",6,43,4,6,1,21,17,4
"2448","LEU_04_MD_A","LEU_04","LEU","ME","Core",45.48342,70.3726,752,"MD_A","Maryland","A",4,43,4,4,1,24.7,17.5,7.2
"2449","LEU_04_MD_B","LEU_04","LEU","ME","Core",45.48342,70.3726,752,"MD_B","Maryland","B",2,4,1,2,4,36.5,17,19.5
"2450","LEU_04_MD_C","LEU_04","LEU","ME","Core",45.48342,70.3726,752,"MD_C","Maryland","C",6,41,3,6,13,66.5,50.5,16
"2451","LEU_04_MD_D","LEU_04","LEU","ME","Core",45.48342,70.3726,752,"MD_D","Maryland","D",6,31,3,6,3,51,36.5,14.5
"2452","LEU_04_MD_E","LEU_04","LEU","ME","Core",45.48342,70.3726,752,"MD_E","Maryland","E",5,67,5,5,11,63.5,38.5,25
"2453","LEU_04_NC_A","LEU_04","LEU","ME","Core",45.48342,70.3726,752,"NC_A","North_Carolina","A",6,67,5,6,11,49,34.5,14.5
"2454","LEU_04_NC_B","LEU_04","LEU","ME","Core",45.48342,70.3726,752,"NC_B","North_Carolina","B",6,55,4,6,13,19,20,-1
"2455","LEU_04_NC_C","LEU_04","LEU","ME","Core",45.48342,70.3726,752,"NC_C","North_Carolina","C",6,45,4,6,3,44.5,27.5,17
"2456","LEU_04_NC_D","LEU_04","LEU","ME","Core",45.48342,70.3726,752,"NC_D","North_Carolina","D",4,43,4,4,1,88,44.5,43.5
"2457","LEU_04_NC_E","LEU_04","LEU","ME","Core",45.48342,70.3726,752,"NC_E","North_Carolina","E",5,67,5,5,11,32,16,16
"2458","LEU_04_VT_A","LEU_04","LEU","ME","Core",45.48342,70.3726,752,"VT_A","Vermont","A",6,45,4,6,3,63,29.5,33.5
"2459","LEU_04_VT_C","LEU_04","LEU","ME","Core",45.48342,70.3726,752,"VT_C","Vermont","C",5,67,5,5,11,59,46,13
"2460","LEU_04_VT_D","LEU_04","LEU","ME","Core",45.48342,70.3726,752,"VT_D","Vermont","D",6,67,5,6,11,48.5,22,26.5
"2461","LEU_04_VT_E","LEU_04","LEU","ME","Core",45.48342,70.3726,752,"VT_E","Vermont","E",6,27,2,6,13,57,38.5,18.5
"2462","LEU_05_MD_A","LEU_05","LEU","ME","Core",45.47165,70.3756,588,"MD_A","Maryland","A",2,16,2,2,2,50.2,31,19.2
"2463","LEU_05_MD_B","LEU_05","LEU","ME","Core",45.47165,70.3756,588,"MD_B","Maryland","B",6,25,2,6,11,42.5,26.5,16
"2464","LEU_05_MD_C","LEU_05","LEU","ME","Core",45.47165,70.3756,588,"MD_C","Maryland","C",3,51,4,3,9,38,25,13
"2465","LEU_05_MD_D","LEU_05","LEU","ME","Core",45.47165,70.3756,588,"MD_D","Maryland","D",4,27,2,4,13,31.5,12.5,19
"2466","LEU_05_MD_E","LEU_05","LEU","ME","Core",45.47165,70.3756,588,"MD_E","Maryland","E",4,9,1,4,9,62.5,42,20.5
"2467","LEU_05_NC_A","LEU_05","LEU","ME","Core",45.47165,70.3756,588,"NC_A","North_Carolina","A",6,53,4,6,11,58,35.5,22.5
"2468","LEU_05_NC_B","LEU_05","LEU","ME","Core",45.47165,70.3756,588,"NC_B","North_Carolina","B",3,37,3,3,9,54,35,19
"2469","LEU_05_NC_C","LEU_05","LEU","ME","Core",45.47165,70.3756,588,"NC_C","North_Carolina","C",4,27,2,4,13,27,15.5,11.5
"2470","LEU_05_NC_D","LEU_05","LEU","ME","Core",45.47165,70.3756,588,"NC_D","North_Carolina","D",2,30,3,2,2,31,25.5,5.5
"2471","LEU_05_NC_E","LEU_05","LEU","ME","Core",45.47165,70.3756,588,"NC_E","North_Carolina","E",4,9,1,4,9,13,17.5,-4.5
"2472","LEU_05_VT_A","LEU_05","LEU","ME","Core",45.47165,70.3756,588,"VT_A","Vermont","A",4,41,3,4,13,55,33,22
"2473","LEU_05_VT_B","LEU_05","LEU","ME","Core",45.47165,70.3756,588,"VT_B","Vermont","B",2,30,3,2,2,48.5,26,22.5
"2474","LEU_05_VT_C","LEU_05","LEU","ME","Core",45.47165,70.3756,588,"VT_C","Vermont","C",4,9,1,4,9,47,31,16
"2475","LEU_05_VT_D","LEU_05","LEU","ME","Core",45.47165,70.3756,588,"VT_D","Vermont","D",6,25,2,6,11,35.5,21.5,14
"2476","LEU_05_VT_E","LEU_05","LEU","ME","Core",45.47165,70.3756,588,"VT_E","Vermont","E",3,51,4,3,9,58.5,26,32.5
"2477","LOL_01_MD_A","LOL_01","LOL","NH","Core",44.138,71.71053,865,"MD_A","Maryland","A",5,24,2,5,10,52.2,36.5,15.7
"2478","LOL_01_MD_C","LOL_01","LOL","NH","Core",44.138,71.71053,865,"MD_C","Maryland","C",2,66,5,2,10,52,30.5,21.5
"2479","LOL_01_MD_D","LOL_01","LOL","NH","Core",44.138,71.71053,865,"MD_D","Maryland","D",4,49,4,4,7,43,26.5,16.5
"2480","LOL_01_MD_E","LOL_01","LOL","NH","Core",44.138,71.71053,865,"MD_E","Maryland","E",4,4,1,4,4,58,37,21
"2481","LOL_01_NC_A","LOL_01","LOL","NH","Core",44.138,71.71053,865,"NC_A","North_Carolina","A",5,19,2,5,5,33.5,31,2.5
"2482","LOL_01_NC_B","LOL_01","LOL","NH","Core",44.138,71.71053,865,"NC_B","North_Carolina","B",2,66,5,2,10,46,33.5,12.5
"2483","LOL_01_NC_D","LOL_01","LOL","NH","Core",44.138,71.71053,865,"NC_D","North_Carolina","D",5,38,3,5,10,41,30,11
"2484","LOL_01_NC_E","LOL_01","LOL","NH","Core",44.138,71.71053,865,"NC_E","North_Carolina","E",4,4,1,4,4,36,21.5,14.5
"2485","LOL_01_VT_A","LOL_01","LOL","NH","Core",44.138,71.71053,865,"VT_A","Vermont","A",4,21,2,4,7,53,32,21
"2486","LOL_01_VT_B","LOL_01","LOL","NH","Core",44.138,71.71053,865,"VT_B","Vermont","B",5,38,3,5,10,38,19,19
"2487","LOL_01_VT_C","LOL_01","LOL","NH","Core",44.138,71.71053,865,"VT_C","Vermont","C",4,4,1,4,4,51,27,24
"2488","LOL_01_VT_D","LOL_01","LOL","NH","Core",44.138,71.71053,865,"VT_D","Vermont","D",5,47,4,5,5,49.5,26,23.5
"2489","LOL_01_VT_E","LOL_01","LOL","NH","Core",44.138,71.71053,865,"VT_E","Vermont","E",6,5,1,6,5,42.5,15,27.5
"2490","LOL_02_MD_B","LOL_02","LOL","NH","Core",44.14044,71.72354,957,"MD_B","Maryland","B",6,42,3,6,14,38.5,23,15.5
"2491","LOL_02_MD_C","LOL_02","LOL","NH","Core",44.14044,71.72354,957,"MD_C","Maryland","C",4,10,1,4,10,39.5,31.5,8
"2492","LOL_02_MD_D","LOL_02","LOL","NH","Core",44.14044,71.72354,957,"MD_D","Maryland","D",5,11,1,5,11,32,22,10
"2493","LOL_02_MD_E","LOL_02","LOL","NH","Core",44.14044,71.72354,957,"MD_E","Maryland","E",2,40,3,2,12,58.5,37.5,21
"2494","LOL_02_NC_A","LOL_02","LOL","NH","Core",44.14044,71.72354,957,"NC_A","North_Carolina","A",6,42,3,6,14,21,12,9
"2496","LOL_02_NC_C","LOL_02","LOL","NH","Core",44.14044,71.72354,957,"NC_C","North_Carolina","C",5,11,1,5,11,52,33.5,18.5
"2497","LOL_02_NC_D","LOL_02","LOL","NH","Core",44.14044,71.72354,957,"NC_D","North_Carolina","D",4,30,3,4,2,38,37,1
"2498","LOL_02_NC_E","LOL_02","LOL","NH","Core",44.14044,71.72354,957,"NC_E","North_Carolina","E",2,54,4,2,12,28,19.5,8.5
"2499","LOL_02_VT_A","LOL_02","LOL","NH","Core",44.14044,71.72354,957,"VT_A","Vermont","A",3,60,5,3,4,33,20,13
"2500","LOL_02_VT_E","LOL_02","LOL","NH","Core",44.14044,71.72354,957,"VT_E","Vermont","E",4,61,5,4,5,41,28,13
"2501","LOL_03_MD_A","LOL_03","LOL","NH","Core",44.14035,71.72276,950,"MD_A","Maryland","A",2,34,3,2,6,29.5,17,12.5
"2502","LOL_03_MD_B","LOL_03","LOL","NH","Core",44.14035,71.72276,950,"MD_B","Maryland","B",4,33,3,4,5,32.5,17.5,15
"2503","LOL_03_MD_D","LOL_03","LOL","NH","Core",44.14035,71.72276,950,"MD_D","Maryland","D",2,56,4,2,14,35,19,16
"2504","LOL_03_MD_E","LOL_03","LOL","NH","Core",44.14035,71.72276,950,"MD_E","Maryland","E",2,17,2,2,3,67.5,40.5,27
"2505","LOL_03_NC_B","LOL_03","LOL","NH","Core",44.14035,71.72276,950,"NC_B","North_Carolina","B",4,55,4,4,13,13,9,4
"2506","LOL_03_NC_C","LOL_03","LOL","NH","Core",44.14035,71.72276,950,"NC_C","North_Carolina","C",2,42,3,2,14,24,14,10
"2507","LOL_03_NC_D","LOL_03","LOL","NH","Core",44.14035,71.72276,950,"NC_D","North_Carolina","D",2,20,2,2,6,17,12.5,4.5
"2508","LOL_03_NC_E","LOL_03","LOL","NH","Core",44.14035,71.72276,950,"NC_E","North_Carolina","E",2,31,3,2,3,34.5,19,15.5
"2509","LOL_03_VT_A","LOL_03","LOL","NH","Core",44.14035,71.72276,950,"VT_A","Vermont","A",2,28,2,2,14,41,20.5,20.5
"2510","LOL_03_VT_D","LOL_03","LOL","NH","Core",44.14035,71.72276,950,"VT_D","Vermont","D",4,33,3,4,5,34.5,16,18.5
"2511","LOL_04_MD_A","LOL_04","LOL","NH","Core",44.14965,71.7104,1154,"MD_A","Maryland","A",2,4,1,2,4,43,23,20
"2512","LOL_04_MD_C","LOL_04","LOL","NH","Core",44.14965,71.7104,1154,"MD_C","Maryland","C",4,64,5,4,8,40,22,18
"2513","LOL_04_MD_D","LOL_04","LOL","NH","Core",44.14965,71.7104,1154,"MD_D","Maryland","D",3,42,3,3,14,47.5,24.5,23
"2514","LOL_04_NC_A","LOL_04","LOL","NH","Core",44.14965,71.7104,1154,"NC_A","North_Carolina","A",4,59,5,4,3,20,19,1
"2515","LOL_04_NC_B","LOL_04","LOL","NH","Core",44.14965,71.7104,1154,"NC_B","North_Carolina","B",4,64,5,4,8,42,28.5,13.5
"2516","LOL_04_NC_C","LOL_04","LOL","NH","Core",44.14965,71.7104,1154,"NC_C","North_Carolina","C",3,56,4,3,14,14,15,-1
"2517","LOL_04_NC_D","LOL_04","LOL","NH","Core",44.14965,71.7104,1154,"NC_D","North_Carolina","D",2,4,1,2,4,36.8,23,13.8
"2518","LOL_04_NC_E","LOL_04","LOL","NH","Core",44.14965,71.7104,1154,"NC_E","North_Carolina","E",6,65,5,6,9,44,30.5,13.5
"2519","LOL_04_VT_A","LOL_04","LOL","NH","Core",44.14965,71.7104,1154,"VT_A","Vermont","A",3,56,4,3,14,55.5,38,17.5
"2520","LOL_04_VT_B","LOL_04","LOL","NH","Core",44.14965,71.7104,1154,"VT_B","Vermont","B",6,67,5,6,11,43.5,21.5,22
"2521","LOL_04_VT_C","LOL_04","LOL","NH","Core",44.14965,71.7104,1154,"VT_C","Vermont","C",6,65,5,6,9,44.5,27,17.5
"2522","LOL_04_VT_D","LOL_04","LOL","NH","Core",44.14965,71.7104,1154,"VT_D","Vermont","D",4,59,5,4,3,29.5,15,14.5
"2523","LOL_04_VT_E","LOL_04","LOL","NH","Core",44.14965,71.7104,1154,"VT_E","Vermont","E",4,7,1,4,7,58.5,28,30.5
"2524","LOL_05_MD_A","LOL_05","LOL","NH","Core",44.14922,71.71134,1137,"MD_A","Maryland","A",5,30,3,5,2,34.2,19.5,14.7
"2525","LOL_05_MD_B","LOL_05","LOL","NH","Core",44.14922,71.71134,1137,"MD_B","Maryland","B",6,4,1,6,4,23,11.5,11.5
"2526","LOL_05_MD_C","LOL_05","LOL","NH","Core",44.14922,71.71134,1137,"MD_C","Maryland","C",6,39,3,6,11,9,3.5,5.5
"2527","LOL_05_MD_D","LOL_05","LOL","NH","Core",44.14922,71.71134,1137,"MD_D","Maryland","D",6,40,3,6,12,42.5,28.5,14
"2528","LOL_05_NC_A","LOL_05","LOL","NH","Core",44.14922,71.71134,1137,"NC_A","North_Carolina","A",2,67,5,2,11,37,20,17
"2529","LOL_05_NC_B","LOL_05","LOL","NH","Core",44.14922,71.71134,1137,"NC_B","North_Carolina","B",6,53,4,6,11,50.5,28.5,22
"2530","LOL_05_NC_C","LOL_05","LOL","NH","Core",44.14922,71.71134,1137,"NC_C","North_Carolina","C",6,54,4,6,12,52,34.5,17.5
"2531","LOL_05_NC_D","LOL_05","LOL","NH","Core",44.14922,71.71134,1137,"NC_D","North_Carolina","D",5,16,2,5,2,30,20.5,9.5
"2532","LOL_05_NC_E","LOL_05","LOL","NH","Core",44.14922,71.71134,1137,"NC_E","North_Carolina","E",5,19,2,5,5,35,27.5,7.5
"2533","LOL_05_VT_A","LOL_05","LOL","NH","Core",44.14922,71.71134,1137,"VT_A","Vermont","A",6,54,4,6,12,49,28.5,20.5
"2534","LOL_05_VT_B","LOL_05","LOL","NH","Core",44.14922,71.71134,1137,"VT_B","Vermont","B",5,44,4,5,2,44.5,25,19.5
"2535","LOL_05_VT_C","LOL_05","LOL","NH","Core",44.14922,71.71134,1137,"VT_C","Vermont","C",5,33,3,5,5,50,28.5,21.5
"2536","LOL_05_VT_D","LOL_05","LOL","NH","Core",44.14922,71.71134,1137,"VT_D","Vermont","D",2,67,5,2,11,69.5,38,31.5
"2537","LOL_05_VT_E","LOL_05","LOL","NH","Core",44.14922,71.71134,1137,"VT_E","Vermont","E",6,25,2,6,11,31.5,15.5,16
"2538","MAC_01_MD_A","MAC_01","MAC","NY","Core",44.05343,73.78043,1317,"MD_A","Maryland","A",6,49,4,6,7,44,28,16
"2539","MAC_01_MD_D","MAC_01","MAC","NY","Core",44.05343,73.78043,1317,"MD_D","Maryland","D",2,42,3,2,14,44.5,30.5,14
"2540","MAC_01_MD_E","MAC_01","MAC","NY","Core",44.05343,73.78043,1317,"MD_E","Maryland","E",2,16,2,2,2,38.5,28,10.5
"2541","MAC_01_NC_A","MAC_01","MAC","NY","Core",44.05343,73.78043,1317,"NC_A","North_Carolina","A",5,62,5,5,6,15.5,15.5,0
"2542","MAC_01_NC_B","MAC_01","MAC","NY","Core",44.05343,73.78043,1317,"NC_B","North_Carolina","B",5,57,5,5,1,35,21.5,13.5
"2543","MAC_01_NC_C","MAC_01","MAC","NY","Core",44.05343,73.78043,1317,"NC_C","North_Carolina","C",2,56,4,2,14,24,13.5,10.5
"2544","MAC_01_NC_D","MAC_01","MAC","NY","Core",44.05343,73.78043,1317,"NC_D","North_Carolina","D",6,49,4,6,7,35,22.5,12.5
"2545","MAC_01_NC_E","MAC_01","MAC","NY","Core",44.05343,73.78043,1317,"NC_E","North_Carolina","E",2,30,3,2,2,26.5,12,14.5
"2546","MAC_01_VT_A","MAC_01","MAC","NY","Core",44.05343,73.78043,1317,"VT_A","Vermont","A",2,56,4,2,14,36,18.5,17.5
"2547","MAC_01_VT_B","MAC_01","MAC","NY","Core",44.05343,73.78043,1317,"VT_B","Vermont","B",6,21,2,6,7,54,36,18
"2548","MAC_01_VT_C","MAC_01","MAC","NY","Core",44.05343,73.78043,1317,"VT_C","Vermont","C",2,44,4,2,2,34,20,14
"2549","MAC_01_VT_D","MAC_01","MAC","NY","Core",44.05343,73.78043,1317,"VT_D","Vermont","D",5,62,5,5,6,37.5,23.5,14
"2550","MAC_01_VT_E","MAC_01","MAC","NY","Core",44.05343,73.78043,1317,"VT_E","Vermont","E",3,14,1,3,14,40.5,27,13.5
"2551","MAC_02_MD_A","MAC_02","MAC","NY","Core",44.05138,73.78415,1172,"MD_A","Maryland","A",6,11,1,6,11,46.2,26.5,19.7
"2552","MAC_02_MD_C","MAC_02","MAC","NY","Core",44.05138,73.78415,1172,"MD_C","Maryland","C",2,38,3,2,10,42,27,15
"2553","MAC_02_MD_D","MAC_02","MAC","NY","Core",44.05138,73.78415,1172,"MD_D","Maryland","D",5,14,1,5,14,48.5,31,17.5
"2554","MAC_02_NC_B","MAC_02","MAC","NY","Core",44.05138,73.78415,1172,"NC_B","North_Carolina","B",2,52,4,2,10,39.5,28,11.5
"2555","MAC_02_NC_C","MAC_02","MAC","NY","Core",44.05138,73.78415,1172,"NC_C","North_Carolina","C",5,14,1,5,14,44,25.5,18.5
"2556","MAC_02_NC_E","MAC_02","MAC","NY","Core",44.05138,73.78415,1172,"NC_E","North_Carolina","E",6,49,4,6,7,21,16.5,4.5
"2557","MAC_02_VT_B","MAC_02","MAC","NY","Core",44.05138,73.78415,1172,"VT_B","Vermont","B",2,60,5,2,4,26,15.5,10.5
"2558","MAC_02_VT_C","MAC_02","MAC","NY","Core",44.05138,73.78415,1172,"VT_C","Vermont","C",6,21,2,6,7,38.5,29.5,9
"2559","MAC_02_VT_D","MAC_02","MAC","NY","Core",44.05138,73.78415,1172,"VT_D","Vermont","D",2,63,5,2,7,30.5,20,10.5
"2560","MAC_02_VT_E","MAC_02","MAC","NY","Core",44.05138,73.78415,1172,"VT_E","Vermont","E",2,24,2,2,10,47.5,33,14.5
"2561","MAC_03_MD_A","MAC_03","MAC","NY","Core",44.05165,73.78802,1036,"MD_A","Maryland","A",4,56,4,4,14,46.5,27.5,19
"2562","MAC_03_MD_B","MAC_03","MAC","NY","Core",44.05165,73.78802,1036,"MD_B","Maryland","B",2,36,3,2,8,29.5,21,8.5
"2563","MAC_03_MD_D","MAC_03","MAC","NY","Core",44.05165,73.78802,1036,"MD_D","Maryland","D",2,46,4,2,4,56,39.5,16.5
"2564","MAC_03_NC_A","MAC_03","MAC","NY","Core",44.05165,73.78802,1036,"NC_A","North_Carolina","A",2,36,3,2,8,36,27,9
"2565","MAC_03_NC_B","MAC_03","MAC","NY","Core",44.05165,73.78802,1036,"NC_B","North_Carolina","B",5,68,5,5,12,20,20,0
"2566","MAC_03_NC_C","MAC_03","MAC","NY","Core",44.05165,73.78802,1036,"NC_C","North_Carolina","C",2,32,3,2,4,36,22,14
"2567","MAC_03_NC_D","MAC_03","MAC","NY","Core",44.05165,73.78802,1036,"NC_D","North_Carolina","D",4,56,4,4,14,43.5,23,20.5
"2568","MAC_03_VT_A","MAC_03","MAC","NY","Core",44.05165,73.78802,1036,"VT_A","Vermont","A",2,18,2,2,4,29.5,19,10.5
"2569","MAC_03_VT_B","MAC_03","MAC","NY","Core",44.05165,73.78802,1036,"VT_B","Vermont","B",4,28,2,4,14,54,39,15
"2570","MAC_03_VT_C","MAC_03","MAC","NY","Core",44.05165,73.78802,1036,"VT_C","Vermont","C",5,39,3,5,11,39.5,21.5,18
"2571","MAC_03_VT_D","MAC_03","MAC","NY","Core",44.05165,73.78802,1036,"VT_D","Vermont","D",2,36,3,2,8,30,27,3
"2572","MAC_03_VT_E","MAC_03","MAC","NY","Core",44.05165,73.78802,1036,"VT_E","Vermont","E",3,3,1,3,3,51,30.5,20.5
"2573","MAC_04_MD_A","MAC_04","MAC","NY","Core",44.05131,73.78914,1014,"MD_A","Maryland","A",4,52,4,4,10,42.5,31,11.5
"2574","MAC_04_MD_C","MAC_04","MAC","NY","Core",44.05131,73.78914,1014,"MD_C","Maryland","C",5,56,4,5,14,35.5,25,10.5
"2575","MAC_04_MD_D","MAC_04","MAC","NY","Core",44.05131,73.78914,1014,"MD_D","Maryland","D",6,14,1,6,14,34.5,21.5,13
"2576","MAC_04_MD_E","MAC_04","MAC","NY","Core",44.05131,73.78914,1014,"MD_E","Maryland","E",3,21,2,3,7,35.5,20.5,15
"2577","MAC_04_NC_A","MAC_04","MAC","NY","Core",44.05131,73.78914,1014,"NC_A","North_Carolina","A",4,65,5,4,9,24,21.5,2.5
"2578","MAC_04_NC_B","MAC_04","MAC","NY","Core",44.05131,73.78914,1014,"NC_B","North_Carolina","B",5,42,3,5,14,42,27.5,14.5
"2579","MAC_04_NC_C","MAC_04","MAC","NY","Core",44.05131,73.78914,1014,"NC_C","North_Carolina","C",6,14,1,6,14,27,15,12
"2580","MAC_04_NC_D","MAC_04","MAC","NY","Core",44.05131,73.78914,1014,"NC_D","North_Carolina","D",4,52,4,4,10,41,31,10
"2581","MAC_04_NC_E","MAC_04","MAC","NY","Core",44.05131,73.78914,1014,"NC_E","North_Carolina","E",3,35,3,3,7,42,32,10
"2582","MAC_04_VT_A","MAC_04","MAC","NY","Core",44.05131,73.78914,1014,"VT_A","Vermont","A",2,57,5,2,1,54.5,30,24.5
"2583","MAC_04_VT_B","MAC_04","MAC","NY","Core",44.05131,73.78914,1014,"VT_B","Vermont","B",4,24,2,4,10,42,24,18
"2584","MAC_04_VT_C","MAC_04","MAC","NY","Core",44.05131,73.78914,1014,"VT_C","Vermont","C",3,49,4,3,7,49.5,30.5,19
"2585","MAC_04_VT_D","MAC_04","MAC","NY","Core",44.05131,73.78914,1014,"VT_D","Vermont","D",4,65,5,4,9,45.5,33.5,12
"2586","MAC_04_VT_E","MAC_04","MAC","NY","Core",44.05131,73.78914,1014,"VT_E","Vermont","E",5,56,4,5,14,35.5,24,11.5
"2587","MAC_05_MD_A","MAC_05","MAC","NY","Core",44.05025,73.78994,969,"MD_A","Maryland","A",5,38,3,5,10,37.5,25,12.5
"2588","MAC_05_MD_B","MAC_05","MAC","NY","Core",44.05025,73.78994,969,"MD_B","Maryland","B",6,53,4,6,11,79.5,45,34.5
"2589","MAC_05_MD_C","MAC_05","MAC","NY","Core",44.05025,73.78994,969,"MD_C","Maryland","C",5,65,5,5,9,35.5,22,13.5
"2590","MAC_05_MD_D","MAC_05","MAC","NY","Core",44.05025,73.78994,969,"MD_D","Maryland","D",4,57,5,4,1,63,35.5,27.5
"2591","MAC_05_MD_E","MAC_05","MAC","NY","Core",44.05025,73.78994,969,"MD_E","Maryland","E",3,60,5,3,4,54.5,42.5,12
"2592","MAC_05_NC_A","MAC_05","MAC","NY","Core",44.05025,73.78994,969,"NC_A","North_Carolina","A",6,25,2,6,11,40,27,13
"2593","MAC_05_NC_B","MAC_05","MAC","NY","Core",44.05025,73.78994,969,"NC_B","North_Carolina","B",5,65,5,5,9,51,37,14
"2594","MAC_05_NC_C","MAC_05","MAC","NY","Core",44.05025,73.78994,969,"NC_C","North_Carolina","C",4,57,5,4,1,45,33.5,11.5
"2595","MAC_05_NC_D","MAC_05","MAC","NY","Core",44.05025,73.78994,969,"NC_D","North_Carolina","D",5,24,2,5,10,36,26,10
"2596","MAC_05_NC_E","MAC_05","MAC","NY","Core",44.05025,73.78994,969,"NC_E","North_Carolina","E",3,60,5,3,4,39.5,29.5,10
"2597","MAC_05_VT_A","MAC_05","MAC","NY","Core",44.05025,73.78994,969,"VT_A","Vermont","A",4,14,1,4,14,36,22,14
"2598","MAC_05_VT_B","MAC_05","MAC","NY","Core",44.05025,73.78994,969,"VT_B","Vermont","B",5,52,4,5,10,40,25,15
"2599","MAC_05_VT_C","MAC_05","MAC","NY","Core",44.05025,73.78994,969,"VT_C","Vermont","C",3,60,5,3,4,52,36,16
"2600","MAC_05_VT_D","MAC_05","MAC","NY","Core",44.05025,73.78994,969,"VT_D","Vermont","D",6,53,4,6,11,51,35.5,15.5
