plant_ID,Family,Population,Location,Region,Latitude,Longitude,Elevation,Garden,Bed,BedRow,BedCol,Rack,RackRow,RackCol,BudSet
CRR_02_VT_C,CRR_02,CRR,PA,Margin,41.37093,76.26328,668,Vermont,C,4,65,5,4,9,298
CRR_02_VT_D,CRR_02,CRR,PA,Margin,41.37093,76.26328,668,Vermont,D,3,35,3,3,7,238
CRR_02_NC_B,CRR_02,CRR,PA,Margin,41.37093,76.26328,668,North_Carolina,B,2,40,3,2,12,197
CRR_02_VT_B,CRR_02,CRR,PA,Margin,41.37093,76.26328,668,Vermont,B,5,55,4,5,13,294
CRR_02_VT_E,CRR_02,CRR,PA,Margin,41.37093,76.26328,668,Vermont,E,2,54,4,2,12,291
CRR_02_MD_A,CRR_02,CRR,PA,Margin,41.37093,76.26328,668,Maryland,A,5,41,3,5,13,267
CRR_02_MD_B,CRR_02,CRR,PA,Margin,41.37093,76.26328,668,Maryland,B,3,35,3,3,7,242
CR_03_MD_A,CR_03,CR,NC,Edge,35.748862,82.272246,1819,Maryland,A,3,16,2,3,2,275
CR_03_NC_C,CR_03,CR,NC,Edge,35.748862,82.272246,1819,North_Carolina,C,3,30,3,3,2,276
CR_03_NC_D,CR_03,CR,NC,Edge,35.748862,82.272246,1819,North_Carolina,D,3,30,3,3,2,283
CR_03_NC_A,CR_03,CR,NC,Edge,35.748862,82.272246,1819,North_Carolina,A,5,56,4,5,14,266
CR_03_VT_E,CR_03,CR,NC,Edge,35.748862,82.272246,1819,Vermont,E,5,28,2,5,14,302
CR_03_VT_C,CR_03,CR,NC,Edge,35.748862,82.272246,1819,Vermont,C,2,3,1,2,3,294
CR_03_VT_D,CR_03,CR,NC,Edge,35.748862,82.272246,1819,Vermont,D,5,28,2,5,14,291
CR_03_VT_B,CR_03,CR,NC,Edge,35.748862,82.272246,1819,Vermont,B,3,30,3,3,2,281
CR_03_VT_A,CR_03,CR,NC,Edge,35.748862,82.272246,1819,Vermont,A,3,16,2,3,2,288
CR_03_MD_D,CR_03,CR,NC,Edge,35.748862,82.272246,1819,Maryland,D,3,44,4,3,2,274
CR_03_MD_B,CR_03,CR,NC,Edge,35.748862,82.272246,1819,Maryland,B,5,28,2,5,14,284
CR_03_MD_C,CR_03,CR,NC,Edge,35.748862,82.272246,1819,Maryland,C,5,42,3,5,14,278
CR_03_MD_E,CR_03,CR,NC,Edge,35.748862,82.272246,1819,Maryland,E,2,3,1,2,3,267
CR_03_NC_E,CR_03,CR,NC,Edge,35.748862,82.272246,1819,North_Carolina,E,2,3,1,2,3,248
CR_03_NC_B,CR_03,CR,NC,Edge,35.748862,82.272246,1819,North_Carolina,B,5,56,4,5,14,252
CR_04_VT_A,CR_04,CR,NC,Edge,35.750184,82.270068,1811,Vermont,A,5,32,3,5,4,213
CR_04_VT_D,CR_04,CR,NC,Edge,35.750184,82.270068,1811,Vermont,D,6,38,3,6,10,288
CR_04_VT_A,CR_04,CR,NC,Edge,35.750184,82.270068,1811,Vermont,A,5,32,3,5,4,291
CR_04_VT_E,CR_04,CR,NC,Edge,35.750184,82.270068,1811,Vermont,E,3,15,2,3,1,291
CR_04_VT_B,CR_04,CR,NC,Edge,35.750184,82.270068,1811,Vermont,B,5,37,3,5,9,284
CR_04_MD_C,CR_04,CR,NC,Edge,35.750184,82.270068,1811,Maryland,C,3,29,3,3,1,259
CR_04_MD_D,CR_04,CR,NC,Edge,35.750184,82.270068,1811,Maryland,D,5,18,2,5,4,268
CR_04_MD_E,CR_04,CR,NC,Edge,35.750184,82.270068,1811,Maryland,E,3,33,3,3,5,267
CR_04_MD_B,CR_04,CR,NC,Edge,35.750184,82.270068,1811,Maryland,B,6,38,3,6,10,284
CR_04_VT_C,CR_04,CR,NC,Edge,35.750184,82.270068,1811,Vermont,C,3,19,2,3,5,288
CR_04_MD_A,CR_04,CR,NC,Edge,35.750184,82.270068,1811,Maryland,A,5,23,2,5,9,260
CR_04_NC_C,CR_04,CR,NC,Edge,35.750184,82.270068,1811,North_Carolina,C,5,18,2,5,4,266
CR_04_NC_A,CR_04,CR,NC,Edge,35.750184,82.270068,1811,North_Carolina,A,6,38,3,6,10,266
CR_04_NC_D,CR_04,CR,NC,Edge,35.750184,82.270068,1811,North_Carolina,D,5,37,3,5,9,266
CR_05_MD_B,CR_05,CR,NC,Edge,35.75331,82.270147,1792,Maryland,B,6,18,2,6,4,284
CR_05_NC_D,CR_05,CR,NC,Edge,35.75331,82.270147,1792,North_Carolina,D,5,42,3,5,14,269
CR_05_NC_C,CR_05,CR,NC,Edge,35.75331,82.270147,1792,North_Carolina,C,5,42,3,5,14,266
CR_05_VT_B,CR_05,CR,NC,Edge,35.75331,82.270147,1792,Vermont,B,5,42,3,5,14,274
CR_05_VT_D,CR_05,CR,NC,Edge,35.75331,82.270147,1792,Vermont,D,6,18,2,6,4,291
CR_05_VT_C,CR_05,CR,NC,Edge,35.75331,82.270147,1792,Vermont,C,2,5,1,2,5,298
CR_05_MD_C,CR_05,CR,NC,Edge,35.75331,82.270147,1792,Maryland,C,4,5,1,4,5,247
CR_05_MD_E,CR_05,CR,NC,Edge,35.75331,82.270147,1792,Maryland,E,2,5,1,2,5,267
CR_05_MD_A,CR_05,CR,NC,Edge,35.75331,82.270147,1792,Maryland,A,5,28,2,5,14,275
CR_06_NC_C,CR_06,CR,NC,Edge,35.755691,82.269877,1776,North_Carolina,C,6,3,1,6,3,248
CR_06_NC_B,CR_06,CR,NC,Edge,35.755691,82.269877,1776,North_Carolina,B,5,5,1,5,5,213
CR_06_NC_E,CR_06,CR,NC,Edge,35.755691,82.269877,1776,North_Carolina,E,5,29,3,5,1,252
CR_06_VT_A,CR_06,CR,NC,Edge,35.755691,82.269877,1776,Vermont,A,2,68,5,2,12,274
CR_06_MD_B,CR_06,CR,NC,Edge,35.755691,82.269877,1776,Maryland,B,2,48,4,2,6,282
CR_06_MD_C,CR_06,CR,NC,Edge,35.755691,82.269877,1776,Maryland,C,5,5,1,5,5,252
CR_06_NC_A,CR_06,CR,NC,Edge,35.755691,82.269877,1776,North_Carolina,A,2,20,2,2,6,273
CR_06_NC_D,CR_06,CR,NC,Edge,35.755691,82.269877,1776,North_Carolina,D,6,16,2,6,2,217
CR_06_VT_C,CR_06,CR,NC,Edge,35.755691,82.269877,1776,Vermont,C,5,43,4,5,1,298
CR_06_VT_B,CR_06,CR,NC,Edge,35.755691,82.269877,1776,Vermont,B,6,44,4,6,2,281
CR_06_VT_E,CR_06,CR,NC,Edge,35.755691,82.269877,1776,Vermont,E,3,66,5,3,10,232
CR_06_MD_D,CR_06,CR,NC,Edge,35.755691,82.269877,1776,Maryland,D,6,3,1,6,3,227
CR_06_MD_D,CR_06,CR,NC,Edge,35.755691,82.269877,1776,Maryland,D,6,3,1,6,3,288
CR_06_MD_A,CR_06,CR,NC,Edge,35.755691,82.269877,1776,Maryland,A,6,30,3,6,2,242
CR_06_MD_E,CR_06,CR,NC,Edge,35.755691,82.269877,1776,Maryland,E,5,15,2,5,1,267
CR_07_VT_B,CR_07,CR,NC,Edge,35.758106,82.267885,1763,Vermont,B,4,36,3,4,8,294
CR_07_VT_C,CR_07,CR,NC,Edge,35.758106,82.267885,1763,Vermont,C,4,40,3,4,12,242
CR_07_MD_B,CR_07,CR,NC,Edge,35.758106,82.267885,1763,Maryland,B,3,12,1,3,12,261
CR_07_MD_C,CR_07,CR,NC,Edge,35.758106,82.267885,1763,Maryland,C,6,68,5,6,12,274
CR_07_MD_E,CR_07,CR,NC,Edge,35.758106,82.267885,1763,Maryland,E,4,54,4,4,12,255
CR_07_MD_D,CR_07,CR,NC,Edge,35.758106,82.267885,1763,Maryland,D,3,61,5,3,5,205
CR_07_NC_D,CR_07,CR,NC,Edge,35.758106,82.267885,1763,North_Carolina,D,4,36,3,4,8,252
CR_07_NC_C,CR_07,CR,NC,Edge,35.758106,82.267885,1763,North_Carolina,C,3,61,5,3,5,266
CR_07_NC_B,CR_07,CR,NC,Edge,35.758106,82.267885,1763,North_Carolina,B,6,68,5,6,12,254
CR_07_VT_A,CR_07,CR,NC,Edge,35.758106,82.267885,1763,Vermont,A,5,10,1,5,10,294
CR_07_VT_E,CR_07,CR,NC,Edge,35.758106,82.267885,1763,Vermont,E,2,3,1,2,3,291
CR_07_MD_A,CR_07,CR,NC,Edge,35.758106,82.267885,1763,Maryland,A,4,22,2,4,8,203
CR_07_NC_A,CR_07,CR,NC,Edge,35.758106,82.267885,1763,North_Carolina,A,5,59,5,5,3,252
CR_07_NC_E,CR_07,CR,NC,Edge,35.758106,82.267885,1763,North_Carolina,E,4,26,2,4,12,273
CRA_01_VT_A,CRA_01,CRA,WV,Edge,38.1888,80.27092,1072,Vermont,A,6,10,1,6,10,298
CRA_01_VT_D,CRA_01,CRA,WV,Edge,38.1888,80.27092,1072,Vermont,D,6,69,5,6,13,294
CRA_01_VT_E,CRA_01,CRA,WV,Edge,38.1888,80.27092,1072,Vermont,E,5,65,5,5,9,291
CRA_01_MD_A,CRA_01,CRA,WV,Edge,38.1888,80.27092,1072,Maryland,A,5,60,5,5,4,260
CRA_01_NC_C,CRA_01,CRA,WV,Edge,38.1888,80.27092,1072,North_Carolina,C,2,61,5,2,5,276
CRA_01_NC_E,CRA_01,CRA,WV,Edge,38.1888,80.27092,1072,North_Carolina,E,6,18,2,6,4,197
CRA_01_NC_A,CRA_01,CRA,WV,Edge,38.1888,80.27092,1072,North_Carolina,A,6,69,5,6,13,269
CRA_01_VT_B,CRA_01,CRA,WV,Edge,38.1888,80.27092,1072,Vermont,B,3,11,1,3,11,294
CRA_01_VT_C,CRA_01,CRA,WV,Edge,38.1888,80.27092,1072,Vermont,C,6,32,3,6,4,249
CRA_01_MD_B,CRA_01,CRA,WV,Edge,38.1888,80.27092,1072,Maryland,B,2,2,1,2,2,284
CRA_01_MD_D,CRA_01,CRA,WV,Edge,38.1888,80.27092,1072,Maryland,D,2,61,5,2,5,274
CRA_01_MD_E,CRA_01,CRA,WV,Edge,38.1888,80.27092,1072,Maryland,E,6,46,4,6,4,267
CRA_01_MD_C,CRA_01,CRA,WV,Edge,38.1888,80.27092,1072,Maryland,C,3,6,1,3,6,252
CRA_01_NC_B,CRA_01,CRA,WV,Edge,38.1888,80.27092,1072,North_Carolina,B,3,6,1,3,6,217
CRA_01_NC_D,CRA_01,CRA,WV,Edge,38.1888,80.27092,1072,North_Carolina,D,5,60,5,5,4,217
CRA_02_NC_C,CRA_02,CRA,WV,Edge,38.19923,80.27311,1026,North_Carolina,C,5,13,1,5,13,266
CRA_02_NC_A,CRA_02,CRA,WV,Edge,38.19923,80.27311,1026,North_Carolina,A,2,26,2,2,12,290
CRA_02_VT_E,CRA_02,CRA,WV,Edge,38.19923,80.27311,1026,Vermont,E,2,27,2,2,13,218
CRA_02_VT_A,CRA_02,CRA,WV,Edge,38.19923,80.27311,1026,Vermont,A,3,58,5,3,2,246
CRA_02_VT_B,CRA_02,CRA,WV,Edge,38.19923,80.27311,1026,Vermont,B,5,34,3,5,6,284
CRA_02_MD_B,CRA_02,CRA,WV,Edge,38.19923,80.27311,1026,Maryland,B,2,54,4,2,12,265
CRA_02_NC_D,CRA_02,CRA,WV,Edge,38.19923,80.27311,1026,North_Carolina,D,5,34,3,5,6,288
CRA_02_NC_B,CRA_02,CRA,WV,Edge,38.19923,80.27311,1026,North_Carolina,B,2,55,4,2,13,273
CRA_02_NC_E,CRA_02,CRA,WV,Edge,38.19923,80.27311,1026,North_Carolina,E,2,53,4,2,11,210
CRA_02_VT_C,CRA_02,CRA,WV,Edge,38.19923,80.27311,1026,Vermont,C,2,25,2,2,11,253
CRA_02_VT_D,CRA_02,CRA,WV,Edge,38.19923,80.27311,1026,Vermont,D,2,54,4,2,12,291
CRA_02_MD_C,CRA_02,CRA,WV,Edge,38.19923,80.27311,1026,Maryland,C,2,41,3,2,13,247
CRA_02_MD_E,CRA_02,CRA,WV,Edge,38.19923,80.27311,1026,Maryland,E,2,39,3,2,11,267
CRA_02_MD_A,CRA_02,CRA,WV,Edge,38.19923,80.27311,1026,Maryland,A,5,20,2,5,6,291
CRA_02_MD_D,CRA_02,CRA,WV,Edge,38.19923,80.27311,1026,Maryland,D,5,13,1,5,13,274
CRA_03_VT_D,CRA_03,CRA,WV,Edge,38.19989,80.27286,1023,Vermont,D,6,45,4,6,3,281
CRA_03_VT_E,CRA_03,CRA,WV,Edge,38.19989,80.27286,1023,Vermont,E,4,33,3,4,5,281
CRA_03_MD_A,CRA_03,CRA,WV,Edge,38.19989,80.27286,1023,Maryland,A,2,31,3,2,3,281
CRA_03_MD_B,CRA_03,CRA,WV,Edge,38.19989,80.27286,1023,Maryland,B,6,45,4,6,3,261
CRA_03_MD_C,CRA_03,CRA,WV,Edge,38.19989,80.27286,1023,Maryland,C,4,19,2,4,5,247
CRA_03_MD_E,CRA_03,CRA,WV,Edge,38.19989,80.27286,1023,Maryland,E,6,48,4,6,6,267
CRA_03_MD_D,CRA_03,CRA,WV,Edge,38.19989,80.27286,1023,Maryland,D,6,7,1,6,7,274
CRA_03_NC_A,CRA_03,CRA,WV,Edge,38.19989,80.27286,1023,North_Carolina,A,6,17,2,6,3,252
CRA_03_NC_E,CRA_03,CRA,WV,Edge,38.19989,80.27286,1023,North_Carolina,E,6,20,2,6,6,248
CRA_03_VT_B,CRA_03,CRA,WV,Edge,38.19989,80.27286,1023,Vermont,B,2,45,4,2,3,298
CRA_03_VT_A,CRA_03,CRA,WV,Edge,38.19989,80.27286,1023,Vermont,A,2,64,5,2,8,291
CRA_03_VT_C,CRA_03,CRA,WV,Edge,38.19989,80.27286,1023,Vermont,C,6,34,3,6,6,291
CRA_03_NC_C,CRA_03,CRA,WV,Edge,38.19989,80.27286,1023,North_Carolina,C,6,7,1,6,7,290
CRA_03_NC_D,CRA_03,CRA,WV,Edge,38.19989,80.27286,1023,North_Carolina,D,2,17,2,2,3,199
CRA_03_NC_B,CRA_03,CRA,WV,Edge,38.19989,80.27286,1023,North_Carolina,B,4,19,2,4,5,273
CRA_04_VT_A,CRA_04,CRA,WV,Edge,38.20064,80.27233,1023,Vermont,A,5,34,3,5,6,253
CRA_04_VT_B,CRA_04,CRA,WV,Edge,38.20064,80.27233,1023,Vermont,B,3,9,1,3,9,234
CRA_04_VT_C,CRA_04,CRA,WV,Edge,38.20064,80.27233,1023,Vermont,C,2,69,5,2,13,284
CRA_04_NC_D,CRA_04,CRA,WV,Edge,38.20064,80.27233,1023,North_Carolina,D,5,62,5,5,6,206
CRA_04_NC_E,CRA_04,CRA,WV,Edge,38.20064,80.27233,1023,North_Carolina,E,2,69,5,2,13,288
CRA_04_VT_E,CRA_04,CRA,WV,Edge,38.20064,80.27233,1023,Vermont,E,4,64,5,4,8,242
CRA_04_VT_D,CRA_04,CRA,WV,Edge,38.20064,80.27233,1023,Vermont,D,3,37,3,3,9,284
CRA_04_MD_A,CRA_04,CRA,WV,Edge,38.20064,80.27233,1023,Maryland,A,5,62,5,5,6,260
CRA_04_MD_B,CRA_04,CRA,WV,Edge,38.20064,80.27233,1023,Maryland,B,3,37,3,3,9,252
CRA_04_MD_C,CRA_04,CRA,WV,Edge,38.20064,80.27233,1023,Maryland,C,4,7,1,4,7,247
CRA_04_MD_D,CRA_04,CRA,WV,Edge,38.20064,80.27233,1023,Maryland,D,5,20,2,5,6,247
CRA_04_MD_E,CRA_04,CRA,WV,Edge,38.20064,80.27233,1023,Maryland,E,2,69,5,2,13,267
CRA_04_MD_C,CRA_04,CRA,WV,Edge,38.20064,80.27233,1023,Maryland,C,4,7,1,4,7,206
CRA_04_NC_B,CRA_04,CRA,WV,Edge,38.20064,80.27233,1023,North_Carolina,B,4,7,1,4,7,252
CRA_04_NC_C,CRA_04,CRA,WV,Edge,38.20064,80.27233,1023,North_Carolina,C,5,20,2,5,6,197
CRA_05_MD_D,CRA_05,CRA,WV,Edge,38.20126,80.27228,1021,Maryland,D,6,24,2,6,10,247
CRA_05_MD_B,CRA_05,CRA,WV,Edge,38.20126,80.27228,1021,Maryland,B,4,4,1,4,4,282
CRA_05_MD_E,CRA_05,CRA,WV,Edge,38.20126,80.27228,1021,Maryland,E,3,4,1,3,4,267
CRA_05_NC_B,CRA_05,CRA,WV,Edge,38.20126,80.27228,1021,North_Carolina,B,6,21,2,6,7,206
CRA_05_NC_C,CRA_05,CRA,WV,Edge,38.20126,80.27228,1021,North_Carolina,C,6,24,2,6,10,203
CRA_05_NC_D,CRA_05,CRA,WV,Edge,38.20126,80.27228,1021,North_Carolina,D,6,6,1,6,6,290
CRA_05_VT_D,CRA_05,CRA,WV,Edge,38.20126,80.27228,1021,Vermont,D,4,67,5,4,11,291
CRA_05_VT_A,CRA_05,CRA,WV,Edge,38.20126,80.27228,1021,Vermont,A,6,38,3,6,10,207
CRA_05_VT_B,CRA_05,CRA,WV,Edge,38.20126,80.27228,1021,Vermont,B,2,65,5,2,9,298
CRA_05_NC_A,CRA_05,CRA,WV,Edge,38.20126,80.27228,1021,North_Carolina,A,4,67,5,4,11,252
CRA_05_NC_E,CRA_05,CRA,WV,Edge,38.20126,80.27228,1021,North_Carolina,E,3,4,1,3,4,266
CRA_05_VT_C,CRA_05,CRA,WV,Edge,38.20126,80.27228,1021,Vermont,C,3,4,1,3,4,267
CRA_05_VT_E,CRA_05,CRA,WV,Edge,38.20126,80.27228,1021,Vermont,E,6,35,3,6,7,291
CRA_05_MD_A,CRA_05,CRA,WV,Edge,38.20126,80.27228,1021,Maryland,A,6,6,1,6,6,267
CRA_05_MD_C,CRA_05,CRA,WV,Edge,38.20126,80.27228,1021,Maryland,C,6,21,2,6,7,274
CRA_05_MD_C,CRA_05,CRA,WV,Edge,38.20126,80.27228,1021,Maryland,C,6,21,2,6,7,204
CRA_06_VT_E,CRA_06,CRA,WV,Edge,38.19853,80.27083,1026,Vermont,E,4,20,2,4,6,288
CRA_06_VT_D,CRA_06,CRA,WV,Edge,38.19853,80.27083,1026,Vermont,D,3,36,3,3,8,294
CRA_06_MD_A,CRA_06,CRA,WV,Edge,38.19853,80.27083,1026,Maryland,A,4,69,5,4,13,238
CRA_06_MD_B,CRA_06,CRA,WV,Edge,38.19853,80.27083,1026,Maryland,B,3,36,3,3,8,242
CRA_06_MD_C,CRA_06,CRA,WV,Edge,38.19853,80.27083,1026,Maryland,C,4,34,3,4,6,259
CRA_06_MD_E,CRA_06,CRA,WV,Edge,38.19853,80.27083,1026,Maryland,E,4,14,1,4,14,260
CRA_06_MD_D,CRA_06,CRA,WV,Edge,38.19853,80.27083,1026,Maryland,D,3,7,1,3,7,247
CRA_06_NC_A,CRA_06,CRA,WV,Edge,38.19853,80.27083,1026,North_Carolina,A,3,36,3,3,8,262
CRA_06_NC_B,CRA_06,CRA,WV,Edge,38.19853,80.27083,1026,North_Carolina,B,4,48,4,4,6,238
CRA_06_NC_C,CRA_06,CRA,WV,Edge,38.19853,80.27083,1026,North_Carolina,C,3,7,1,3,7,199
CRA_06_VT_A,CRA_06,CRA,WV,Edge,38.19853,80.27083,1026,Vermont,A,5,64,5,5,8,291
CRA_06_VT_B,CRA_06,CRA,WV,Edge,38.19853,80.27083,1026,Vermont,B,4,2,1,4,2,270
CRA_06_VT_C,CRA_06,CRA,WV,Edge,38.19853,80.27083,1026,Vermont,C,4,14,1,4,14,284
CRA_06_NC_D,CRA_06,CRA,WV,Edge,38.19853,80.27083,1026,North_Carolina,D,4,69,5,4,13,206
DG_04_VT_D,DG_04,DG,NC,Edge,35.78115,82.2597,1955,Vermont,D,5,5,1,5,5,288
DG_04_VT_B,DG_04,DG,NC,Edge,35.78115,82.2597,1955,Vermont,B,4,27,2,4,13,298
DG_04_VT_E,DG_04,DG,NC,Edge,35.78115,82.2597,1955,Vermont,E,5,49,4,5,7,249
DG_04_MD_A,DG_04,DG,NC,Edge,35.78115,82.2597,1955,Maryland,A,4,55,4,4,13,231
DG_04_MD_D,DG_04,DG,NC,Edge,35.78115,82.2597,1955,Maryland,D,4,44,4,4,2,274
DG_04_NC_D,DG_04,DG,NC,Edge,35.78115,82.2597,1955,North_Carolina,D,4,55,4,4,13,231
DG_04_NC_B,DG_04,DG,NC,Edge,35.78115,82.2597,1955,North_Carolina,B,5,35,3,5,7,254
DG_04_NC_A,DG_04,DG,NC,Edge,35.78115,82.2597,1955,North_Carolina,A,5,5,1,5,5,283
DG_04_MD_E,DG_04,DG,NC,Edge,35.78115,82.2597,1955,Maryland,E,5,60,5,5,4,267
DG_04_MD_C,DG_04,DG,NC,Edge,35.78115,82.2597,1955,Maryland,C,5,49,4,5,7,274
DG_04_VT_A,DG_04,DG,NC,Edge,35.78115,82.2597,1955,Vermont,A,4,16,2,4,2,274
DG_04_VT_B,DG_04,DG,NC,Edge,35.78115,82.2597,1955,Vermont,B,4,27,2,4,13,204
DG_04_VT_C,DG_04,DG,NC,Edge,35.78115,82.2597,1955,Vermont,C,5,60,5,5,4,294
DG_04_NC_C,DG_04,DG,NC,Edge,35.78115,82.2597,1955,North_Carolina,C,4,30,3,4,2,283
DG_05_VT_D,DG_05,DG,NC,Edge,35.78197,82.25905,1915,Vermont,D,6,60,5,6,4,234
DG_05_VT_A,DG_05,DG,NC,Edge,35.78197,82.25905,1915,Vermont,A,4,22,2,4,8,288
DG_05_NC_C,DG_05,DG,NC,Edge,35.78197,82.25905,1915,North_Carolina,C,4,36,3,4,8,288
DG_05_NC_B,DG_05,DG,NC,Edge,35.78197,82.25905,1915,North_Carolina,B,3,42,3,3,14,252
DG_05_VT_C,DG_05,DG,NC,Edge,35.78197,82.25905,1915,Vermont,C,6,60,5,6,4,294
DG_05_VT_E,DG_05,DG,NC,Edge,35.78197,82.25905,1915,Vermont,E,3,56,4,3,14,291
DG_05_VT_B,DG_05,DG,NC,Edge,35.78197,82.25905,1915,Vermont,B,2,15,2,2,1,256
DG_05_MD_A,DG_05,DG,NC,Edge,35.78197,82.25905,1915,Maryland,A,2,43,4,2,1,260
DG_05_MD_B,DG_05,DG,NC,Edge,35.78197,82.25905,1915,Maryland,B,2,11,1,2,11,282
DG_05_MD_C,DG_05,DG,NC,Edge,35.78197,82.25905,1915,Maryland,C,3,56,4,3,14,274
DG_05_NC_D,DG_05,DG,NC,Edge,35.78197,82.25905,1915,North_Carolina,D,2,43,4,2,1,280
DG_05_NC_A,DG_05,DG,NC,Edge,35.78197,82.25905,1915,North_Carolina,A,6,60,5,6,4,266
DG_05_MD_D,DG_05,DG,NC,Edge,35.78197,82.25905,1915,Maryland,D,4,50,4,4,8,256
DG_05_MD_E,DG_05,DG,NC,Edge,35.78197,82.25905,1915,Maryland,E,6,60,5,6,4,267
DG_06_MD_E,DG_06,DG,NC,Edge,35.78233,82.25908,1908,Maryland,E,3,36,3,3,8,270
DG_06_MD_C,DG_06,DG,NC,Edge,35.78233,82.25908,1908,Maryland,C,6,50,4,6,8,274
DG_06_VT_A,DG_06,DG,NC,Edge,35.78233,82.25908,1908,Vermont,A,5,17,2,5,3,298
DG_06_NC_B,DG_06,DG,NC,Edge,35.78233,82.25908,1908,North_Carolina,B,6,36,3,6,8,276
DG_06_NC_C,DG_06,DG,NC,Edge,35.78233,82.25908,1908,North_Carolina,C,5,31,3,5,3,266
DG_06_NC_A,DG_06,DG,NC,Edge,35.78233,82.25908,1908,North_Carolina,A,5,28,2,5,14,269
DG_06_VT_C,DG_06,DG,NC,Edge,35.78233,82.25908,1908,Vermont,C,3,22,2,3,8,298
DG_06_VT_D,DG_06,DG,NC,Edge,35.78233,82.25908,1908,Vermont,D,5,56,4,5,14,291
DG_06_VT_B,DG_06,DG,NC,Edge,35.78233,82.25908,1908,Vermont,B,6,24,2,6,10,288
DG_06_VT_E,DG_06,DG,NC,Edge,35.78233,82.25908,1908,Vermont,E,6,50,4,6,8,242
DG_06_MD_B,DG_06,DG,NC,Edge,35.78233,82.25908,1908,Maryland,B,5,56,4,5,14,277
DG_06_MD_D,DG_06,DG,NC,Edge,35.78233,82.25908,1908,Maryland,D,5,45,4,5,3,288
DG_06_MD_A,DG_06,DG,NC,Edge,35.78233,82.25908,1908,Maryland,A,6,52,4,6,10,267
DG_06_NC_D,DG_06,DG,NC,Edge,35.78233,82.25908,1908,North_Carolina,D,6,52,4,6,10,266
DG_06_NC_E,DG_06,DG,NC,Edge,35.78233,82.25908,1908,North_Carolina,E,3,50,4,3,8,199
DG_08_VT_C,DG_08,DG,NC,Edge,35.78377,82.25858,1897,Vermont,C,4,67,5,4,11,294
DG_08_VT_B,DG_08,DG,NC,Edge,35.78377,82.25858,1897,Vermont,B,6,15,2,6,1,284
DG_08_VT_A,DG_08,DG,NC,Edge,35.78377,82.25858,1897,Vermont,A,3,41,3,3,13,246
DG_08_MD_A,DG_08,DG,NC,Edge,35.78377,82.25858,1897,Maryland,A,6,43,4,6,1,260
DG_08_MD_E,DG_08,DG,NC,Edge,35.78377,82.25858,1897,Maryland,E,4,67,5,4,11,267
DG_08_MD_B,DG_08,DG,NC,Edge,35.78377,82.25858,1897,Maryland,B,3,31,3,3,3,261
DG_08_NC_B,DG_08,DG,NC,Edge,35.78377,82.25858,1897,North_Carolina,B,6,32,3,6,4,259
DG_08_NC_D,DG_08,DG,NC,Edge,35.78377,82.25858,1897,North_Carolina,D,6,43,4,6,1,262
DG_08_VT_D,DG_08,DG,NC,Edge,35.78377,82.25858,1897,Vermont,D,3,31,3,3,3,291
DG_10_VT_D,DG_10,DG,NC,Edge,35.786327,82.25755,1922,Vermont,D,6,30,3,6,2,294
DG_10_VT_A,DG_10,DG,NC,Edge,35.786327,82.25755,1922,Vermont,A,6,36,3,6,8,288
DG_10_VT_C,DG_10,DG,NC,Edge,35.786327,82.25755,1922,Vermont,C,3,34,3,3,6,294
DG_10_NC_E,DG_10,DG,NC,Edge,35.786327,82.25755,1922,North_Carolina,E,3,20,2,3,6,273
DG_10_NC_B,DG_10,DG,NC,Edge,35.786327,82.25755,1922,North_Carolina,B,6,58,5,6,2,269
DG_10_MD_E,DG_10,DG,NC,Edge,35.786327,82.25755,1922,Maryland,E,3,48,4,3,6,270
DG_10_MD_A,DG_10,DG,NC,Edge,35.786327,82.25755,1922,Maryland,A,3,20,2,3,6,242
DG_10_MD_D,DG_10,DG,NC,Edge,35.786327,82.25755,1922,Maryland,D,6,22,2,6,8,274
EQU_01_VT_B,EQU_01,EQU,VT,Core,43.13636,73.13577,608,Vermont,B,4,49,4,4,7,284
EQU_01_MD_C,EQU_01,EQU,VT,Core,43.13636,73.13577,608,Maryland,C,6,52,4,6,10,274
EQU_01_MD_D,EQU_01,EQU,VT,Core,43.13636,73.13577,608,Maryland,D,2,45,4,2,3,256
EQU_01_MD_A,EQU_01,EQU,VT,Core,43.13636,73.13577,608,Maryland,A,4,35,3,4,7,260
EQU_01_MD_E,EQU_01,EQU,VT,Core,43.13636,73.13577,608,Maryland,E,5,51,4,5,9,267
EQU_01_NC_A,EQU_01,EQU,VT,Core,43.13636,73.13577,608,North_Carolina,A,6,34,3,6,6,259
EQU_01_VT_D,EQU_01,EQU,VT,Core,43.13636,73.13577,608,Vermont,D,6,34,3,6,6,249
EQU_01_VT_A,EQU_01,EQU,VT,Core,43.13636,73.13577,608,Vermont,A,2,17,2,2,3,256
EQU_01_VT_C,EQU_01,EQU,VT,Core,43.13636,73.13577,608,Vermont,C,5,37,3,5,9,288
EQU_01_VT_A,EQU_01,EQU,VT,Core,43.13636,73.13577,608,Vermont,A,2,17,2,2,3,196
EQU_01_VT_E,EQU_01,EQU,VT,Core,43.13636,73.13577,608,Vermont,E,6,52,4,6,10,302
EQU_01_MD_B,EQU_01,EQU,VT,Core,43.13636,73.13577,608,Maryland,B,6,34,3,6,6,261
