"","Family","Population","Region","Latitude","Longitude","Elevation","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","BudBreak_cGDD","BudBreak_DOY","BudSet_2019","BudSet_2020","Growth_2019","Growth_2020"
"220","MT_08","MT","Edge",35.7524,82.24024,1420,-3.66271264507256,2.25608142826543,-0.279491623546518,-0.162445672852091,-0.246899187086205,-0.392054208930913,0.324395514541148,-0.0331249279070456,0.0697257543317564,0.278409994150195,0.0666962216602177,32.9807124772532,7.65466179992419,2.20918816111086,5.13692670046109,0.11309609463399,0.781261432845985
"221","MT_09","MT","Edge",35.75366,82.24549,1533,-3.51701898524905,2.76269218050799,0.259117236000272,0.117248081337907,-0.0978041512901866,-0.340766404141511,0.110270652002494,0.00834182897215952,0.0577812112668584,0.24380419095602,0.0878618641715613,34.0423019561798,7.46673851320594,3.04194179972776,5.56773388457621,0.449855027437186,0.993749178722549
"222","MT_10","MT","Edge",35.75354,82.245,1525,-3.48764918803145,2.68046502608472,0.0186160538463948,0.0387569938975862,-0.0507755450433105,-0.343416104826574,0.213328944688032,0.0705762583314476,0.0800877293416437,0.294220176948275,0.0411038590042915,36.0435935078242,7.28733930685043,2.60656099311864,5.62084620118474,0.554400125133565,0.814350105311303
"223","MT_12","MT","Edge",35.757069,82.252205,1701,-3.25145282076337,3.38527941741608,0.826886883640049,0.444763665844657,0.0938227564813105,-0.16523284708416,-0.0749489705701273,0.0749576974561393,0.10074258472443,0.238896998073163,0.0526532613581828,30.6553439903291,7.9928777375719,3.44549803742545,6.12462937419142,0.209480146224339,0.839382719400326
"224","NBTIC_543","NBTIC","Core",46.22,67.14,NA,1.96225524771981,-2.55563561428577,0.066826984012152,0.569593141921601,0.42230537616123,0.0142953803350839,-0.390515262154941,0.0296341646223853,0.0961481812831165,0.0505843431794643,0.0318489175579286,18.9450079293774,9.32678893193079,2.72553267834102,4.71660696246449,0.0720510424881775,0.233746324219947
"225","NBTIC_552","NBTIC","Core",46.18,67.15,NA,1.65568766863739,-2.99921223933683,0.0829937039184848,0.552178030291982,0.449112356839078,0.130201430971262,-0.522928730182513,0.0391037895349944,0.0809397932466856,0.0472191242364913,0.0481750332608974,23.3654407413113,8.75588701141418,4.19710573340904,4.83082167583639,0.162673429780229,0.661074321148185
"226","NBTIC_565","NBTIC","Core",46.66,67.6,NA,2.54758761056225,-2.57095196027302,-0.0555341639786182,0.492414936146458,0.52855013170272,-0.308785677195369,-0.409249101970134,0.247902347982972,0.392181890985209,0.0117910269763997,0.0389335516848538,22.4270345263722,8.91740927343788,2.9810056409962,5.99224160765271,0.236923467920206,0.557877593725628
"227","NBTIC_623","NBTIC","Core",45.48,66.65,585,0.859014397906673,0.00425163633932621,1.3498896731749,1.22910987249119,-0.340661626721224,0.528376145573118,0.151713062900322,0.343397683663919,-0.260410316505991,0.171229336469643,0.0948782880279875,22.3444427573075,8.86095246481256,3.3831606465783,6.25531581023144,0.201647511003318,0.585376473924911
"228","NBTIC_624","NBTIC","Core",45.42,66.7,682,1.02085567754739,0.579494403640453,1.61078932178579,1.15675900247825,-0.451164932706171,0.446880957694546,0.241927914923318,0.269573975302543,-0.274872339809039,0.153500691745038,0.10676671403652,20.2271242656419,9.15928316777076,5.60535655986567,5.32481342432457,0.21384320776421,0.59123488202061
"229","NBTIC_627","NBTIC","Core",45.26,66.49,464,0.385428035711757,-0.145127887243027,1.95863010575083,1.70157688093691,-0.138448653093152,0.625086477236378,0.023993265016889,0.552487953133619,-0.491301338329025,0.208567747217891,0.273991409314149,24.6225921215558,8.74217628447273,1.91136454135045,5.72097120999842,0.0436534612087607,0.795948226743709
