"Garden","Year","Population","Family","Region","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","Group"
NA,NA,"BLA","BLA_05","Margin",-0.686287005089863,-2.05632450029918,-1.02630576332599,-0.352400252418771,-0.0190971527718251,0.106999718152539,-0.464012859759309,-0.0679473772922196,-0.18634695381913,-0.105366517268976,0.0794399037970233,"Margin"
NA,NA,"BRA","BRA_01","Margin",-0.488960273490458,-1.98819513146793,-1.03585542166653,-0.312270992201092,0.0404375343041252,0.125832871866171,-0.501086542516096,-0.117268045811577,-0.20713747032623,-0.11521770553951,0.0845306365724893,"Margin"
NA,NA,"BRA","BRA_02","Margin",-0.453530329155053,-1.92491320229325,-1.04279665862598,-0.288244786493656,0.0257349991508239,0.133200101590309,-0.47318904430219,-0.131681212417022,-0.185694923603579,-0.0958530569533057,0.0698802915580712,"Margin"
NA,NA,"BRA","BRA_03","Margin",-0.471070150149045,-1.94993282194913,-1.04199595410763,-0.29108858626524,0.0547920237307546,0.153489935922536,-0.489776148607654,-0.139934880503845,-0.180969376125487,-0.102560352844548,0.0656374840074681,"Margin"
NA,NA,"BRA","BRA_04","Margin",-0.467289528676061,-1.94333095489314,-1.03990284110015,-0.27943224832114,0.0399773724034283,0.138956826448868,-0.477210959086329,-0.122559666559743,-0.181961354816343,-0.106103456721961,0.0650080385963079,"Margin"
NA,NA,"BRA","BRA_05","Margin",-0.397179388718489,-1.87242754674557,-1.02648386802933,-0.247392561185948,0.0456351652776783,0.142867842718677,-0.448907252729411,-0.101529395535138,-0.174922373643387,-0.0823426523188155,0.0572874042548532,"Margin"
NA,NA,"BRB","BRB_01","Edge",-1.16074009124961,0.280813033626942,-1.84078819339981,-0.794244403975545,-0.8273804148713,-0.23617395211072,0.253542123999882,0.226063849647689,-0.184205054358018,-0.0555457591353219,-0.0323612735374014,"Edge"
NA,NA,"BRB","BRB_02","Edge",-1.17751060375861,0.246555841895153,-1.8352144916367,-0.824571938738067,-0.841997585323568,-0.262682285721551,0.238260305947682,0.246372167020559,-0.204750628058358,-0.0677244677376899,-0.0105198411809462,"Edge"
NA,NA,"BRB","BRB_03","Edge",-1.18941853610283,0.239487232867117,-1.83013347280893,-0.832656886271159,-0.841798394977839,-0.263445808374607,0.2487498298226,0.252647313861816,-0.203687744354486,-0.0833165689648636,-0.0156521728492798,"Edge"
NA,NA,"BRB","BRB_04","Edge",-1.16326311525668,0.240881288805519,-1.83760575282582,-0.790080182966742,-0.869590327738041,-0.194451955075304,0.271835223356728,0.223658633316813,-0.176279040063977,-0.0675726910458529,-0.0375226255546902,"Edge"
NA,NA,"BRU","BRU_02","Margin",-0.835446898862183,-2.28765724917547,-0.391508196644878,0.399236439892621,0.392035862996767,0.0726085026311356,-0.509625701874004,-0.266541063613371,0.00511285467287201,-0.0275472466517005,0.00811600782361842,"Margin"
NA,NA,"BRU","BRU_03","Margin",-0.842994180475862,-2.22693725611559,-0.419778545453643,0.417508669020613,0.446118839184387,-0.0211455873995831,-0.511651543263545,-0.328021629160027,-0.00215155284272123,0.0080984557322719,0.0270965446055528,"Margin"
NA,NA,"BRU","BRU_04","Margin",-0.809946954280049,-2.15714394564391,-0.42160511714173,0.421136587661157,0.433760711836527,-0.0109275911247173,-0.486248693137819,-0.333764329095654,0.0188985666934031,0.0191806616324875,0.0093288939132798,"Margin"
NA,NA,"BRU","BRU_05","Margin",-0.73337983239558,-2.09040202795804,-0.455775964593291,0.426165550748081,0.453995778112119,-0.0752669350899104,-0.505156005884215,-0.346704973606431,-0.0159895865643976,-0.055251809714472,0.025560926664093,"Margin"
NA,NA,"BRU","BRU_06","Margin",-0.735224595823208,-2.09075489049625,-0.457471443513533,0.425601099703322,0.452589519762833,-0.0748567241098964,-0.505367889190616,-0.350325594589241,-0.014965131004873,-0.0547888901900842,0.0254969659465189,"Margin"
NA,NA,"CAM","CAM_01","Core",2.1386229810616,-0.345335509837738,-0.249964071707217,-0.438160131703033,-0.674155056010261,0.0742140857390989,-0.0240889130627099,0.196513075941879,0.379231544720555,0.0458220952608024,-0.0457775287596387,"Core"
NA,NA,"CAM","CAM_02","Core",2.75823757492602,0.676936322442025,1.01497547642142,-0.249621300692575,-0.472070510114297,0.558448765851794,-0.146885828962566,0.0558299836794821,0.365993163198556,-0.0678830608638347,-0.00679759351915554,"Core"
NA,NA,"CAM","CAM_03","Core",3.38077002398328,1.61466469097847,2.00601515400581,-0.108480433175785,-0.011135648161374,0.970051784482495,-0.186067855844867,-0.0935649238770222,0.30499395171945,-0.244252665019278,0.00352592501676717,"Core"
NA,NA,"CAM","CAM_04","Core",3.1924009347051,1.30128854823704,1.65326414435873,-0.146715985950206,-0.198973744034984,0.865684008599547,-0.192745145870816,-0.0600852486460792,0.346452758927761,-0.209144833270981,-0.0167681679584406,"Core"
NA,NA,"CAM","CAM_05","Core",3.05132819623981,1.06721229055727,1.33219584999379,-0.189392711032371,-0.287078567734197,0.761795581144116,-0.157666952074593,-0.00902887257090024,0.364531997794655,-0.176710719151414,-0.0246164434358082,"Core"
NA,NA,"CAM","CAM_06","Core",3.02639736163787,1.02326457258288,1.33207128759066,-0.181777366729092,-0.308243291387535,0.726393221340007,-0.173469194911175,0.027150961211575,0.344502903029479,-0.187687681129386,-0.00810467659024128,"Core"
NA,NA,"CRR","CRR_01","Margin",-0.813732517856299,-0.270454043264059,1.19690088742158,-0.386970287826149,-1.23369013673239,-0.297806770080575,0.144457875626925,-0.000925807149025515,0.000884542324034239,-0.063466450795077,-0.0266706998446948,"Margin"
NA,NA,"CRR","CRR_02","Margin",-0.82832426315297,-0.316312339955358,1.19591288564501,-0.391134144338284,-1.2509688584327,-0.326872866410736,0.137419787269276,0.00106368783652516,-0.0222808338742352,-0.0651922294799,-0.00129539437447821,"Margin"
NA,NA,"CR","CR_03","Edge",-2.81303222274112,3.7885845319669,1.16145167397896,0.560833761450233,0.100808104389058,0.247928027886444,-0.241034744610143,0.274737322000074,0.114982557755332,0.189473778037935,0.0450674245015486,"Edge"
NA,NA,"CR","CR_04","Edge",-2.81158963741422,3.75900168349418,1.17962862907349,0.579505150316449,0.102102424502037,0.226147341440607,-0.225896521558309,0.296297154722798,0.120050682838613,0.17269640608326,0.0171215763360562,"Edge"
NA,NA,"CR","CR_05","Edge",-2.75775987048047,3.71049535257442,1.25235048450237,0.622637873416501,0.143054845105452,0.172846133061537,-0.208098730158068,0.458510640551641,0.0534844218532696,0.141992072214374,0.0418380843611656,"Edge"
NA,NA,"CR","CR_06","Edge",-2.74348194538442,3.693513312086,1.27840272753819,0.664501391276622,0.160970245662487,0.15736247223157,-0.18658259058811,0.522107171574243,0.0385812761366187,0.124490976293034,0.0379557459831552,"Edge"
NA,NA,"CR","CR_07","Edge",-2.78916147096746,3.6525552806812,1.27551730104074,0.669586290511052,0.179467887545577,0.0809808699590173,-0.174402392456946,0.514791636342839,0.0108597282025668,0.107105660893685,0.0593069824485362,"Edge"
NA,NA,"CRA","CRA_01","Edge",-2.1520078271224,-0.342802442322968,-0.978782490190726,-0.199963235061673,-0.392385581552722,-0.265008768975441,0.105383922250271,-0.210375055405596,-0.0185180186153239,-0.016331564006409,-0.0856517420134315,"Edge"
NA,NA,"CRA","CRA_02","Edge",-2.08755663666846,-0.306735481433345,-0.999052412048249,-0.330313284629579,-0.569313443076523,-0.127257278666814,0.0654016911690463,-0.255059294775394,0.0140648665056354,0.0224556329691809,-0.075692763186983,"Edge"
NA,NA,"CRA","CRA_03","Edge",-2.09068936711594,-0.302579527227423,-1.00196295085804,-0.339416790098637,-0.571860197060333,-0.124999539738937,0.060627538356906,-0.259948610707993,0.0168534122047944,0.0229817960576947,-0.0761560915486977,"Edge"
NA,NA,"CRA","CRA_04","Edge",-2.06903537981396,-0.316582655496202,-1.00133738026687,-0.346786376758528,-0.610191123597676,-0.0779487415232182,0.051347754972146,-0.259589283009571,0.0217863181587731,0.0329081314369203,-0.0744296638905221,"Edge"
NA,NA,"CRA","CRA_05","Edge",-2.06838308262796,-0.312184816760266,-1.00155144834603,-0.355403125537957,-0.610331298742931,-0.0766143787161426,0.0471654972144913,-0.259957447516716,0.0250706354299906,0.032994266318449,-0.073129673113259,"Edge"
NA,NA,"CRA","CRA_06","Edge",-2.12395177389203,-0.349331700344882,-1.01419631783891,-0.312174254150949,-0.553833377757906,-0.109266848765121,0.0585337739315263,-0.296107759965564,0.0281914933320949,0.019400346862013,-0.0795941040036808,"Edge"
NA,NA,"DG","DG_04","Edge",-2.64231786996265,4.04980590919377,1.62557621258608,0.926948031670896,0.00499622581659339,0.512232208714146,-0.336696298934857,0.0513711873119789,0.20800841373251,0.0513390785301556,0.00698531458084171,"Edge"
NA,NA,"DG","DG_05","Edge",-2.68998958151531,3.98089666232939,1.616523979748,0.941621647438,-0.0253493712487138,0.477245934164612,-0.326979582893239,0.046994588079866,0.192953693064588,0.0330065255993841,0.0224553177374767,"Edge"
NA,NA,"DG","DG_06","Edge",-2.69992646496519,3.97247521291488,1.61686291784576,0.946335423775159,-0.0274883469808155,0.475366032999757,-0.318614191372878,0.0479579621860975,0.193088740887906,0.0250304395016887,0.0184392201138119,"Edge"
NA,NA,"DG","DG_08","Edge",-2.64162681135677,3.84537523779585,1.38289610752592,0.862958189441613,-0.0275571917834657,0.489165655268165,-0.247306184622156,0.140876537718372,0.188499033627524,0.0936009705748477,0.00057278505439027,"Edge"
NA,NA,"DG","DG_10","Edge",-2.63304025615303,3.94502512688265,1.62881068712999,0.946003588723068,-0.092252570459383,0.565028476105542,-0.334829355113,0.0661530998801217,0.198341782916643,0.0509755370637814,0.0303547360491712,"Edge"
NA,NA,"EQU","EQU_01","Core",0.916591074587198,-0.700151006037057,-0.104654304417564,-0.427136980315647,-0.867697312321424,0.120453961036236,0.0820410477311394,0.00847685341197536,-0.115789139175522,0.181311738974476,-0.0523643653152255,"Core"
NA,NA,"EQU","EQU_02","Core",1.04165072465856,-0.274922053472406,0.149730569274729,-0.425666811679363,-0.856525403053745,0.18085348726258,0.0480262538034218,-0.0830941586612485,-0.107498486919585,0.182701666205643,-0.0511977854939087,"Core"
NA,NA,"EQU","EQU_03","Core",1.18739893879863,-0.201455356513775,0.207950069428475,-0.430024842004748,-0.833064935457667,0.245258632990712,0.0536236271394251,0.000298584978351973,-0.126577830156649,0.213113702229585,-0.0520840128830722,"Core"
NA,NA,"EQU","EQU_04","Core",1.86998250189022,0.652347338215877,0.570068221741087,-0.446190659533185,-0.496919026758948,0.517058079920624,0.0133793279894764,0.047198746458063,-0.183377942314848,0.131372842623736,-0.0466990885804053,"Core"
NA,NA,"EQU","EQU_05","Core",2.0554922566279,0.805083788162381,0.637474967452275,-0.49089459793471,-0.382040521208602,0.59187677840372,0.0128221684228238,0.0846006575076033,-0.194302398165,0.18380126231879,-0.0520612478984128,"Core"
NA,NA,"EQU","EQU_06","Core",2.14826259637163,0.954217552479587,0.693923099486725,-0.499118429893829,-0.245163400236028,0.618394457321676,0.0436395704440242,0.167551574030337,-0.207825431738532,0.17980549886543,-0.0659919682512321,"Core"
NA,NA,"ESC","ESC_01","Core",-0.447723941873933,-1.72020911686203,0.14286676884257,0.632170221579167,0.564645281091349,-0.0909316242012644,-0.2266628798568,0.0901057307820219,-0.115308488831591,0.000296546774538367,-0.0324344376936321,"Core"
NA,NA,"ESC","ESC_02","Core",-0.426510713393556,-1.70007003706365,0.148114686261684,0.627955602126203,0.556405448589874,-0.100154646172821,-0.223142989207804,0.103602759976986,-0.121104867153733,0.00681710109518707,-0.0273726691839386,"Core"
NA,NA,"ESC","ESC_03","Core",-0.398648541253934,-1.6425444323101,0.151025667454468,0.64589620598246,0.545689334397417,-0.0944343210686686,-0.184414630504528,0.106890471152781,-0.103607382419104,0.00899076586796473,-0.0486369525469452,"Core"
NA,NA,"ESC","ESC_04","Core",-0.31702018768477,-1.39703256946668,0.402102237464134,0.756049118798835,0.445329632350783,-0.10573917028383,-0.188715237490922,0.0538996087189619,-0.10731549134137,-0.0106685261968176,-0.0270329021689477,"Core"
NA,NA,"ESC","ESC_05","Core",-0.146531301645421,-0.99788554762389,0.717803204484117,0.882680591425545,0.274889834903053,0.0221467333850183,-0.074676458858158,0.0755322525425195,-0.0597979794848461,0.078516238415242,-0.0510984072678927,"Core"
NA,NA,"ESC","ESC_06","Core",-0.0353751273103849,-0.736455763872106,0.999218345576535,0.989621579967349,0.224775729161802,0.0292770130288467,-0.0847195253662723,0.0949162185347157,-0.0903749341907142,0.048678062034835,-0.0038620886582556,"Core"
NA,NA,"G13","G13_01","Margin",-1.1708714862528,-0.829780276904841,1.13559233269284,-0.0217013258491916,-0.937414421746577,-0.317644442737975,0.0850172509590422,-0.127033668484232,-0.0455887990994524,-0.136782877847202,0.00874379891475221,"Margin"
NA,NA,"G13","G13_02","Margin",-1.17995568091625,-0.844103915161804,1.13860517650158,-0.0255804036878276,-0.921365169762238,-0.307912020305061,0.0801486101294071,-0.129270535711341,-0.0423604303890559,-0.143728107110251,0.00708095024658714,"Margin"
NA,NA,"G13","G13_03","Margin",-1.18667008113248,-0.858269799966443,1.14250513169472,-0.0310515582489709,-0.903829783569119,-0.296897776105281,0.0769103246635796,-0.134845272061345,-0.0425247324259097,-0.149408652360597,0.00556919273647747,"Margin"
