"","Family","Pop","Tree","State","Region","Date","lat","lon","Elevation","DBH","bio1_13","bio2_13","bio3_13","bio4_13","bio5_13","bio6_13","bio7_13","bio8_13","bio9_13","bio10_13","bio11_13","bio12_13","bio13_13","bio14_13","bio15_13","bio16_13","bio17_13","bio18_13","bio19_13","BudSet2019_Plasticity","BudSet2020_Plasticity","BudBreak2020_Plasticity","growth2019_Plasticity","growth2020_Plasticity"
"159","JAY_01","JAY",1,"VT","C",10062017,44.92981,-72.52965,900,21.1,22,99,25,10012,212,-176,388,146,-100,146,-112,1386,149,79,17,414,266,414,287,9.01516072261603,37.5716363609728,25.0985435790335,1.27351636105712,3.56595415041491
"160","JAY_02","JAY",2,"VT","C",10102017,44.9235,-72.51746,897,29.4,20,98,25,10008,209,-178,387,144,-102,144,-114,1416,152,81,16,421,274,421,295,12.3774688982068,34.4429535554024,31.671975222994,1.213869988434,8.92956571673263
"161","JAY_03","JAY",3,"VT","C",10102017,44.92305,-72.51562,861,27.5,21,98,25,10010,209,-178,387,145,-102,145,-113,1406,151,80,16,419,271,419,292,15.0047508126075,29.8408318480985,31.3527386881167,1.79001846094399,4.36546847222109
"162","KAN_02","KAN",2,"NH","C",10222017,44.02552,-71.495,862,19.2,30,109,28,9409,217,-163,380,-14,-84,148,-95,1456,146,102,10,398,318,384,336,31.1819341610159,24.2360104561462,27.1202488979147,2.73086948839707,2.81502980722013
"163","KAN_03","KAN",3,"NH","C",10222017,44.02137,-71.47896,785,7.6,31,109,28,9403,217,-163,380,-13,-84,148,-95,1456,146,103,10,398,319,383,337,17.6191883923768,31.1516183345814,26.2453323361048,1.35236821676063,9.7465974292937
"164","KAN_04","KAN",4,"NH","C",10222017,44.02144,-71.47961,787,8.1,31,109,28,9403,217,-163,380,-13,-84,148,-95,1456,146,103,10,398,319,383,337,27.785853946688,28.1985585762725,30.062314500228,3.06720006021231,5.09676651896692
"165","KAN_05","KAN",5,"NH","C",10222017,44.02235,-71.47746,777,12.9,31,109,28,9403,217,-163,380,-13,-84,148,-95,1456,146,103,10,398,319,383,337,36.1978188748147,32.8325288722452,26.1837965152065,2.55946570131172,6.64481222744834
"166","KAN_06","KAN",6,"NH","C",10222017,44.02168,-71.49196,841,3.9,28,107,28,9349,212,-165,377,-16,-86,144,-97,1488,149,105,9,407,327,390,345,9.69478675740737,31.1899182632261,27.9891087975682,1.53458568842152,2.13145956675434
"167","KIL_01","KIL",1,"VT","C",10212017,43.60633,-72.81543,1171,37.4,23,100,27,9330,204,-164,368,140,-90,140,-100,1536,149,101,11,417,327,417,341,36.4780163766689,29.8684432857368,30.0590968511014,2.27404817618061,2.36584212149942
"168","KIL_02","KIL",2,"VT","C",10212017,43.60703,-72.81634,1170,14.2,23,100,27,9330,204,-164,368,140,-90,140,-100,1536,149,101,11,417,327,417,341,16.3490688099132,27.9430622179416,29.4829420154881,1.366446232751,7.85318915262991
"169","KIL_03","KIL",3,"VT","C",10212017,43.60837,-72.8176,1145,23,27,103,27,9368,210,-161,371,144,-87,144,-97,1491,146,97,11,407,314,407,329,7.06926418608748,31.0467360600226,29.0613970188465,0.470804513406113,5.646844584586
"170","KIL_04","KIL",4,"VT","C",10212017,43.60933,-72.81762,1115,63.5,27,103,27,9368,210,-161,371,144,-87,144,-97,1491,146,97,11,407,314,407,329,40.0881295250651,34.4803423427993,27.9599362879297,3.1621528651022,2.37973538935137
"171","KIL_05","KIL",5,"VT","C",10212017,43.61079,-72.81821,1072,26,27,103,27,9368,210,-161,371,144,-87,144,-97,1491,146,97,11,407,314,407,329,26.1982457293725,28.4743031445312,32.3777537363201,2.09489862750563,8.0097478670245
"172","KIL_06","KIL",6,"VT","C",10212017,43.61229,-72.8187,1047,8,27,103,27,9368,210,-161,371,144,-87,144,-97,1491,146,97,11,407,314,407,329,14.1225093704835,26.4625175157941,31.8424112044063,0.996333239410966,3.13978932569745
"173","KOS_01","KOS",1,"WV","E",9292017,38.69131,-79.53503,1356,20.5,65,108,32,7905,225,-105,330,145,-42,162,-42,1413,134,102,8,389,317,377,317,21.911413616229,32.7396961837439,26.4180041623896,5.22636761604689,5.08400894794461
"174","KOS_02","KOS",2,"WV","E",9292017,38.6894,-79.54405,1419,51.6,63,107,32,7870,223,-106,329,144,-43,159,-43,1429,135,103,8,392,321,380,321,26.3690685051153,28.8728585328224,31.2986668138836,4.42313676973732,3.27148084309071
"175","KOS_03","KOS",3,"WV","E",9292017,38.69502,-79.54109,1428,35.3,63,107,32,7869,222,-107,329,143,-44,159,-44,1430,135,103,8,393,321,381,321,29.232423744129,32.7446203856562,30.3775411866704,2.31667182037063,6.99122283402782
"176","KOS_04","KOS",4,"WV","E",9292017,38.69886,-79.5338,1479,8.8,63,107,32,7869,222,-107,329,143,-44,159,-44,1430,135,103,8,393,321,381,321,32.5029461425837,23.3814856208384,27.7658077083104,3.36171363675697,5.6813187863803
"177","KOS_05","KOS",5,"WV","E",9292017,38.69966,-79.5335,1488,19.7,63,107,32,7869,222,-107,329,143,-44,159,-44,1430,135,103,8,393,321,381,321,19.3710948521259,27.6549170384804,26.4597179481191,2.14815532123568,4.78138799511992
"178","KOS_07","KOS",7,"WV","E",9292017,38.7023,-79.5302,1485,43.9,60,105,32,7890,219,-108,327,141,-46,157,-46,1455,137,105,8,399,327,387,327,26.8995659419381,27.2086201233537,24.7839045713725,1.60016838935492,5.20671852965654
"179","LEU_01","LEU",1,"ME","C",11192017,45.46921,-70.37423,668,8,28,113,27,10212,228,-182,410,154,-98,154,-109,1028,109,59,17,312,196,312,211,32.6702582052582,30.2747136943387,31.5041532924779,2.33522586042959,2.11443878582924
"180","LEU_02","LEU",2,"ME","C",11192017,45.47563,-70.37312,629,11.5,25,111,27,10230,224,-183,407,152,-101,152,-113,1049,111,60,17,317,201,317,216,23.7823374303485,29.0059695799722,30.0500636369393,1.88505415544729,6.95252100942693
"181","LEU_03","LEU",3,"ME","C",11192017,45.48267,-70.37241,741,24.5,25,111,27,10230,224,-183,407,152,-101,152,-113,1049,111,60,17,317,201,317,216,7.7294057757295,NA,28.9461590600593,2.27437251851648,8.83315193235665
"182","LEU_04","LEU",4,"ME","C",11192017,45.48342,-70.3726,752,8,18,107,26,10179,214,-187,401,145,-107,145,-118,1108,118,65,17,334,215,334,229,33.2019530744799,28.3267939648389,33.2098017008745,2.72659884641036,2.58628508452968
"183","LEU_05","LEU",5,"ME","C",11192017,45.47165,-70.3756,588,8.5,28,113,27,10223,228,-180,408,155,-97,155,-109,1026,109,59,17,311,196,311,211,34.3227319034894,28.2872435608056,28.7731174974304,3.79289823033263,6.49866233407253
"184","LOL_01","LOL",1,"NH","C",11042017,44.138,-71.71053,865,27.9,29,108,28,9538,217,-166,383,148,-87,148,-98,1385,135,92,12,385,289,385,307,11.8978567224814,29.6260395353662,33.6985304376439,3.05337934064074,7.24452483878597
"185","LOL_02","LOL",2,"NH","C",11042017,44.14044,-71.72354,957,8.8,29,107,28,9490,216,-165,381,147,-87,147,-98,1400,137,93,12,388,293,388,311,7.39956886237317,30.9869686279756,31.637331431244,1.10302209270912,4.33503207514116
"186","LOL_03","LOL",3,"NH","C",11042017,44.14035,-71.72276,950,9.6,29,107,28,9490,216,-165,381,147,-87,147,-98,1400,137,93,12,388,293,388,311,11.704303035681,33.0544153379706,31.4366233348629,2.90579965294829,6.72190934125544
"187","LOL_04","LOL",4,"NH","C",11052017,44.14965,-71.7104,1154,10.5,20,102,27,9336,201,-169,370,137,-94,137,-104,1526,150,105,10,414,328,414,347,16.5698155157153,31.7756919173341,28.6507902429832,1.61851739571552,8.72510083454264
"188","LOL_05","LOL",5,"NH","C",11052017,44.14922,-71.71134,1137,14.8,20,102,27,9336,201,-169,370,137,-94,137,-104,1526,150,105,10,414,328,414,347,24.5933590069583,25.0089531503619,30.7675089322316,3.78776197680934,4.3077798077431
"189","MAC_01","MAC",1,"NY","C",10132017,44.05343,-73.78043,1317,14.8,15,102,27,9518,198,-177,375,123,-102,132,-112,1439,147,88,13,407,291,406,304,36.7097482086086,26.7794281317683,33.3236005704636,1.35072844650725,4.28038622337928
"190","MAC_02","MAC",2,"NY","C",10132017,44.05138,-73.78415,1172,8.1,22,106,27,9520,207,-172,379,130,-95,139,-106,1353,141,82,14,387,271,386,282,13.6518757825513,27.755774111088,29.2814331847472,2.73764875247372,4.97384195368598
"191","MAC_03","MAC",3,"NY","C",10132017,44.05165,-73.78802,1036,12.2,22,106,27,9520,207,-172,379,130,-95,139,-106,1353,141,82,14,387,271,386,282,30.5575771858232,28.223543335708,27.5844615905284,2.83637022932223,4.42673211948372
"192","MAC_04","MAC",4,"NY","C",10132017,44.05131,-73.78914,1014,4.5,22,106,27,9520,207,-172,379,130,-95,139,-106,1353,141,82,14,387,271,386,282,36.3670002673176,30.2684770800971,32.1780550654383,1.74963827660758,5.21122959112124
"193","MAC_05","MAC",5,"NY","C",10132017,44.05025,-73.78994,969,7.5,22,106,27,9520,207,-172,379,130,-95,139,-106,1353,141,82,14,387,271,386,282,21.9419564380511,28.8037014143394,30.6624295890015,2.02234483734173,6.51879758845234
"194","MMF_02","MMF",2,"VT","C",9022017,44.52266,-72.80222,998,23.3,26,98,25,9819,213,-168,381,148,-93,148,-105,1420,151,80,16,419,271,419,291,NA,NA,NA,NA,NA
"195","MMF_10","MMF",10,"VT","C",9042017,44.53615,-72.81747,1224,3.4,19,94,25,9789,203,-173,376,141,-100,141,-111,1537,161,87,16,449,297,449,319,NA,NA,NA,NA,NA
"196","MMF_13","MMF",13,"VT","C",9112017,44.51382,-72.79353,737,32.6,43,107,26,9944,239,-158,397,167,-78,167,-90,1160,129,63,19,355,213,355,226,22.7372501247072,30.2614989986902,29.5981168077323,0.945309629248827,0.534190162464078
"197","MMF_14","MMF",14,"VT","C",9112017,44.51656,-72.78146,565,18.7,47,109,27,9974,244,-155,399,171,-75,171,-87,1114,124,60,19,342,202,342,214,NA,NA,NA,NA,NA
"198","MMF_20","MMF",20,"VT","C",9272017,44.51768,-72.78983,710,43.1,40,106,26,9918,234,-159,393,163,-81,163,-93,1200,132,66,18,365,222,365,236,NA,NA,NA,NA,NA
"199","MMF_21","MMF",21,"VT","C",9272017,44.51781,-72.7906,724,31.5,40,106,26,9918,234,-159,393,163,-81,163,-93,1200,132,66,18,365,222,365,236,NA,NA,NA,NA,NA
"200","MMF_24","MMF",24,"VT","C",9272017,44.51411,-72.79349,737,46.5,43,107,26,9944,239,-158,397,167,-78,167,-90,1160,129,63,19,355,213,355,226,14.6801121998702,26.219150451593,29.5182997223286,1.51327668087358,5.95508835424571
"201","MPG_01","MPG",1,"VT","C",9302017,44.72913,-72.03024,826,15.9,29,109,27,9983,223,-174,397,152,-93,152,-106,1260,138,73,17,384,241,384,262,29.5377015484492,35.0327017059913,32.913492659297,0.947872681877026,4.61839861379428
"202","MPG_02","MPG",2,"VT","C",9302017,44.7312,-72.03259,820,39.7,29,109,27,9983,223,-174,397,152,-93,152,-106,1260,138,73,17,384,241,384,262,25.883153351498,34.2448823760704,28.5508454866573,1.03576057453625,6.38943981944042
"203","MPG_03","MPG",3,"VT","C",9302017,44.73103,-72.03169,830,15.3,29,109,27,9983,223,-174,397,152,-93,152,-106,1260,138,73,17,384,241,384,262,30.4969573390349,27.0544392437318,33.0416654321702,4.28387045386193,2.33125207353429
"204","MPG_04","MPG",4,"VT","C",9302017,44.72968,-72.02951,820,34,29,109,27,9983,223,-174,397,152,-93,152,-106,1260,138,73,17,384,241,384,262,32.258399704167,31.9539640670299,26.6891867288362,2.22571296981423,5.16090206314282
"205","MPG_05","MPG",5,"VT","C",9302017,44.72948,-72.02926,824,16.3,29,109,27,9983,223,-174,397,152,-93,152,-106,1260,138,73,17,384,241,384,262,36.7458173494441,27.5993756018832,30.7322188432957,0.613252578213375,4.21263693217479
"206","MPG_06","MPG",6,"VT","C",9302017,44.72881,-72.0307,822,38.2,29,109,27,9983,223,-174,397,152,-93,152,-106,1260,138,73,17,384,241,384,262,35.6061270460243,24.9202782739699,27.3545238680567,3.34315678215094,5.86482903153096
"207","MRC_02","MRC",2,"VA","E",10122016,36.672274,-81.506,1600,32.8,77,106,34,7190,225,-81,306,150,-19,166,-19,1437,140,99,10,404,308,388,308,20.1851526456779,27.641179310565,28.1731677267682,2.0144958181301,9.18303655114195
"208","MRC_07","MRC",7,"VA","E",10132016,36.6625,-81.516944,1569,43.4,74,103,33,7169,220,-83,303,147,-22,163,-22,1464,142,101,10,412,313,397,313,28.2769763363767,33.2225902126891,28.6121702033894,1.03574618688389,5.11537810665477
"209","MRC_08","MRC",8,"VA","E",10142016,36.6625,-81.516111,1554,51.1,77,105,34,7186,225,-80,305,150,-19,167,-19,1442,140,99,10,406,309,391,309,19.6040231760981,29.7442604612976,30.3281550440726,3.53809858661276,4.15592766711593
"210","MRC_16","MRC",16,"VA","E",10152016,36.65629,-81.54009,1616,23.4,72,102,34,7148,216,-84,300,145,-24,160,-24,1491,144,102,10,419,318,405,318,17.5455133968673,29.2884785400155,28.1056002544532,0.799905993304463,4.0555864688272
"211","MRC_18","MRC",18,"VA","E",9002016,36.65793,-81.53847,1645,18.3,72,102,34,7148,216,-84,300,145,-24,160,-24,1491,144,102,10,419,318,405,318,27.03437670547,27.9914904929684,27.661757443565,4.46736236140549,5.0352776996184
"212","MSK_01","MSK",1,"NH","C",10232017,44.43429,-71.43275,1197,18,11,100,27,9420,190,-179,369,129,-103,129,-114,1576,155,109,10,428,342,428,361,15.7202776781218,29.828048812102,28.3095520988331,1.01344789306698,6.15414240503936
"213","MSK_02","MSK",2,"NH","C",10232017,44.43365,-71.41321,1226,19.1,14,101,27,9413,195,-177,372,132,-101,132,-111,1536,151,105,11,419,331,419,350,5.34423153431104,31.5639237123242,26.7441144852415,1.81079299032956,4.38070750403831
"214","MSK_03","MSK",3,"NH","C",10232017,44.43383,-71.42283,1158,12.7,18,104,27,9504,201,-176,377,136,-98,136,-109,1490,146,101,11,408,318,408,338,1.41065669300281,26.1406585118725,30.0970497705313,0.620512243066993,2.85303655241469
"215","MSK_04","MSK",4,"NH","C",11252017,44.4242,-71.44677,850,39,29,112,28,9678,221,-171,392,149,-89,149,-100,1342,133,88,12,377,277,377,297,35.0314083893904,27.6628709051541,29.1885373266132,3.42843256842875,2.96690520494916
"216","MT_01","MT",1,"NC","E",9002016,35.7568,-82.2524,1711,59.5,76,103,34,6890,216,-79,295,146,-16,161,-16,1759,165,124,9,477,388,474,388,24.3624318160151,32.8604523296766,30.9391516800316,0.781649012193963,4.71077250341917
"217","MT_04","MT",4,"NC","E",9002016,35.75649,-82.25134,1678,55,76,103,34,6890,216,-79,295,146,-16,161,-16,1759,165,124,9,477,388,474,388,17.6643805570811,30.6548291500493,25.2734512501907,2.99372640563133,7.80823019229156
"218","MT_05","MT",5,"NC","E",9002016,35.75581,-82.25083,1649,54.4,76,103,34,6890,216,-79,295,146,-16,161,-16,1759,165,124,9,477,388,474,388,34.638470253605,29.2027894401976,31.3695242202954,2.92308936612842,2.29256679031983
"219","MT_07","MT",7,"NC","E",9002016,35.75458,-82.24234,1470,39.4,84,110,36,6923,229,-73,302,154,-8,170,-8,1671,159,118,9,453,369,450,369,26.9018126164001,30.4279745327167,23.9517548219622,5.81908261957219,8.25954657924705
"220","MT_08","MT",8,"NC","E",9002016,35.7524,-82.24024,1420,44.8,90,115,37,6900,237,-69,306,160,-2,176,-2,1601,153,113,9,434,355,431,355,13.7727150193265,21.6928727198261,26.7797551411139,0.932598862323069,2.08429147452705
"221","MT_09","MT",9,"NC","E",9002016,35.75366,-82.24549,1533,33,84,110,36,6923,229,-73,302,154,-8,170,-8,1671,159,118,9,453,369,450,369,25.3991825537596,28.5994631688899,28.6322954963172,3.36963140806765,2.63899591090722
"222","MT_10","MT",10,"NC","E",9002016,35.75354,-82.245,1525,51.2,84,110,36,6923,229,-73,302,154,-8,170,-8,1671,159,118,9,453,369,450,369,19.4244962605625,25.9192288917753,26.0903786574544,5.78934905922169,4.1396256843935
"223","MT_12","MT",12,"NC","E",9002049,35.757069,-82.252205,1701,51.5,76,103,34,6890,216,-79,295,146,-16,161,-16,1759,165,124,9,477,388,474,388,27.7191951328075,28.8535286594692,27.0161986331693,2.28285667442477,2.81928057238993
"224","NBTIC_543","NBTIC",543,"NB","C",9042015,46.22,-67.14,NA,NA,38,111,27,10254,241,-169,410,-10,-39,166,-100,1102,110,75,11,311,233,286,272,16.3929216554338,15.8058769147965,32.7266493517298,1.78481325070422,2.74064443951786
"225","NBTIC_552","NBTIC",552,"NB","C",9042015,46.18,-67.15,NA,NA,42,112,27,10237,245,-165,410,-5,-36,169,-97,1079,108,74,11,305,229,278,268,32.7959501449347,19.7198702699572,32.7244135068574,2.43495664029357,0.750307423278024
"226","NBTIC_565","NBTIC",565,"NB","C",9042015,46.66,-67.6,NA,NA,30,112,26,10533,236,-182,418,149,-49,161,-112,1062,106,68,14,304,213,301,241,21.5523340402815,28.3979047004105,34.2236316571394,2.44598495389069,8.13003582616903
"227","NBTIC_623","NBTIC",623,"NB","C",9042015,45.48,-66.65,585,NA,54,95,26,9050,230,-126,356,-36,-19,165,-68,1187,123,87,12,352,270,270,320,22.5207820037725,31.5759047152898,28.9125964653817,2.39310935878114,8.74481603448825
"228","NBTIC_624","NBTIC",624,"NB","C",9042015,45.42,-66.7,682,NA,52,93,26,8994,227,-126,353,-37,163,163,-69,1207,126,87,12,359,271,271,326,48.6117811343539,24.4747010423626,33.0246286646835,3.90591736232123,3.96102766957116
"229","NBTIC_627","NBTIC",627,"NB","C",9042015,45.26,-66.49,464,NA,57,88,26,8487,221,-111,332,-25,161,161,-57,1229,130,88,14,375,270,270,345,8.53121550778727,27.4033702133781,31.9464614691517,0.704236542893396,5.60586102505365
"230","NOR_01","NOR",1,"NY","C",9052017,42.21991,-74.04099,919,20.7,46,101,28,8984,221,-135,356,93,-64,157,-74,1329,126,90,10,360,289,350,292,38.3551391781137,22.8357838427968,28.1346444276759,3.16137783751872,1.58192196326386
"231","NOR_02","NOR",2,"NY","C",9052017,42.22041,-74.04166,923,30.3,46,101,28,8984,221,-135,356,93,-64,157,-74,1329,126,90,10,360,289,350,292,32.8036624315439,35.4896802172447,29.4927802816327,2.76294920516681,5.68042734281149
"232","NOR_03","NOR",3,"NY","C",9052017,42.22059,-74.04261,935,4.1,49,102,28,9027,225,-132,357,96,-62,160,-72,1300,124,87,10,353,282,344,284,17.8094583375329,32.585851895571,30.8023614632014,0.651009195575885,4.77456763270344
"233","NOR_04","NOR",4,"NY","C",9052017,42.21969,-74.04345,937,31.5,49,102,28,9027,225,-132,357,96,-62,160,-72,1300,124,87,10,353,282,344,284,21.2970479390402,26.611670054324,28.4072245473613,0.347195077075328,0.782306667527568
"234","NOR_05","NOR",5,"NY","C",9052017,42.21886,-74.04497,961,25.3,49,102,28,9027,225,-132,357,96,-62,160,-72,1300,124,87,10,353,282,344,284,23.3543299973591,35.1197881147363,29.0237324707682,1.93086623069276,4.50781182901919
"235","NOR_06","NOR",6,"NY","C",9052017,42.21925,-74.04668,962,28.2,49,102,28,9027,225,-132,357,96,-62,160,-72,1300,124,87,10,353,282,344,284,28.9223845456562,32.7751455496282,30.7664798537469,0.727429092967096,4.62973455936306
"236","OCT_01","OCT",1,"MA","C",9192017,42.36216,-73.15527,582,31.2,60,108,29,9188,245,-125,370,154,-52,175,-63,1227,115,86,9,335,269,332,274,23.1737602138768,32.7336469727049,31.1413039131087,1.75387938027976,6.60020293204545
"237","OCT_02","OCT",2,"MA","C",9192017,42.36126,-73.15881,576,11.1,61,109,29,9195,247,-124,371,155,-51,175,-63,1223,114,85,9,333,268,331,273,13.2286930854843,30.9793102712093,31.3810816506815,1.14420322753706,2.88334522161175
"238","OCT_03","OCT",3,"MA","C",9192017,42.35426,-73.17902,571,54.6,61,109,29,9152,247,-124,371,154,-50,175,-62,1214,114,84,9,332,265,329,270,11.3623508979217,25.8041563282492,29.946013372194,0.311150689530876,2.69043471745549
"239","OCT_04","OCT",4,"MA","C",9192017,42.34901,-73.19077,549,19.4,63,111,29,9184,251,-122,373,157,-48,178,-60,1195,111,83,9,327,262,326,267,15.3846469159868,33.4006282577753,30.641172367078,1.73989588675051,4.34890236093548
"240","OCT_06","OCT",6,"MA","C",9192017,42.361,-73.15971,586,10.9,61,109,29,9195,247,-124,371,155,-51,175,-63,1223,114,85,9,333,268,331,273,26.3676201734596,30.3753289665569,28.7470103797381,1.35469028631507,1.30640298392671
"241","OCT_08","OCT",8,"MA","C",9192017,42.36194,-73.15504,592,8.4,60,108,29,9188,245,-125,370,154,-52,175,-63,1227,115,86,9,335,269,332,274,18.7141715380318,28.0182753931994,28.6123813075556,1.77975211020927,7.35812584195915
"242","OKE_01","OKE",1,"VT","C",10172017,43.41356,-72.74883,812,31.1,39,109,28,9397,227,-153,380,156,-76,156,-87,1388,134,93,10,375,297,375,310,20.4571900974777,28.0401152612693,26.1237591595822,2.98734912214146,7.16112712532278
"243","OKE_02","OKE",2,"VT","C",10172017,43.41016,-72.75069,910,49.1,41,111,29,9409,230,-152,382,158,-74,158,-85,1365,132,91,10,369,292,369,305,28.3694615115738,33.053228035069,28.3914163022475,1.49397022414306,5.70655821701822
"244","OKE_03","OKE",3,"VT","C",10172017,43.409,-72.74791,935,24.7,39,109,28,9397,227,-153,380,156,-76,156,-87,1388,134,93,10,375,297,375,310,18.9073306733792,30.8985285583563,29.0259683156406,1.5742091602282,6.62200249751209
"245","OKE_04","OKE",4,"VT","C",10172017,43.40522,-72.75047,1020,27.7,34,106,28,9353,218,-156,374,150,-81,150,-91,1452,139,98,10,390,313,390,326,24.8360580317452,28.5230913367976,31.3158949457765,4.67224833092155,3.47785766127938
"246","OKE_05","OKE",5,"VT","C",10172017,43.40388,-72.75101,1020,39.8,34,106,28,9353,218,-156,374,150,-81,150,-91,1452,139,98,10,390,313,390,326,13.772237679664,25.4927559405618,31.5776829150977,2.35292086909483,4.75115273317345
"247","OKE_06","OKE",6,"VT","C",10172017,43.40847,-72.74814,953,56.8,39,109,28,9397,227,-153,380,156,-76,156,-87,1388,134,93,10,375,297,375,310,25.1798525946297,24.7114148314478,30.3638192323494,3.01162810293456,2.96318580425006
"248","OWL_01","OWL",1,"VT","C",10012017,44.29606,-72.2939,580,14.1,42,114,28,9789,240,-159,399,164,-77,164,-89,1117,121,65,17,336,215,336,230,33.1800784978241,24.942971983001,28.0801943474189,0.857688796548848,4.82761764594489
"249","OWL_02","OWL",2,"VT","C",10012017,44.2958,-72.29314,581,12,42,114,28,9789,240,-159,399,164,-77,164,-89,1117,121,65,17,336,215,336,230,28.8238720509157,25.2219355295582,31.7059556931635,0.869780702474023,5.25329056584568
"250","OWL_03","OWL",3,"VT","C",10012017,44.29611,-72.29464,584,24.5,42,114,28,9789,240,-159,399,164,-77,164,-89,1117,121,65,17,336,215,336,230,17.3001459151864,27.9301028248246,29.4328477891084,2.07936018997258,4.59748745725444
"251","OWL_04","OWL",4,"VT","C",10012017,44.29652,-72.29517,589,11.7,42,114,28,9789,240,-159,399,164,-77,164,-89,1117,121,65,17,336,215,336,230,33.4068755299239,28.1089057509349,28.9953895082034,1.95727532611541,12.5372553595073
"252","PRK_01","PRK",1,"WV","E",9282017,38.32659,-80.15412,1440,19.7,70,109,33,7815,227,-101,328,150,-36,165,-36,1504,148,112,8,415,348,403,348,38.6805808573089,30.9858505079474,24.8051385109032,0.695774938113134,3.82138128514039
"253","PRK_02","PRK",2,"WV","E",9282017,38.33402,-80.15413,1398,64,71,110,33,7854,228,-100,328,151,-36,166,-36,1501,148,111,8,414,348,402,348,29.5630054739563,29.574386000799,25.3279013304477,1.49320956630292,4.42882126846555
"254","PRK_03","PRK",3,"WV","E",9282017,38.34276,-80.16302,1268,35.3,73,111,33,7841,231,-99,330,153,84,168,-34,1496,149,111,9,414,347,403,347,17.5229299055152,32.1608933828649,25.0724364613412,0.919556841093996,2.8805171699376
"255","PRK_04","PRK",4,"WV","E",9282017,38.34618,-80.16209,1262,26.9,73,111,33,7841,231,-99,330,153,84,168,-34,1496,149,111,9,414,347,403,347,26.4818181867456,34.1877795845592,28.2718875507548,3.69661335936995,5.85593444011169
"256","PRK_05","PRK",5,"WV","E",9282017,38.34659,-80.16196,1267,18.8,73,111,33,7841,231,-99,330,153,84,168,-34,1496,149,111,9,414,347,403,347,12.5316611728935,30.3014334634333,26.7633478149591,0.787291196130036,5.4725966324354
"257","PRO_01","PRO",1,"VT","C",8152017,44.52872,-72.86739,448,36.6,52,109,27,9998,249,-151,400,176,-71,176,-83,1066,120,56,20,331,188,331,199,NA,NA,NA,NA,NA
"258","PRO_02","PRO",2,"VT","C",8152017,44.52773,-72.8672,425,37.8,52,109,27,9998,249,-151,400,176,-71,176,-83,1066,120,56,20,331,188,331,199,4.54361329213799,31.4982630918259,28.5933599305044,2.00770090160876,1.92698325993042
"259","PRO_03","PRO",3,"VT","C",8152017,44.52746,-72.86732,420,41,52,109,27,9998,249,-151,400,176,-71,176,-83,1066,120,56,20,331,188,331,199,28.2653862844388,27.970894645424,32.3011267072348,2.05669654269714,4.89922275392129
"260","PRO_04","PRO",4,"VT","C",9012017,44.52844,-72.86649,429,NA,49,108,27,9977,245,-154,399,172,-73,172,-86,1102,124,59,20,341,197,341,209,24.9014269567094,28.6834145827821,32.3578126323643,2.76997146699097,2.31535384455326
"261","RP_01","RP",1,"TN","E",9002016,35.60925,-83.44671,1617,54.1,81,112,36,7033,229,-77,306,79,132,168,-13,1869,186,130,8,502,427,476,463,19.2125466720503,27.0525622102815,28.1063014651112,3.80887570328739,5.9456116487808
"262","RP_03","RP",3,"TN","E",9002016,35.60989,-83.44798,1586,50.4,81,112,36,7033,229,-77,306,79,132,168,-13,1869,186,130,8,502,427,476,463,17.3316426019118,31.4625409866321,23.3106239775454,3.762818133168,3.83781769102298
"263","RP_05","RP",5,"TN","E",9002016,35.61014,-83.45202,1545,48.2,77,109,35,7055,224,-80,304,74,128,164,-18,1914,189,134,8,513,439,487,472,33.4248035326637,29.4216016269718,26.4582827613643,2.46060341585751,1.06242891440109
"264","RP_06","RP",6,"TN","E",9002016,35.61018,-83.45275,1537,63,77,109,35,7055,224,-80,304,74,128,164,-18,1914,189,134,8,513,439,487,472,27.926386631413,27.1968294407967,24.7602856671051,1.19654895169611,1.75934644885132
"265","RP_11","RP",11,"TN","E",9002016,35.61305,-83.46869,1370,62.3,88,117,37,7049,239,-72,311,86,139,176,-6,1795,180,122,9,484,405,455,450,23.4314621926205,24.8010621635599,24.5594327299665,2.34104442150997,5.75299363445683
"266","SAV_01","SAV",1,"MA","C",9202017,42.60101,-73.02749,767,43.8,55,107,28,9277,241,-131,372,150,-58,171,-69,1294,122,91,9,349,285,344,292,18.9356044520399,33.997916250908,26.3777255634149,2.94783573760723,3.24840736799061
"267","SAV_02","SAV",2,"MA","C",9202017,42.60059,-73.0264,759,41.9,55,107,28,9277,241,-131,372,150,-58,171,-69,1294,122,91,9,349,285,344,292,16.4404189946531,28.6720201540404,30.3998789792537,0.120682005121743,4.26996177833368
"268","SAV_03","SAV",3,"MA","C",9202017,42.60036,-73.02493,738,38,56,107,28,9235,242,-130,372,150,-57,171,-68,1287,121,90,9,348,283,343,291,22.2531146357703,23.1934970009724,26.8080981036786,1.75952963328429,4.58797713866652
"269","SAV_04","SAV",4,"MA","C",9202017,42.65836,-73.05849,564,37.3,57,109,28,9310,246,-131,377,153,-56,173,-67,1272,120,88,9,346,278,341,285,34.6706651389645,26.8361550227145,27.8131720479262,1.96307521644252,2.77695704726393
