"plant_ID","Family","Population","Region","Latitude","Longitude","Elevation","Bed","mBed","Garden","pPC1","pPC2","gPC1","gPC2","pEXT","pDD_0","gEXT","gDD_0","Value","Trait"
"MMF_24_VT_B","MMF_24","MMF","Core",44.51411,72.79349,737,"B","Vermont_B","Vermont",2.642442,1.092003,-3.445419,-5.808376,32.8,1195,39.25,531.5,568.5,"BudBreak"
"MMF_24_NC_C","MMF_24","MMF","Core",44.51411,72.79349,737,"C","North_Carolina_C","North_Carolina",2.642442,1.092003,-9.853611,-5.010164,32.8,1195,37.75,53.5,725.5,"BudBreak"
"MMF_24_NC_B","MMF_24","MMF","Core",44.51411,72.79349,737,"B","North_Carolina_B","North_Carolina",2.642442,1.092003,-9.853611,-5.010164,32.8,1195,37.75,53.5,634.4,"BudBreak"
"MMF_24_MD_B","MMF_24","MMF","Core",44.51411,72.79349,737,"B","Maryland_B","Maryland",2.642442,1.092003,-4.791044,-3.537747,32.8,1195,36.4,282.5,642.5,"BudBreak"
"MMF_24_VT_D","MMF_24","MMF","Core",44.51411,72.79349,737,"D","Vermont_D","Vermont",2.642442,1.092003,-3.445419,-5.808376,32.8,1195,39.25,531.5,554.55,"BudBreak"
"MMF_24_VT_E","MMF_24","MMF","Core",44.51411,72.79349,737,"E","Vermont_E","Vermont",2.642442,1.092003,-3.445419,-5.808376,32.8,1195,39.25,531.5,554.55,"BudBreak"
"MMF_24_NC_E","MMF_24","MMF","Core",44.51411,72.79349,737,"E","North_Carolina_E","North_Carolina",2.642442,1.092003,-9.853611,-5.010164,32.8,1195,37.75,53.5,634.4,"BudBreak"
"MMF_24_VT_C","MMF_24","MMF","Core",44.51411,72.79349,737,"C","Vermont_C","Vermont",2.642442,1.092003,-3.445419,-5.808376,32.8,1195,39.25,531.5,591.2,"BudBreak"
"MMF_24_VT_D","MMF_24","MMF","Core",44.51411,72.79349,737,"D","Vermont_D","Vermont",2.642442,1.092003,-3.445419,-5.808376,32.8,1195,39.25,531.5,568.5,"BudBreak"
"MMF_24_MD_E","MMF_24","MMF","Core",44.51411,72.79349,737,"E","Maryland_E","Maryland",2.642442,1.092003,-4.791044,-3.537747,32.8,1195,36.4,282.5,669.6,"BudBreak"
"MMF_24_MD_D","MMF_24","MMF","Core",44.51411,72.79349,737,"D","Maryland_D","Maryland",2.642442,1.092003,-4.791044,-3.537747,32.8,1195,36.4,282.5,674.8,"BudBreak"
"MMF_24_MD_A","MMF_24","MMF","Core",44.51411,72.79349,737,"A","Maryland_A","Maryland",2.642442,1.092003,-4.791044,-3.537747,32.8,1195,36.4,282.5,657.5,"BudBreak"
"MMF_24_MD_C","MMF_24","MMF","Core",44.51411,72.79349,737,"C","Maryland_C","Maryland",2.642442,1.092003,-4.791044,-3.537747,32.8,1195,36.4,282.5,665.65,"BudBreak"
"MMF_24_NC_D","MMF_24","MMF","Core",44.51411,72.79349,737,"D","North_Carolina_D","North_Carolina",2.642442,1.092003,-9.853611,-5.010164,32.8,1195,37.75,53.5,750.9,"BudBreak"
"MPG_01_VT_C","MPG_01","MPG","Core",44.72913,72.03024,826,"C","Vermont_C","Vermont",2.734521,-0.4463123,-3.445419,-5.808376,34.5,1230,39.25,531.5,591.2,"BudBreak"
"MPG_01_NC_B","MPG_01","MPG","Core",44.72913,72.03024,826,"B","North_Carolina_B","North_Carolina",2.734521,-0.4463123,-9.853611,-5.010164,34.5,1230,37.75,53.5,684.95,"BudBreak"
"MPG_01_VT_B","MPG_01","MPG","Core",44.72913,72.03024,826,"B","Vermont_B","Vermont",2.734521,-0.4463123,-3.445419,-5.808376,34.5,1230,39.25,531.5,554.55,"BudBreak"
"MPG_01_NC_E","MPG_01","MPG","Core",44.72913,72.03024,826,"E","North_Carolina_E","North_Carolina",2.734521,-0.4463123,-9.853611,-5.010164,34.5,1230,37.75,53.5,634.4,"BudBreak"
"MPG_01_MD_C","MPG_01","MPG","Core",44.72913,72.03024,826,"C","Maryland_C","Maryland",2.734521,-0.4463123,-4.791044,-3.537747,34.5,1230,36.4,282.5,665.65,"BudBreak"
"MPG_01_MD_E","MPG_01","MPG","Core",44.72913,72.03024,826,"E","Maryland_E","Maryland",2.734521,-0.4463123,-4.791044,-3.537747,34.5,1230,36.4,282.5,662.4,"BudBreak"
"MPG_01_VT_D","MPG_01","MPG","Core",44.72913,72.03024,826,"D","Vermont_D","Vermont",2.734521,-0.4463123,-3.445419,-5.808376,34.5,1230,39.25,531.5,568.5,"BudBreak"
"MPG_01_NC_C","MPG_01","MPG","Core",44.72913,72.03024,826,"C","North_Carolina_C","North_Carolina",2.734521,-0.4463123,-9.853611,-5.010164,34.5,1230,37.75,53.5,634.4,"BudBreak"
"MPG_01_NC_A","MPG_01","MPG","Core",44.72913,72.03024,826,"A","North_Carolina_A","North_Carolina",2.734521,-0.4463123,-9.853611,-5.010164,34.5,1230,37.75,53.5,626.35,"BudBreak"
"MPG_01_VT_E","MPG_01","MPG","Core",44.72913,72.03024,826,"E","Vermont_E","Vermont",2.734521,-0.4463123,-3.445419,-5.808376,34.5,1230,39.25,531.5,554.55,"BudBreak"
"MPG_01_VT_A","MPG_01","MPG","Core",44.72913,72.03024,826,"A","Vermont_A","Vermont",2.734521,-0.4463123,-3.445419,-5.808376,34.5,1230,39.25,531.5,538.3,"BudBreak"
"MPG_01_MD_A","MPG_01","MPG","Core",44.72913,72.03024,826,"A","Maryland_A","Maryland",2.734521,-0.4463123,-4.791044,-3.537747,34.5,1230,36.4,282.5,613.55,"BudBreak"
"MPG_01_MD_B","MPG_01","MPG","Core",44.72913,72.03024,826,"B","Maryland_B","Maryland",2.734521,-0.4463123,-4.791044,-3.537747,34.5,1230,36.4,282.5,549.55,"BudBreak"
"MPG_01_NC_D","MPG_01","MPG","Core",44.72913,72.03024,826,"D","North_Carolina_D","North_Carolina",2.734521,-0.4463123,-9.853611,-5.010164,34.5,1230,37.75,53.5,634.4,"BudBreak"
"MPG_02_VT_A","MPG_02","MPG","Core",44.7312,72.03259,820,"A","Vermont_A","Vermont",2.650665,-0.5166254,-3.445419,-5.808376,34.5,1229,39.25,531.5,591.2,"BudBreak"
"MPG_02_MD_E","MPG_02","MPG","Core",44.7312,72.03259,820,"E","Maryland_E","Maryland",2.650665,-0.5166254,-4.791044,-3.537747,34.5,1229,36.4,282.5,679.3,"BudBreak"
"MPG_02_VT_C","MPG_02","MPG","Core",44.7312,72.03259,820,"C","Vermont_C","Vermont",2.650665,-0.5166254,-3.445419,-5.808376,34.5,1229,39.25,531.5,538.3,"BudBreak"
"MPG_02_MD_D","MPG_02","MPG","Core",44.7312,72.03259,820,"D","Maryland_D","Maryland",2.650665,-0.5166254,-4.791044,-3.537747,34.5,1229,36.4,282.5,683.5,"BudBreak"
"MPG_02_NC_C","MPG_02","MPG","Core",44.7312,72.03259,820,"C","North_Carolina_C","North_Carolina",2.650665,-0.5166254,-9.853611,-5.010164,34.5,1229,37.75,53.5,684.95,"BudBreak"
"MPG_02_VT_B","MPG_02","MPG","Core",44.7312,72.03259,820,"B","Vermont_B","Vermont",2.650665,-0.5166254,-3.445419,-5.808376,34.5,1229,39.25,531.5,610.9,"BudBreak"
"MPG_02_MD_A","MPG_02","MPG","Core",44.7312,72.03259,820,"A","Maryland_A","Maryland",2.650665,-0.5166254,-4.791044,-3.537747,34.5,1229,36.4,282.5,642.5,"BudBreak"
"MPG_02_VT_E","MPG_02","MPG","Core",44.7312,72.03259,820,"E","Vermont_E","Vermont",2.650665,-0.5166254,-3.445419,-5.808376,34.5,1229,39.25,531.5,568.5,"BudBreak"
"MPG_02_MD_B","MPG_02","MPG","Core",44.7312,72.03259,820,"B","Maryland_B","Maryland",2.650665,-0.5166254,-4.791044,-3.537747,34.5,1229,36.4,282.5,657.5,"BudBreak"
"MPG_02_MD_C","MPG_02","MPG","Core",44.7312,72.03259,820,"C","Maryland_C","Maryland",2.650665,-0.5166254,-4.791044,-3.537747,34.5,1229,36.4,282.5,665.65,"BudBreak"
"MPG_02_VT_D","MPG_02","MPG","Core",44.7312,72.03259,820,"D","Vermont_D","Vermont",2.650665,-0.5166254,-3.445419,-5.808376,34.5,1229,39.25,531.5,523.95,"BudBreak"
"MPG_02_NC_A","MPG_02","MPG","Core",44.7312,72.03259,820,"A","North_Carolina_A","North_Carolina",2.650665,-0.5166254,-9.853611,-5.010164,34.5,1229,37.75,53.5,684.95,"BudBreak"
"MPG_02_NC_E","MPG_02","MPG","Core",44.7312,72.03259,820,"E","North_Carolina_E","North_Carolina",2.650665,-0.5166254,-9.853611,-5.010164,34.5,1229,37.75,53.5,725.5,"BudBreak"
"MPG_02_NC_D","MPG_02","MPG","Core",44.7312,72.03259,820,"D","North_Carolina_D","North_Carolina",2.650665,-0.5166254,-9.853611,-5.010164,34.5,1229,37.75,53.5,634.4,"BudBreak"
"MPG_03_VT_B","MPG_03","MPG","Core",44.73103,72.03169,830,"B","Vermont_B","Vermont",2.664937,-0.468435,-3.445419,-5.808376,34.5,1230,39.25,531.5,554.55,"BudBreak"
"MPG_03_MD_A","MPG_03","MPG","Core",44.73103,72.03169,830,"A","Maryland_A","Maryland",2.664937,-0.468435,-4.791044,-3.537747,34.5,1230,36.4,282.5,674.8,"BudBreak"
"MPG_03_MD_B","MPG_03","MPG","Core",44.73103,72.03169,830,"B","Maryland_B","Maryland",2.664937,-0.468435,-4.791044,-3.537747,34.5,1230,36.4,282.5,579.6,"BudBreak"
"MPG_03_NC_D","MPG_03","MPG","Core",44.73103,72.03169,830,"D","North_Carolina_D","North_Carolina",2.664937,-0.468435,-9.853611,-5.010164,34.5,1230,37.75,53.5,684.95,"BudBreak"
"MPG_03_MD_C","MPG_03","MPG","Core",44.73103,72.03169,830,"C","Maryland_C","Maryland",2.664937,-0.468435,-4.791044,-3.537747,34.5,1230,36.4,282.5,579.6,"BudBreak"
"MPG_03_VT_B","MPG_03","MPG","Core",44.73103,72.03169,830,"B","Vermont_B","Vermont",2.664937,-0.468435,-3.445419,-5.808376,34.5,1230,39.25,531.5,568.5,"BudBreak"
"MPG_03_NC_C","MPG_03","MPG","Core",44.73103,72.03169,830,"C","North_Carolina_C","North_Carolina",2.664937,-0.468435,-9.853611,-5.010164,34.5,1230,37.75,53.5,684.95,"BudBreak"
"MPG_03_NC_A","MPG_03","MPG","Core",44.73103,72.03169,830,"A","North_Carolina_A","North_Carolina",2.664937,-0.468435,-9.853611,-5.010164,34.5,1230,37.75,53.5,684.95,"BudBreak"
"MPG_03_VT_C","MPG_03","MPG","Core",44.73103,72.03169,830,"C","Vermont_C","Vermont",2.664937,-0.468435,-3.445419,-5.808376,34.5,1230,39.25,531.5,601.1,"BudBreak"
"MPG_03_VT_A","MPG_03","MPG","Core",44.73103,72.03169,830,"A","Vermont_A","Vermont",2.664937,-0.468435,-3.445419,-5.808376,34.5,1230,39.25,531.5,591.2,"BudBreak"
"MPG_03_MD_D","MPG_03","MPG","Core",44.73103,72.03169,830,"D","Maryland_D","Maryland",2.664937,-0.468435,-4.791044,-3.537747,34.5,1230,36.4,282.5,629.9,"BudBreak"
"MPG_03_NC_E","MPG_03","MPG","Core",44.73103,72.03169,830,"E","North_Carolina_E","North_Carolina",2.664937,-0.468435,-9.853611,-5.010164,34.5,1230,37.75,53.5,684.95,"BudBreak"
"MPG_03_VT_D","MPG_03","MPG","Core",44.73103,72.03169,830,"D","Vermont_D","Vermont",2.664937,-0.468435,-3.445419,-5.808376,34.5,1230,39.25,531.5,591.2,"BudBreak"
"MPG_03_VT_E","MPG_03","MPG","Core",44.73103,72.03169,830,"E","Vermont_E","Vermont",2.664937,-0.468435,-3.445419,-5.808376,34.5,1230,39.25,531.5,591.2,"BudBreak"
"MPG_03_NC_B","MPG_03","MPG","Core",44.73103,72.03169,830,"B","North_Carolina_B","North_Carolina",2.664937,-0.468435,-9.853611,-5.010164,34.5,1230,37.75,53.5,595.95,"BudBreak"
"MPG_03_MD_E","MPG_03","MPG","Core",44.73103,72.03169,830,"E","Maryland_E","Maryland",2.664937,-0.468435,-4.791044,-3.537747,34.5,1230,36.4,282.5,642.5,"BudBreak"
"MPG_04_MD_D","MPG_04","MPG","Core",44.72968,72.02951,820,"D","Maryland_D","Maryland",2.750297,-0.4641315,-4.791044,-3.537747,34.5,1228,36.4,282.5,662.4,"BudBreak"
"MPG_04_VT_A","MPG_04","MPG","Core",44.72968,72.02951,820,"A","Vermont_A","Vermont",2.750297,-0.4641315,-3.445419,-5.808376,34.5,1228,39.25,531.5,523.95,"BudBreak"
"MPG_04_VT_C","MPG_04","MPG","Core",44.72968,72.02951,820,"C","Vermont_C","Vermont",2.750297,-0.4641315,-3.445419,-5.808376,34.5,1228,39.25,531.5,554.55,"BudBreak"
"MPG_04_MD_E","MPG_04","MPG","Core",44.72968,72.02951,820,"E","Maryland_E","Maryland",2.750297,-0.4641315,-4.791044,-3.537747,34.5,1228,36.4,282.5,579.6,"BudBreak"
"MPG_04_NC_D","MPG_04","MPG","Core",44.72968,72.02951,820,"D","North_Carolina_D","North_Carolina",2.750297,-0.4641315,-9.853611,-5.010164,34.5,1228,37.75,53.5,750.9,"BudBreak"
"MPG_04_NC_A","MPG_04","MPG","Core",44.72968,72.02951,820,"A","North_Carolina_A","North_Carolina",2.750297,-0.4641315,-9.853611,-5.010164,34.5,1228,37.75,53.5,684.95,"BudBreak"
"MPG_05_NC_E","MPG_05","MPG","Core",44.72948,72.02926,824,"E","North_Carolina_E","North_Carolina",2.772384,-0.4458862,-9.853611,-5.010164,34.5,1228,37.75,53.5,595.95,"BudBreak"
"MPG_05_MD_C","MPG_05","MPG","Core",44.72948,72.02926,824,"C","Maryland_C","Maryland",2.772384,-0.4458862,-4.791044,-3.537747,34.5,1228,36.4,282.5,696.9,"BudBreak"
"MPG_05_VT_A","MPG_05","MPG","Core",44.72948,72.02926,824,"A","Vermont_A","Vermont",2.772384,-0.4458862,-3.445419,-5.808376,34.5,1228,39.25,531.5,568.5,"BudBreak"
"MPG_05_MD_B","MPG_05","MPG","Core",44.72948,72.02926,824,"B","Maryland_B","Maryland",2.772384,-0.4458862,-4.791044,-3.537747,34.5,1228,36.4,282.5,595.9,"BudBreak"
"MPG_05_VT_D","MPG_05","MPG","Core",44.72948,72.02926,824,"D","Vermont_D","Vermont",2.772384,-0.4458862,-3.445419,-5.808376,34.5,1228,39.25,531.5,554.55,"BudBreak"
"MPG_05_MD_D","MPG_05","MPG","Core",44.72948,72.02926,824,"D","Maryland_D","Maryland",2.772384,-0.4458862,-4.791044,-3.537747,34.5,1228,36.4,282.5,579.6,"BudBreak"
"MPG_05_VT_C","MPG_05","MPG","Core",44.72948,72.02926,824,"C","Vermont_C","Vermont",2.772384,-0.4458862,-3.445419,-5.808376,34.5,1228,39.25,531.5,538.3,"BudBreak"
"MPG_05_MD_E","MPG_05","MPG","Core",44.72948,72.02926,824,"E","Maryland_E","Maryland",2.772384,-0.4458862,-4.791044,-3.537747,34.5,1228,36.4,282.5,613.55,"BudBreak"
"MPG_05_VT_B","MPG_05","MPG","Core",44.72948,72.02926,824,"B","Vermont_B","Vermont",2.772384,-0.4458862,-3.445419,-5.808376,34.5,1228,39.25,531.5,523.95,"BudBreak"
"MPG_05_NC_A","MPG_05","MPG","Core",44.72948,72.02926,824,"A","North_Carolina_A","North_Carolina",2.772384,-0.4458862,-9.853611,-5.010164,34.5,1228,37.75,53.5,604.35,"BudBreak"
"MPG_05_VT_E","MPG_05","MPG","Core",44.72948,72.02926,824,"E","Vermont_E","Vermont",2.772384,-0.4458862,-3.445419,-5.808376,34.5,1228,39.25,531.5,554.55,"BudBreak"
"MPG_05_NC_B","MPG_05","MPG","Core",44.72948,72.02926,824,"B","North_Carolina_B","North_Carolina",2.772384,-0.4458862,-9.853611,-5.010164,34.5,1228,37.75,53.5,684.95,"BudBreak"
"MPG_05_NC_D","MPG_05","MPG","Core",44.72948,72.02926,824,"D","North_Carolina_D","North_Carolina",2.772384,-0.4458862,-9.853611,-5.010164,34.5,1228,37.75,53.5,725.5,"BudBreak"
"MPG_06_MD_D","MPG_06","MPG","Core",44.72881,72.0307,822,"D","Maryland_D","Maryland",2.703245,-0.45705,-4.791044,-3.537747,34.5,1230,36.4,282.5,683.5,"BudBreak"
"MPG_06_VT_D","MPG_06","MPG","Core",44.72881,72.0307,822,"D","Vermont_D","Vermont",2.703245,-0.45705,-3.445419,-5.808376,34.5,1230,39.25,531.5,554.55,"BudBreak"
"MPG_06_NC_D","MPG_06","MPG","Core",44.72881,72.0307,822,"D","North_Carolina_D","North_Carolina",2.703245,-0.45705,-9.853611,-5.010164,34.5,1230,37.75,53.5,725.5,"BudBreak"
"MPG_06_VT_C","MPG_06","MPG","Core",44.72881,72.0307,822,"C","Vermont_C","Vermont",2.703245,-0.45705,-3.445419,-5.808376,34.5,1230,39.25,531.5,591.2,"BudBreak"
"MPG_06_MD_E","MPG_06","MPG","Core",44.72881,72.0307,822,"E","Maryland_E","Maryland",2.703245,-0.45705,-4.791044,-3.537747,34.5,1230,36.4,282.5,662.4,"BudBreak"
"MPG_06_MD_B","MPG_06","MPG","Core",44.72881,72.0307,822,"B","Maryland_B","Maryland",2.703245,-0.45705,-4.791044,-3.537747,34.5,1230,36.4,282.5,642.5,"BudBreak"
"MPG_06_MD_C","MPG_06","MPG","Core",44.72881,72.0307,822,"C","Maryland_C","Maryland",2.703245,-0.45705,-4.791044,-3.537747,34.5,1230,36.4,282.5,674.8,"BudBreak"
"MPG_06_NC_C","MPG_06","MPG","Core",44.72881,72.0307,822,"C","North_Carolina_C","North_Carolina",2.703245,-0.45705,-9.853611,-5.010164,34.5,1230,37.75,53.5,750.9,"BudBreak"
"MPG_06_VT_E","MPG_06","MPG","Core",44.72881,72.0307,822,"E","Vermont_E","Vermont",2.703245,-0.45705,-3.445419,-5.808376,34.5,1230,39.25,531.5,554.55,"BudBreak"
"MPG_06_VT_A","MPG_06","MPG","Core",44.72881,72.0307,822,"A","Vermont_A","Vermont",2.703245,-0.45705,-3.445419,-5.808376,34.5,1230,39.25,531.5,568.5,"BudBreak"
"MPG_06_VT_B","MPG_06","MPG","Core",44.72881,72.0307,822,"B","Vermont_B","Vermont",2.703245,-0.45705,-3.445419,-5.808376,34.5,1230,39.25,531.5,554.55,"BudBreak"
"MPG_06_NC_A","MPG_06","MPG","Core",44.72881,72.0307,822,"A","North_Carolina_A","North_Carolina",2.703245,-0.45705,-9.853611,-5.010164,34.5,1230,37.75,53.5,626.35,"BudBreak"
"MPG_06_NC_E","MPG_06","MPG","Core",44.72881,72.0307,822,"E","North_Carolina_E","North_Carolina",2.703245,-0.45705,-9.853611,-5.010164,34.5,1230,37.75,53.5,750.9,"BudBreak"
"MPG_06_MD_A","MPG_06","MPG","Core",44.72881,72.0307,822,"A","Maryland_A","Maryland",2.703245,-0.45705,-4.791044,-3.537747,34.5,1230,36.4,282.5,665.65,"BudBreak"
"MRC_02_NC_D","MRC_02","MRC","Edge",36.67227,81.506,1600,"D","North_Carolina_D","North_Carolina",-2.459302,2.574425,-9.853611,-5.010164,31.6,337,37.75,53.5,750.9,"BudBreak"
"MRC_02_NC_B","MRC_02","MRC","Edge",36.67227,81.506,1600,"B","North_Carolina_B","North_Carolina",-2.459302,2.574425,-9.853611,-5.010164,31.6,337,37.75,53.5,750.9,"BudBreak"
"MRC_02_VT_B","MRC_02","MRC","Edge",36.67227,81.506,1600,"B","Vermont_B","Vermont",-2.459302,2.574425,-3.445419,-5.808376,31.6,337,39.25,531.5,568.5,"BudBreak"
"MRC_02_MD_C","MRC_02","MRC","Edge",36.67227,81.506,1600,"C","Maryland_C","Maryland",-2.459302,2.574425,-4.791044,-3.537747,31.6,337,36.4,282.5,683.5,"BudBreak"
"MRC_02_VT_C","MRC_02","MRC","Edge",36.67227,81.506,1600,"C","Vermont_C","Vermont",-2.459302,2.574425,-3.445419,-5.808376,31.6,337,39.25,531.5,568.5,"BudBreak"
"MRC_02_NC_A","MRC_02","MRC","Edge",36.67227,81.506,1600,"A","North_Carolina_A","North_Carolina",-2.459302,2.574425,-9.853611,-5.010164,31.6,337,37.75,53.5,684.95,"BudBreak"
"MRC_02_MD_E","MRC_02","MRC","Edge",36.67227,81.506,1600,"E","Maryland_E","Maryland",-2.459302,2.574425,-4.791044,-3.537747,31.6,337,36.4,282.5,679.3,"BudBreak"
"MRC_02_MD_A","MRC_02","MRC","Edge",36.67227,81.506,1600,"A","Maryland_A","Maryland",-2.459302,2.574425,-4.791044,-3.537747,31.6,337,36.4,282.5,703.95,"BudBreak"
"MRC_02_NC_E","MRC_02","MRC","Edge",36.67227,81.506,1600,"E","North_Carolina_E","North_Carolina",-2.459302,2.574425,-9.853611,-5.010164,31.6,337,37.75,53.5,634.4,"BudBreak"
"MRC_02_NC_C","MRC_02","MRC","Edge",36.67227,81.506,1600,"C","North_Carolina_C","North_Carolina",-2.459302,2.574425,-9.853611,-5.010164,31.6,337,37.75,53.5,725.5,"BudBreak"
"MRC_02_VT_A","MRC_02","MRC","Edge",36.67227,81.506,1600,"A","Vermont_A","Vermont",-2.459302,2.574425,-3.445419,-5.808376,31.6,337,39.25,531.5,568.5,"BudBreak"
"MRC_02_VT_D","MRC_02","MRC","Edge",36.67227,81.506,1600,"D","Vermont_D","Vermont",-2.459302,2.574425,-3.445419,-5.808376,31.6,337,39.25,531.5,554.55,"BudBreak"
"MRC_02_MD_D","MRC_02","MRC","Edge",36.67227,81.506,1600,"D","Maryland_D","Maryland",-2.459302,2.574425,-4.791044,-3.537747,31.6,337,36.4,282.5,674.8,"BudBreak"
"MRC_02_MD_B","MRC_02","MRC","Edge",36.67227,81.506,1600,"B","Maryland_B","Maryland",-2.459302,2.574425,-4.791044,-3.537747,31.6,337,36.4,282.5,696.9,"BudBreak"
"MRC_02_VT_E","MRC_02","MRC","Edge",36.67227,81.506,1600,"E","Vermont_E","Vermont",-2.459302,2.574425,-3.445419,-5.808376,31.6,337,39.25,531.5,601.1,"BudBreak"
"MRC_02_VT_C","MRC_02","MRC","Edge",36.67227,81.506,1600,"C","Vermont_C","Vermont",-2.459302,2.574425,-3.445419,-5.808376,31.6,337,39.25,531.5,554.55,"BudBreak"
"MRC_07_VT_A","MRC_07","MRC","Edge",36.6625,81.51694,1569,"A","Vermont_A","Vermont",-2.272926,2.350371,-3.445419,-5.808376,31.8,336,39.25,531.5,591.2,"BudBreak"
"MRC_07_MD_C","MRC_07","MRC","Edge",36.6625,81.51694,1569,"C","Maryland_C","Maryland",-2.272926,2.350371,-4.791044,-3.537747,31.8,336,36.4,282.5,642.5,"BudBreak"
"MRC_07_MD_E","MRC_07","MRC","Edge",36.6625,81.51694,1569,"E","Maryland_E","Maryland",-2.272926,2.350371,-4.791044,-3.537747,31.8,336,36.4,282.5,693.8,"BudBreak"
"MRC_07_NC_E","MRC_07","MRC","Edge",36.6625,81.51694,1569,"E","North_Carolina_E","North_Carolina",-2.272926,2.350371,-9.853611,-5.010164,31.8,336,37.75,53.5,725.5,"BudBreak"
"MRC_07_VT_D","MRC_07","MRC","Edge",36.6625,81.51694,1569,"D","Vermont_D","Vermont",-2.272926,2.350371,-3.445419,-5.808376,31.8,336,39.25,531.5,591.2,"BudBreak"
"MRC_07_VT_B","MRC_07","MRC","Edge",36.6625,81.51694,1569,"B","Vermont_B","Vermont",-2.272926,2.350371,-3.445419,-5.808376,31.8,336,39.25,531.5,568.5,"BudBreak"
"MRC_07_VT_C","MRC_07","MRC","Edge",36.6625,81.51694,1569,"C","Vermont_C","Vermont",-2.272926,2.350371,-3.445419,-5.808376,31.8,336,39.25,531.5,591.2,"BudBreak"
"MRC_07_NC_A","MRC_07","MRC","Edge",36.6625,81.51694,1569,"A","North_Carolina_A","North_Carolina",-2.272926,2.350371,-9.853611,-5.010164,31.8,336,37.75,53.5,750.9,"BudBreak"
"MRC_07_NC_C","MRC_07","MRC","Edge",36.6625,81.51694,1569,"C","North_Carolina_C","North_Carolina",-2.272926,2.350371,-9.853611,-5.010164,31.8,336,37.75,53.5,725.5,"BudBreak"
"MRC_07_MD_D","MRC_07","MRC","Edge",36.6625,81.51694,1569,"D","Maryland_D","Maryland",-2.272926,2.350371,-4.791044,-3.537747,31.8,336,36.4,282.5,683.5,"BudBreak"
"MRC_07_VT_E","MRC_07","MRC","Edge",36.6625,81.51694,1569,"E","Vermont_E","Vermont",-2.272926,2.350371,-3.445419,-5.808376,31.8,336,39.25,531.5,591.2,"BudBreak"
"MRC_07_NC_B","MRC_07","MRC","Edge",36.6625,81.51694,1569,"B","North_Carolina_B","North_Carolina",-2.272926,2.350371,-9.853611,-5.010164,31.8,336,37.75,53.5,684.95,"BudBreak"
"MRC_07_MD_A","MRC_07","MRC","Edge",36.6625,81.51694,1569,"A","Maryland_A","Maryland",-2.272926,2.350371,-4.791044,-3.537747,31.8,336,36.4,282.5,585.4,"BudBreak"
"MRC_08_MD_C","MRC_08","MRC","Edge",36.6625,81.51611,1554,"C","Maryland_C","Maryland",-2.302236,2.299932,-4.791044,-3.537747,31.9,333,36.4,282.5,665.65,"BudBreak"
"MRC_08_NC_D","MRC_08","MRC","Edge",36.6625,81.51611,1554,"D","North_Carolina_D","North_Carolina",-2.302236,2.299932,-9.853611,-5.010164,31.9,333,37.75,53.5,750.9,"BudBreak"
"MRC_08_VT_C","MRC_08","MRC","Edge",36.6625,81.51611,1554,"C","Vermont_C","Vermont",-2.302236,2.299932,-3.445419,-5.808376,31.9,333,39.25,531.5,568.5,"BudBreak"
"MRC_08_MD_E","MRC_08","MRC","Edge",36.6625,81.51611,1554,"E","Maryland_E","Maryland",-2.302236,2.299932,-4.791044,-3.537747,31.9,333,36.4,282.5,669.6,"BudBreak"
"MRC_08_MD_D","MRC_08","MRC","Edge",36.6625,81.51611,1554,"D","Maryland_D","Maryland",-2.302236,2.299932,-4.791044,-3.537747,31.9,333,36.4,282.5,715.1,"BudBreak"
"MRC_08_MD_B","MRC_08","MRC","Edge",36.6625,81.51611,1554,"B","Maryland_B","Maryland",-2.302236,2.299932,-4.791044,-3.537747,31.9,333,36.4,282.5,629.9,"BudBreak"
"MRC_08_NC_E","MRC_08","MRC","Edge",36.6625,81.51611,1554,"E","North_Carolina_E","North_Carolina",-2.302236,2.299932,-9.853611,-5.010164,31.9,333,37.75,53.5,634.4,"BudBreak"
"MRC_08_VT_E","MRC_08","MRC","Edge",36.6625,81.51611,1554,"E","Vermont_E","Vermont",-2.302236,2.299932,-3.445419,-5.808376,31.9,333,39.25,531.5,554.55,"BudBreak"
"MRC_08_VT_B","MRC_08","MRC","Edge",36.6625,81.51611,1554,"B","Vermont_B","Vermont",-2.302236,2.299932,-3.445419,-5.808376,31.9,333,39.25,531.5,568.5,"BudBreak"
"MRC_08_NC_C","MRC_08","MRC","Edge",36.6625,81.51611,1554,"C","North_Carolina_C","North_Carolina",-2.302236,2.299932,-9.853611,-5.010164,31.9,333,37.75,53.5,634.4,"BudBreak"
"MRC_08_VT_A","MRC_08","MRC","Edge",36.6625,81.51611,1554,"A","Vermont_A","Vermont",-2.302236,2.299932,-3.445419,-5.808376,31.9,333,39.25,531.5,538.3,"BudBreak"
"MRC_08_VT_B","MRC_08","MRC","Edge",36.6625,81.51611,1554,"B","Vermont_B","Vermont",-2.302236,2.299932,-3.445419,-5.808376,31.9,333,39.25,531.5,538.3,"BudBreak"
"MRC_08_NC_B","MRC_08","MRC","Edge",36.6625,81.51611,1554,"B","North_Carolina_B","North_Carolina",-2.302236,2.299932,-9.853611,-5.010164,31.9,333,37.75,53.5,684.95,"BudBreak"
"MRC_08_VT_D","MRC_08","MRC","Edge",36.6625,81.51611,1554,"D","Vermont_D","Vermont",-2.302236,2.299932,-3.445419,-5.808376,31.9,333,39.25,531.5,601.1,"BudBreak"
