"plant_ID","Family","Population","Region","Latitude","Longitude","Elevation","Bed","mBed","Garden","pPC1","pPC2","gPC1","gPC2","pEXT","pDD_0","gEXT","gDD_0","Value","Trait"
"BRA_02_MD_D","BRA_02","BRA","Margin",41.15854,75.53651,531,"D","Maryland_D","Maryland",-0.4535303,-1.924913,-4.791044,-3.537747,35.6,677,36.4,282.5,202,"BudSet"
"BRA_02_MD_E","BRA_02","BRA","Margin",41.15854,75.53651,531,"E","Maryland_E","Maryland",-0.4535303,-1.924913,-4.791044,-3.537747,35.6,677,36.4,282.5,203,"BudSet"
"BRA_02_NC_B","BRA_02","BRA","Margin",41.15854,75.53651,531,"B","North_Carolina_B","North_Carolina",-0.4535303,-1.924913,-9.853611,-5.010164,35.6,677,37.75,53.5,196,"BudSet"
"BRA_02_NC_C","BRA_02","BRA","Margin",41.15854,75.53651,531,"C","North_Carolina_C","North_Carolina",-0.4535303,-1.924913,-9.853611,-5.010164,35.6,677,37.75,53.5,196,"BudSet"
"BRA_02_NC_E","BRA_02","BRA","Margin",41.15854,75.53651,531,"E","North_Carolina_E","North_Carolina",-0.4535303,-1.924913,-9.853611,-5.010164,35.6,677,37.75,53.5,198,"BudSet"
"BRA_02_VT_B","BRA_02","BRA","Margin",41.15854,75.53651,531,"B","Vermont_B","Vermont",-0.4535303,-1.924913,-3.445419,-5.808376,35.6,677,39.25,531.5,228,"BudSet"
"BRA_02_VT_D","BRA_02","BRA","Margin",41.15854,75.53651,531,"D","Vermont_D","Vermont",-0.4535303,-1.924913,-3.445419,-5.808376,35.6,677,39.25,531.5,249,"BudSet"
"BRA_02_VT_E","BRA_02","BRA","Margin",41.15854,75.53651,531,"E","Vermont_E","Vermont",-0.4535303,-1.924913,-3.445419,-5.808376,35.6,677,39.25,531.5,197,"BudSet"
"BRA_03_VT_A","BRA_03","BRA","Margin",41.16102,75.53809,528,"A","Vermont_A","Vermont",-0.4710702,-1.949933,-3.445419,-5.808376,35.6,676,39.25,531.5,249,"BudSet"
"BRA_03_VT_B","BRA_03","BRA","Margin",41.16102,75.53809,528,"B","Vermont_B","Vermont",-0.4710702,-1.949933,-3.445419,-5.808376,35.6,676,39.25,531.5,249,"BudSet"
"BRA_03_VT_E","BRA_03","BRA","Margin",41.16102,75.53809,528,"E","Vermont_E","Vermont",-0.4710702,-1.949933,-3.445419,-5.808376,35.6,676,39.25,531.5,209,"BudSet"
"BRA_03_VT_D","BRA_03","BRA","Margin",41.16102,75.53809,528,"D","Vermont_D","Vermont",-0.4710702,-1.949933,-3.445419,-5.808376,35.6,676,39.25,531.5,271,"BudSet"
"BRA_03_MD_A","BRA_03","BRA","Margin",41.16102,75.53809,528,"A","Maryland_A","Maryland",-0.4710702,-1.949933,-4.791044,-3.537747,35.6,676,36.4,282.5,216,"BudSet"
"BRA_03_MD_B","BRA_03","BRA","Margin",41.16102,75.53809,528,"B","Maryland_B","Maryland",-0.4710702,-1.949933,-4.791044,-3.537747,35.6,676,36.4,282.5,199,"BudSet"
"BRA_03_MD_C","BRA_03","BRA","Margin",41.16102,75.53809,528,"C","Maryland_C","Maryland",-0.4710702,-1.949933,-4.791044,-3.537747,35.6,676,36.4,282.5,201,"BudSet"
"BRA_03_MD_D","BRA_03","BRA","Margin",41.16102,75.53809,528,"D","Maryland_D","Maryland",-0.4710702,-1.949933,-4.791044,-3.537747,35.6,676,36.4,282.5,202,"BudSet"
"BRA_03_NC_E","BRA_03","BRA","Margin",41.16102,75.53809,528,"E","North_Carolina_E","North_Carolina",-0.4710702,-1.949933,-9.853611,-5.010164,35.6,676,37.75,53.5,202,"BudSet"
"BRA_03_NC_B","BRA_03","BRA","Margin",41.16102,75.53809,528,"B","North_Carolina_B","North_Carolina",-0.4710702,-1.949933,-9.853611,-5.010164,35.6,676,37.75,53.5,196,"BudSet"
"BRA_03_NC_C","BRA_03","BRA","Margin",41.16102,75.53809,528,"C","North_Carolina_C","North_Carolina",-0.4710702,-1.949933,-9.853611,-5.010164,35.6,676,37.75,53.5,250,"BudSet"
"BRA_04_VT_C","BRA_04","BRA","Margin",41.16406,75.54375,531,"C","Vermont_C","Vermont",-0.4672895,-1.943331,-3.445419,-5.808376,35.6,675,39.25,531.5,278,"BudSet"
"BRA_04_MD_D","BRA_04","BRA","Margin",41.16406,75.54375,531,"D","Maryland_D","Maryland",-0.4672895,-1.943331,-4.791044,-3.537747,35.6,675,36.4,282.5,235,"BudSet"
"BRA_04_MD_E","BRA_04","BRA","Margin",41.16406,75.54375,531,"E","Maryland_E","Maryland",-0.4672895,-1.943331,-4.791044,-3.537747,35.6,675,36.4,282.5,240,"BudSet"
"BRA_04_NC_C","BRA_04","BRA","Margin",41.16406,75.54375,531,"C","North_Carolina_C","North_Carolina",-0.4672895,-1.943331,-9.853611,-5.010164,35.6,675,37.75,53.5,206,"BudSet"
"BRA_04_NC_D","BRA_04","BRA","Margin",41.16406,75.54375,531,"D","North_Carolina_D","North_Carolina",-0.4672895,-1.943331,-9.853611,-5.010164,35.6,675,37.75,53.5,197,"BudSet"
"BRA_04_NC_E","BRA_04","BRA","Margin",41.16406,75.54375,531,"E","North_Carolina_E","North_Carolina",-0.4672895,-1.943331,-9.853611,-5.010164,35.6,675,37.75,53.5,247,"BudSet"
"BRA_04_VT_D","BRA_04","BRA","Margin",41.16406,75.54375,531,"D","Vermont_D","Vermont",-0.4672895,-1.943331,-3.445419,-5.808376,35.6,675,39.25,531.5,249,"BudSet"
"BRA_04_VT_B","BRA_04","BRA","Margin",41.16406,75.54375,531,"B","Vermont_B","Vermont",-0.4672895,-1.943331,-3.445419,-5.808376,35.6,675,39.25,531.5,249,"BudSet"
"BRA_04_VT_A","BRA_04","BRA","Margin",41.16406,75.54375,531,"A","Vermont_A","Vermont",-0.4672895,-1.943331,-3.445419,-5.808376,35.6,675,39.25,531.5,195,"BudSet"
"BRA_04_VT_E","BRA_04","BRA","Margin",41.16406,75.54375,531,"E","Vermont_E","Vermont",-0.4672895,-1.943331,-3.445419,-5.808376,35.6,675,39.25,531.5,244,"BudSet"
"BRA_04_MD_A","BRA_04","BRA","Margin",41.16406,75.54375,531,"A","Maryland_A","Maryland",-0.4672895,-1.943331,-4.791044,-3.537747,35.6,675,36.4,282.5,197,"BudSet"
"BRA_04_MD_B","BRA_04","BRA","Margin",41.16406,75.54375,531,"B","Maryland_B","Maryland",-0.4672895,-1.943331,-4.791044,-3.537747,35.6,675,36.4,282.5,199,"BudSet"
"BRA_04_MD_C","BRA_04","BRA","Margin",41.16406,75.54375,531,"C","Maryland_C","Maryland",-0.4672895,-1.943331,-4.791044,-3.537747,35.6,675,36.4,282.5,238,"BudSet"
"BRA_04_NC_A","BRA_04","BRA","Margin",41.16406,75.54375,531,"A","North_Carolina_A","North_Carolina",-0.4672895,-1.943331,-9.853611,-5.010164,35.6,675,37.75,53.5,206,"BudSet"
"BRA_04_NC_B","BRA_04","BRA","Margin",41.16406,75.54375,531,"B","North_Carolina_B","North_Carolina",-0.4672895,-1.943331,-9.853611,-5.010164,35.6,675,37.75,53.5,241,"BudSet"
"BRA_05_VT_E","BRA_05","BRA","Margin",41.15577,75.52876,539,"E","Vermont_E","Vermont",-0.3971794,-1.872428,-3.445419,-5.808376,35.5,683,39.25,531.5,271,"BudSet"
"BRA_05_VT_D","BRA_05","BRA","Margin",41.15577,75.52876,539,"D","Vermont_D","Vermont",-0.3971794,-1.872428,-3.445419,-5.808376,35.5,683,39.25,531.5,249,"BudSet"
"BRA_05_MD_A","BRA_05","BRA","Margin",41.15577,75.52876,539,"A","Maryland_A","Maryland",-0.3971794,-1.872428,-4.791044,-3.537747,35.5,683,36.4,282.5,209,"BudSet"
"BRA_05_MD_B","BRA_05","BRA","Margin",41.15577,75.52876,539,"B","Maryland_B","Maryland",-0.3971794,-1.872428,-4.791044,-3.537747,35.5,683,36.4,282.5,204,"BudSet"
"BRA_05_NC_B","BRA_05","BRA","Margin",41.15577,75.52876,539,"B","North_Carolina_B","North_Carolina",-0.3971794,-1.872428,-9.853611,-5.010164,35.5,683,37.75,53.5,196,"BudSet"
"BRA_05_NC_C","BRA_05","BRA","Margin",41.15577,75.52876,539,"C","North_Carolina_C","North_Carolina",-0.3971794,-1.872428,-9.853611,-5.010164,35.5,683,37.75,53.5,196,"BudSet"
"BRA_05_MD_C","BRA_05","BRA","Margin",41.15577,75.52876,539,"C","Maryland_C","Maryland",-0.3971794,-1.872428,-4.791044,-3.537747,35.5,683,36.4,282.5,232,"BudSet"
"BRA_05_MD_D","BRA_05","BRA","Margin",41.15577,75.52876,539,"D","Maryland_D","Maryland",-0.3971794,-1.872428,-4.791044,-3.537747,35.5,683,36.4,282.5,217,"BudSet"
"BRA_05_MD_E","BRA_05","BRA","Margin",41.15577,75.52876,539,"E","Maryland_E","Maryland",-0.3971794,-1.872428,-4.791044,-3.537747,35.5,683,36.4,282.5,240,"BudSet"
"BRA_05_NC_E","BRA_05","BRA","Margin",41.15577,75.52876,539,"E","North_Carolina_E","North_Carolina",-0.3971794,-1.872428,-9.853611,-5.010164,35.5,683,37.75,53.5,198,"BudSet"
"BRA_05_VT_C","BRA_05","BRA","Margin",41.15577,75.52876,539,"C","Vermont_C","Vermont",-0.3971794,-1.872428,-3.445419,-5.808376,35.5,683,39.25,531.5,271,"BudSet"
"BRA_05_VT_A","BRA_05","BRA","Margin",41.15577,75.52876,539,"A","Vermont_A","Vermont",-0.3971794,-1.872428,-3.445419,-5.808376,35.5,683,39.25,531.5,236,"BudSet"
"BRA_05_VT_B","BRA_05","BRA","Margin",41.15577,75.52876,539,"B","Vermont_B","Vermont",-0.3971794,-1.872428,-3.445419,-5.808376,35.5,683,39.25,531.5,236,"BudSet"
"BRB_01_VT_B","BRB_01","BRB","Edge",39.11781,79.58277,988,"B","Vermont_B","Vermont",-1.16074,0.280813,-3.445419,-5.808376,34.3,460,39.25,531.5,244,"BudSet"
"BRB_01_VT_A","BRB_01","BRB","Edge",39.11781,79.58277,988,"A","Vermont_A","Vermont",-1.16074,0.280813,-3.445419,-5.808376,34.3,460,39.25,531.5,222,"BudSet"
"BRB_01_VT_E","BRB_01","BRB","Edge",39.11781,79.58277,988,"E","Vermont_E","Vermont",-1.16074,0.280813,-3.445419,-5.808376,34.3,460,39.25,531.5,197,"BudSet"
"BRB_01_VT_C","BRB_01","BRB","Edge",39.11781,79.58277,988,"C","Vermont_C","Vermont",-1.16074,0.280813,-3.445419,-5.808376,34.3,460,39.25,531.5,271,"BudSet"
"BRB_01_VT_D","BRB_01","BRB","Edge",39.11781,79.58277,988,"D","Vermont_D","Vermont",-1.16074,0.280813,-3.445419,-5.808376,34.3,460,39.25,531.5,209,"BudSet"
"BRB_01_MD_A","BRB_01","BRB","Edge",39.11781,79.58277,988,"A","Maryland_A","Maryland",-1.16074,0.280813,-4.791044,-3.537747,34.3,460,36.4,282.5,209,"BudSet"
"BRB_01_NC_A","BRB_01","BRB","Edge",39.11781,79.58277,988,"A","North_Carolina_A","North_Carolina",-1.16074,0.280813,-9.853611,-5.010164,34.3,460,37.75,53.5,195,"BudSet"
"BRB_01_NC_B","BRB_01","BRB","Edge",39.11781,79.58277,988,"B","North_Carolina_B","North_Carolina",-1.16074,0.280813,-9.853611,-5.010164,34.3,460,37.75,53.5,196,"BudSet"
"BRB_01_NC_C","BRB_01","BRB","Edge",39.11781,79.58277,988,"C","North_Carolina_C","North_Carolina",-1.16074,0.280813,-9.853611,-5.010164,34.3,460,37.75,53.5,247,"BudSet"
"BRB_01_MD_B","BRB_01","BRB","Edge",39.11781,79.58277,988,"B","Maryland_B","Maryland",-1.16074,0.280813,-4.791044,-3.537747,34.3,460,36.4,282.5,199,"BudSet"
"BRB_01_MD_C","BRB_01","BRB","Edge",39.11781,79.58277,988,"C","Maryland_C","Maryland",-1.16074,0.280813,-4.791044,-3.537747,34.3,460,36.4,282.5,201,"BudSet"
"BRB_01_MD_D","BRB_01","BRB","Edge",39.11781,79.58277,988,"D","Maryland_D","Maryland",-1.16074,0.280813,-4.791044,-3.537747,34.3,460,36.4,282.5,202,"BudSet"
"BRB_01_MD_E","BRB_01","BRB","Edge",39.11781,79.58277,988,"E","Maryland_E","Maryland",-1.16074,0.280813,-4.791044,-3.537747,34.3,460,36.4,282.5,219,"BudSet"
"BRB_01_NC_D","BRB_01","BRB","Edge",39.11781,79.58277,988,"D","North_Carolina_D","North_Carolina",-1.16074,0.280813,-9.853611,-5.010164,34.3,460,37.75,53.5,206,"BudSet"
"BRB_01_NC_E","BRB_01","BRB","Edge",39.11781,79.58277,988,"E","North_Carolina_E","North_Carolina",-1.16074,0.280813,-9.853611,-5.010164,34.3,460,37.75,53.5,198,"BudSet"
"BRB_02_MD_A","BRB_02","BRB","Edge",39.11853,79.58482,985,"A","Maryland_A","Maryland",-1.177511,0.2465558,-4.791044,-3.537747,34.4,458,36.4,282.5,204,"BudSet"
"BRB_02_MD_B","BRB_02","BRB","Edge",39.11853,79.58482,985,"B","Maryland_B","Maryland",-1.177511,0.2465558,-4.791044,-3.537747,34.4,458,36.4,282.5,199,"BudSet"
"BRB_02_MD_C","BRB_02","BRB","Edge",39.11853,79.58482,985,"C","Maryland_C","Maryland",-1.177511,0.2465558,-4.791044,-3.537747,34.4,458,36.4,282.5,238,"BudSet"
"BRB_02_NC_B","BRB_02","BRB","Edge",39.11853,79.58482,985,"B","North_Carolina_B","North_Carolina",-1.177511,0.2465558,-9.853611,-5.010164,34.4,458,37.75,53.5,196,"BudSet"
"BRB_02_VT_B","BRB_02","BRB","Edge",39.11853,79.58482,985,"B","Vermont_B","Vermont",-1.177511,0.2465558,-3.445419,-5.808376,34.4,458,39.25,531.5,222,"BudSet"
"BRB_02_VT_A","BRB_02","BRB","Edge",39.11853,79.58482,985,"A","Vermont_A","Vermont",-1.177511,0.2465558,-3.445419,-5.808376,34.4,458,39.25,531.5,215,"BudSet"
"BRB_02_VT_C","BRB_02","BRB","Edge",39.11853,79.58482,985,"C","Vermont_C","Vermont",-1.177511,0.2465558,-3.445419,-5.808376,34.4,458,39.25,531.5,236,"BudSet"
"BRB_02_VT_D","BRB_02","BRB","Edge",39.11853,79.58482,985,"D","Vermont_D","Vermont",-1.177511,0.2465558,-3.445419,-5.808376,34.4,458,39.25,531.5,215,"BudSet"
"BRB_02_VT_E","BRB_02","BRB","Edge",39.11853,79.58482,985,"E","Vermont_E","Vermont",-1.177511,0.2465558,-3.445419,-5.808376,34.4,458,39.25,531.5,209,"BudSet"
"BRB_02_NC_A","BRB_02","BRB","Edge",39.11853,79.58482,985,"A","North_Carolina_A","North_Carolina",-1.177511,0.2465558,-9.853611,-5.010164,34.4,458,37.75,53.5,200,"BudSet"
"BRB_03_VT_A","BRB_03","BRB","Edge",39.11863,79.58606,983,"A","Vermont_A","Vermont",-1.189419,0.2394872,-3.445419,-5.808376,34.4,456,39.25,531.5,244,"BudSet"
"BRB_03_VT_E","BRB_03","BRB","Edge",39.11863,79.58606,983,"E","Vermont_E","Vermont",-1.189419,0.2394872,-3.445419,-5.808376,34.4,456,39.25,531.5,228,"BudSet"
"BRB_03_VT_B","BRB_03","BRB","Edge",39.11863,79.58606,983,"B","Vermont_B","Vermont",-1.189419,0.2394872,-3.445419,-5.808376,34.4,456,39.25,531.5,222,"BudSet"
"BRB_03_VT_C","BRB_03","BRB","Edge",39.11863,79.58606,983,"C","Vermont_C","Vermont",-1.189419,0.2394872,-3.445419,-5.808376,34.4,456,39.25,531.5,249,"BudSet"
"BRB_03_VT_D","BRB_03","BRB","Edge",39.11863,79.58606,983,"D","Vermont_D","Vermont",-1.189419,0.2394872,-3.445419,-5.808376,34.4,456,39.25,531.5,244,"BudSet"
"BRB_03_MD_A","BRB_03","BRB","Edge",39.11863,79.58606,983,"A","Maryland_A","Maryland",-1.189419,0.2394872,-4.791044,-3.537747,34.4,456,36.4,282.5,204,"BudSet"
"BRB_03_MD_B","BRB_03","BRB","Edge",39.11863,79.58606,983,"B","Maryland_B","Maryland",-1.189419,0.2394872,-4.791044,-3.537747,34.4,456,36.4,282.5,199,"BudSet"
"BRB_03_NC_B","BRB_03","BRB","Edge",39.11863,79.58606,983,"B","North_Carolina_B","North_Carolina",-1.189419,0.2394872,-9.853611,-5.010164,34.4,456,37.75,53.5,196,"BudSet"
"BRB_03_NC_C","BRB_03","BRB","Edge",39.11863,79.58606,983,"C","North_Carolina_C","North_Carolina",-1.189419,0.2394872,-9.853611,-5.010164,34.4,456,37.75,53.5,256,"BudSet"
"BRB_03_NC_D","BRB_03","BRB","Edge",39.11863,79.58606,983,"D","North_Carolina_D","North_Carolina",-1.189419,0.2394872,-9.853611,-5.010164,34.4,456,37.75,53.5,202,"BudSet"
"BRB_03_MD_C","BRB_03","BRB","Edge",39.11863,79.58606,983,"C","Maryland_C","Maryland",-1.189419,0.2394872,-4.791044,-3.537747,34.4,456,36.4,282.5,202,"BudSet"
"BRB_03_MD_D","BRB_03","BRB","Edge",39.11863,79.58606,983,"D","Maryland_D","Maryland",-1.189419,0.2394872,-4.791044,-3.537747,34.4,456,36.4,282.5,202,"BudSet"
"BRB_03_MD_E","BRB_03","BRB","Edge",39.11863,79.58606,983,"E","Maryland_E","Maryland",-1.189419,0.2394872,-4.791044,-3.537747,34.4,456,36.4,282.5,203,"BudSet"
"BRB_03_NC_E","BRB_03","BRB","Edge",39.11863,79.58606,983,"E","North_Carolina_E","North_Carolina",-1.189419,0.2394872,-9.853611,-5.010164,34.4,456,37.75,53.5,234,"BudSet"
"BRB_04_MD_D","BRB_04","BRB","Edge",39.11602,79.58139,986,"D","Maryland_D","Maryland",-1.163263,0.2408813,-4.791044,-3.537747,34.3,458,36.4,282.5,202,"BudSet"
"BRB_04_MD_E","BRB_04","BRB","Edge",39.11602,79.58139,986,"E","Maryland_E","Maryland",-1.163263,0.2408813,-4.791044,-3.537747,34.3,458,36.4,282.5,207,"BudSet"
"BRB_04_VT_C","BRB_04","BRB","Edge",39.11602,79.58139,986,"C","Vermont_C","Vermont",-1.163263,0.2408813,-3.445419,-5.808376,34.3,458,39.25,531.5,256,"BudSet"
"BRB_04_VT_D","BRB_04","BRB","Edge",39.11602,79.58139,986,"D","Vermont_D","Vermont",-1.163263,0.2408813,-3.445419,-5.808376,34.3,458,39.25,531.5,236,"BudSet"
"BRB_04_VT_E","BRB_04","BRB","Edge",39.11602,79.58139,986,"E","Vermont_E","Vermont",-1.163263,0.2408813,-3.445419,-5.808376,34.3,458,39.25,531.5,222,"BudSet"
"BRB_04_VT_A","BRB_04","BRB","Edge",39.11602,79.58139,986,"A","Vermont_A","Vermont",-1.163263,0.2408813,-3.445419,-5.808376,34.3,458,39.25,531.5,271,"BudSet"
"BRB_04_VT_B","BRB_04","BRB","Edge",39.11602,79.58139,986,"B","Vermont_B","Vermont",-1.163263,0.2408813,-3.445419,-5.808376,34.3,458,39.25,531.5,209,"BudSet"
"BRB_04_MD_A","BRB_04","BRB","Edge",39.11602,79.58139,986,"A","Maryland_A","Maryland",-1.163263,0.2408813,-4.791044,-3.537747,34.3,458,36.4,282.5,199,"BudSet"
"BRB_04_NC_B","BRB_04","BRB","Edge",39.11602,79.58139,986,"B","North_Carolina_B","North_Carolina",-1.163263,0.2408813,-9.853611,-5.010164,34.3,458,37.75,53.5,196,"BudSet"
"BRB_04_NC_C","BRB_04","BRB","Edge",39.11602,79.58139,986,"C","North_Carolina_C","North_Carolina",-1.163263,0.2408813,-9.853611,-5.010164,34.3,458,37.75,53.5,196,"BudSet"
"BRB_04_NC_D","BRB_04","BRB","Edge",39.11602,79.58139,986,"D","North_Carolina_D","North_Carolina",-1.163263,0.2408813,-9.853611,-5.010164,34.3,458,37.75,53.5,197,"BudSet"
"BRB_04_NC_E","BRB_04","BRB","Edge",39.11602,79.58139,986,"E","North_Carolina_E","North_Carolina",-1.163263,0.2408813,-9.853611,-5.010164,34.3,458,37.75,53.5,202,"BudSet"
"BRB_04_MD_B","BRB_04","BRB","Edge",39.11602,79.58139,986,"B","Maryland_B","Maryland",-1.163263,0.2408813,-4.791044,-3.537747,34.3,458,36.4,282.5,199,"BudSet"
"BRB_04_MD_C","BRB_04","BRB","Edge",39.11602,79.58139,986,"C","Maryland_C","Maryland",-1.163263,0.2408813,-4.791044,-3.537747,34.3,458,36.4,282.5,202,"BudSet"
"BRU_02_VT_B","BRU_02","BRU","Margin",41.35133,75.17426,539,"B","Vermont_B","Vermont",-0.8354469,-2.287657,-3.445419,-5.808376,35.4,696,39.25,531.5,249,"BudSet"
"BRU_02_VT_E","BRU_02","BRU","Margin",41.35133,75.17426,539,"E","Vermont_E","Vermont",-0.8354469,-2.287657,-3.445419,-5.808376,35.4,696,39.25,531.5,209,"BudSet"
"BRU_02_MD_A","BRU_02","BRU","Margin",41.35133,75.17426,539,"A","Maryland_A","Maryland",-0.8354469,-2.287657,-4.791044,-3.537747,35.4,696,36.4,282.5,243,"BudSet"
"BRU_02_MD_B","BRU_02","BRU","Margin",41.35133,75.17426,539,"B","Maryland_B","Maryland",-0.8354469,-2.287657,-4.791044,-3.537747,35.4,696,36.4,282.5,199,"BudSet"
"BRU_02_MD_C","BRU_02","BRU","Margin",41.35133,75.17426,539,"C","Maryland_C","Maryland",-0.8354469,-2.287657,-4.791044,-3.537747,35.4,696,36.4,282.5,238,"BudSet"
"BRU_02_MD_E","BRU_02","BRU","Margin",41.35133,75.17426,539,"E","Maryland_E","Maryland",-0.8354469,-2.287657,-4.791044,-3.537747,35.4,696,36.4,282.5,203,"BudSet"
"BRU_02_VT_C","BRU_02","BRU","Margin",41.35133,75.17426,539,"C","Vermont_C","Vermont",-0.8354469,-2.287657,-3.445419,-5.808376,35.4,696,39.25,531.5,236,"BudSet"
"BRU_02_VT_D","BRU_02","BRU","Margin",41.35133,75.17426,539,"D","Vermont_D","Vermont",-0.8354469,-2.287657,-3.445419,-5.808376,35.4,696,39.25,531.5,271,"BudSet"
"BRU_02_VT_A","BRU_02","BRU","Margin",41.35133,75.17426,539,"A","Vermont_A","Vermont",-0.8354469,-2.287657,-3.445419,-5.808376,35.4,696,39.25,531.5,249,"BudSet"
"BRU_02_NC_B","BRU_02","BRU","Margin",41.35133,75.17426,539,"B","North_Carolina_B","North_Carolina",-0.8354469,-2.287657,-9.853611,-5.010164,35.4,696,37.75,53.5,221,"BudSet"
"BRU_02_NC_C","BRU_02","BRU","Margin",41.35133,75.17426,539,"C","North_Carolina_C","North_Carolina",-0.8354469,-2.287657,-9.853611,-5.010164,35.4,696,37.75,53.5,221,"BudSet"
"BRU_02_NC_A","BRU_02","BRU","Margin",41.35133,75.17426,539,"A","North_Carolina_A","North_Carolina",-0.8354469,-2.287657,-9.853611,-5.010164,35.4,696,37.75,53.5,195,"BudSet"
"BRU_02_NC_D","BRU_02","BRU","Margin",41.35133,75.17426,539,"D","North_Carolina_D","North_Carolina",-0.8354469,-2.287657,-9.853611,-5.010164,35.4,696,37.75,53.5,197,"BudSet"
"BRU_03_VT_C","BRU_03","BRU","Margin",41.34784,75.20009,551,"C","Vermont_C","Vermont",-0.8429942,-2.226937,-3.445419,-5.808376,35.4,704,39.25,531.5,236,"BudSet"
"BRU_03_VT_B","BRU_03","BRU","Margin",41.34784,75.20009,551,"B","Vermont_B","Vermont",-0.8429942,-2.226937,-3.445419,-5.808376,35.4,704,39.25,531.5,244,"BudSet"
"BRU_03_NC_B","BRU_03","BRU","Margin",41.34784,75.20009,551,"B","North_Carolina_B","North_Carolina",-0.8429942,-2.226937,-9.853611,-5.010164,35.4,704,37.75,53.5,196,"BudSet"
"BRU_03_NC_D","BRU_03","BRU","Margin",41.34784,75.20009,551,"D","North_Carolina_D","North_Carolina",-0.8429942,-2.226937,-9.853611,-5.010164,35.4,704,37.75,53.5,221,"BudSet"
"BRU_03_NC_E","BRU_03","BRU","Margin",41.34784,75.20009,551,"E","North_Carolina_E","North_Carolina",-0.8429942,-2.226937,-9.853611,-5.010164,35.4,704,37.75,53.5,198,"BudSet"
"BRU_03_VT_A","BRU_03","BRU","Margin",41.34784,75.20009,551,"A","Vermont_A","Vermont",-0.8429942,-2.226937,-3.445419,-5.808376,35.4,704,39.25,531.5,215,"BudSet"
"BRU_03_VT_E","BRU_03","BRU","Margin",41.34784,75.20009,551,"E","Vermont_E","Vermont",-0.8429942,-2.226937,-3.445419,-5.808376,35.4,704,39.25,531.5,271,"BudSet"
"BRU_03_VT_D","BRU_03","BRU","Margin",41.34784,75.20009,551,"D","Vermont_D","Vermont",-0.8429942,-2.226937,-3.445419,-5.808376,35.4,704,39.25,531.5,222,"BudSet"
"BRU_03_MD_A","BRU_03","BRU","Margin",41.34784,75.20009,551,"A","Maryland_A","Maryland",-0.8429942,-2.226937,-4.791044,-3.537747,35.4,704,36.4,282.5,204,"BudSet"
"BRU_03_MD_B","BRU_03","BRU","Margin",41.34784,75.20009,551,"B","Maryland_B","Maryland",-0.8429942,-2.226937,-4.791044,-3.537747,35.4,704,36.4,282.5,245,"BudSet"
"BRU_03_MD_D","BRU_03","BRU","Margin",41.34784,75.20009,551,"D","Maryland_D","Maryland",-0.8429942,-2.226937,-4.791044,-3.537747,35.4,704,36.4,282.5,212,"BudSet"
"BRU_03_MD_E","BRU_03","BRU","Margin",41.34784,75.20009,551,"E","Maryland_E","Maryland",-0.8429942,-2.226937,-4.791044,-3.537747,35.4,704,36.4,282.5,214,"BudSet"
"BRU_03_NC_A","BRU_03","BRU","Margin",41.34784,75.20009,551,"A","North_Carolina_A","North_Carolina",-0.8429942,-2.226937,-9.853611,-5.010164,35.4,704,37.75,53.5,195,"BudSet"
"BRU_04_MD_E","BRU_04","BRU","Margin",41.3456,75.20216,559,"E","Maryland_E","Maryland",-0.809947,-2.157144,-4.791044,-3.537747,35.3,708,36.4,282.5,237,"BudSet"
"BRU_04_NC_A","BRU_04","BRU","Margin",41.3456,75.20216,559,"A","North_Carolina_A","North_Carolina",-0.809947,-2.157144,-9.853611,-5.010164,35.3,708,37.75,53.5,200,"BudSet"
"BRU_04_VT_D","BRU_04","BRU","Margin",41.3456,75.20216,559,"D","Vermont_D","Vermont",-0.809947,-2.157144,-3.445419,-5.808376,35.3,708,39.25,531.5,215,"BudSet"
"BRU_04_VT_E","BRU_04","BRU","Margin",41.3456,75.20216,559,"E","Vermont_E","Vermont",-0.809947,-2.157144,-3.445419,-5.808376,35.3,708,39.25,531.5,249,"BudSet"
"BRU_04_NC_B","BRU_04","BRU","Margin",41.3456,75.20216,559,"B","North_Carolina_B","North_Carolina",-0.809947,-2.157144,-9.853611,-5.010164,35.3,708,37.75,53.5,206,"BudSet"
"BRU_04_NC_C","BRU_04","BRU","Margin",41.3456,75.20216,559,"C","North_Carolina_C","North_Carolina",-0.809947,-2.157144,-9.853611,-5.010164,35.3,708,37.75,53.5,196,"BudSet"
"BRU_04_NC_D","BRU_04","BRU","Margin",41.3456,75.20216,559,"D","North_Carolina_D","North_Carolina",-0.809947,-2.157144,-9.853611,-5.010164,35.3,708,37.75,53.5,202,"BudSet"
"BRU_04_NC_E","BRU_04","BRU","Margin",41.3456,75.20216,559,"E","North_Carolina_E","North_Carolina",-0.809947,-2.157144,-9.853611,-5.010164,35.3,708,37.75,53.5,198,"BudSet"
"BRU_04_VT_C","BRU_04","BRU","Margin",41.3456,75.20216,559,"C","Vermont_C","Vermont",-0.809947,-2.157144,-3.445419,-5.808376,35.3,708,39.25,531.5,244,"BudSet"
"BRU_04_VT_A","BRU_04","BRU","Margin",41.3456,75.20216,559,"A","Vermont_A","Vermont",-0.809947,-2.157144,-3.445419,-5.808376,35.3,708,39.25,531.5,236,"BudSet"
