"plant_ID","Family","Population","Location","Region","Latitude","Longitude","Elevation","Garden","Bed","BedRow","BedCol","Rack","RackRow","RackCol","BudSet","mBed","pPC1","pPC2","gPC1","gPC2","pEXT","pDD_0","gEXT","gDD_0"
"MAC_05_NC_E","MAC_05","MAC","NY","Core",44.05025,73.78994,969,"North_Carolina","E",3,60,5,3,4,198,"North_Carolina_E",3.20758245976246,0.258042487478676,-9.85361058869086,-5.01016433622286,32.9,1310,37.75,53.5
"MAC_05_VT_B","MAC_05","MAC","NY","Core",44.05025,73.78994,969,"Vermont","B",5,52,4,5,10,249,"Vermont_B",3.20758245976246,0.258042487478676,-3.44541897005897,-5.80837560984597,32.9,1310,39.25,531.5
"MAC_05_VT_C","MAC_05","MAC","NY","Core",44.05025,73.78994,969,"Vermont","C",3,60,5,3,4,236,"Vermont_C",3.20758245976246,0.258042487478676,-3.44541897005897,-5.80837560984597,32.9,1310,39.25,531.5
"MAC_05_VT_D","MAC_05","MAC","NY","Core",44.05025,73.78994,969,"Vermont","D",6,53,4,6,11,236,"Vermont_D",3.20758245976246,0.258042487478676,-3.44541897005897,-5.80837560984597,32.9,1310,39.25,531.5
"MAC_05_VT_E","MAC_05","MAC","NY","Core",44.05025,73.78994,969,"Vermont","E",3,6,1,3,6,236,"Vermont_E",3.20758245976246,0.258042487478676,-3.44541897005897,-5.80837560984597,32.9,1310,39.25,531.5
"MAC_05_MD_A","MAC_05","MAC","NY","Core",44.05025,73.78994,969,"Maryland","A",5,38,3,5,10,204,"Maryland_A",3.20758245976246,0.258042487478676,-4.79104440324931,-3.53774746780395,32.9,1310,36.4,282.5
"MMF_13_VT_A","MMF_13","MMF","VT","Core",44.51382,72.79353,737,"Vermont","A",5,23,2,5,9,215,"Vermont_A",2.63459276227189,1.08622800905045,-3.44541897005897,-5.80837560984597,32.8,1194,39.25,531.5
"MMF_13_VT_B","MMF_13","MMF","VT","Core",44.51382,72.79353,737,"Vermont","B",2,5,1,2,5,236,"Vermont_B",2.63459276227189,1.08622800905045,-3.44541897005897,-5.80837560984597,32.8,1194,39.25,531.5
"MMF_13_VT_C","MMF_13","MMF","VT","Core",44.51382,72.79353,737,"Vermont","C",5,6,1,5,6,271,"Vermont_C",2.63459276227189,1.08622800905045,-3.44541897005897,-5.80837560984597,32.8,1194,39.25,531.5
"MMF_13_VT_D","MMF_13","MMF","VT","Core",44.51382,72.79353,737,"Vermont","D",4,39,3,4,11,236,"Vermont_D",2.63459276227189,1.08622800905045,-3.44541897005897,-5.80837560984597,32.8,1194,39.25,531.5
"MMF_13_VT_E","MMF_13","MMF","VT","Core",44.51382,72.79353,737,"Vermont","E",2,11,1,2,11,249,"Vermont_E",2.63459276227189,1.08622800905045,-3.44541897005897,-5.80837560984597,32.8,1194,39.25,531.5
"MMF_13_NC_B","MMF_13","MMF","VT","Core",44.51382,72.79353,737,"North_Carolina","B",6,60,5,6,4,234,"North_Carolina_B",2.63459276227189,1.08622800905045,-9.85361058869086,-5.01016433622286,32.8,1194,37.75,53.5
"MMF_13_NC_D","MMF_13","MMF","VT","Core",44.51382,72.79353,737,"North_Carolina","D",6,66,5,6,10,197,"North_Carolina_D",2.63459276227189,1.08622800905045,-9.85361058869086,-5.01016433622286,32.8,1194,37.75,53.5
"MMF_13_NC_E","MMF_13","MMF","VT","Core",44.51382,72.79353,737,"North_Carolina","E",5,6,1,5,6,227,"North_Carolina_E",2.63459276227189,1.08622800905045,-9.85361058869086,-5.01016433622286,32.8,1194,37.75,53.5
"MMF_13_MD_A","MMF_13","MMF","VT","Core",44.51382,72.79353,737,"Maryland","A",6,66,5,6,10,204,"Maryland_A",2.63459276227189,1.08622800905045,-4.79104440324931,-3.53774746780395,32.8,1194,36.4,282.5
"MMF_13_MD_B","MMF_13","MMF","VT","Core",44.51382,72.79353,737,"Maryland","B",4,39,3,4,11,199,"Maryland_B",2.63459276227189,1.08622800905045,-4.79104440324931,-3.53774746780395,32.8,1194,36.4,282.5
"MMF_13_MD_C","MMF_13","MMF","VT","Core",44.51382,72.79353,737,"Maryland","C",6,60,5,6,4,202,"Maryland_C",2.63459276227189,1.08622800905045,-4.79104440324931,-3.53774746780395,32.8,1194,36.4,282.5
"MMF_13_MD_D","MMF_13","MMF","VT","Core",44.51382,72.79353,737,"Maryland","D",5,51,4,5,9,202,"Maryland_D",2.63459276227189,1.08622800905045,-4.79104440324931,-3.53774746780395,32.8,1194,36.4,282.5
"MMF_24_MD_A","MMF_24","MMF","VT","Core",44.51411,72.79349,737,"Maryland","A",6,10,1,6,10,243,"Maryland_A",2.642442291361,1.09200251943945,-4.79104440324931,-3.53774746780395,32.8,1195,36.4,282.5
"MMF_24_MD_B","MMF_24","MMF","VT","Core",44.51411,72.79349,737,"Maryland","B",2,20,2,2,6,238,"Maryland_B",2.642442291361,1.09200251943945,-4.79104440324931,-3.53774746780395,32.8,1195,36.4,282.5
"MMF_24_MD_C","MMF_24","MMF","VT","Core",44.51411,72.79349,737,"Maryland","C",6,59,5,6,3,202,"Maryland_C",2.642442291361,1.09200251943945,-4.79104440324931,-3.53774746780395,32.8,1195,36.4,282.5
"MMF_24_NC_E","MMF_24","MMF","VT","Core",44.51411,72.79349,737,"North_Carolina","E",4,31,3,4,3,198,"North_Carolina_E",2.642442291361,1.09200251943945,-9.85361058869086,-5.01016433622286,32.8,1195,37.75,53.5
"MMF_24_MD_D","MMF_24","MMF","VT","Core",44.51411,72.79349,737,"Maryland","D",2,13,1,2,13,212,"Maryland_D",2.642442291361,1.09200251943945,-4.79104440324931,-3.53774746780395,32.8,1195,36.4,282.5
"MMF_24_MD_E","MMF_24","MMF","VT","Core",44.51411,72.79349,737,"Maryland","E",4,17,2,4,3,207,"Maryland_E",2.642442291361,1.09200251943945,-4.79104440324931,-3.53774746780395,32.8,1195,36.4,282.5
"MMF_24_VT_A","MMF_24","MMF","VT","Core",44.51411,72.79349,737,"Vermont","A",6,58,5,6,2,209,"Vermont_A",2.642442291361,1.09200251943945,-3.44541897005897,-5.80837560984597,32.8,1195,39.25,531.5
"MMF_24_VT_B","MMF_24","MMF","VT","Core",44.51411,72.79349,737,"Vermont","B",2,61,5,2,5,222,"Vermont_B",2.642442291361,1.09200251943945,-3.44541897005897,-5.80837560984597,32.8,1195,39.25,531.5
"MMF_24_VT_D","MMF_24","MMF","VT","Core",44.51411,72.79349,737,"Vermont","D",2,20,2,2,6,249,"Vermont_D",2.642442291361,1.09200251943945,-3.44541897005897,-5.80837560984597,32.8,1195,39.25,531.5
"MMF_24_VT_E","MMF_24","MMF","VT","Core",44.51411,72.79349,737,"Vermont","E",2,12,1,2,12,222,"Vermont_E",2.642442291361,1.09200251943945,-3.44541897005897,-5.80837560984597,32.8,1195,39.25,531.5
"MMF_24_NC_A","MMF_24","MMF","VT","Core",44.51411,72.79349,737,"North_Carolina","A",2,48,4,2,6,195,"North_Carolina_A",2.642442291361,1.09200251943945,-9.85361058869086,-5.01016433622286,32.8,1195,37.75,53.5
"MMF_24_NC_D","MMF_24","MMF","VT","Core",44.51411,72.79349,737,"North_Carolina","D",6,10,1,6,10,234,"North_Carolina_D",2.642442291361,1.09200251943945,-9.85361058869086,-5.01016433622286,32.8,1195,37.75,53.5
"MPG_01_MD_A","MPG_01","MPG","VT","Core",44.72913,72.03024,826,"Maryland","A",3,42,3,3,14,199,"Maryland_A",2.73452128232997,-0.446312292330502,-4.79104440324931,-3.53774746780395,34.5,1230,36.4,282.5
"MPG_01_MD_B","MPG_01","MPG","VT","Core",44.72913,72.03024,826,"Maryland","B",3,54,4,3,12,210,"Maryland_B",2.73452128232997,-0.446312292330502,-4.79104440324931,-3.53774746780395,34.5,1230,36.4,282.5
"MPG_01_MD_C","MPG_01","MPG","VT","Core",44.72913,72.03024,826,"Maryland","C",3,5,1,3,5,224,"Maryland_C",2.73452128232997,-0.446312292330502,-4.79104440324931,-3.53774746780395,34.5,1230,36.4,282.5
"MPG_01_MD_D","MPG_01","MPG","VT","Core",44.72913,72.03024,826,"Maryland","D",5,62,5,5,6,202,"Maryland_D",2.73452128232997,-0.446312292330502,-4.79104440324931,-3.53774746780395,34.5,1230,36.4,282.5
"MPG_01_MD_E","MPG_01","MPG","VT","Core",44.72913,72.03024,826,"Maryland","E",3,32,3,3,4,203,"Maryland_E",2.73452128232997,-0.446312292330502,-4.79104440324931,-3.53774746780395,34.5,1230,36.4,282.5
"MPG_01_NC_A","MPG_01","MPG","VT","Core",44.72913,72.03024,826,"North_Carolina","A",3,26,2,3,12,195,"North_Carolina_A",2.73452128232997,-0.446312292330502,-9.85361058869086,-5.01016433622286,34.5,1230,37.75,53.5
"MPG_01_NC_B","MPG_01","MPG","VT","Core",44.72913,72.03024,826,"North_Carolina","B",3,5,1,3,5,196,"North_Carolina_B",2.73452128232997,-0.446312292330502,-9.85361058869086,-5.01016433622286,34.5,1230,37.75,53.5
"MPG_01_NC_C","MPG_01","MPG","VT","Core",44.72913,72.03024,826,"North_Carolina","C",5,62,5,5,6,200,"North_Carolina_C",2.73452128232997,-0.446312292330502,-9.85361058869086,-5.01016433622286,34.5,1230,37.75,53.5
"MPG_01_NC_D","MPG_01","MPG","VT","Core",44.72913,72.03024,826,"North_Carolina","D",3,28,2,3,14,197,"North_Carolina_D",2.73452128232997,-0.446312292330502,-9.85361058869086,-5.01016433622286,34.5,1230,37.75,53.5
"MPG_01_VT_A","MPG_01","MPG","VT","Core",44.72913,72.03024,826,"Vermont","A",3,9,1,3,9,244,"Vermont_A",2.73452128232997,-0.446312292330502,-3.44541897005897,-5.80837560984597,34.5,1230,39.25,531.5
"MPG_01_VT_B","MPG_01","MPG","VT","Core",44.72913,72.03024,826,"Vermont","B",3,56,4,3,14,236,"Vermont_B",2.73452128232997,-0.446312292330502,-3.44541897005897,-5.80837560984597,34.5,1230,39.25,531.5
"MPG_01_VT_C","MPG_01","MPG","VT","Core",44.72913,72.03024,826,"Vermont","C",3,18,2,3,4,271,"Vermont_C",2.73452128232997,-0.446312292330502,-3.44541897005897,-5.80837560984597,34.5,1230,39.25,531.5
"MPG_01_VT_D","MPG_01","MPG","VT","Core",44.72913,72.03024,826,"Vermont","D",3,54,4,3,12,249,"Vermont_D",2.73452128232997,-0.446312292330502,-3.44541897005897,-5.80837560984597,34.5,1230,39.25,531.5
"MPG_01_VT_E","MPG_01","MPG","VT","Core",44.72913,72.03024,826,"Vermont","E",5,66,5,5,10,222,"Vermont_E",2.73452128232997,-0.446312292330502,-3.44541897005897,-5.80837560984597,34.5,1230,39.25,531.5
"MPG_01_NC_E","MPG_01","MPG","VT","Core",44.72913,72.03024,826,"North_Carolina","E",3,46,4,3,4,198,"North_Carolina_E",2.73452128232997,-0.446312292330502,-9.85361058869086,-5.01016433622286,34.5,1230,37.75,53.5
"MPG_02_VT_C","MPG_02","MPG","VT","Core",44.7312,72.03259,820,"Vermont","C",4,5,1,4,5,271,"Vermont_C",2.65066534259916,-0.51662543371696,-3.44541897005897,-5.80837560984597,34.5,1229,39.25,531.5
"MPG_02_VT_D","MPG_02","MPG","VT","Core",44.7312,72.03259,820,"Vermont","D",2,50,4,2,8,249,"Vermont_D",2.65066534259916,-0.51662543371696,-3.44541897005897,-5.80837560984597,34.5,1229,39.25,531.5
"MPG_02_VT_E","MPG_02","MPG","VT","Core",44.7312,72.03259,820,"Vermont","E",4,55,4,4,13,249,"Vermont_E",2.65066534259916,-0.51662543371696,-3.44541897005897,-5.80837560984597,34.5,1229,39.25,531.5
"MPG_02_MD_A","MPG_02","MPG","VT","Core",44.7312,72.03259,820,"Maryland","A",2,67,5,2,11,204,"Maryland_A",2.65066534259916,-0.51662543371696,-4.79104440324931,-3.53774746780395,34.5,1229,36.4,282.5
"MPG_02_MD_B","MPG_02","MPG","VT","Core",44.7312,72.03259,820,"Maryland","B",2,50,4,2,8,204,"Maryland_B",2.65066534259916,-0.51662543371696,-4.79104440324931,-3.53774746780395,34.5,1229,36.4,282.5
"MPG_02_MD_C","MPG_02","MPG","VT","Core",44.7312,72.03259,820,"Maryland","C",4,55,4,4,13,202,"Maryland_C",2.65066534259916,-0.51662543371696,-4.79104440324931,-3.53774746780395,34.5,1229,36.4,282.5
"MPG_02_MD_D","MPG_02","MPG","VT","Core",44.7312,72.03259,820,"Maryland","D",3,37,3,3,9,235,"Maryland_D",2.65066534259916,-0.51662543371696,-4.79104440324931,-3.53774746780395,34.5,1229,36.4,282.5
"MPG_02_NC_A","MPG_02","MPG","VT","Core",44.7312,72.03259,820,"North_Carolina","A",2,22,2,2,8,195,"North_Carolina_A",2.65066534259916,-0.51662543371696,-9.85361058869086,-5.01016433622286,34.5,1229,37.75,53.5
"MPG_02_NC_D","MPG_02","MPG","VT","Core",44.7312,72.03259,820,"North_Carolina","D",2,67,5,2,11,197,"North_Carolina_D",2.65066534259916,-0.51662543371696,-9.85361058869086,-5.01016433622286,34.5,1229,37.75,53.5
"MPG_02_NC_E","MPG_02","MPG","VT","Core",44.7312,72.03259,820,"North_Carolina","E",4,5,1,4,5,206,"North_Carolina_E",2.65066534259916,-0.51662543371696,-9.85361058869086,-5.01016433622286,34.5,1229,37.75,53.5
"MPG_02_VT_A","MPG_02","MPG","VT","Core",44.7312,72.03259,820,"Vermont","A",3,51,4,3,9,244,"Vermont_A",2.65066534259916,-0.51662543371696,-3.44541897005897,-5.80837560984597,34.5,1229,39.25,531.5
"MPG_02_VT_B","MPG_02","MPG","VT","Core",44.7312,72.03259,820,"Vermont","B",6,4,1,6,4,236,"Vermont_B",2.65066534259916,-0.51662543371696,-3.44541897005897,-5.80837560984597,34.5,1229,39.25,531.5
"MPG_02_MD_E","MPG_02","MPG","VT","Core",44.7312,72.03259,820,"Maryland","E",4,5,1,4,5,214,"Maryland_E",2.65066534259916,-0.51662543371696,-4.79104440324931,-3.53774746780395,34.5,1229,36.4,282.5
"MPG_03_VT_A","MPG_03","MPG","VT","Core",44.73103,72.03169,830,"Vermont","A",2,45,4,2,3,195,"Vermont_A",2.66493687586016,-0.46843497299154,-3.44541897005897,-5.80837560984597,34.5,1230,39.25,531.5
"MPG_03_VT_C","MPG_03","MPG","VT","Core",44.73103,72.03169,830,"Vermont","C",3,24,2,3,10,200,"Vermont_C",2.66493687586016,-0.46843497299154,-3.44541897005897,-5.80837560984597,34.5,1230,39.25,531.5
"MPG_03_MD_A","MPG_03","MPG","VT","Core",44.73103,72.03169,830,"Maryland","A",2,55,4,2,13,199,"Maryland_A",2.66493687586016,-0.46843497299154,-4.79104440324931,-3.53774746780395,34.5,1230,36.4,282.5
"MPG_03_MD_C","MPG_03","MPG","VT","Core",44.73103,72.03169,830,"Maryland","C",4,60,5,4,4,210,"Maryland_C",2.66493687586016,-0.46843497299154,-4.79104440324931,-3.53774746780395,34.5,1230,36.4,282.5
"MPG_03_MD_D","MPG_03","MPG","VT","Core",44.73103,72.03169,830,"Maryland","D",2,31,3,2,3,212,"Maryland_D",2.66493687586016,-0.46843497299154,-4.79104440324931,-3.53774746780395,34.5,1230,36.4,282.5
"MPG_03_MD_E","MPG_03","MPG","VT","Core",44.73103,72.03169,830,"Maryland","E",3,38,3,3,10,207,"Maryland_E",2.66493687586016,-0.46843497299154,-4.79104440324931,-3.53774746780395,34.5,1230,36.4,282.5
"MPG_03_VT_D","MPG_03","MPG","VT","Core",44.73103,72.03169,830,"Vermont","D",5,29,3,5,1,188,"Vermont_D",2.66493687586016,-0.46843497299154,-3.44541897005897,-5.80837560984597,34.5,1230,39.25,531.5
"MPG_03_VT_E","MPG_03","MPG","VT","Core",44.73103,72.03169,830,"Vermont","E",4,11,1,4,11,256,"Vermont_E",2.66493687586016,-0.46843497299154,-3.44541897005897,-5.80837560984597,34.5,1230,39.25,531.5
"MPG_03_NC_A","MPG_03","MPG","VT","Core",44.73103,72.03169,830,"North_Carolina","A",5,29,3,5,1,195,"North_Carolina_A",2.66493687586016,-0.46843497299154,-9.85361058869086,-5.01016433622286,34.5,1230,37.75,53.5
"MPG_03_NC_C","MPG_03","MPG","VT","Core",44.73103,72.03169,830,"North_Carolina","C",2,45,4,2,3,196,"North_Carolina_C",2.66493687586016,-0.46843497299154,-9.85361058869086,-5.01016433622286,34.5,1230,37.75,53.5
"MPG_03_NC_D","MPG_03","MPG","VT","Core",44.73103,72.03169,830,"North_Carolina","D",2,55,4,2,13,197,"North_Carolina_D",2.66493687586016,-0.46843497299154,-9.85361058869086,-5.01016433622286,34.5,1230,37.75,53.5
"MPG_03_NC_E","MPG_03","MPG","VT","Core",44.73103,72.03169,830,"North_Carolina","E",3,52,4,3,10,206,"North_Carolina_E",2.66493687586016,-0.46843497299154,-9.85361058869086,-5.01016433622286,34.5,1230,37.75,53.5
"MPG_04_MD_D","MPG_04","MPG","VT","Core",44.72968,72.02951,820,"Maryland","D",5,24,2,5,10,202,"Maryland_D",2.75029657738852,-0.464131460158966,-4.79104440324931,-3.53774746780395,34.5,1228,36.4,282.5
"MPG_04_NC_A","MPG_04","MPG","VT","Core",44.72968,72.02951,820,"North_Carolina","A",2,44,4,2,2,213,"North_Carolina_A",2.75029657738852,-0.464131460158966,-9.85361058869086,-5.01016433622286,34.5,1228,37.75,53.5
"MPG_04_VT_A","MPG_04","MPG","VT","Core",44.72968,72.02951,820,"Vermont","A",5,38,3,5,10,278,"Vermont_A",2.75029657738852,-0.464131460158966,-3.44541897005897,-5.80837560984597,34.5,1228,39.25,531.5
"MPG_04_VT_C","MPG_04","MPG","VT","Core",44.72968,72.02951,820,"Vermont","C",4,62,5,4,6,249,"Vermont_C",2.75029657738852,-0.464131460158966,-3.44541897005897,-5.80837560984597,34.5,1228,39.25,531.5
"MPG_04_NC_D","MPG_04","MPG","VT","Core",44.72968,72.02951,820,"North_Carolina","D",3,3,1,3,3,202,"North_Carolina_D",2.75029657738852,-0.464131460158966,-9.85361058869086,-5.01016433622286,34.5,1228,37.75,53.5
"MPG_05_VT_E","MPG_05","MPG","VT","Core",44.72948,72.02926,824,"Vermont","E",5,3,1,5,3,200,"Vermont_E",2.772384381101,-0.445886195808107,-3.44541897005897,-5.80837560984597,34.5,1228,39.25,531.5
"MPG_05_NC_A","MPG_05","MPG","VT","Core",44.72948,72.02926,824,"North_Carolina","A",6,37,3,6,9,195,"North_Carolina_A",2.772384381101,-0.445886195808107,-9.85361058869086,-5.01016433622286,34.5,1228,37.75,53.5
"MPG_05_NC_B","MPG_05","MPG","VT","Core",44.72948,72.02926,824,"North_Carolina","B",3,68,5,3,12,200,"North_Carolina_B",2.772384381101,-0.445886195808107,-9.85361058869086,-5.01016433622286,34.5,1228,37.75,53.5
"MPG_05_NC_D","MPG_05","MPG","VT","Core",44.72948,72.02926,824,"North_Carolina","D",2,58,5,2,2,197,"North_Carolina_D",2.772384381101,-0.445886195808107,-9.85361058869086,-5.01016433622286,34.5,1228,37.75,53.5
"MPG_05_NC_E","MPG_05","MPG","VT","Core",44.72948,72.02926,824,"North_Carolina","E",4,54,4,4,12,234,"North_Carolina_E",2.772384381101,-0.445886195808107,-9.85361058869086,-5.01016433622286,34.5,1228,37.75,53.5
"MPG_05_VT_A","MPG_05","MPG","VT","Core",44.72948,72.02926,824,"Vermont","A",2,51,4,2,9,215,"Vermont_A",2.772384381101,-0.445886195808107,-3.44541897005897,-5.80837560984597,34.5,1228,39.25,531.5
"MPG_05_MD_A","MPG_05","MPG","VT","Core",44.72948,72.02926,824,"Maryland","A",2,58,5,2,2,199,"Maryland_A",2.772384381101,-0.445886195808107,-4.79104440324931,-3.53774746780395,34.5,1228,36.4,282.5
"MPG_05_MD_B","MPG_05","MPG","VT","Core",44.72948,72.02926,824,"Maryland","B",6,37,3,6,9,232,"Maryland_B",2.772384381101,-0.445886195808107,-4.79104440324931,-3.53774746780395,34.5,1228,36.4,282.5
"MPG_05_MD_C","MPG_05","MPG","VT","Core",44.72948,72.02926,824,"Maryland","C",3,68,5,3,12,232,"Maryland_C",2.772384381101,-0.445886195808107,-4.79104440324931,-3.53774746780395,34.5,1228,36.4,282.5
"MPG_05_VT_B","MPG_05","MPG","VT","Core",44.72948,72.02926,824,"Vermont","B",6,13,1,6,13,228,"Vermont_B",2.772384381101,-0.445886195808107,-3.44541897005897,-5.80837560984597,34.5,1228,39.25,531.5
"MPG_05_VT_C","MPG_05","MPG","VT","Core",44.72948,72.02926,824,"Vermont","C",4,26,2,4,12,236,"Vermont_C",2.772384381101,-0.445886195808107,-3.44541897005897,-5.80837560984597,34.5,1228,39.25,531.5
"MPG_05_VT_D","MPG_05","MPG","VT","Core",44.72948,72.02926,824,"Vermont","D",6,37,3,6,9,271,"Vermont_D",2.772384381101,-0.445886195808107,-3.44541897005897,-5.80837560984597,34.5,1228,39.25,531.5
"MPG_05_MD_D","MPG_05","MPG","VT","Core",44.72948,72.02926,824,"Maryland","D",2,37,3,2,9,212,"Maryland_D",2.772384381101,-0.445886195808107,-4.79104440324931,-3.53774746780395,34.5,1228,36.4,282.5
"MPG_05_MD_E","MPG_05","MPG","VT","Core",44.72948,72.02926,824,"Maryland","E",4,40,3,4,12,207,"Maryland_E",2.772384381101,-0.445886195808107,-4.79104440324931,-3.53774746780395,34.5,1228,36.4,282.5
"MPG_06_VT_D","MPG_06","MPG","VT","Core",44.72881,72.0307,822,"Vermont","D",2,64,5,2,8,236,"Vermont_D",2.70324471421687,-0.457049986095161,-3.44541897005897,-5.80837560984597,34.5,1230,39.25,531.5
"MPG_06_VT_A","MPG_06","MPG","VT","Core",44.72881,72.0307,822,"Vermont","A",5,35,3,5,7,215,"Vermont_A",2.70324471421687,-0.457049986095161,-3.44541897005897,-5.80837560984597,34.5,1230,39.25,531.5
"MPG_06_VT_B","MPG_06","MPG","VT","Core",44.72881,72.0307,822,"Vermont","B",6,55,4,6,13,249,"Vermont_B",2.70324471421687,-0.457049986095161,-3.44541897005897,-5.80837560984597,34.5,1230,39.25,531.5
"MPG_06_VT_C","MPG_06","MPG","VT","Core",44.72881,72.0307,822,"Vermont","C",3,9,1,3,9,209,"Vermont_C",2.70324471421687,-0.457049986095161,-3.44541897005897,-5.80837560984597,34.5,1230,39.25,531.5
"MPG_06_MD_D","MPG_06","MPG","VT","Core",44.72881,72.0307,822,"Maryland","D",5,21,2,5,7,202,"Maryland_D",2.70324471421687,-0.457049986095161,-4.79104440324931,-3.53774746780395,34.5,1230,36.4,282.5
"MPG_06_VT_E","MPG_06","MPG","VT","Core",44.72881,72.0307,822,"Vermont","E",4,4,1,4,4,188,"Vermont_E",2.70324471421687,-0.457049986095161,-3.44541897005897,-5.80837560984597,34.5,1230,39.25,531.5
"MPG_06_NC_A","MPG_06","MPG","VT","Core",44.72881,72.0307,822,"North_Carolina","A",2,64,5,2,8,213,"North_Carolina_A",2.70324471421687,-0.457049986095161,-9.85361058869086,-5.01016433622286,34.5,1230,37.75,53.5
"MPG_06_NC_E","MPG_06","MPG","VT","Core",44.72881,72.0307,822,"North_Carolina","E",3,9,1,3,9,197,"North_Carolina_E",2.70324471421687,-0.457049986095161,-9.85361058869086,-5.01016433622286,34.5,1230,37.75,53.5
"MPG_06_MD_B","MPG_06","MPG","VT","Core",44.72881,72.0307,822,"Maryland","B",6,7,1,6,7,199,"Maryland_B",2.70324471421687,-0.457049986095161,-4.79104440324931,-3.53774746780395,34.5,1230,36.4,282.5
"MRC_02_MD_A","MRC_02","MRC","VA","Edge",36.672274,81.506,1600,"Maryland","A",2,40,3,2,12,197,"Maryland_A",-2.45930160729513,2.57442547572938,-4.79104440324931,-3.53774746780395,31.6,337,36.4,282.5
"MRC_02_MD_B","MRC_02","MRC","VA","Edge",36.672274,81.506,1600,"Maryland","B",2,8,1,2,8,199,"Maryland_B",-2.45930160729513,2.57442547572938,-4.79104440324931,-3.53774746780395,31.6,337,36.4,282.5
"MRC_02_NC_B","MRC_02","MRC","VA","Edge",36.672274,81.506,1600,"North_Carolina","B",2,48,4,2,6,196,"North_Carolina_B",-2.45930160729513,2.57442547572938,-9.85361058869086,-5.01016433622286,31.6,337,37.75,53.5
"MRC_02_NC_D","MRC_02","MRC","VA","Edge",36.672274,81.506,1600,"North_Carolina","D",2,26,2,2,12,202,"North_Carolina_D",-2.45930160729513,2.57442547572938,-9.85361058869086,-5.01016433622286,31.6,337,37.75,53.5
"MRC_02_NC_E","MRC_02","MRC","VA","Edge",36.672274,81.506,1600,"North_Carolina","E",5,21,2,5,7,197,"North_Carolina_E",-2.45930160729513,2.57442547572938,-9.85361058869086,-5.01016433622286,31.6,337,37.75,53.5
"MRC_02_VT_A","MRC_02","MRC","VA","Edge",36.672274,81.506,1600,"Vermont","A",4,3,1,4,3,228,"Vermont_A",-2.45930160729513,2.57442547572938,-3.44541897005897,-5.80837560984597,31.6,337,39.25,531.5
"MRC_02_VT_B","MRC_02","MRC","VA","Edge",36.672274,81.506,1600,"Vermont","B",2,54,4,2,12,236,"Vermont_B",-2.45930160729513,2.57442547572938,-3.44541897005897,-5.80837560984597,31.6,337,39.25,531.5
"MRC_02_VT_C","MRC_02","MRC","VA","Edge",36.672274,81.506,1600,"Vermont","C",5,35,3,5,7,200,"Vermont_C",-2.45930160729513,2.57442547572938,-3.44541897005897,-5.80837560984597,31.6,337,39.25,531.5
"MRC_02_MD_D","MRC_02","MRC","VA","Edge",36.672274,81.506,1600,"Maryland","D",4,68,5,4,12,202,"Maryland_D",-2.45930160729513,2.57442547572938,-4.79104440324931,-3.53774746780395,31.6,337,36.4,282.5
"MRC_02_MD_E","MRC_02","MRC","VA","Edge",36.672274,81.506,1600,"Maryland","E",5,49,4,5,7,245,"Maryland_E",-2.45930160729513,2.57442547572938,-4.79104440324931,-3.53774746780395,31.6,337,36.4,282.5
"MRC_02_VT_D","MRC_02","MRC","VA","Edge",36.672274,81.506,1600,"Vermont","D",6,63,5,6,7,236,"Vermont_D",-2.45930160729513,2.57442547572938,-3.44541897005897,-5.80837560984597,31.6,337,39.25,531.5
"MRC_02_VT_E","MRC_02","MRC","VA","Edge",36.672274,81.506,1600,"Vermont","E",2,20,2,2,6,200,"Vermont_E",-2.45930160729513,2.57442547572938,-3.44541897005897,-5.80837560984597,31.6,337,39.25,531.5
"MRC_07_VT_B","MRC_07","MRC","VA","Edge",36.6625,81.516944,1569,"Vermont","B",2,58,5,2,2,249,"Vermont_B",-2.27292613924644,2.35037095258502,-3.44541897005897,-5.80837560984597,31.8,336,39.25,531.5
"MRC_07_VT_C","MRC_07","MRC","VA","Edge",36.6625,81.516944,1569,"Vermont","C",5,62,5,5,6,271,"Vermont_C",-2.27292613924644,2.35037095258502,-3.44541897005897,-5.80837560984597,31.8,336,39.25,531.5
"MRC_07_VT_D","MRC_07","MRC","VA","Edge",36.6625,81.516944,1569,"Vermont","D",3,26,2,3,12,249,"Vermont_D",-2.27292613924644,2.35037095258502,-3.44541897005897,-5.80837560984597,31.8,336,39.25,531.5
"MRC_07_VT_E","MRC_07","MRC","VA","Edge",36.6625,81.516944,1569,"Vermont","E",2,60,5,2,4,236,"Vermont_E",-2.27292613924644,2.35037095258502,-3.44541897005897,-5.80837560984597,31.8,336,39.25,531.5
"MRC_07_MD_A","MRC_07","MRC","VA","Edge",36.6625,81.516944,1569,"Maryland","A",6,13,1,6,13,209,"Maryland_A",-2.27292613924644,2.35037095258502,-4.79104440324931,-3.53774746780395,31.8,336,36.4,282.5
"MRC_07_MD_C","MRC_07","MRC","VA","Edge",36.6625,81.516944,1569,"Maryland","C",6,11,1,6,11,217,"Maryland_C",-2.27292613924644,2.35037095258502,-4.79104440324931,-3.53774746780395,31.8,336,36.4,282.5
"MRC_07_NC_C","MRC_07","MRC","VA","Edge",36.6625,81.516944,1569,"North_Carolina","C",3,58,5,3,2,196,"North_Carolina_C",-2.27292613924644,2.35037095258502,-9.85361058869086,-5.01016433622286,31.8,336,37.75,53.5
