"plant_ID","Family","Population","Location","Region","Latitude","Longitude","Elevation","Garden","Bed","BedRow","BedCol","Rack","RackRow","RackCol","BudSet","mBed","pPC1","pPC2","gPC1","gPC2","pEXT","pDD_0","gEXT","gDD_0"
"B_03_VT_C","B_03","B","VT","Core",44.10897,73.0712,325,"Vermont","C",2,41,3,2,13,228,"Vermont_C",0.511165506381248,-1.72689111327226,-3.44541897005897,-5.80837560984597,35.3,940,39.25,531.5
"B_03_VT_D","B_03","B","VT","Core",44.10897,73.0712,325,"Vermont","D",4,3,1,4,3,222,"Vermont_D",0.511165506381248,-1.72689111327226,-3.44541897005897,-5.80837560984597,35.3,940,39.25,531.5
"B_03_VT_E","B_03","B","VT","Core",44.10897,73.0712,325,"Vermont","E",4,48,4,4,6,236,"Vermont_E",0.511165506381248,-1.72689111327226,-3.44541897005897,-5.80837560984597,35.3,940,39.25,531.5
"B_03_VT_B","B_03","B","VT","Core",44.10897,73.0712,325,"Vermont","B",6,66,5,6,10,271,"Vermont_B",0.511165506381248,-1.72689111327226,-3.44541897005897,-5.80837560984597,35.3,940,39.25,531.5
"B_03_MD_A","B_03","B","VT","Core",44.10897,73.0712,325,"Maryland","A",2,5,1,2,5,243,"Maryland_A",0.511165506381248,-1.72689111327226,-4.79104440324931,-3.53774746780395,35.3,940,36.4,282.5
"B_04_MD_A","B_04","B","VT","Core",44.10908,73.0713,328,"Maryland","A",4,19,2,4,5,243,"Maryland_A",0.525531655828963,-1.70104422434175,-4.79104440324931,-3.53774746780395,35.3,941,36.4,282.5
"B_04_NC_B","B_04","B","VT","Core",44.10908,73.0713,328,"North_Carolina","B",5,44,4,5,2,196,"North_Carolina_B",0.525531655828963,-1.70104422434175,-9.85361058869086,-5.01016433622286,35.3,941,37.75,53.5
"B_04_VT_A","B_04","B","VT","Core",44.10908,73.0713,328,"Vermont","A",5,6,1,5,6,278,"Vermont_A",0.525531655828963,-1.70104422434175,-3.44541897005897,-5.80837560984597,35.3,941,39.25,531.5
"B_04_MD_B","B_04","B","VT","Core",44.10908,73.0713,328,"Maryland","B",6,43,4,6,1,245,"Maryland_B",0.525531655828963,-1.70104422434175,-4.79104440324931,-3.53774746780395,35.3,941,36.4,282.5
"B_04_MD_C","B_04","B","VT","Core",44.10908,73.0713,328,"Maryland","C",5,30,3,5,2,238,"Maryland_C",0.525531655828963,-1.70104422434175,-4.79104440324931,-3.53774746780395,35.3,941,36.4,282.5
"B_04_MD_D","B_04","B","VT","Core",44.10908,73.0713,328,"Maryland","D",3,65,5,3,9,202,"Maryland_D",0.525531655828963,-1.70104422434175,-4.79104440324931,-3.53774746780395,35.3,941,36.4,282.5
"B_04_MD_E","B_04","B","VT","Core",44.10908,73.0713,328,"Maryland","E",4,56,4,4,14,203,"Maryland_E",0.525531655828963,-1.70104422434175,-4.79104440324931,-3.53774746780395,35.3,941,36.4,282.5
"B_04_NC_E","B_04","B","VT","Core",44.10908,73.0713,328,"North_Carolina","E",4,28,2,4,14,206,"North_Carolina_E",0.525531655828963,-1.70104422434175,-9.85361058869086,-5.01016433622286,35.3,941,37.75,53.5
"B_04_VT_B","B_04","B","VT","Core",44.10908,73.0713,328,"Vermont","B",4,33,3,4,5,228,"Vermont_B",0.525531655828963,-1.70104422434175,-3.44541897005897,-5.80837560984597,35.3,941,39.25,531.5
"B_04_VT_C","B_04","B","VT","Core",44.10908,73.0713,328,"Vermont","C",4,42,3,4,14,256,"Vermont_C",0.525531655828963,-1.70104422434175,-3.44541897005897,-5.80837560984597,35.3,941,39.25,531.5
"B_04_VT_D","B_04","B","VT","Core",44.10908,73.0713,328,"Vermont","D",6,43,4,6,1,209,"Vermont_D",0.525531655828963,-1.70104422434175,-3.44541897005897,-5.80837560984597,35.3,941,39.25,531.5
"B_04_VT_E","B_04","B","VT","Core",44.10908,73.0713,328,"Vermont","E",5,16,2,5,2,271,"Vermont_E",0.525531655828963,-1.70104422434175,-3.44541897005897,-5.80837560984597,35.3,941,39.25,531.5
"B_05_VT_B","B_05","B","VT","Core",44.10836,73.0715,310,"Vermont","B",2,17,2,2,3,249,"Vermont_B",0.428762060291901,-1.86563032142474,-3.44541897005897,-5.80837560984597,35.4,935,39.25,531.5
"B_05_VT_C","B_05","B","VT","Core",44.10836,73.0715,310,"Vermont","C",4,30,3,4,2,236,"Vermont_C",0.428762060291901,-1.86563032142474,-3.44541897005897,-5.80837560984597,35.4,935,39.25,531.5
"B_05_VT_A","B_05","B","VT","Core",44.10836,73.0715,310,"Vermont","A",6,40,3,6,12,222,"Vermont_A",0.428762060291901,-1.86563032142474,-3.44541897005897,-5.80837560984597,35.4,935,39.25,531.5
"B_05_VT_E","B_05","B","VT","Core",44.10836,73.0715,310,"Vermont","E",6,45,4,6,3,215,"Vermont_E",0.428762060291901,-1.86563032142474,-3.44541897005897,-5.80837560984597,35.4,935,39.25,531.5
"B_05_VT_D","B_05","B","VT","Core",44.10836,73.0715,310,"Vermont","D",4,51,4,4,9,249,"Vermont_D",0.428762060291901,-1.86563032142474,-3.44541897005897,-5.80837560984597,35.4,935,39.25,531.5
"B_05_MD_A","B_05","B","VT","Core",44.10836,73.0715,310,"Maryland","A",2,45,4,2,3,216,"Maryland_A",0.428762060291901,-1.86563032142474,-4.79104440324931,-3.53774746780395,35.4,935,36.4,282.5
"B_05_NC_A","B_05","B","VT","Core",44.10836,73.0715,310,"North_Carolina","A",4,23,2,4,9,195,"North_Carolina_A",0.428762060291901,-1.86563032142474,-9.85361058869086,-5.01016433622286,35.4,935,37.75,53.5
"B_05_NC_B","B_05","B","VT","Core",44.10836,73.0715,310,"North_Carolina","B",6,31,3,6,3,196,"North_Carolina_B",0.428762060291901,-1.86563032142474,-9.85361058869086,-5.01016433622286,35.4,935,37.75,53.5
"B_05_NC_C","B_05","B","VT","Core",44.10836,73.0715,310,"North_Carolina","C",6,26,2,6,12,196,"North_Carolina_C",0.428762060291901,-1.86563032142474,-9.85361058869086,-5.01016433622286,35.4,935,37.75,53.5
"B_05_NC_E","B_05","B","VT","Core",44.10836,73.0715,310,"North_Carolina","E",4,16,2,4,2,221,"North_Carolina_E",0.428762060291901,-1.86563032142474,-9.85361058869086,-5.01016433622286,35.4,935,37.75,53.5
"B_05_MD_B","B_05","B","VT","Core",44.10836,73.0715,310,"Maryland","B",4,51,4,4,9,232,"Maryland_B",0.428762060291901,-1.86563032142474,-4.79104440324931,-3.53774746780395,35.4,935,36.4,282.5
"B_05_MD_C","B_05","B","VT","Core",44.10836,73.0715,310,"Maryland","C",6,45,4,6,3,238,"Maryland_C",0.428762060291901,-1.86563032142474,-4.79104440324931,-3.53774746780395,35.4,935,36.4,282.5
"B_05_MD_D","B_05","B","VT","Core",44.10836,73.0715,310,"Maryland","D",6,26,2,6,12,239,"Maryland_D",0.428762060291901,-1.86563032142474,-4.79104440324931,-3.53774746780395,35.4,935,36.4,282.5
"B_05_MD_E","B_05","B","VT","Core",44.10836,73.0715,310,"Maryland","E",4,44,4,4,2,203,"Maryland_E",0.428762060291901,-1.86563032142474,-4.79104440324931,-3.53774746780395,35.4,935,36.4,282.5
"B_06_MD_A","B_06","B","VT","Core",44.10889,73.0714,321,"Maryland","A",3,24,2,3,10,197,"Maryland_A",0.496656158817067,-1.78941473632855,-4.79104440324931,-3.53774746780395,35.4,939,36.4,282.5
"B_06_MD_C","B_06","B","VT","Core",44.10889,73.0714,321,"Maryland","C",2,65,5,2,9,202,"Maryland_C",0.496656158817067,-1.78941473632855,-4.79104440324931,-3.53774746780395,35.4,939,36.4,282.5
"B_06_MD_D","B_06","B","VT","Core",44.10889,73.0714,321,"Maryland","D",4,28,2,4,14,239,"Maryland_D",0.496656158817067,-1.78941473632855,-4.79104440324931,-3.53774746780395,35.4,939,36.4,282.5
"B_06_VT_B","B_06","B","VT","Core",44.10889,73.0714,321,"Vermont","B",3,38,3,3,10,271,"Vermont_B",0.496656158817067,-1.78941473632855,-3.44541897005897,-5.80837560984597,35.4,939,39.25,531.5
"B_06_VT_D","B_06","B","VT","Core",44.10889,73.0714,321,"Vermont","D",3,48,4,3,6,200,"Vermont_D",0.496656158817067,-1.78941473632855,-3.44541897005897,-5.80837560984597,35.4,939,39.25,531.5
"B_06_VT_E","B_06","B","VT","Core",44.10889,73.0714,321,"Vermont","E",6,6,1,6,6,244,"Vermont_E",0.496656158817067,-1.78941473632855,-3.44541897005897,-5.80837560984597,35.4,939,39.25,531.5
"B_06_NC_A","B_06","B","VT","Core",44.10889,73.0714,321,"North_Carolina","A",3,20,2,3,6,221,"North_Carolina_A",0.496656158817067,-1.78941473632855,-9.85361058869086,-5.01016433622286,35.4,939,37.75,53.5
"B_06_NC_B","B_06","B","VT","Core",44.10889,73.0714,321,"North_Carolina","B",2,65,5,2,9,196,"North_Carolina_B",0.496656158817067,-1.78941473632855,-9.85361058869086,-5.01016433622286,35.4,939,37.75,53.5
"BAL_01_MD_A","BAL_01","BAL","NY","Core",44.1528,73.64591,570,"Maryland","A",6,22,2,6,8,209,"Maryland_A",1.43990245447399,-1.52482065153923,-4.79104440324931,-3.53774746780395,34.6,1063,36.4,282.5
"BAL_01_MD_B","BAL_01","BAL","NY","Core",44.1528,73.64591,570,"Maryland","B",2,66,5,2,10,204,"Maryland_B",1.43990245447399,-1.52482065153923,-4.79104440324931,-3.53774746780395,34.6,1063,36.4,282.5
"BAL_01_NC_C","BAL_01","BAL","NY","Core",44.1528,73.64591,570,"North_Carolina","C",4,16,2,4,2,200,"North_Carolina_C",1.43990245447399,-1.52482065153923,-9.85361058869086,-5.01016433622286,34.6,1063,37.75,53.5
"BAL_01_NC_D","BAL_01","BAL","NY","Core",44.1528,73.64591,570,"North_Carolina","D",6,36,3,6,8,197,"North_Carolina_D",1.43990245447399,-1.52482065153923,-9.85361058869086,-5.01016433622286,34.6,1063,37.75,53.5
"BAL_01_NC_E","BAL_01","BAL","NY","Core",44.1528,73.64591,570,"North_Carolina","E",6,64,5,6,8,198,"North_Carolina_E",1.43990245447399,-1.52482065153923,-9.85361058869086,-5.01016433622286,34.6,1063,37.75,53.5
"BAL_01_VT_A","BAL_01","BAL","NY","Core",44.1528,73.64591,570,"Vermont","A",4,30,3,4,2,228,"Vermont_A",1.43990245447399,-1.52482065153923,-3.44541897005897,-5.80837560984597,34.6,1063,39.25,531.5
"BAL_01_MD_C","BAL_01","BAL","NY","Core",44.1528,73.64591,570,"Maryland","C",5,3,1,5,3,238,"Maryland_C",1.43990245447399,-1.52482065153923,-4.79104440324931,-3.53774746780395,34.6,1063,36.4,282.5
"BAL_01_MD_D","BAL_01","BAL","NY","Core",44.1528,73.64591,570,"Maryland","D",4,16,2,4,2,202,"Maryland_D",1.43990245447399,-1.52482065153923,-4.79104440324931,-3.53774746780395,34.6,1063,36.4,282.5
"BAL_01_MD_E","BAL_01","BAL","NY","Core",44.1528,73.64591,570,"Maryland","E",6,64,5,6,8,203,"Maryland_E",1.43990245447399,-1.52482065153923,-4.79104440324931,-3.53774746780395,34.6,1063,36.4,282.5
"BAL_01_VT_B","BAL_01","BAL","NY","Core",44.1528,73.64591,570,"Vermont","B",6,36,3,6,8,236,"Vermont_B",1.43990245447399,-1.52482065153923,-3.44541897005897,-5.80837560984597,34.6,1063,39.25,531.5
"BAL_01_VT_C","BAL_01","BAL","NY","Core",44.1528,73.64591,570,"Vermont","C",6,64,5,6,8,215,"Vermont_C",1.43990245447399,-1.52482065153923,-3.44541897005897,-5.80837560984597,34.6,1063,39.25,531.5
"BAL_01_VT_D","BAL_01","BAL","NY","Core",44.1528,73.64591,570,"Vermont","D",6,5,1,6,5,244,"Vermont_D",1.43990245447399,-1.52482065153923,-3.44541897005897,-5.80837560984597,34.6,1063,39.25,531.5
"BAL_01_VT_E","BAL_01","BAL","NY","Core",44.1528,73.64591,570,"Vermont","E",3,68,5,3,12,195,"Vermont_E",1.43990245447399,-1.52482065153923,-3.44541897005897,-5.80837560984597,34.6,1063,39.25,531.5
"BAL_01_NC_A","BAL_01","BAL","NY","Core",44.1528,73.64591,570,"North_Carolina","A",6,5,1,6,5,221,"North_Carolina_A",1.43990245447399,-1.52482065153923,-9.85361058869086,-5.01016433622286,34.6,1063,37.75,53.5
"BAL_01_NC_B","BAL_01","BAL","NY","Core",44.1528,73.64591,570,"North_Carolina","B",5,3,1,5,3,200,"North_Carolina_B",1.43990245447399,-1.52482065153923,-9.85361058869086,-5.01016433622286,34.6,1063,37.75,53.5
"BAL_02_VT_E","BAL_02","BAL","NY","Core",44.1517,73.65127,620,"Vermont","E",3,64,5,3,8,215,"Vermont_E",1.70357328948666,-1.18864631633496,-3.44541897005897,-5.80837560984597,34.2,1091,39.25,531.5
"BAL_02_VT_C","BAL_02","BAL","NY","Core",44.1517,73.65127,620,"Vermont","C",5,30,3,5,2,222,"Vermont_C",1.70357328948666,-1.18864631633496,-3.44541897005897,-5.80837560984597,34.2,1091,39.25,531.5
"BAL_02_VT_D","BAL_02","BAL","NY","Core",44.1517,73.65127,620,"Vermont","D",4,61,5,4,5,249,"Vermont_D",1.70357328948666,-1.18864631633496,-3.44541897005897,-5.80837560984597,34.2,1091,39.25,531.5
"BAL_02_VT_A","BAL_02","BAL","NY","Core",44.1517,73.65127,620,"Vermont","A",5,4,1,5,4,278,"Vermont_A",1.70357328948666,-1.18864631633496,-3.44541897005897,-5.80837560984597,34.2,1091,39.25,531.5
"BAL_02_NC_D","BAL_02","BAL","NY","Core",44.1517,73.65127,620,"North_Carolina","D",3,14,1,3,14,247,"North_Carolina_D",1.70357328948666,-1.18864631633496,-9.85361058869086,-5.01016433622286,34.2,1091,37.75,53.5
"BAL_02_NC_E","BAL_02","BAL","NY","Core",44.1517,73.65127,620,"North_Carolina","E",5,16,2,5,2,197,"North_Carolina_E",1.70357328948666,-1.18864631633496,-9.85361058869086,-5.01016433622286,34.2,1091,37.75,53.5
"BAL_02_MD_A","BAL_02","BAL","NY","Core",44.1517,73.65127,620,"Maryland","A",3,14,1,3,14,243,"Maryland_A",1.70357328948666,-1.18864631633496,-4.79104440324931,-3.53774746780395,34.2,1091,36.4,282.5
"BAL_02_MD_B","BAL_02","BAL","NY","Core",44.1517,73.65127,620,"Maryland","B",4,10,1,4,10,199,"Maryland_B",1.70357328948666,-1.18864631633496,-4.79104440324931,-3.53774746780395,34.2,1091,36.4,282.5
"BAL_02_VT_B","BAL_02","BAL","NY","Core",44.1517,73.65127,620,"Vermont","B",5,57,5,5,1,236,"Vermont_B",1.70357328948666,-1.18864631633496,-3.44541897005897,-5.80837560984597,34.2,1091,39.25,531.5
"BAL_02_MD_C","BAL_02","BAL","NY","Core",44.1517,73.65127,620,"Maryland","C",5,7,1,5,7,232,"Maryland_C",1.70357328948666,-1.18864631633496,-4.79104440324931,-3.53774746780395,34.2,1091,36.4,282.5
"BAL_02_MD_D","BAL_02","BAL","NY","Core",44.1517,73.65127,620,"Maryland","D",3,67,5,3,11,212,"Maryland_D",1.70357328948666,-1.18864631633496,-4.79104440324931,-3.53774746780395,34.2,1091,36.4,282.5
"BAL_03_VT_B","BAL_03","BAL","NY","Core",44.15337,73.65371,650,"Vermont","B",6,30,3,6,2,249,"Vermont_B",1.83968958471172,-0.985709927728469,-3.44541897005897,-5.80837560984597,34,1108,39.25,531.5
"BAL_03_MD_D","BAL_03","BAL","NY","Core",44.15337,73.65371,650,"Maryland","D",4,56,4,4,14,224,"Maryland_D",1.83968958471172,-0.985709927728469,-4.79104440324931,-3.53774746780395,34,1108,36.4,282.5
"BAL_03_MD_E","BAL_03","BAL","NY","Core",44.15337,73.65371,650,"Maryland","E",6,44,4,6,2,207,"Maryland_E",1.83968958471172,-0.985709927728469,-4.79104440324931,-3.53774746780395,34,1108,36.4,282.5
"BAL_03_VT_C","BAL_03","BAL","NY","Core",44.15337,73.65371,650,"Vermont","C",6,30,3,6,2,249,"Vermont_C",1.83968958471172,-0.985709927728469,-3.44541897005897,-5.80837560984597,34,1108,39.25,531.5
"BAL_03_VT_D","BAL_03","BAL","NY","Core",44.15337,73.65371,650,"Vermont","D",3,55,4,3,13,236,"Vermont_D",1.83968958471172,-0.985709927728469,-3.44541897005897,-5.80837560984597,34,1108,39.25,531.5
"BAL_03_VT_A","BAL_03","BAL","NY","Core",44.15337,73.65371,650,"Vermont","A",4,28,2,4,14,228,"Vermont_A",1.83968958471172,-0.985709927728469,-3.44541897005897,-5.80837560984597,34,1108,39.25,531.5
"BAL_03_VT_E","BAL_03","BAL","NY","Core",44.15337,73.65371,650,"Vermont","E",5,67,5,5,11,236,"Vermont_E",1.83968958471172,-0.985709927728469,-3.44541897005897,-5.80837560984597,34,1108,39.25,531.5
"BAL_03_NC_A","BAL_03","BAL","NY","Core",44.15337,73.65371,650,"North_Carolina","A",3,27,2,3,13,195,"North_Carolina_A",1.83968958471172,-0.985709927728469,-9.85361058869086,-5.01016433622286,34,1108,37.75,53.5
"BAL_03_NC_B","BAL_03","BAL","NY","Core",44.15337,73.65371,650,"North_Carolina","B",3,4,1,3,4,241,"North_Carolina_B",1.83968958471172,-0.985709927728469,-9.85361058869086,-5.01016433622286,34,1108,37.75,53.5
"BAL_03_NC_D","BAL_03","BAL","NY","Core",44.15337,73.65371,650,"North_Carolina","D",6,30,3,6,2,206,"North_Carolina_D",1.83968958471172,-0.985709927728469,-9.85361058869086,-5.01016433622286,34,1108,37.75,53.5
"BAL_03_NC_E","BAL_03","BAL","NY","Core",44.15337,73.65371,650,"North_Carolina","E",6,16,2,6,2,197,"North_Carolina_E",1.83968958471172,-0.985709927728469,-9.85361058869086,-5.01016433622286,34,1108,37.75,53.5
"BAL_03_MD_A","BAL_03","BAL","NY","Core",44.15337,73.65371,650,"Maryland","A",6,16,2,6,2,204,"Maryland_A",1.83968958471172,-0.985709927728469,-4.79104440324931,-3.53774746780395,34,1108,36.4,282.5
"BAL_03_MD_B","BAL_03","BAL","NY","Core",44.15337,73.65371,650,"Maryland","B",3,55,4,3,13,238,"Maryland_B",1.83968958471172,-0.985709927728469,-4.79104440324931,-3.53774746780395,34,1108,36.4,282.5
"BAL_03_MD_C","BAL_03","BAL","NY","Core",44.15337,73.65371,650,"Maryland","C",3,4,1,3,4,217,"Maryland_C",1.83968958471172,-0.985709927728469,-4.79104440324931,-3.53774746780395,34,1108,36.4,282.5
"BAL_04_MD_A","BAL_04","BAL","NY","Core",44.15409,73.65688,670,"Maryland","A",2,57,5,2,1,199,"Maryland_A",2.00464771897623,-0.871248175909902,-4.79104440324931,-3.53774746780395,33.9,1122,36.4,282.5
"BAL_04_MD_C","BAL_04","BAL","NY","Core",44.15409,73.65688,670,"Maryland","C",6,4,1,6,4,201,"Maryland_C",2.00464771897623,-0.871248175909902,-4.79104440324931,-3.53774746780395,33.9,1122,36.4,282.5
"BAL_04_VT_A","BAL_04","BAL","NY","Core",44.15409,73.65688,670,"Vermont","A",3,46,4,3,4,244,"Vermont_A",2.00464771897623,-0.871248175909902,-3.44541897005897,-5.80837560984597,33.9,1122,39.25,531.5
"BAL_04_MD_D","BAL_04","BAL","NY","Core",44.15409,73.65688,670,"Maryland","D",3,32,3,3,4,202,"Maryland_D",2.00464771897623,-0.871248175909902,-4.79104440324931,-3.53774746780395,33.9,1122,36.4,282.5
"BAL_04_MD_E","BAL_04","BAL","NY","Core",44.15409,73.65688,670,"Maryland","E",5,59,5,5,3,203,"Maryland_E",2.00464771897623,-0.871248175909902,-4.79104440324931,-3.53774746780395,33.9,1122,36.4,282.5
"BAL_04_VT_B","BAL_04","BAL","NY","Core",44.15409,73.65688,670,"Vermont","B",6,14,1,6,14,215,"Vermont_B",2.00464771897623,-0.871248175909902,-3.44541897005897,-5.80837560984597,33.9,1122,39.25,531.5
"BAL_04_VT_C","BAL_04","BAL","NY","Core",44.15409,73.65688,670,"Vermont","C",5,59,5,5,3,236,"Vermont_C",2.00464771897623,-0.871248175909902,-3.44541897005897,-5.80837560984597,33.9,1122,39.25,531.5
"BAL_04_VT_E","BAL_04","BAL","NY","Core",44.15409,73.65688,670,"Vermont","E",2,67,5,2,11,236,"Vermont_E",2.00464771897623,-0.871248175909902,-3.44541897005897,-5.80837560984597,33.9,1122,39.25,531.5
"BAL_04_VT_D","BAL_04","BAL","NY","Core",44.15409,73.65688,670,"Vermont","D",4,9,1,4,9,249,"Vermont_D",2.00464771897623,-0.871248175909902,-3.44541897005897,-5.80837560984597,33.9,1122,39.25,531.5
"BAL_04_NC_E","BAL_04","BAL","NY","Core",44.15409,73.65688,670,"North_Carolina","E",5,59,5,5,3,206,"North_Carolina_E",2.00464771897623,-0.871248175909902,-9.85361058869086,-5.01016433622286,33.9,1122,37.75,53.5
"BAL_04_NC_B","BAL_04","BAL","NY","Core",44.15409,73.65688,670,"North_Carolina","B",6,4,1,6,4,214,"North_Carolina_B",2.00464771897623,-0.871248175909902,-9.85361058869086,-5.01016433622286,33.9,1122,37.75,53.5
"BAL_04_NC_C","BAL_04","BAL","NY","Core",44.15409,73.65688,670,"North_Carolina","C",3,46,4,3,4,196,"North_Carolina_C",2.00464771897623,-0.871248175909902,-9.85361058869086,-5.01016433622286,33.9,1122,37.75,53.5
"BAL_04_NC_D","BAL_04","BAL","NY","Core",44.15409,73.65688,670,"North_Carolina","D",2,57,5,2,1,227,"North_Carolina_D",2.00464771897623,-0.871248175909902,-9.85361058869086,-5.01016433622286,33.9,1122,37.75,53.5
"BAL_05_VT_D","BAL_05","BAL","NY","Core",44.15415,73.65799,698,"Vermont","D",3,62,5,3,6,249,"Vermont_D",2.06922796106812,-0.62897463985547,-3.44541897005897,-5.80837560984597,33.7,1144,39.25,531.5
"BAL_05_VT_C","BAL_05","BAL","NY","Core",44.15415,73.65799,698,"Vermont","C",6,69,5,6,13,249,"Vermont_C",2.06922796106812,-0.62897463985547,-3.44541897005897,-5.80837560984597,33.7,1144,39.25,531.5
"BAL_05_VT_A","BAL_05","BAL","NY","Core",44.15415,73.65799,698,"Vermont","A",3,32,3,3,4,236,"Vermont_A",2.06922796106812,-0.62897463985547,-3.44541897005897,-5.80837560984597,33.7,1144,39.25,531.5
"BAL_05_VT_E","BAL_05","BAL","NY","Core",44.15415,73.65799,698,"Vermont","E",4,29,3,4,1,222,"Vermont_E",2.06922796106812,-0.62897463985547,-3.44541897005897,-5.80837560984597,33.7,1144,39.25,531.5
"BAL_05_NC_B","BAL_05","BAL","NY","Core",44.15415,73.65799,698,"North_Carolina","B",4,15,2,4,1,196,"North_Carolina_B",2.06922796106812,-0.62897463985547,-9.85361058869086,-5.01016433622286,33.7,1144,37.75,53.5
"BAL_05_NC_C","BAL_05","BAL","NY","Core",44.15415,73.65799,698,"North_Carolina","C",3,18,2,3,4,206,"North_Carolina_C",2.06922796106812,-0.62897463985547,-9.85361058869086,-5.01016433622286,33.7,1144,37.75,53.5
"BAL_05_NC_D","BAL_05","BAL","NY","Core",44.15415,73.65799,698,"North_Carolina","D",3,11,1,3,11,197,"North_Carolina_D",2.06922796106812,-0.62897463985547,-9.85361058869086,-5.01016433622286,33.7,1144,37.75,53.5
"BAL_05_NC_E","BAL_05","BAL","NY","Core",44.15415,73.65799,698,"North_Carolina","E",6,69,5,6,13,197,"North_Carolina_E",2.06922796106812,-0.62897463985547,-9.85361058869086,-5.01016433622286,33.7,1144,37.75,53.5
"BAL_05_MD_B","BAL_05","BAL","NY","Core",44.15415,73.65799,698,"Maryland","B",5,9,1,5,9,199,"Maryland_B",2.06922796106812,-0.62897463985547,-4.79104440324931,-3.53774746780395,33.7,1144,36.4,282.5
"BAL_05_MD_C","BAL_05","BAL","NY","Core",44.15415,73.65799,698,"Maryland","C",4,15,2,4,1,201,"Maryland_C",2.06922796106812,-0.62897463985547,-4.79104440324931,-3.53774746780395,33.7,1144,36.4,282.5
"BAL_05_MD_D","BAL_05","BAL","NY","Core",44.15415,73.65799,698,"Maryland","D",3,18,2,3,4,202,"Maryland_D",2.06922796106812,-0.62897463985547,-4.79104440324931,-3.53774746780395,33.7,1144,36.4,282.5
"BAL_05_VT_B","BAL_05","BAL","NY","Core",44.15415,73.65799,698,"Vermont","B",5,60,5,5,4,244,"Vermont_B",2.06922796106812,-0.62897463985547,-3.44541897005897,-5.80837560984597,33.7,1144,39.25,531.5
"BAL_05_MD_E","BAL_05","BAL","NY","Core",44.15415,73.65799,698,"Maryland","E",6,69,5,6,13,228,"Maryland_E",2.06922796106812,-0.62897463985547,-4.79104440324931,-3.53774746780395,33.7,1144,36.4,282.5
"BAL_05_NC_A","BAL_05","BAL","NY","Core",44.15415,73.65799,698,"North_Carolina","A",3,62,5,3,6,241,"North_Carolina_A",2.06922796106812,-0.62897463985547,-9.85361058869086,-5.01016433622286,33.7,1144,37.75,53.5
"BAL_10_VT_B","BAL_10","BAL","NY","Core",44.16008,73.66681,918,"Vermont","B",6,22,2,6,8,236,"Vermont_B",2.76061062995658,0.491150067187959,-3.44541897005897,-5.80837560984597,32.4,1265,39.25,531.5
"BAL_10_NC_D","BAL_10","BAL","NY","Core",44.16008,73.66681,918,"North_Carolina","D",6,50,4,6,8,197,"North_Carolina_D",2.76061062995658,0.491150067187959,-9.85361058869086,-5.01016433622286,32.4,1265,37.75,53.5
"BAL_10_VT_C","BAL_10","BAL","NY","Core",44.16008,73.66681,918,"Vermont","C",2,54,4,2,12,249,"Vermont_C",2.76061062995658,0.491150067187959,-3.44541897005897,-5.80837560984597,32.4,1265,39.25,531.5
"BAL_10_VT_A","BAL_10","BAL","NY","Core",44.16008,73.66681,918,"Vermont","A",6,21,2,6,7,195,"Vermont_A",2.76061062995658,0.491150067187959,-3.44541897005897,-5.80837560984597,32.4,1265,39.25,531.5
"BAL_10_VT_D","BAL_10","BAL","NY","Core",44.16008,73.66681,918,"Vermont","D",5,46,4,5,4,271,"Vermont_D",2.76061062995658,0.491150067187959,-3.44541897005897,-5.80837560984597,32.4,1265,39.25,531.5
"BAL_10_VT_E","BAL_10","BAL","NY","Core",44.16008,73.66681,918,"Vermont","E",2,7,1,2,7,200,"Vermont_E",2.76061062995658,0.491150067187959,-3.44541897005897,-5.80837560984597,32.4,1265,39.25,531.5
"BAL_10_NC_E","BAL_10","BAL","NY","Core",44.16008,73.66681,918,"North_Carolina","E",2,40,3,2,12,202,"North_Carolina_E",2.76061062995658,0.491150067187959,-9.85361058869086,-5.01016433622286,32.4,1265,37.75,53.5
"BAL_10_MD_B","BAL_10","BAL","NY","Core",44.16008,73.66681,918,"Maryland","B",5,46,4,5,4,204,"Maryland_B",2.76061062995658,0.491150067187959,-4.79104440324931,-3.53774746780395,32.4,1265,36.4,282.5
"BAL_10_MD_C","BAL_10","BAL","NY","Core",44.16008,73.66681,918,"Maryland","C",6,64,5,6,8,202,"Maryland_C",2.76061062995658,0.491150067187959,-4.79104440324931,-3.53774746780395,32.4,1265,36.4,282.5
"BAL_10_MD_E","BAL_10","BAL","NY","Core",44.16008,73.66681,918,"Maryland","E",2,26,2,2,12,203,"Maryland_E",2.76061062995658,0.491150067187959,-4.79104440324931,-3.53774746780395,32.4,1265,36.4,282.5
"BBE_01_VT_A","BBE_01","BBE","NH","Core",43.83596,71.55484,365,"Vermont","A",4,29,3,4,1,195,"Vermont_A",0.892297199307082,-2.21945830488208,-3.44541897005897,-5.80837560984597,35.2,933,39.25,531.5
"BBE_01_NC_A","BBE_01","BBE","NH","Core",43.83596,71.55484,365,"North_Carolina","A",4,5,1,4,5,202,"North_Carolina_A",0.892297199307082,-2.21945830488208,-9.85361058869086,-5.01016433622286,35.2,933,37.75,53.5
"BBE_01_NC_D","BBE_01","BBE","NH","Core",43.83596,71.55484,365,"North_Carolina","D",6,37,3,6,9,197,"North_Carolina_D",0.892297199307082,-2.21945830488208,-9.85361058869086,-5.01016433622286,35.2,933,37.75,53.5
