"","plant_ID","Family","Population","Location","Region","Latitude","Longitude","Elevation","mBed","Garden","Bed","BedRow","BedCol","Rack","RackRow","RackCol","initial_ht","Height_Fall2019","Growth"
"1356","EQU_04_NC_B","EQU_04","EQU","VT","Core",43.15425,73.12742,975,"NC_B","North_Carolina","B",2,19,2,2,5,32,39,7
"1357","EQU_04_NC_C","EQU_04","EQU","VT","Core",43.15425,73.12742,975,"NC_C","North_Carolina","C",2,55,4,2,13,25,32,7
"1358","EQU_04_NC_D","EQU_04","EQU","VT","Core",43.15425,73.12742,975,"NC_D","North_Carolina","D",4,61,5,4,5,29,38.5,9.5
"1359","EQU_04_VT_A","EQU_04","EQU","VT","Core",43.15425,73.12742,975,"VT_A","Vermont","A",2,55,4,2,13,12.5,18,5.5
"1360","EQU_04_VT_B","EQU_04","EQU","VT","Core",43.15425,73.12742,975,"VT_B","Vermont","B",4,12,1,4,10,23.5,31,7.5
"1361","EQU_04_VT_C","EQU_04","EQU","VT","Core",43.15425,73.12742,975,"VT_C","Vermont","C",4,34,3,4,6,28,30,2
"1362","EQU_04_VT_D","EQU_04","EQU","VT","Core",43.15425,73.12742,975,"VT_D","Vermont","D",3,50,4,3,8,18.5,30,11.5
"1363","EQU_04_VT_E","EQU_04","EQU","VT","Core",43.15425,73.12742,975,"VT_E","Vermont","E",2,33,3,2,5,6,19,13
"1364","EQU_05_MD_A","EQU_05","EQU","VT","Core",43.15975,73.1255,1023,"MD_A","Maryland","A",3,62,5,3,6,26,28.5,2.5
"1365","EQU_05_MD_B","EQU_05","EQU","VT","Core",43.15975,73.1255,1023,"MD_B","Maryland","B",6,24,2,6,8,29,37,8
"1366","EQU_05_MD_C","EQU_05","EQU","VT","Core",43.15975,73.1255,1023,"MD_C","Maryland","C",4,61,5,4,5,22,29,7
"1367","EQU_05_MD_D","EQU_05","EQU","VT","Core",43.15975,73.1255,1023,"MD_D","Maryland","D",6,65,5,6,9,20.5,31,10.5
"1368","EQU_05_MD_E","EQU_05","EQU","VT","Core",43.15975,73.1255,1023,"MD_E","Maryland","E",5,35,3,5,7,19,23,4
"1369","EQU_05_NC_A","EQU_05","EQU","VT","Core",43.15975,73.1255,1023,"NC_A","North_Carolina","A",6,50,4,6,8,24.5,30,5.5
"1370","EQU_05_NC_B","EQU_05","EQU","VT","Core",43.15975,73.1255,1023,"NC_B","North_Carolina","B",4,61,5,4,5,21.5,30.5,9
"1371","EQU_05_NC_C","EQU_05","EQU","VT","Core",43.15975,73.1255,1023,"NC_C","North_Carolina","C",6,65,5,6,9,20,26.5,6.5
"1372","EQU_05_NC_D","EQU_05","EQU","VT","Core",43.15975,73.1255,1023,"NC_D","North_Carolina","D",3,62,5,3,6,20,24,4
"1373","EQU_05_NC_E","EQU_05","EQU","VT","Core",43.15975,73.1255,1023,"NC_E","North_Carolina","E",5,49,4,5,7,20.5,24.5,4
"1374","EQU_05_VT_A","EQU_05","EQU","VT","Core",43.15975,73.1255,1023,"VT_A","Vermont","A",2,6,1,2,6,17.5,22,4.5
"1375","EQU_05_VT_B","EQU_05","EQU","VT","Core",43.15975,73.1255,1023,"VT_B","Vermont","B",5,11,1,5,9,15.5,20,4.5
"1376","EQU_05_VT_C","EQU_05","EQU","VT","Core",43.15975,73.1255,1023,"VT_C","Vermont","C",5,21,2,5,7,18,26,8
"1377","EQU_05_VT_D","EQU_05","EQU","VT","Core",43.15975,73.1255,1023,"VT_D","Vermont","D",6,22,2,6,8,18,18,0
"1378","EQU_05_VT_E","EQU_05","EQU","VT","Core",43.15975,73.1255,1023,"VT_E","Vermont","E",4,10,1,4,10,28.5,32,3.5
"1379","EQU_06_MD_A","EQU_06","EQU","VT","Core",43.1619,73.12386,1063,"MD_A","Maryland","A",6,64,5,6,8,8.5,18,9.5
"1380","EQU_06_MD_B","EQU_06","EQU","VT","Core",43.1619,73.12386,1063,"MD_B","Maryland","B",6,53,4,6,9,10,11.5,1.5
"1381","EQU_06_MD_C","EQU_06","EQU","VT","Core",43.1619,73.12386,1063,"MD_C","Maryland","C",4,63,5,4,7,9,18,9
"1382","EQU_06_MD_D","EQU_06","EQU","VT","Core",43.1619,73.12386,1063,"MD_D","Maryland","D",5,35,3,5,7,20.5,20.5,0
"1383","EQU_06_MD_E","EQU_06","EQU","VT","Core",43.1619,73.12386,1063,"MD_E","Maryland","E",2,59,5,2,3,10.5,27,16.5
"1384","EQU_06_NC_A","EQU_06","EQU","VT","Core",43.1619,73.12386,1063,"NC_A","North_Carolina","A",6,23,2,6,9,15,25.5,10.5
"1385","EQU_06_NC_B","EQU_06","EQU","VT","Core",43.1619,73.12386,1063,"NC_B","North_Carolina","B",4,63,5,4,7,6.5,22,15.5
"1386","EQU_06_NC_C","EQU_06","EQU","VT","Core",43.1619,73.12386,1063,"NC_C","North_Carolina","C",5,49,4,5,7,14,24,10
"1387","EQU_06_NC_D","EQU_06","EQU","VT","Core",43.1619,73.12386,1063,"NC_D","North_Carolina","D",6,64,5,6,8,12,17,5
"1388","EQU_06_NC_E","EQU_06","EQU","VT","Core",43.1619,73.12386,1063,"NC_E","North_Carolina","E",2,59,5,2,3,12,13,1
"1389","EQU_06_VT_A","EQU_06","EQU","VT","Core",43.1619,73.12386,1063,"VT_A","Vermont","A",5,49,4,5,7,23.5,38.5,15
"1390","EQU_06_VT_B","EQU_06","EQU","VT","Core",43.1619,73.12386,1063,"VT_B","Vermont","B",2,8,1,2,7,7,12.5,5.5
"1391","EQU_06_VT_C","EQU_06","EQU","VT","Core",43.1619,73.12386,1063,"VT_C","Vermont","C",2,59,5,2,3,24.5,27,2.5
"1392","EQU_06_VT_D","EQU_06","EQU","VT","Core",43.1619,73.12386,1063,"VT_D","Vermont","D",6,51,4,6,9,16.5,24,7.5
"1393","EQU_06_VT_E","EQU_06","EQU","VT","Core",43.1619,73.12386,1063,"VT_E","Vermont","E",4,8,1,4,8,6.5,11,4.5
"1394","ESC_01_MD_A","ESC_01","ESC","NY","Core",42.19985,74.03118,678,"MD_A","Maryland","A",6,69,5,6,13,14,14.5,0.5
"1395","ESC_01_MD_B","ESC_01","ESC","NY","Core",42.19985,74.03118,678,"MD_B","Maryland","B",5,12,1,5,10,18,32,14
"1396","ESC_01_MD_C","ESC_01","ESC","NY","Core",42.19985,74.03118,678,"MD_C","Maryland","C",5,12,1,5,12,26,43.5,17.5
"1397","ESC_01_MD_D","ESC_01","ESC","NY","Core",42.19985,74.03118,678,"MD_D","Maryland","D",5,61,5,5,5,21,28.5,7.5
"1398","ESC_01_MD_E","ESC_01","ESC","NY","Core",42.19985,74.03118,678,"MD_E","Maryland","E",4,57,5,4,1,7.5,18,10.5
"1399","ESC_01_NC_A","ESC_01","ESC","NY","Core",42.19985,74.03118,678,"NC_A","North_Carolina","A",3,61,5,3,5,15,32.5,17.5
"1400","ESC_01_NC_B","ESC_01","ESC","NY","Core",42.19985,74.03118,678,"NC_B","North_Carolina","B",5,12,1,5,12,33,44,11
"1401","ESC_01_NC_C","ESC_01","ESC","NY","Core",42.19985,74.03118,678,"NC_C","North_Carolina","C",5,61,5,5,5,5.5,10,4.5
"1402","ESC_01_NC_D","ESC_01","ESC","NY","Core",42.19985,74.03118,678,"NC_D","North_Carolina","D",6,69,5,6,13,20.5,29,8.5
"1403","ESC_01_NC_E","ESC_01","ESC","NY","Core",42.19985,74.03118,678,"NC_E","North_Carolina","E",4,57,5,4,1,14,22,8
"1404","ESC_01_VT_A","ESC_01","ESC","NY","Core",42.19985,74.03118,678,"VT_A","Vermont","A",3,10,1,3,10,19,29,10
"1405","ESC_01_VT_B","ESC_01","ESC","NY","Core",42.19985,74.03118,678,"VT_B","Vermont","B",2,2,1,2,2,27,30,3
"1406","ESC_01_VT_C","ESC_01","ESC","NY","Core",42.19985,74.03118,678,"VT_C","Vermont","C",4,57,5,4,1,5.5,20,14.5
"1407","ESC_01_VT_D","ESC_01","ESC","NY","Core",42.19985,74.03118,678,"VT_D","Vermont","D",3,61,5,3,5,11,27,16
"1408","ESC_01_VT_E","ESC_01","ESC","NY","Core",42.19985,74.03118,678,"VT_E","Vermont","E",3,59,5,3,3,21,44,23
"1409","ESC_02_MD_A","ESC_02","ESC","NY","Core",42.20077,74.03092,685,"MD_A","Maryland","A",3,26,2,3,12,6.5,21.5,15
"1410","ESC_02_MD_B","ESC_02","ESC","NY","Core",42.20077,74.03092,685,"MD_B","Maryland","B",5,27,2,5,11,10,19.5,9.5
"1411","ESC_02_MD_C","ESC_02","ESC","NY","Core",42.20077,74.03092,685,"MD_C","Maryland","C",3,11,1,3,11,16,28,12
"1412","ESC_02_MD_D","ESC_02","ESC","NY","Core",42.20077,74.03092,685,"MD_D","Maryland","D",5,27,2,5,13,18.5,34,15.5
"1413","ESC_02_MD_E","ESC_02","ESC","NY","Core",42.20077,74.03092,685,"MD_E","Maryland","E",5,29,3,5,1,12,21,9
"1414","ESC_02_NC_A","ESC_02","ESC","NY","Core",42.20077,74.03092,685,"NC_A","North_Carolina","A",5,53,4,5,11,16,40.5,24.5
"1415","ESC_02_NC_B","ESC_02","ESC","NY","Core",42.20077,74.03092,685,"NC_B","North_Carolina","B",3,11,1,3,11,32.5,51.5,19
"1416","ESC_02_NC_C","ESC_02","ESC","NY","Core",42.20077,74.03092,685,"NC_C","North_Carolina","C",5,27,2,5,13,10,26,16
"1417","ESC_02_NC_D","ESC_02","ESC","NY","Core",42.20077,74.03092,685,"NC_D","North_Carolina","D",3,40,3,3,12,16,29.5,13.5
"1418","ESC_02_NC_E","ESC_02","ESC","NY","Core",42.20077,74.03092,685,"NC_E","North_Carolina","E",5,43,4,5,1,18,22,4
"1419","ESC_02_VT_A","ESC_02","ESC","NY","Core",42.20077,74.03092,685,"VT_A","Vermont","A",5,41,3,5,13,18.5,35,16.5
"1420","ESC_02_VT_B","ESC_02","ESC","NY","Core",42.20077,74.03092,685,"VT_B","Vermont","B",3,42,3,3,12,13,18.5,5.5
"1421","ESC_02_VT_C","ESC_02","ESC","NY","Core",42.20077,74.03092,685,"VT_C","Vermont","C",5,15,2,5,1,24,38,14
"1422","ESC_02_VT_D","ESC_02","ESC","NY","Core",42.20077,74.03092,685,"VT_D","Vermont","D",5,25,2,5,11,18,29.5,11.5
"1423","ESC_02_VT_E","ESC_02","ESC","NY","Core",42.20077,74.03092,685,"VT_E","Vermont","E",5,60,5,5,4,29.5,49,19.5
"1424","ESC_03_MD_A","ESC_03","ESC","NY","Core",42.20205,74.02971,694,"MD_A","Maryland","A",3,15,2,3,1,13,15,2
"1425","ESC_03_MD_B","ESC_03","ESC","NY","Core",42.20205,74.02971,694,"MD_B","Maryland","B",4,24,2,4,8,23,32.5,9.5
"1426","ESC_03_MD_C","ESC_03","ESC","NY","Core",42.20205,74.02971,694,"MD_C","Maryland","C",5,61,5,5,5,11,26,15
"1427","ESC_03_MD_D","ESC_03","ESC","NY","Core",42.20205,74.02971,694,"MD_D","Maryland","D",3,60,5,3,4,23.5,32.5,9
"1428","ESC_03_MD_E","ESC_03","ESC","NY","Core",42.20205,74.02971,694,"MD_E","Maryland","E",4,51,4,4,9,6,19.5,13.5
"1429","ESC_03_NC_A","ESC_03","ESC","NY","Core",42.20205,74.02971,694,"NC_A","North_Carolina","A",4,50,4,4,8,11,19.5,8.5
"1430","ESC_03_NC_C","ESC_03","ESC","NY","Core",42.20205,74.02971,694,"NC_C","North_Carolina","C",3,60,5,3,4,7,12.5,5.5
"1431","ESC_03_NC_D","ESC_03","ESC","NY","Core",42.20205,74.02971,694,"NC_D","North_Carolina","D",3,29,3,3,1,17.5,46,28.5
"1432","ESC_03_VT_A","ESC_03","ESC","NY","Core",42.20205,74.02971,694,"VT_A","Vermont","A",5,11,1,5,11,20.5,29.5,9
"1433","ESC_03_VT_B","ESC_03","ESC","NY","Core",42.20205,74.02971,694,"VT_B","Vermont","B",3,31,3,3,1,12.5,24,11.5
"1434","ESC_03_VT_C","ESC_03","ESC","NY","Core",42.20205,74.02971,694,"VT_C","Vermont","C",4,37,3,4,9,5,14.5,9.5
"1435","ESC_03_VT_D","ESC_03","ESC","NY","Core",42.20205,74.02971,694,"VT_D","Vermont","D",4,22,2,4,8,14.5,16,1.5
"1436","ESC_03_VT_E","ESC_03","ESC","NY","Core",42.20205,74.02971,694,"VT_E","Vermont","E",3,10,1,3,10,9,16,7
"1437","ESC_04_MD_A","ESC_04","ESC","NY","Core",42.20549,74.03112,730,"MD_A","Maryland","A",2,54,4,2,12,14,24.5,10.5
"1438","ESC_04_MD_B","ESC_04","ESC","NY","Core",42.20549,74.03112,730,"MD_B","Maryland","B",4,34,3,4,4,16.5,32.5,16
"1439","ESC_04_MD_C","ESC_04","ESC","NY","Core",42.20549,74.03112,730,"MD_C","Maryland","C",6,2,1,6,2,11,28.5,17.5
"1440","ESC_04_MD_D","ESC_04","ESC","NY","Core",42.20549,74.03112,730,"MD_D","Maryland","D",2,20,2,2,6,11.5,21.5,10
"1441","ESC_04_MD_E","ESC_04","ESC","NY","Core",42.20549,74.03112,730,"MD_E","Maryland","E",3,53,4,3,11,16,28.5,12.5
"1442","ESC_04_NC_A","ESC_04","ESC","NY","Core",42.20549,74.03112,730,"NC_A","North_Carolina","A",4,32,3,4,4,5,7.5,2.5
"1443","ESC_04_NC_B","ESC_04","ESC","NY","Core",42.20549,74.03112,730,"NC_B","North_Carolina","B",6,2,1,6,2,22,34.5,12.5
"1444","ESC_04_NC_C","ESC_04","ESC","NY","Core",42.20549,74.03112,730,"NC_C","North_Carolina","C",2,20,2,2,6,3.5,6.5,3
"1445","ESC_04_NC_D","ESC_04","ESC","NY","Core",42.20549,74.03112,730,"NC_D","North_Carolina","D",2,54,4,2,12,16,17.5,1.5
"1446","ESC_04_VT_A","ESC_04","ESC","NY","Core",42.20549,74.03112,730,"VT_A","Vermont","A",2,34,3,2,6,4,7.5,3.5
"1447","ESC_04_VT_B","ESC_04","ESC","NY","Core",42.20549,74.03112,730,"VT_B","Vermont","B",2,27,2,2,12,26,26.5,0.5
"1448","ESC_04_VT_C","ESC_04","ESC","NY","Core",42.20549,74.03112,730,"VT_C","Vermont","C",3,39,3,3,11,11.5,20,8.5
"1449","ESC_04_VT_D","ESC_04","ESC","NY","Core",42.20549,74.03112,730,"VT_D","Vermont","D",4,32,3,4,4,13,22,9
"1450","ESC_04_VT_E","ESC_04","ESC","NY","Core",42.20549,74.03112,730,"VT_E","Vermont","E",2,69,5,2,13,32,42,10
"1451","ESC_05_MD_A","ESC_05","ESC","NY","Core",42.21354,74.03379,792,"MD_A","Maryland","A",3,64,5,3,8,18,25.5,7.5
"1452","ESC_05_MD_B","ESC_05","ESC","NY","Core",42.21354,74.03379,792,"MD_B","Maryland","B",3,63,5,3,6,10.5,11,0.5
"1453","ESC_05_MD_C","ESC_05","ESC","NY","Core",42.21354,74.03379,792,"MD_C","Maryland","C",3,26,2,3,12,23.5,35,11.5
"1454","ESC_05_MD_D","ESC_05","ESC","NY","Core",42.21354,74.03379,792,"MD_D","Maryland","D",3,9,1,3,9,14,15,1
"1455","ESC_05_MD_E","ESC_05","ESC","NY","Core",42.21354,74.03379,792,"MD_E","Maryland","E",5,3,1,5,3,23.5,33.5,10
"1456","ESC_05_NC_A","ESC_05","ESC","NY","Core",42.21354,74.03379,792,"NC_A","North_Carolina","A",5,9,1,5,9,21,27,6
"1457","ESC_05_NC_B","ESC_05","ESC","NY","Core",42.21354,74.03379,792,"NC_B","North_Carolina","B",3,26,2,3,12,7.5,12,4.5
"1458","ESC_05_NC_C","ESC_05","ESC","NY","Core",42.21354,74.03379,792,"NC_C","North_Carolina","C",3,9,1,3,9,18,31.5,13.5
"1459","ESC_05_NC_D","ESC_05","ESC","NY","Core",42.21354,74.03379,792,"NC_D","North_Carolina","D",3,64,5,3,8,24.5,31,6.5
"1460","ESC_05_VT_A","ESC_05","ESC","NY","Core",42.21354,74.03379,792,"VT_A","Vermont","A",5,62,5,5,6,8,9,1
"1461","ESC_05_VT_B","ESC_05","ESC","NY","Core",42.21354,74.03379,792,"VT_B","Vermont","B",5,9,1,5,7,4.5,7.5,3
"1462","ESC_05_VT_C","ESC_05","ESC","NY","Core",42.21354,74.03379,792,"VT_C","Vermont","C",5,3,1,5,3,12.5,24,11.5
"1463","ESC_05_VT_D","ESC_05","ESC","NY","Core",42.21354,74.03379,792,"VT_D","Vermont","D",5,9,1,5,9,16.5,31,14.5
"1464","ESC_05_VT_E","ESC_05","ESC","NY","Core",42.21354,74.03379,792,"VT_E","Vermont","E",3,40,3,3,12,11.5,27.5,16
"1465","ESC_06_MD_A","ESC_06","ESC","NY","Core",42.21471,74.03587,829,"MD_A","Maryland","A",5,54,4,5,12,12.5,24.5,12
"1466","ESC_06_MD_B","ESC_06","ESC","NY","Core",42.21471,74.03587,829,"MD_B","Maryland","B",2,31,3,2,2,17,33.5,16.5
"1467","ESC_06_MD_C","ESC_06","ESC","NY","Core",42.21471,74.03587,829,"MD_C","Maryland","C",5,63,5,5,7,13,30,17
"1468","ESC_06_MD_D","ESC_06","ESC","NY","Core",42.21471,74.03587,829,"MD_D","Maryland","D",2,25,2,2,11,15.5,35.5,20
"1469","ESC_06_MD_E","ESC_06","ESC","NY","Core",42.21471,74.03587,829,"MD_E","Maryland","E",2,42,3,2,14,12,15.5,3.5
"1470","ESC_06_NC_A","ESC_06","ESC","NY","Core",42.21471,74.03587,829,"NC_A","North_Carolina","A",2,30,3,2,2,9.5,18.5,9
"1471","ESC_06_NC_B","ESC_06","ESC","NY","Core",42.21471,74.03587,829,"NC_B","North_Carolina","B",5,63,5,5,7,13,17,4
"1472","ESC_06_NC_C","ESC_06","ESC","NY","Core",42.21471,74.03587,829,"NC_C","North_Carolina","C",2,25,2,2,11,21,24.5,3.5
"1473","ESC_06_NC_D","ESC_06","ESC","NY","Core",42.21471,74.03587,829,"NC_D","North_Carolina","D",5,54,4,5,12,14,20,6
"1474","ESC_06_NC_E","ESC_06","ESC","NY","Core",42.21471,74.03587,829,"NC_E","North_Carolina","E",2,56,4,2,14,6.5,14.5,8
"1475","ESC_06_VT_A","ESC_06","ESC","NY","Core",42.21471,74.03587,829,"VT_A","Vermont","A",2,39,3,2,11,19.5,21.5,2
"1476","ESC_06_VT_B","ESC_06","ESC","NY","Core",42.21471,74.03587,829,"VT_B","Vermont","B",5,28,2,5,12,8.5,22,13.5
"1477","ESC_06_VT_C","ESC_06","ESC","NY","Core",42.21471,74.03587,829,"VT_C","Vermont","C",2,28,2,2,14,7,20,13
"1478","ESC_06_VT_D","ESC_06","ESC","NY","Core",42.21471,74.03587,829,"VT_D","Vermont","D",2,30,3,2,2,8.5,18,9.5
"1479","ESC_06_VT_E","ESC_06","ESC","NY","Core",42.21471,74.03587,829,"VT_E","Vermont","E",3,8,1,3,8,15,28,13
"1480","G13_01_MD_A","G13_01","G13","PA","Margin",41.41342,76.29673,641,"MD_A","Maryland","A",3,37,3,3,9,13.5,19.5,6
"1481","G13_01_MD_B","G13_01","G13","PA","Margin",41.41342,76.29673,641,"MD_B","Maryland","B",5,13,1,5,11,23.5,41.5,18
"1482","G13_01_MD_C","G13_01","G13","PA","Margin",41.41342,76.29673,641,"MD_C","Maryland","C",5,6,1,5,6,12,28,16
"1483","G13_01_MD_D","G13_01","G13","PA","Margin",41.41342,76.29673,641,"MD_D","Maryland","D",6,52,4,6,10,19.5,32.5,13
"1484","G13_01_MD_E","G13_01","G13","PA","Margin",41.41342,76.29673,641,"MD_E","Maryland","E",4,36,3,4,8,11,19,8
"1485","G13_01_NC_A","G13_01","G13","PA","Margin",41.41342,76.29673,641,"NC_A","North_Carolina","A",3,60,5,3,4,4,7.5,3.5
"1486","G13_01_NC_B","G13_01","G13","PA","Margin",41.41342,76.29673,641,"NC_B","North_Carolina","B",5,6,1,5,6,23.5,32.5,9
"1487","G13_01_NC_C","G13_01","G13","PA","Margin",41.41342,76.29673,641,"NC_C","North_Carolina","C",6,38,3,6,10,13,18,5
"1488","G13_01_NC_D","G13_01","G13","PA","Margin",41.41342,76.29673,641,"NC_D","North_Carolina","D",3,23,2,3,9,7,17.5,10.5
"1489","G13_01_NC_E","G13_01","G13","PA","Margin",41.41342,76.29673,641,"NC_E","North_Carolina","E",4,50,4,4,8,19,26.5,7.5
"1490","G13_01_VT_A","G13_01","G13","PA","Margin",41.41342,76.29673,641,"VT_A","Vermont","A",6,24,2,6,10,20.5,39,18.5
"1491","G13_01_VT_B","G13_01","G13","PA","Margin",41.41342,76.29673,641,"VT_B","Vermont","B",3,53,4,3,9,16.5,22.5,6
"1492","G13_01_VT_C","G13_01","G13","PA","Margin",41.41342,76.29673,641,"VT_C","Vermont","C",4,22,2,4,8,9,16,7
"1493","G13_01_VT_D","G13_01","G13","PA","Margin",41.41342,76.29673,641,"VT_D","Vermont","D",3,60,5,3,4,21,43.5,22.5
"1494","G13_01_VT_E","G13_01","G13","PA","Margin",41.41342,76.29673,641,"VT_E","Vermont","E",3,65,5,3,9,20.5,30.5,10
"1495","G13_02_MD_A","G13_02","G13","PA","Margin",41.41315,76.29758,639,"MD_A","Maryland","A",5,64,5,5,8,32.5,41,8.5
"1496","G13_02_MD_B","G13_02","G13","PA","Margin",41.41315,76.29758,639,"MD_B","Maryland","B",6,69,5,6,13,15,20.5,5.5
"1497","G13_02_MD_C","G13_02","G13","PA","Margin",41.41315,76.29758,639,"MD_C","Maryland","C",2,23,2,2,9,31,34.5,3.5
"1498","G13_02_MD_D","G13_02","G13","PA","Margin",41.41315,76.29758,639,"MD_D","Maryland","D",2,23,2,2,9,20,34,14
"1499","G13_02_MD_E","G13_02","G13","PA","Margin",41.41315,76.29758,639,"MD_E","Maryland","E",3,22,2,3,8,13,31.5,18.5
"1500","G13_02_NC_A","G13_02","G13","PA","Margin",41.41315,76.29758,639,"NC_A","North_Carolina","A",2,2,1,2,2,24,35.5,11.5
"1501","G13_02_NC_B","G13_02","G13","PA","Margin",41.41315,76.29758,639,"NC_B","North_Carolina","B",2,23,2,2,9,9.5,19.5,10
"1502","G13_02_NC_C","G13_02","G13","PA","Margin",41.41315,76.29758,639,"NC_C","North_Carolina","C",2,23,2,2,9,16.5,25,8.5
"1503","G13_02_NC_D","G13_02","G13","PA","Margin",41.41315,76.29758,639,"NC_D","North_Carolina","D",5,64,5,5,8,17,18,1
"1504","G13_02_NC_E","G13_02","G13","PA","Margin",41.41315,76.29758,639,"NC_E","North_Carolina","E",3,36,3,3,8,23.5,34,10.5
"1505","G13_02_VT_A","G13_02","G13","PA","Margin",41.41315,76.29758,639,"VT_A","Vermont","A",2,37,3,2,9,20,31,11
"1506","G13_02_VT_B","G13_02","G13","PA","Margin",41.41315,76.29758,639,"VT_B","Vermont","B",3,8,1,3,7,12,30,18
"1507","G13_02_VT_C","G13_02","G13","PA","Margin",41.41315,76.29758,639,"VT_C","Vermont","C",3,50,4,3,8,15.5,30,14.5
"1508","G13_02_VT_D","G13_02","G13","PA","Margin",41.41315,76.29758,639,"VT_D","Vermont","D",2,2,1,2,2,25,40.5,15.5
"1509","G13_02_VT_E","G13_02","G13","PA","Margin",41.41315,76.29758,639,"VT_E","Vermont","E",2,37,3,2,9,15,29,14
"1510","G13_03_MD_A","G13_03","G13","PA","Margin",41.41275,76.29931,634,"MD_A","Maryland","A",6,24,2,6,10,15,31,16
"1511","G13_03_MD_B","G13_03","G13","PA","Margin",41.41275,76.29931,634,"MD_B","Maryland","B",4,30,2,4,14,14,18.5,4.5
"1512","G13_03_MD_C","G13_03","G13","PA","Margin",41.41275,76.29931,634,"MD_C","Maryland","C",3,48,4,3,6,14,28.5,14.5
"1513","G13_03_MD_D","G13_03","G13","PA","Margin",41.41275,76.29931,634,"MD_D","Maryland","D",6,15,2,6,1,12.5,27.5,15
"1514","G13_03_MD_E","G13_03","G13","PA","Margin",41.41275,76.29931,634,"MD_E","Maryland","E",4,47,4,4,5,12,35,23
"1515","G13_03_NC_A","G13_03","G13","PA","Margin",41.41275,76.29931,634,"NC_A","North_Carolina","A",4,56,4,4,14,13,38.5,25.5
"1516","G13_03_NC_B","G13_03","G13","PA","Margin",41.41275,76.29931,634,"NC_B","North_Carolina","B",3,34,3,3,6,20.5,34.5,14
"1517","G13_03_NC_C","G13_03","G13","PA","Margin",41.41275,76.29931,634,"NC_C","North_Carolina","C",6,15,2,6,1,19.5,38,18.5
"1518","G13_03_NC_D","G13_03","G13","PA","Margin",41.41275,76.29931,634,"NC_D","North_Carolina","D",6,38,3,6,10,19,31.5,12.5
"1519","G13_03_VT_A","G13_03","G13","PA","Margin",41.41275,76.29931,634,"VT_A","Vermont","A",6,29,3,6,1,26.5,43.5,17
"1520","G13_03_VT_B","G13_03","G13","PA","Margin",41.41275,76.29931,634,"VT_B","Vermont","B",6,40,3,6,10,25.5,45,19.5
"1521","G13_03_VT_C","G13_03","G13","PA","Margin",41.41275,76.29931,634,"VT_C","Vermont","C",4,33,3,4,5,13,30.5,17.5
"1522","G13_03_VT_D","G13_03","G13","PA","Margin",41.41275,76.29931,634,"VT_D","Vermont","D",4,28,2,4,14,10,31,21
"1523","G13_03_VT_E","G13_03","G13","PA","Margin",41.41275,76.29931,634,"VT_E","Vermont","E",3,48,4,3,6,12,27,15
"1524","G13_04_MD_A","G13_04","G13","PA","Margin",41.41232,76.29998,637,"MD_A","Maryland","A",5,22,2,5,8,14,23,9
"1525","G13_04_MD_B","G13_04","G13","PA","Margin",41.41232,76.29998,637,"MD_B","Maryland","B",5,28,2,5,12,17.5,33.5,16
"1526","G13_04_MD_C","G13_04","G13","PA","Margin",41.41232,76.29998,637,"MD_C","Maryland","C",2,27,2,2,13,15.5,41.5,26
"1527","G13_04_MD_D","G13_04","G13","PA","Margin",41.41232,76.29998,637,"MD_D","Maryland","D",4,66,5,4,10,20.5,42.5,22
"1528","G13_04_MD_E","G13_04","G13","PA","Margin",41.41232,76.29998,637,"MD_E","Maryland","E",2,46,4,2,4,7,28.5,21.5
"1529","G13_04_NC_A","G13_04","G13","PA","Margin",41.41232,76.29998,637,"NC_A","North_Carolina","A",5,54,4,5,12,9,23.5,14.5
"1530","G13_04_NC_B","G13_04","G13","PA","Margin",41.41232,76.29998,637,"NC_B","North_Carolina","B",2,27,2,2,13,19,26.5,7.5
"1531","G13_04_NC_C","G13_04","G13","PA","Margin",41.41232,76.29998,637,"NC_C","North_Carolina","C",4,66,5,4,10,20,31.5,11.5
"1532","G13_04_NC_D","G13_04","G13","PA","Margin",41.41232,76.29998,637,"NC_D","North_Carolina","D",5,36,3,5,8,19,32,13
"1533","G13_04_VT_A","G13_04","G13","PA","Margin",41.41232,76.29998,637,"VT_A","Vermont","A",4,5,1,4,5,15.5,31,15.5
"1534","G13_04_VT_B","G13_04","G13","PA","Margin",41.41232,76.29998,637,"VT_B","Vermont","B",5,38,3,5,8,17.5,44.5,27
"1535","G13_04_VT_C","G13_04","G13","PA","Margin",41.41232,76.29998,637,"VT_C","Vermont","C",2,32,3,2,4,19,41.5,22.5
"1536","G13_04_VT_D","G13_04","G13","PA","Margin",41.41232,76.29998,637,"VT_D","Vermont","D",5,26,2,5,12,22,31,9
"1537","G13_04_VT_E","G13_04","G13","PA","Margin",41.41232,76.29998,637,"VT_E","Vermont","E",2,41,3,2,13,10,31,21
"1538","G13_05_MD_A","G13_05","G13","PA","Margin",41.41286,76.2958,640,"MD_A","Maryland","A",2,26,2,2,12,19,36,17
"1539","G13_05_MD_B","G13_05","G13","PA","Margin",41.41286,76.2958,640,"MD_B","Maryland","B",5,4,1,5,3,11,22,11
"1540","G13_05_MD_C","G13_05","G13","PA","Margin",41.41286,76.2958,640,"MD_C","Maryland","C",5,24,2,5,10,12.5,23,10.5
