"","plant_ID","Family","Population","Location","Region","Latitude","Longitude","Elevation","mBed","Garden","Bed","BedRow","BedCol","Rack","RackRow","RackCol","initial_ht","Height_Fall2019","Growth"
"3716","SAV_04_NC_C","SAV_04","SAV","MA","Core",42.65836,73.05849,564,"NC_C","North_Carolina","C",5,30,3,5,2,10,29.5,19.5
"3717","SAV_04_NC_D","SAV_04","SAV","MA","Core",42.65836,73.05849,564,"NC_D","North_Carolina","D",5,3,1,5,3,25,33,8
"3718","SAV_04_NC_E","SAV_04","SAV","MA","Core",42.65836,73.05849,564,"NC_E","North_Carolina","E",2,67,5,2,11,9,22,13
"3719","SAV_04_VT_A","SAV_04","SAV","MA","Core",42.65836,73.05849,564,"VT_A","Vermont","A",5,16,2,5,2,12.5,13.5,1
"3720","SAV_04_VT_B","SAV_04","SAV","MA","Core",42.65836,73.05849,564,"VT_B","Vermont","B",3,68,5,3,12,15,29,14
"3721","SAV_04_VT_C","SAV_04","SAV","MA","Core",42.65836,73.05849,564,"VT_C","Vermont","C",2,67,5,2,11,12,36,24
"3722","SAV_04_VT_D","SAV_04","SAV","MA","Core",42.65836,73.05849,564,"VT_D","Vermont","D",2,58,5,2,2,7,23,16
"3723","SAV_04_VT_E","SAV_04","SAV","MA","Core",42.65836,73.05849,564,"VT_E","Vermont","E",2,55,4,2,13,22,47,25
"3724","SAV_05_MD_A","SAV_05","SAV","MA","Core",42.65893,73.05984,572,"MD_A","Maryland","A",4,46,4,4,4,14.5,25,10.5
"3725","SAV_05_MD_B","SAV_05","SAV","MA","Core",42.65893,73.05984,572,"MD_B","Maryland","B",5,20,2,5,4,16,35.5,19.5
"3726","SAV_05_MD_C","SAV_05","SAV","MA","Core",42.65893,73.05984,572,"MD_C","Maryland","C",6,13,1,6,13,31,38.5,7.5
"3727","SAV_05_MD_D","SAV_05","SAV","MA","Core",42.65893,73.05984,572,"MD_D","Maryland","D",5,6,1,5,6,17.5,35,17.5
"3728","SAV_05_MD_E","SAV_05","SAV","MA","Core",42.65893,73.05984,572,"MD_E","Maryland","E",3,31,3,3,3,12,15,3
"3729","SAV_05_NC_A","SAV_05","SAV","MA","Core",42.65893,73.05984,572,"NC_A","North_Carolina","A",5,46,4,5,4,21,32.5,11.5
"3730","SAV_05_NC_B","SAV_05","SAV","MA","Core",42.65893,73.05984,572,"NC_B","North_Carolina","B",6,13,1,6,13,17,27,10
"3731","SAV_05_NC_C","SAV_05","SAV","MA","Core",42.65893,73.05984,572,"NC_C","North_Carolina","C",5,6,1,5,6,18.5,24.5,6
"3732","SAV_05_NC_D","SAV_05","SAV","MA","Core",42.65893,73.05984,572,"NC_D","North_Carolina","D",4,46,4,4,4,36.5,42,5.5
"3733","SAV_05_NC_E","SAV_05","SAV","MA","Core",42.65893,73.05984,572,"NC_E","North_Carolina","E",3,45,4,3,3,20.5,29.5,9
"3734","SAV_05_VT_A","SAV_05","SAV","MA","Core",42.65893,73.05984,572,"VT_A","Vermont","A",3,65,5,3,9,15,25.5,10.5
"3735","SAV_05_VT_B","SAV_05","SAV","MA","Core",42.65893,73.05984,572,"VT_B","Vermont","B",4,20,2,4,4,22,23.5,1.5
"3736","SAV_05_VT_C","SAV_05","SAV","MA","Core",42.65893,73.05984,572,"VT_C","Vermont","C",3,17,2,3,3,35.5,38.5,3
"3737","SAV_05_VT_D","SAV_05","SAV","MA","Core",42.65893,73.05984,572,"VT_D","Vermont","D",5,18,2,5,4,18,42,24
"3738","SAV_05_VT_E","SAV_05","SAV","MA","Core",42.65893,73.05984,572,"VT_E","Vermont","E",2,58,5,2,2,28.5,34,5.5
"3739","SAV_06_MD_A","SAV_06","SAV","MA","Core",42.6589,73.06075,577,"MD_A","Maryland","A",2,11,1,2,11,25.5,33,7.5
"3740","SAV_06_MD_C","SAV_06","SAV","MA","Core",42.6589,73.06075,577,"MD_C","Maryland","C",6,35,3,6,7,18.5,36,17.5
"3741","SAV_06_MD_D","SAV_06","SAV","MA","Core",42.6589,73.06075,577,"MD_D","Maryland","D",5,47,4,5,5,30.5,39,8.5
"3742","SAV_06_MD_E","SAV_06","SAV","MA","Core",42.6589,73.06075,577,"MD_E","Maryland","E",4,24,2,4,10,26.5,58.5,32
"3743","SAV_06_NC_A","SAV_06","SAV","MA","Core",42.6589,73.06075,577,"NC_A","North_Carolina","A",5,25,2,5,11,22.5,45,22.5
"3744","SAV_06_NC_B","SAV_06","SAV","MA","Core",42.6589,73.06075,577,"NC_B","North_Carolina","B",6,49,4,6,7,23.5,35.5,12
"3745","SAV_06_NC_C","SAV_06","SAV","MA","Core",42.6589,73.06075,577,"NC_C","North_Carolina","C",5,33,3,5,5,25.5,40.5,15
"3746","SAV_06_NC_D","SAV_06","SAV","MA","Core",42.6589,73.06075,577,"NC_D","North_Carolina","D",2,11,1,2,11,11.5,22,10.5
"3747","SAV_06_NC_E","SAV_06","SAV","MA","Core",42.6589,73.06075,577,"NC_E","North_Carolina","E",4,38,3,4,10,28,34,6
"3748","SAV_06_VT_A","SAV_06","SAV","MA","Core",42.6589,73.06075,577,"VT_A","Vermont","A",5,19,2,5,5,17,32.5,15.5
"3749","SAV_06_VT_B","SAV_06","SAV","MA","Core",42.6589,73.06075,577,"VT_B","Vermont","B",6,62,5,6,4,18,26.5,8.5
"3750","SAV_06_VT_C","SAV_06","SAV","MA","Core",42.6589,73.06075,577,"VT_C","Vermont","C",4,52,4,4,10,23,32,9
"3751","SAV_06_VT_D","SAV_06","SAV","MA","Core",42.6589,73.06075,577,"VT_D","Vermont","D",5,53,4,5,11,5,7.5,2.5
"3752","SAV_06_VT_E","SAV_06","SAV","MA","Core",42.6589,73.06075,577,"VT_E","Vermont","E",6,21,2,6,7,17.5,36.5,19
"3753","SAV_07_MD_A","SAV_07","SAV","MA","Core",42.65743,73.06254,612,"MD_A","Maryland","A",4,5,1,4,5,14,19.5,5.5
"3754","SAV_07_MD_B","SAV_07","SAV","MA","Core",42.65743,73.06254,612,"MD_B","Maryland","B",5,63,5,5,5,22.5,53.5,31
"3755","SAV_07_MD_C","SAV_07","SAV","MA","Core",42.65743,73.06254,612,"MD_C","Maryland","C",4,37,3,4,9,10,23,13
"3756","SAV_07_MD_D","SAV_07","SAV","MA","Core",42.65743,73.06254,612,"MD_D","Maryland","D",5,55,4,5,13,18.5,45.5,27
"3757","SAV_07_MD_E","SAV_07","SAV","MA","Core",42.65743,73.06254,612,"MD_E","Maryland","E",6,23,2,6,9,19,27.5,8.5
"3758","SAV_07_NC_A","SAV_07","SAV","MA","Core",42.65743,73.06254,612,"NC_A","North_Carolina","A",3,10,1,3,10,6,8,2
"3759","SAV_07_NC_B","SAV_07","SAV","MA","Core",42.65743,73.06254,612,"NC_B","North_Carolina","B",4,51,4,4,9,18.5,28,9.5
"3760","SAV_07_NC_C","SAV_07","SAV","MA","Core",42.65743,73.06254,612,"NC_C","North_Carolina","C",5,41,3,5,13,16,24.5,8.5
"3761","SAV_07_NC_D","SAV_07","SAV","MA","Core",42.65743,73.06254,612,"NC_D","North_Carolina","D",4,5,1,4,5,30,45,15
"3762","SAV_07_NC_E","SAV_07","SAV","MA","Core",42.65743,73.06254,612,"NC_E","North_Carolina","E",6,37,3,6,9,19,21.5,2.5
"3763","SAV_07_VT_A","SAV_07","SAV","MA","Core",42.65743,73.06254,612,"VT_A","Vermont","A",5,27,2,5,13,15,29,14
"3764","SAV_07_VT_B","SAV_07","SAV","MA","Core",42.65743,73.06254,612,"VT_B","Vermont","B",4,67,5,4,10,22,24,2
"3765","SAV_07_VT_B","SAV_07","SAV","MA","Core",42.65743,73.06254,612,"VT_B","Vermont","B",4,67,5,4,10,21,24,3
"3766","SAV_07_VT_C","SAV_07","SAV","MA","Core",42.65743,73.06254,612,"VT_C","Vermont","C",6,51,4,6,9,23,39.5,16.5
"3767","SAV_07_VT_D","SAV_07","SAV","MA","Core",42.65743,73.06254,612,"VT_D","Vermont","D",3,10,1,3,10,6,13,7
"3768","SAV_07_VT_E","SAV_07","SAV","MA","Core",42.65743,73.06254,612,"VT_E","Vermont","E",4,23,2,4,9,22.5,32,9.5
"3769","SPR_01_MD_A","SPR_01","SPR","PA","Margin",41.2067,75.64813,586,"MD_A","Maryland","A",2,8,1,2,8,19,27.5,8.5
"3770","SPR_01_MD_B","SPR_01","SPR","PA","Margin",41.2067,75.64813,586,"MD_B","Maryland","B",2,60,5,2,3,15,21.5,6.5
"3771","SPR_01_MD_C","SPR_01","SPR","PA","Margin",41.2067,75.64813,586,"MD_C","Maryland","C",6,24,2,6,10,9.5,13,3.5
"3772","SPR_01_MD_D","SPR_01","SPR","PA","Margin",41.2067,75.64813,586,"MD_D","Maryland","D",5,41,3,5,13,11,15,4
"3773","SPR_01_MD_E","SPR_01","SPR","PA","Margin",41.2067,75.64813,586,"MD_E","Maryland","E",6,5,1,6,5,25,39.5,14.5
"3774","SPR_01_NC_A","SPR_01","SPR","PA","Margin",41.2067,75.64813,586,"NC_A","North_Carolina","A",6,12,1,6,12,8.5,17,8.5
"3775","SPR_01_NC_C","SPR_01","SPR","PA","Margin",41.2067,75.64813,586,"NC_C","North_Carolina","C",5,55,4,5,13,24,48,24
"3776","SPR_01_NC_D","SPR_01","SPR","PA","Margin",41.2067,75.64813,586,"NC_D","North_Carolina","D",2,8,1,2,8,29,38.5,9.5
"3777","SPR_01_VT_A","SPR_01","SPR","PA","Margin",41.2067,75.64813,586,"VT_A","Vermont","A",5,55,4,5,13,12.5,22,9.5
"3778","SPR_01_VT_B","SPR_01","SPR","PA","Margin",41.2067,75.64813,586,"VT_B","Vermont","B",6,64,5,6,7,17,42.5,25.5
"3779","SPR_01_VT_C","SPR_01","SPR","PA","Margin",41.2067,75.64813,586,"VT_C","Vermont","C",6,5,1,6,5,27,34,7
"3780","SPR_01_VT_D","SPR_01","SPR","PA","Margin",41.2067,75.64813,586,"VT_D","Vermont","D",6,12,1,6,12,25.5,42,16.5
"3781","SPR_02_MD_A","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"MD_A","Maryland","A",3,47,4,3,5,38,42,4
"3782","SPR_02_MD_B","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"MD_B","Maryland","B",6,66,5,6,9,18,20,2
"3783","SPR_02_MD_C","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"MD_C","Maryland","C",6,63,5,6,7,10,13,3
"3784","SPR_02_MD_D","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"MD_D","Maryland","D",5,2,1,5,2,28,32.5,4.5
"3785","SPR_02_MD_E","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"MD_E","Maryland","E",4,43,4,4,1,30,39.5,9.5
"3786","SPR_02_NC_A","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"NC_A","North_Carolina","A",2,6,1,2,6,15,24.5,9.5
"3787","SPR_02_NC_B","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"NC_B","North_Carolina","B",6,63,5,6,7,16,25,9
"3788","SPR_02_NC_C","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"NC_C","North_Carolina","C",5,2,1,5,2,26,39,13
"3789","SPR_02_NC_D","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"NC_D","North_Carolina","D",3,47,4,3,5,29.5,34,4.5
"3790","SPR_02_VT_A","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"VT_A","Vermont","A",3,69,5,3,13,31.5,42.5,11
"3791","SPR_02_VT_B","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"VT_B","Vermont","B",3,21,2,3,5,42.5,48,5.5
"3792","SPR_02_VT_C","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"VT_C","Vermont","C",4,29,3,4,1,25,30.5,5.5
"3793","SPR_02_VT_D","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"VT_D","Vermont","D",2,6,1,2,6,14,15,1
"3794","SPR_02_VT_E","SPR_02","SPR","PA","Margin",41.20095,75.6479,567,"VT_E","Vermont","E",2,8,1,2,8,31.5,34,2.5
"3795","SPR_03_MD_A","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"MD_A","Maryland","A",5,46,4,5,4,36.5,39,2.5
"3796","SPR_03_MD_B","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"MD_B","Maryland","B",6,18,2,6,2,23.5,58,34.5
"3797","SPR_03_MD_C","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"MD_C","Maryland","C",3,50,4,3,8,2.5,8.5,6
"3798","SPR_03_MD_D","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"MD_D","Maryland","D",6,59,5,6,3,26.5,48.5,22
"3799","SPR_03_MD_E","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"MD_E","Maryland","E",5,28,2,5,14,14,41,27
"3800","SPR_03_NC_A","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"NC_A","North_Carolina","A",6,44,4,6,2,20,43.5,23.5
"3801","SPR_03_NC_B","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"NC_B","North_Carolina","B",3,36,3,3,8,23.5,37.5,14
"3802","SPR_03_NC_C","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"NC_C","North_Carolina","C",6,59,5,6,3,28.5,38.5,10
"3803","SPR_03_NC_D","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"NC_D","North_Carolina","D",5,46,4,5,4,21,31,10
"3804","SPR_03_NC_E","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"NC_E","North_Carolina","E",5,42,3,5,14,25,42.5,17.5
"3805","SPR_03_VT_A","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"VT_A","Vermont","A",2,12,1,2,12,22.5,28.5,6
"3806","SPR_03_VT_B","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"VT_B","Vermont","B",5,20,2,5,4,28,28,0
"3807","SPR_03_VT_C","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"VT_C","Vermont","C",5,56,4,5,14,18,44,26
"3808","SPR_03_VT_D","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"VT_D","Vermont","D",6,16,2,6,2,12.5,29,16.5
"3809","SPR_03_VT_E","SPR_03","SPR","PA","Margin",41.20177,75.64116,585,"VT_E","Vermont","E",3,50,4,3,8,30,31,1
"3810","SPR_04_MD_A","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"MD_A","Maryland","A",5,63,5,5,7,18,32,14
"3811","SPR_04_MD_B","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"MD_B","Maryland","B",4,18,2,4,2,28,53.5,25.5
"3812","SPR_04_MD_C","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"MD_C","Maryland","C",4,27,2,4,13,14,30,16
"3813","SPR_04_MD_D","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"MD_D","Maryland","D",6,11,1,6,11,31,35,4
"3814","SPR_04_MD_E","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"MD_E","Maryland","E",2,31,3,2,3,8.5,11.5,3
"3815","SPR_04_NC_A","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"NC_A","North_Carolina","A",4,44,4,4,2,17.5,27,9.5
"3816","SPR_04_NC_B","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"NC_B","North_Carolina","B",4,27,2,4,13,27.5,49,21.5
"3817","SPR_04_NC_C","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"NC_C","North_Carolina","C",6,11,1,6,11,20,40,20
"3818","SPR_04_NC_D","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"NC_D","North_Carolina","D",5,63,5,5,7,31.5,42.5,11
"3819","SPR_04_NC_E","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"NC_E","North_Carolina","E",2,45,4,2,3,38,45,7
"3820","SPR_04_VT_A","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"VT_A","Vermont","A",2,60,5,2,4,31,39,8
"3821","SPR_04_VT_A","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"VT_A","Vermont","A",2,60,5,2,4,6,39,33
"3822","SPR_04_VT_B","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"VT_B","Vermont","B",3,9,1,3,8,38,55.5,17.5
"3823","SPR_04_VT_C","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"VT_C","Vermont","C",2,17,2,2,3,24.5,29.5,5
"3824","SPR_04_VT_D","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"VT_D","Vermont","D",4,16,2,4,2,21,44.5,23.5
"3825","SPR_04_VT_E","SPR_04","SPR","PA","Margin",41.2021,75.63768,588,"VT_E","Vermont","E",4,41,3,4,13,12,18,6
"3826","SPR_05_MD_A","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"MD_A","Maryland","A",4,47,4,4,5,27.5,37,9.5
"3827","SPR_05_MD_B","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"MD_B","Maryland","B",2,64,5,2,7,20.5,53.5,33
"3828","SPR_05_MD_C","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"MD_C","Maryland","C",5,18,2,5,4,16,36.5,20.5
"3829","SPR_05_MD_D","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"MD_D","Maryland","D",2,35,3,2,7,28.5,39.5,11
"3830","SPR_05_MD_E","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"MD_E","Maryland","E",3,37,3,3,9,23,30,7
"3831","SPR_05_NC_A","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"NC_A","North_Carolina","A",6,8,1,6,8,27,34.5,7.5
"3832","SPR_05_NC_B","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"NC_B","North_Carolina","B",5,18,2,5,4,17.5,30,12.5
"3833","SPR_05_NC_C","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"NC_C","North_Carolina","C",2,49,4,2,7,32.5,49,16.5
"3834","SPR_05_NC_D","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"NC_D","North_Carolina","D",4,47,4,4,5,29,31.5,2.5
"3835","SPR_05_NC_E","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"NC_E","North_Carolina","E",3,51,4,3,9,30,43,13
"3836","SPR_05_VT_A","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"VT_A","Vermont","A",2,49,4,2,7,28.5,31,2.5
"3837","SPR_05_VT_B","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"VT_B","Vermont","B",4,21,2,4,5,20,42,22
"3838","SPR_05_VT_C","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"VT_C","Vermont","C",3,23,2,3,9,29,51.5,22.5
"3839","SPR_05_VT_D","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"VT_D","Vermont","D",6,8,1,6,8,21,45.5,24.5
"3840","SPR_05_VT_E","SPR_05","SPR","PA","Margin",41.20205,75.6366,590,"VT_E","Vermont","E",5,32,3,5,4,24,30.5,6.5
"3841","TWI_02_MD_A","TWI_02","TWI","NY","Core",42.11969,74.12601,1064,"MD_A","Maryland","A",3,56,4,3,14,20.5,26.5,6
"3842","TWI_02_MD_B","TWI_02","TWI","NY","Core",42.11969,74.12601,1064,"MD_B","Maryland","B",3,68,5,3,12,13.5,16.5,3
"3843","TWI_02_MD_D","TWI_02","TWI","NY","Core",42.11969,74.12601,1064,"MD_D","Maryland","D",6,53,4,6,11,12,12.5,0.5
"3844","TWI_02_MD_E","TWI_02","TWI","NY","Core",42.11969,74.12601,1064,"MD_E","Maryland","E",5,7,1,5,7,32.5,35.5,3
"3845","TWI_02_NC_C","TWI_02","TWI","NY","Core",42.11969,74.12601,1064,"NC_C","North_Carolina","C",6,39,3,6,11,21,26,5
"3846","TWI_02_NC_D","TWI_02","TWI","NY","Core",42.11969,74.12601,1064,"NC_D","North_Carolina","D",3,56,4,3,14,15.5,25,9.5
"3847","TWI_02_VT_A","TWI_02","TWI","NY","Core",42.11969,74.12601,1064,"VT_A","Vermont","A",6,25,2,6,11,18.5,23,4.5
"3848","TWI_02_VT_B","TWI_02","TWI","NY","Core",42.11969,74.12601,1064,"VT_B","Vermont","B",3,30,2,3,14,8,18,10
"3849","TWI_02_VT_D","TWI_02","TWI","NY","Core",42.11969,74.12601,1064,"VT_D","Vermont","D",5,3,1,5,3,10.5,15,4.5
"3850","TWI_03_MD_A","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"MD_A","Maryland","A",3,28,2,3,14,20.5,22.5,2
"3851","TWI_03_MD_B","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"MD_B","Maryland","B",3,55,4,3,11,9.5,9.5,0
"3852","TWI_03_MD_C","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"MD_C","Maryland","C",2,12,1,2,12,37,43.5,6.5
"3853","TWI_03_MD_D","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"MD_D","Maryland","D",3,12,1,3,12,20,21,1
"3854","TWI_03_MD_E","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"MD_E","Maryland","E",2,66,5,2,10,9,13.5,4.5
"3855","TWI_03_NC_A","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"NC_A","North_Carolina","A",3,25,2,3,11,11.5,14,2.5
"3856","TWI_03_NC_B","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"NC_B","North_Carolina","B",2,12,1,2,12,4,7.5,3.5
"3857","TWI_03_NC_C","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"NC_C","North_Carolina","C",3,12,1,3,12,15,27,12
"3858","TWI_03_NC_D","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"NC_D","North_Carolina","D",3,42,3,3,14,8.5,13,4.5
"3859","TWI_03_NC_E","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"NC_E","North_Carolina","E",2,66,5,2,10,18,26,8
"3860","TWI_03_VT_A","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"VT_A","Vermont","A",5,59,5,5,3,9.5,13,3.5
"3861","TWI_03_VT_B","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"VT_B","Vermont","B",3,44,3,3,14,26,25,-1
"3862","TWI_03_VT_C","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"VT_C","Vermont","C",2,66,5,2,10,23.5,32,8.5
"3863","TWI_03_VT_D","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"VT_D","Vermont","D",3,53,4,3,11,20,27,7
"3864","TWI_03_VT_E","TWI_03","TWI","NY","Core",42.1222,74.12683,1042,"VT_E","Vermont","E",6,59,5,6,3,29.5,38,8.5
"3865","TWI_04_MD_A","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"MD_A","Maryland","A",4,15,2,4,1,10.5,22,11.5
"3866","TWI_04_MD_B","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"MD_B","Maryland","B",5,17,2,5,1,11,24,13
"3867","TWI_04_MD_C","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"MD_C","Maryland","C",4,58,5,4,2,12.5,37,24.5
"3868","TWI_04_MD_D","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"MD_D","Maryland","D",3,47,4,3,5,11,21.5,10.5
"3869","TWI_04_MD_E","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"MD_E","Maryland","E",5,65,5,5,9,8.5,14.5,6
"3870","TWI_04_NC_A","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"NC_A","North_Carolina","A",5,43,4,5,1,18,32.5,14.5
"3871","TWI_04_NC_B","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"NC_B","North_Carolina","B",4,58,5,4,2,10,15,5
"3872","TWI_04_NC_C","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"NC_C","North_Carolina","C",3,33,3,3,5,13.5,33.5,20
"3873","TWI_04_NC_D","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"NC_D","North_Carolina","D",4,29,3,4,1,17,41.5,24.5
"3874","TWI_04_NC_E","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"NC_E","North_Carolina","E",5,65,5,5,9,11.5,25,13.5
"3875","TWI_04_VT_A","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"VT_A","Vermont","A",3,19,2,3,5,14,25.5,11.5
"3876","TWI_04_VT_B","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"VT_B","Vermont","B",4,31,3,4,1,13,25,12
"3877","TWI_04_VT_C","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"VT_C","Vermont","C",5,65,5,5,9,12,23,11
"3878","TWI_04_VT_D","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"VT_D","Vermont","D",5,15,2,5,1,12,31,19
"3879","TWI_04_VT_E","TWI_04","TWI","NY","Core",42.12289,74.1269,1051,"VT_E","Vermont","E",4,13,1,4,13,9,23.5,14.5
"3880","TWI_05_MD_A","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"MD_A","Maryland","A",5,48,4,5,6,12,18,6
"3881","TWI_05_MD_B","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"MD_B","Maryland","B",2,28,2,2,13,11.5,14,2.5
"3882","TWI_05_MD_C","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"MD_C","Maryland","C",5,62,5,5,6,6.5,14,7.5
"3883","TWI_05_MD_D","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"MD_D","Maryland","D",5,66,5,5,10,7.5,17.5,10
"3884","TWI_05_MD_E","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"MD_E","Maryland","E",2,47,4,2,5,28,38.5,10.5
"3885","TWI_05_NC_A","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"NC_A","North_Carolina","A",2,55,4,2,13,10,18,8
"3886","TWI_05_NC_B","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"NC_B","North_Carolina","B",5,62,5,5,6,9,16.5,7.5
"3887","TWI_05_NC_C","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"NC_C","North_Carolina","C",5,66,5,5,10,10,19,9
"3888","TWI_05_NC_D","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"NC_D","North_Carolina","D",5,48,4,5,6,7,14,7
"3889","TWI_05_VT_A","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"VT_A","Vermont","A",3,5,1,3,5,5.5,11.5,6
"3890","TWI_05_VT_B","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"VT_B","Vermont","B",5,22,2,5,6,17.5,25.5,8
"3891","TWI_05_VT_C","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"VT_C","Vermont","C",2,33,3,2,5,11.5,19,7.5
"3892","TWI_05_VT_D","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"VT_D","Vermont","D",2,27,2,2,13,7.5,22,14.5
"3893","TWI_05_VT_E","TWI_05","TWI","NY","Core",42.12367,74.12727,1074,"VT_E","Vermont","E",3,9,1,3,9,6.5,16,9.5
"3894","TWI_06_MD_A","TWI_06","TWI","NY","Core",42.12489,74.12855,1100,"MD_A","Maryland","A",6,17,2,6,3,19,27.5,8.5
"3895","TWI_06_MD_B","TWI_06","TWI","NY","Core",42.12489,74.12855,1100,"MD_B","Maryland","B",5,62,5,5,4,13.5,26.5,13
"3896","TWI_06_MD_C","TWI_06","TWI","NY","Core",42.12489,74.12855,1100,"MD_C","Maryland","C",2,61,5,2,5,18.5,28.5,10
"3897","TWI_06_MD_D","TWI_06","TWI","NY","Core",42.12489,74.12855,1100,"MD_D","Maryland","D",2,24,2,2,10,20,27,7
