"X","plant_ID","Family","Population","Location","Region","Latitude","Longitude","Elevation","mBed","Garden","Bed","BedRow","BedCol","Rack","RackRow","RackCol","FinalHT","Height_Fall2019","Growth","pPC1","pPC2","gPC1","gPC2","pEXT","pDD_0","gEXT","gDD_0"
839,"BRB_03_VT_B","BRB_03","BRB","WV","Edge",39.11863,79.58606,983,"Vermont_B","Vermont","B",2,8,1,2,8,40.5,31.5,9,-1.18941853610283,0.239487232867117,-3.44541897005897,-5.80837560984597,34.4,456,39.25,531.5
840,"BRB_03_VT_C","BRB_03","BRB","WV","Edge",39.11863,79.58606,983,"Vermont_C","Vermont","C",5,18,2,5,4,49.5,35,14.5,-1.18941853610283,0.239487232867117,-3.44541897005897,-5.80837560984597,34.4,456,39.25,531.5
841,"BRB_03_VT_D","BRB_03","BRB","WV","Edge",39.11863,79.58606,983,"Vermont_D","Vermont","D",3,4,1,3,4,55,36,19,-1.18941853610283,0.239487232867117,-3.44541897005897,-5.80837560984597,34.4,456,39.25,531.5
842,"BRB_03_VT_E","BRB_03","BRB","WV","Edge",39.11863,79.58606,983,"Vermont_E","Vermont","E",5,53,4,5,11,45,30,15,-1.18941853610283,0.239487232867117,-3.44541897005897,-5.80837560984597,34.4,456,39.25,531.5
843,"BRB_04_MD_A","BRB_04","BRB","WV","Edge",39.11602,79.58139,986,"Maryland_A","Maryland","A",2,68,5,2,12,36.5,22.5,14,-1.16326311525668,0.240881288805519,-4.79104440324931,-3.53774746780395,34.3,458,36.4,282.5
844,"BRB_04_MD_B","BRB_04","BRB","WV","Edge",39.11602,79.58139,986,"Maryland_B","Maryland","B",5,51,4,5,9,33.5,22,11.5,-1.16326311525668,0.240881288805519,-4.79104440324931,-3.53774746780395,34.3,458,36.4,282.5
845,"BRB_04_MD_C","BRB_04","BRB","WV","Edge",39.11602,79.58139,986,"Maryland_C","Maryland","C",5,58,5,5,2,56,41.5,14.5,-1.16326311525668,0.240881288805519,-4.79104440324931,-3.53774746780395,34.3,458,36.4,282.5
846,"BRB_04_MD_D","BRB_04","BRB","WV","Edge",39.11602,79.58139,986,"Maryland_D","Maryland","D",6,69,5,6,13,47.5,27.5,20,-1.16326311525668,0.240881288805519,-4.79104440324931,-3.53774746780395,34.3,458,36.4,282.5
847,"BRB_04_MD_E","BRB_04","BRB","WV","Edge",39.11602,79.58139,986,"Maryland_E","Maryland","E",6,40,3,6,12,72.5,46.5,26,-1.16326311525668,0.240881288805519,-4.79104440324931,-3.53774746780395,34.3,458,36.4,282.5
848,"BRB_04_NC_A","BRB_04","BRB","WV","Edge",39.11602,79.58139,986,"North_Carolina_A","North_Carolina","A",5,23,2,5,9,28.5,22,6.5,-1.16326311525668,0.240881288805519,-9.85361058869086,-5.01016433622286,34.3,458,37.75,53.5
849,"BRB_04_NC_B","BRB_04","BRB","WV","Edge",39.11602,79.58139,986,"North_Carolina_B","North_Carolina","B",5,58,5,5,2,51.5,34.5,17,-1.16326311525668,0.240881288805519,-9.85361058869086,-5.01016433622286,34.3,458,37.75,53.5
850,"BRB_04_NC_C","BRB_04","BRB","WV","Edge",39.11602,79.58139,986,"North_Carolina_C","North_Carolina","C",6,69,5,6,13,49,31,18,-1.16326311525668,0.240881288805519,-9.85361058869086,-5.01016433622286,34.3,458,37.75,53.5
851,"BRB_04_NC_D","BRB_04","BRB","WV","Edge",39.11602,79.58139,986,"North_Carolina_D","North_Carolina","D",2,68,5,2,12,47,32,15,-1.16326311525668,0.240881288805519,-9.85361058869086,-5.01016433622286,34.3,458,37.75,53.5
852,"BRB_04_NC_E","BRB_04","BRB","WV","Edge",39.11602,79.58139,986,"North_Carolina_E","North_Carolina","E",6,54,4,6,12,44,30,14,-1.16326311525668,0.240881288805519,-9.85361058869086,-5.01016433622286,34.3,458,37.75,53.5
853,"BRB_04_VT_A","BRB_04","BRB","WV","Edge",39.11602,79.58139,986,"Vermont_A","Vermont","A",2,2,1,2,2,48,35,13,-1.16326311525668,0.240881288805519,-3.44541897005897,-5.80837560984597,34.3,458,39.25,531.5
854,"BRB_04_VT_B","BRB_04","BRB","WV","Edge",39.11602,79.58139,986,"Vermont_B","Vermont","B",6,3,1,6,3,61.5,40.5,21,-1.16326311525668,0.240881288805519,-3.44541897005897,-5.80837560984597,34.3,458,39.25,531.5
855,"BRB_04_VT_C","BRB_04","BRB","WV","Edge",39.11602,79.58139,986,"Vermont_C","Vermont","C",6,26,2,6,12,41.5,20,21.5,-1.16326311525668,0.240881288805519,-3.44541897005897,-5.80837560984597,34.3,458,39.25,531.5
856,"BRB_04_VT_D","BRB_04","BRB","WV","Edge",39.11602,79.58139,986,"Vermont_D","Vermont","D",5,51,4,5,9,48,28.5,19.5,-1.16326311525668,0.240881288805519,-3.44541897005897,-5.80837560984597,34.3,458,39.25,531.5
857,"BRB_04_VT_E","BRB_04","BRB","WV","Edge",39.11602,79.58139,986,"Vermont_E","Vermont","E",3,13,1,3,13,40,20,20,-1.16326311525668,0.240881288805519,-3.44541897005897,-5.80837560984597,34.3,458,39.25,531.5
858,"BRU_02_MD_A","BRU_02","BRU","PA","Margin",41.35133,75.17426,539,"Maryland_A","Maryland","A",4,64,5,4,8,65.7,38.5,27.2,-0.835446898862183,-2.28765724917547,-4.79104440324931,-3.53774746780395,35.4,696,36.4,282.5
859,"BRU_02_MD_B","BRU_02","BRU","PA","Margin",41.35133,75.17426,539,"Maryland_B","Maryland","B",2,65,5,2,9,64.5,37.5,27,-0.835446898862183,-2.28765724917547,-4.79104440324931,-3.53774746780395,35.4,696,36.4,282.5
860,"BRU_02_MD_C","BRU_02","BRU","PA","Margin",41.35133,75.17426,539,"Maryland_C","Maryland","C",5,43,4,5,1,43.5,21.5,22,-0.835446898862183,-2.28765724917547,-4.79104440324931,-3.53774746780395,35.4,696,36.4,282.5
861,"BRU_02_MD_E","BRU_02","BRU","PA","Margin",41.35133,75.17426,539,"Maryland_E","Maryland","E",2,9,1,2,9,56,41,15,-0.835446898862183,-2.28765724917547,-4.79104440324931,-3.53774746780395,35.4,696,36.4,282.5
862,"BRU_02_NC_A","BRU_02","BRU","PA","Margin",41.35133,75.17426,539,"North_Carolina_A","North_Carolina","A",6,6,1,6,6,74,50.5,23.5,-0.835446898862183,-2.28765724917547,-9.85361058869086,-5.01016433622286,35.4,696,37.75,53.5
863,"BRU_02_NC_B","BRU_02","BRU","PA","Margin",41.35133,75.17426,539,"North_Carolina_B","North_Carolina","B",5,29,3,5,1,72.5,54,18.5,-0.835446898862183,-2.28765724917547,-9.85361058869086,-5.01016433622286,35.4,696,37.75,53.5
864,"BRU_02_NC_C","BRU_02","BRU","PA","Margin",41.35133,75.17426,539,"North_Carolina_C","North_Carolina","C",2,65,5,2,9,62.5,45,17.5,-0.835446898862183,-2.28765724917547,-9.85361058869086,-5.01016433622286,35.4,696,37.75,53.5
865,"BRU_02_NC_D","BRU_02","BRU","PA","Margin",41.35133,75.17426,539,"North_Carolina_D","North_Carolina","D",4,64,5,4,8,61,54,7,-0.835446898862183,-2.28765724917547,-9.85361058869086,-5.01016433622286,35.4,696,37.75,53.5
866,"BRU_02_VT_A","BRU_02","BRU","PA","Margin",41.35133,75.17426,539,"Vermont_A","Vermont","A",6,6,1,6,6,45.5,29.5,16,-0.835446898862183,-2.28765724917547,-3.44541897005897,-5.80837560984597,35.4,696,39.25,531.5
867,"BRU_02_VT_B","BRU_02","BRU","PA","Margin",41.35133,75.17426,539,"Vermont_B","Vermont","B",4,7,1,4,7,49.5,29,20.5,-0.835446898862183,-2.28765724917547,-3.44541897005897,-5.80837560984597,35.4,696,39.25,531.5
868,"BRU_02_VT_C","BRU_02","BRU","PA","Margin",41.35133,75.17426,539,"Vermont_C","Vermont","C",2,9,1,2,9,53,35,18,-0.835446898862183,-2.28765724917547,-3.44541897005897,-5.80837560984597,35.4,696,39.25,531.5
869,"BRU_02_VT_D","BRU_02","BRU","PA","Margin",41.35133,75.17426,539,"Vermont_D","Vermont","D",6,6,1,6,6,56.5,34,22.5,-0.835446898862183,-2.28765724917547,-3.44541897005897,-5.80837560984597,35.4,696,39.25,531.5
870,"BRU_02_VT_E","BRU_02","BRU","PA","Margin",41.35133,75.17426,539,"Vermont_E","Vermont","E",5,43,4,5,1,49,37,12,-0.835446898862183,-2.28765724917547,-3.44541897005897,-5.80837560984597,35.4,696,39.25,531.5
871,"BRU_03_MD_A","BRU_03","BRU","PA","Margin",41.34784,75.20009,551,"Maryland_A","Maryland","A",6,47,4,6,5,47,30.5,16.5,-0.842994180475862,-2.22693725611559,-4.79104440324931,-3.53774746780395,35.4,704,36.4,282.5
872,"BRU_03_MD_B","BRU_03","BRU","PA","Margin",41.34784,75.20009,551,"Maryland_B","Maryland","B",6,64,5,6,8,81,36.5,44.5,-0.842994180475862,-2.22693725611559,-4.79104440324931,-3.53774746780395,35.4,704,36.4,282.5
873,"BRU_03_MD_D","BRU_03","BRU","PA","Margin",41.34784,75.20009,551,"Maryland_D","Maryland","D",2,67,5,2,11,35.5,24,11.5,-0.842994180475862,-2.22693725611559,-4.79104440324931,-3.53774746780395,35.4,704,36.4,282.5
874,"BRU_03_MD_E","BRU_03","BRU","PA","Margin",41.34784,75.20009,551,"Maryland_E","Maryland","E",5,19,2,5,5,48.5,28.5,20,-0.842994180475862,-2.22693725611559,-4.79104440324931,-3.53774746780395,35.4,704,36.4,282.5
875,"BRU_03_NC_A","BRU_03","BRU","PA","Margin",41.34784,75.20009,551,"North_Carolina_A","North_Carolina","A",2,7,1,2,7,56.5,42.5,14,-0.842994180475862,-2.22693725611559,-9.85361058869086,-5.01016433622286,35.4,704,37.75,53.5
876,"BRU_03_NC_B","BRU_03","BRU","PA","Margin",41.34784,75.20009,551,"North_Carolina_B","North_Carolina","B",6,10,1,6,10,52,37,15,-0.842994180475862,-2.22693725611559,-9.85361058869086,-5.01016433622286,35.4,704,37.75,53.5
877,"BRU_03_NC_C","BRU_03","BRU","PA","Margin",41.34784,75.20009,551,"North_Carolina_C","North_Carolina","C",2,67,5,2,11,15,15,0,-0.842994180475862,-2.22693725611559,-9.85361058869086,-5.01016433622286,35.4,704,37.75,53.5
878,"BRU_03_NC_D","BRU_03","BRU","PA","Margin",41.34784,75.20009,551,"North_Carolina_D","North_Carolina","D",6,47,4,6,5,26,20,6,-0.842994180475862,-2.22693725611559,-9.85361058869086,-5.01016433622286,35.4,704,37.75,53.5
879,"BRU_03_NC_E","BRU_03","BRU","PA","Margin",41.34784,75.20009,551,"North_Carolina_E","North_Carolina","E",5,33,3,5,5,51.5,40.5,11,-0.842994180475862,-2.22693725611559,-9.85361058869086,-5.01016433622286,35.4,704,37.75,53.5
880,"BRU_03_VT_B","BRU_03","BRU","PA","Margin",41.34784,75.20009,551,"Vermont_B","Vermont","B",6,19,2,6,5,46.5,29,17.5,-0.842994180475862,-2.22693725611559,-3.44541897005897,-5.80837560984597,35.4,704,39.25,531.5
881,"BRU_03_VT_C","BRU_03","BRU","PA","Margin",41.34784,75.20009,551,"Vermont_C","Vermont","C",5,47,4,5,5,49,32,17,-0.842994180475862,-2.22693725611559,-3.44541897005897,-5.80837560984597,35.4,704,39.25,531.5
882,"BRU_03_VT_D","BRU_03","BRU","PA","Margin",41.34784,75.20009,551,"Vermont_D","Vermont","D",2,7,1,2,7,58.5,37.5,21,-0.842994180475862,-2.22693725611559,-3.44541897005897,-5.80837560984597,35.4,704,39.25,531.5
883,"BRU_03_VT_E","BRU_03","BRU","PA","Margin",41.34784,75.20009,551,"Vermont_E","Vermont","E",2,61,5,2,5,72,43.5,28.5,-0.842994180475862,-2.22693725611559,-3.44541897005897,-5.80837560984597,35.4,704,39.25,531.5
884,"BRU_04_MD_A","BRU_04","BRU","PA","Margin",41.3456,75.20216,559,"Maryland_A","Maryland","A",4,33,3,4,5,67,43,24,-0.809946954280049,-2.15714394564391,-4.79104440324931,-3.53774746780395,35.3,708,36.4,282.5
885,"BRU_04_MD_B","BRU_04","BRU","PA","Margin",41.3456,75.20216,559,"Maryland_B","Maryland","B",4,5,1,4,5,68.5,37,31.5,-0.809946954280049,-2.15714394564391,-4.79104440324931,-3.53774746780395,35.3,708,36.4,282.5
886,"BRU_04_MD_C","BRU_04","BRU","PA","Margin",41.3456,75.20216,559,"Maryland_C","Maryland","C",4,18,2,4,4,62,39.5,22.5,-0.809946954280049,-2.15714394564391,-4.79104440324931,-3.53774746780395,35.3,708,36.4,282.5
887,"BRU_04_MD_D","BRU_04","BRU","PA","Margin",41.3456,75.20216,559,"Maryland_D","Maryland","D",3,69,5,3,13,66.5,46,20.5,-0.809946954280049,-2.15714394564391,-4.79104440324931,-3.53774746780395,35.3,708,36.4,282.5
888,"BRU_04_MD_E","BRU_04","BRU","PA","Margin",41.3456,75.20216,559,"Maryland_E","Maryland","E",3,24,2,3,10,75.5,35,40.5,-0.809946954280049,-2.15714394564391,-4.79104440324931,-3.53774746780395,35.3,708,36.4,282.5
889,"BRU_04_NC_A","BRU_04","BRU","PA","Margin",41.3456,75.20216,559,"North_Carolina_A","North_Carolina","A",4,66,5,4,10,68,37.5,30.5,-0.809946954280049,-2.15714394564391,-9.85361058869086,-5.01016433622286,35.3,708,37.75,53.5
890,"BRU_04_NC_B","BRU_04","BRU","PA","Margin",41.3456,75.20216,559,"North_Carolina_B","North_Carolina","B",4,18,2,4,4,76,50,26,-0.809946954280049,-2.15714394564391,-9.85361058869086,-5.01016433622286,35.3,708,37.75,53.5
891,"BRU_04_NC_C","BRU_04","BRU","PA","Margin",41.3456,75.20216,559,"North_Carolina_C","North_Carolina","C",3,69,5,3,13,65.5,41.5,24,-0.809946954280049,-2.15714394564391,-9.85361058869086,-5.01016433622286,35.3,708,37.75,53.5
892,"BRU_04_NC_D","BRU_04","BRU","PA","Margin",41.3456,75.20216,559,"North_Carolina_D","North_Carolina","D",4,19,2,4,5,69,43,26,-0.809946954280049,-2.15714394564391,-9.85361058869086,-5.01016433622286,35.3,708,37.75,53.5
893,"BRU_04_NC_E","BRU_04","BRU","PA","Margin",41.3456,75.20216,559,"North_Carolina_E","North_Carolina","E",3,38,3,3,10,52,40,12,-0.809946954280049,-2.15714394564391,-9.85361058869086,-5.01016433622286,35.3,708,37.75,53.5
894,"BRU_04_VT_A","BRU_04","BRU","PA","Margin",41.3456,75.20216,559,"Vermont_A","Vermont","A",5,2,1,5,2,75,45,30,-0.809946954280049,-2.15714394564391,-3.44541897005897,-5.80837560984597,35.3,708,39.25,531.5
895,"BRU_04_VT_B","BRU_04","BRU","PA","Margin",41.3456,75.20216,559,"Vermont_B","Vermont","B",4,47,4,4,5,82.5,52.5,30,-0.809946954280049,-2.15714394564391,-3.44541897005897,-5.80837560984597,35.3,708,39.25,531.5
896,"BRU_04_VT_C","BRU_04","BRU","PA","Margin",41.3456,75.20216,559,"Vermont_C","Vermont","C",3,52,4,3,10,67,36.5,30.5,-0.809946954280049,-2.15714394564391,-3.44541897005897,-5.80837560984597,35.3,708,39.25,531.5
897,"BRU_04_VT_D","BRU_04","BRU","PA","Margin",41.3456,75.20216,559,"Vermont_D","Vermont","D",4,66,5,4,10,77,42,35,-0.809946954280049,-2.15714394564391,-3.44541897005897,-5.80837560984597,35.3,708,39.25,531.5
898,"BRU_04_VT_E","BRU_04","BRU","PA","Margin",41.3456,75.20216,559,"Vermont_E","Vermont","E",4,32,3,4,4,59,50.5,8.5,-0.809946954280049,-2.15714394564391,-3.44541897005897,-5.80837560984597,35.3,708,39.25,531.5
899,"BRU_05_MD_A","BRU_05","BRU","PA","Margin",41.34357,75.20504,570,"Maryland_A","Maryland","A",5,21,2,5,7,35.7,23,12.7,-0.73337983239558,-2.09040202795804,-4.79104440324931,-3.53774746780395,35.3,713,36.4,282.5
900,"BRU_05_MD_B","BRU_05","BRU","PA","Margin",41.34357,75.20504,570,"Maryland_B","Maryland","B",4,59,5,4,3,70.5,51,19.5,-0.73337983239558,-2.09040202795804,-4.79104440324931,-3.53774746780395,35.3,713,36.4,282.5
901,"BRU_05_MD_C","BRU_05","BRU","PA","Margin",41.34357,75.20504,570,"Maryland_C","Maryland","C",2,30,3,2,2,63,42.5,20.5,-0.73337983239558,-2.09040202795804,-4.79104440324931,-3.53774746780395,35.3,713,36.4,282.5
902,"BRU_05_MD_E","BRU_05","BRU","PA","Margin",41.34357,75.20504,570,"Maryland_E","Maryland","E",6,61,5,6,5,65,30,35,-0.73337983239558,-2.09040202795804,-4.79104440324931,-3.53774746780395,35.3,713,36.4,282.5
903,"BRU_05_NC_A","BRU_05","BRU","PA","Margin",41.34357,75.20504,570,"North_Carolina_A","North_Carolina","A",4,12,1,4,12,34,26.5,7.5,-0.73337983239558,-2.09040202795804,-9.85361058869086,-5.01016433622286,35.3,713,37.75,53.5
904,"BRU_05_NC_B","BRU_05","BRU","PA","Margin",41.34357,75.20504,570,"North_Carolina_B","North_Carolina","B",2,44,4,2,2,51.5,23.5,28,-0.73337983239558,-2.09040202795804,-9.85361058869086,-5.01016433622286,35.3,713,37.75,53.5
905,"BRU_05_NC_C","BRU_05","BRU","PA","Margin",41.34357,75.20504,570,"North_Carolina_C","North_Carolina","C",4,21,2,4,7,48,33.5,14.5,-0.73337983239558,-2.09040202795804,-9.85361058869086,-5.01016433622286,35.3,713,37.75,53.5
906,"BRU_05_NC_D","BRU_05","BRU","PA","Margin",41.34357,75.20504,570,"North_Carolina_D","North_Carolina","D",5,35,3,5,7,50,35.5,14.5,-0.73337983239558,-2.09040202795804,-9.85361058869086,-5.01016433622286,35.3,713,37.75,53.5
907,"BRU_05_NC_E","BRU_05","BRU","PA","Margin",41.34357,75.20504,570,"North_Carolina_E","North_Carolina","E",6,61,5,6,5,73,57,16,-0.73337983239558,-2.09040202795804,-9.85361058869086,-5.01016433622286,35.3,713,37.75,53.5
908,"BRU_05_VT_A","BRU_05","BRU","PA","Margin",41.34357,75.20504,570,"Vermont_A","Vermont","A",4,35,3,4,7,51.5,32.5,19,-0.73337983239558,-2.09040202795804,-3.44541897005897,-5.80837560984597,35.3,713,39.25,531.5
909,"BRU_05_VT_B","BRU_05","BRU","PA","Margin",41.34357,75.20504,570,"Vermont_B","Vermont","B",5,35,3,5,7,52,30,22,-0.73337983239558,-2.09040202795804,-3.44541897005897,-5.80837560984597,35.3,713,39.25,531.5
910,"BRU_05_VT_C","BRU_05","BRU","PA","Margin",41.34357,75.20504,570,"Vermont_C","Vermont","C",6,61,5,6,5,73.5,56.5,17,-0.73337983239558,-2.09040202795804,-3.44541897005897,-5.80837560984597,35.3,713,39.25,531.5
911,"BRU_05_VT_D","BRU_05","BRU","PA","Margin",41.34357,75.20504,570,"Vermont_D","Vermont","D",4,12,1,4,12,53.5,30,23.5,-0.73337983239558,-2.09040202795804,-3.44541897005897,-5.80837560984597,35.3,713,39.25,531.5
912,"BRU_05_VT_E","BRU_05","BRU","PA","Margin",41.34357,75.20504,570,"Vermont_E","Vermont","E",2,16,2,2,2,47,29,18,-0.73337983239558,-2.09040202795804,-3.44541897005897,-5.80837560984597,35.3,713,39.25,531.5
913,"BRU_06_MD_A","BRU_06","BRU","PA","Margin",41.34406,75.20509,570,"Maryland_A","Maryland","A",5,5,1,5,5,45.4,34.5,10.9,-0.735224595823208,-2.09075489049625,-4.79104440324931,-3.53774746780395,35.3,713,36.4,282.5
914,"BRU_06_MD_B","BRU_06","BRU","PA","Margin",41.34406,75.20509,570,"Maryland_B","Maryland","B",5,36,3,5,8,83.5,44.5,39,-0.735224595823208,-2.09075489049625,-4.79104440324931,-3.53774746780395,35.3,713,36.4,282.5
915,"BRU_06_MD_C","BRU_06","BRU","PA","Margin",41.34406,75.20509,570,"Maryland_C","Maryland","C",4,66,5,4,10,58,44,14,-0.735224595823208,-2.09075489049625,-4.79104440324931,-3.53774746780395,35.3,713,36.4,282.5
916,"BRU_06_MD_D","BRU_06","BRU","PA","Margin",41.34406,75.20509,570,"Maryland_D","Maryland","D",4,63,5,4,7,76,55.5,20.5,-0.735224595823208,-2.09075489049625,-4.79104440324931,-3.53774746780395,35.3,713,36.4,282.5
917,"BRU_06_MD_E","BRU_06","BRU","PA","Margin",41.34406,75.20509,570,"Maryland_E","Maryland","E",6,2,1,6,2,80,47,33,-0.735224595823208,-2.09075489049625,-4.79104440324931,-3.53774746780395,35.3,713,36.4,282.5
918,"BRU_06_NC_A","BRU_06","BRU","PA","Margin",41.34406,75.20509,570,"North_Carolina_A","North_Carolina","A",5,36,3,5,8,62,41.5,20.5,-0.735224595823208,-2.09075489049625,-9.85361058869086,-5.01016433622286,35.3,713,37.75,53.5
919,"BRU_06_NC_B","BRU_06","BRU","PA","Margin",41.34406,75.20509,570,"North_Carolina_B","North_Carolina","B",4,66,5,4,10,64,45,19,-0.735224595823208,-2.09075489049625,-9.85361058869086,-5.01016433622286,35.3,713,37.75,53.5
920,"BRU_06_NC_C","BRU_06","BRU","PA","Margin",41.34406,75.20509,570,"North_Carolina_C","North_Carolina","C",4,63,5,4,7,56,36,20,-0.735224595823208,-2.09075489049625,-9.85361058869086,-5.01016433622286,35.3,713,37.75,53.5
921,"BRU_06_NC_D","BRU_06","BRU","PA","Margin",41.34406,75.20509,570,"North_Carolina_D","North_Carolina","D",5,5,1,5,5,49,32,17,-0.735224595823208,-2.09075489049625,-9.85361058869086,-5.01016433622286,35.3,713,37.75,53.5
922,"BRU_06_NC_E","BRU_06","BRU","PA","Margin",41.34406,75.20509,570,"North_Carolina_E","North_Carolina","E",6,2,1,6,2,48.5,36.5,12,-0.735224595823208,-2.09075489049625,-9.85361058869086,-5.01016433622286,35.3,713,37.75,53.5
923,"BRU_06_VT_A","BRU_06","BRU","PA","Margin",41.34406,75.20509,570,"Vermont_A","Vermont","A",4,8,1,4,8,61,41,20,-0.735224595823208,-2.09075489049625,-3.44541897005897,-5.80837560984597,35.3,713,39.25,531.5
924,"BRU_06_VT_B","BRU_06","BRU","PA","Margin",41.34406,75.20509,570,"Vermont_B","Vermont","B",3,66,5,3,10,72,37,35,-0.735224595823208,-2.09075489049625,-3.44541897005897,-5.80837560984597,35.3,713,39.25,531.5
925,"BRU_06_VT_C","BRU_06","BRU","PA","Margin",41.34406,75.20509,570,"Vermont_C","Vermont","C",6,2,1,6,2,54,38.5,15.5,-0.735224595823208,-2.09075489049625,-3.44541897005897,-5.80837560984597,35.3,713,39.25,531.5
926,"BRU_06_VT_D","BRU_06","BRU","PA","Margin",41.34406,75.20509,570,"Vermont_D","Vermont","D",5,36,3,5,8,65,38.5,26.5,-0.735224595823208,-2.09075489049625,-3.44541897005897,-5.80837560984597,35.3,713,39.25,531.5
927,"BRU_06_VT_E","BRU_06","BRU","PA","Margin",41.34406,75.20509,570,"Vermont_E","Vermont","E",4,5,1,4,5,57,34.5,22.5,-0.735224595823208,-2.09075489049625,-3.44541897005897,-5.80837560984597,35.3,713,39.25,531.5
928,"CAM_01_MD_A","CAM_01","CAM","VT","Core",44.30394,72.91039,538,"Maryland_A","Maryland","A",2,6,1,2,6,46.7,33,13.7,2.1386229810616,-0.345335509837738,-4.79104440324931,-3.53774746780395,33.8,1099,36.4,282.5
929,"CAM_01_MD_B","CAM_01","CAM","VT","Core",44.30394,72.91039,538,"Maryland_B","Maryland","B",4,63,5,4,7,56.5,33.5,23,2.1386229810616,-0.345335509837738,-4.79104440324931,-3.53774746780395,33.8,1099,36.4,282.5
930,"CAM_01_MD_C","CAM_01","CAM","VT","Core",44.30394,72.91039,538,"Maryland_C","Maryland","C",6,49,4,6,7,67.5,44.5,23,2.1386229810616,-0.345335509837738,-4.79104440324931,-3.53774746780395,33.8,1099,36.4,282.5
931,"CAM_01_MD_D","CAM_01","CAM","VT","Core",44.30394,72.91039,538,"Maryland_D","Maryland","D",4,45,4,4,3,47.5,27.5,20,2.1386229810616,-0.345335509837738,-4.79104440324931,-3.53774746780395,33.8,1099,36.4,282.5
932,"CAM_01_MD_E","CAM_01","CAM","VT","Core",44.30394,72.91039,538,"Maryland_E","Maryland","E",4,29,3,4,1,33.5,22,11.5,2.1386229810616,-0.345335509837738,-4.79104440324931,-3.53774746780395,33.8,1099,36.4,282.5
933,"CAM_01_NC_B","CAM_01","CAM","VT","Core",44.30394,72.91039,538,"North_Carolina_B","North_Carolina","B",6,35,3,6,7,26,18.5,7.5,2.1386229810616,-0.345335509837738,-9.85361058869086,-5.01016433622286,33.8,1099,37.75,53.5
934,"CAM_01_NC_C","CAM_01","CAM","VT","Core",44.30394,72.91039,538,"North_Carolina_C","North_Carolina","C",4,31,3,4,3,58.5,35,23.5,2.1386229810616,-0.345335509837738,-9.85361058869086,-5.01016433622286,33.8,1099,37.75,53.5
935,"CAM_01_NC_D","CAM_01","CAM","VT","Core",44.30394,72.91039,538,"North_Carolina_D","North_Carolina","D",2,6,1,2,6,50,31.5,18.5,2.1386229810616,-0.345335509837738,-9.85361058869086,-5.01016433622286,33.8,1099,37.75,53.5
936,"CAM_01_NC_E","CAM_01","CAM","VT","Core",44.30394,72.91039,538,"North_Carolina_E","North_Carolina","E",4,43,4,4,1,29,20.5,8.5,2.1386229810616,-0.345335509837738,-9.85361058869086,-5.01016433622286,33.8,1099,37.75,53.5
937,"CAM_01_VT_A","CAM_01","CAM","VT","Core",44.30394,72.91039,538,"Vermont_A","Vermont","A",4,17,2,4,3,37.5,24,13.5,2.1386229810616,-0.345335509837738,-3.44541897005897,-5.80837560984597,33.8,1099,39.25,531.5
938,"CAM_01_VT_B","CAM_01","CAM","VT","Core",44.30394,72.91039,538,"Vermont_B","Vermont","B",6,65,5,6,9,54.5,34,20.5,2.1386229810616,-0.345335509837738,-3.44541897005897,-5.80837560984597,33.8,1099,39.25,531.5
939,"CAM_01_VT_C","CAM_01","CAM","VT","Core",44.30394,72.91039,538,"Vermont_C","Vermont","C",4,15,2,4,1,41,29.5,11.5,2.1386229810616,-0.345335509837738,-3.44541897005897,-5.80837560984597,33.8,1099,39.25,531.5
940,"CAM_01_VT_D","CAM_01","CAM","VT","Core",44.30394,72.91039,538,"Vermont_D","Vermont","D",4,8,1,4,8,31.5,19,12.5,2.1386229810616,-0.345335509837738,-3.44541897005897,-5.80837560984597,33.8,1099,39.25,531.5
941,"CAM_01_VT_E","CAM_01","CAM","VT","Core",44.30394,72.91039,538,"Vermont_E","Vermont","E",6,49,4,6,7,42.5,29.5,13,2.1386229810616,-0.345335509837738,-3.44541897005897,-5.80837560984597,33.8,1099,39.25,531.5
942,"CAM_02_MD_A","CAM_02","CAM","VT","Core",44.31687,72.90208,808,"Maryland_A","Maryland","A",6,35,3,6,7,40.4,25.5,14.9,2.75823757492602,0.676936322442025,-4.79104440324931,-3.53774746780395,32.5,1200,36.4,282.5
943,"CAM_02_MD_B","CAM_02","CAM","VT","Core",44.31687,72.90208,808,"Maryland_B","Maryland","B",6,60,5,6,4,26,14,12,2.75823757492602,0.676936322442025,-4.79104440324931,-3.53774746780395,32.5,1200,36.4,282.5
944,"CAM_02_MD_C","CAM_02","CAM","VT","Core",44.31687,72.90208,808,"Maryland_C","Maryland","C",4,57,5,4,1,33.5,16.5,17,2.75823757492602,0.676936322442025,-4.79104440324931,-3.53774746780395,32.5,1200,36.4,282.5
945,"CAM_02_MD_D","CAM_02","CAM","VT","Core",44.31687,72.90208,808,"Maryland_D","Maryland","D",3,10,1,3,10,32,17,15,2.75823757492602,0.676936322442025,-4.79104440324931,-3.53774746780395,32.5,1200,36.4,282.5
946,"CAM_02_NC_A","CAM_02","CAM","VT","Core",44.31687,72.90208,808,"North_Carolina_A","North_Carolina","A",2,11,1,2,11,28,17.5,10.5,2.75823757492602,0.676936322442025,-9.85361058869086,-5.01016433622286,32.5,1200,37.75,53.5
