"X","plant_ID","Family","Population","Location","Region","Latitude","Longitude","Elevation","mBed","Garden","Bed","BedRow","BedCol","Rack","RackRow","RackCol","FinalHT","Height_Fall2019","Growth","pPC1","pPC2","gPC1","gPC2","pEXT","pDD_0","gEXT","gDD_0"
2070,"HUN_07_VT_C","HUN_07","HUN","NY","Core",42.19412,74.23513,991,"Vermont_C","Vermont","C",5,44,4,5,2,32.5,20,12.5,1.50356331183312,-0.130608183289349,-3.44541897005897,-5.80837560984597,33.2,902,39.25,531.5
2071,"HUN_07_VT_D","HUN_07","HUN","NY","Core",42.19412,74.23513,991,"Vermont_D","Vermont","D",6,14,1,6,14,43,25,18,1.50356331183312,-0.130608183289349,-3.44541897005897,-5.80837560984597,33.2,902,39.25,531.5
2072,"IND_01_MD_A","IND_01","IND","NY","Core",42.16541,74.20158,646,"Maryland_A","Maryland","A",4,23,2,4,9,20.6,15.5,5.1,1.66210801636349,-0.905677249345751,-4.79104440324931,-3.53774746780395,34,858,36.4,282.5
2073,"IND_01_MD_B","IND_01","IND","NY","Core",42.16541,74.20158,646,"Maryland_B","Maryland","B",4,35,3,4,7,39.5,28,11.5,1.66210801636349,-0.905677249345751,-4.79104440324931,-3.53774746780395,34,858,36.4,282.5
2074,"IND_01_MD_C","IND_01","IND","NY","Core",42.16541,74.20158,646,"Maryland_C","Maryland","C",6,36,3,6,8,41,29,12,1.66210801636349,-0.905677249345751,-4.79104440324931,-3.53774746780395,34,858,36.4,282.5
2075,"IND_01_MD_D","IND_01","IND","NY","Core",42.16541,74.20158,646,"Maryland_D","Maryland","D",4,54,4,4,12,38.5,25,13.5,1.66210801636349,-0.905677249345751,-4.79104440324931,-3.53774746780395,34,858,36.4,282.5
2076,"IND_01_MD_E","IND_01","IND","NY","Core",42.16541,74.20158,646,"Maryland_E","Maryland","E",5,56,4,5,14,70.5,34.5,36,1.66210801636349,-0.905677249345751,-4.79104440324931,-3.53774746780395,34,858,36.4,282.5
2077,"IND_01_NC_A","IND_01","IND","NY","Core",42.16541,74.20158,646,"North_Carolina_A","North_Carolina","A",4,35,3,4,7,41.5,28.5,13,1.66210801636349,-0.905677249345751,-9.85361058869086,-5.01016433622286,34,858,37.75,53.5
2078,"IND_01_NC_B","IND_01","IND","NY","Core",42.16541,74.20158,646,"North_Carolina_B","North_Carolina","B",6,50,4,6,8,58.5,26,32.5,1.66210801636349,-0.905677249345751,-9.85361058869086,-5.01016433622286,34,858,37.75,53.5
2079,"IND_01_NC_C","IND_01","IND","NY","Core",42.16541,74.20158,646,"North_Carolina_C","North_Carolina","C",4,40,3,4,12,50,36,14,1.66210801636349,-0.905677249345751,-9.85361058869086,-5.01016433622286,34,858,37.75,53.5
2080,"IND_01_NC_D","IND_01","IND","NY","Core",42.16541,74.20158,646,"North_Carolina_D","North_Carolina","D",4,37,3,4,9,55.5,42,13.5,1.66210801636349,-0.905677249345751,-9.85361058869086,-5.01016433622286,34,858,37.75,53.5
2081,"IND_01_NC_E","IND_01","IND","NY","Core",42.16541,74.20158,646,"North_Carolina_E","North_Carolina","E",5,28,2,5,14,48.5,34.5,14,1.66210801636349,-0.905677249345751,-9.85361058869086,-5.01016433622286,34,858,37.75,53.5
2082,"IND_01_VT_A","IND_01","IND","NY","Core",42.16541,74.20158,646,"Vermont_A","Vermont","A",4,26,2,4,12,34,24.5,9.5,1.66210801636349,-0.905677249345751,-3.44541897005897,-5.80837560984597,34,858,39.25,531.5
2083,"IND_01_VT_B","IND_01","IND","NY","Core",42.16541,74.20158,646,"Vermont_B","Vermont","B",4,37,3,4,9,48.5,35,13.5,1.66210801636349,-0.905677249345751,-3.44541897005897,-5.80837560984597,34,858,39.25,531.5
2084,"IND_01_VT_C","IND_01","IND","NY","Core",42.16541,74.20158,646,"Vermont_C","Vermont","C",5,42,3,5,14,58,36,22,1.66210801636349,-0.905677249345751,-3.44541897005897,-5.80837560984597,34,858,39.25,531.5
2085,"IND_01_VT_D","IND_01","IND","NY","Core",42.16541,74.20158,646,"Vermont_D","Vermont","D",4,35,3,4,7,51,38,13,1.66210801636349,-0.905677249345751,-3.44541897005897,-5.80837560984597,34,858,39.25,531.5
2086,"IND_01_VT_E","IND_01","IND","NY","Core",42.16541,74.20158,646,"Vermont_E","Vermont","E",6,22,2,6,8,35,21,14,1.66210801636349,-0.905677249345751,-3.44541897005897,-5.80837560984597,34,858,39.25,531.5
2087,"IND_02_MD_A","IND_02","IND","NY","Core",42.16542,74.20212,652,"Maryland_A","Maryland","A",6,25,2,6,11,32.7,22.5,10.2,1.65744622816403,-0.893030699424467,-4.79104440324931,-3.53774746780395,34,859,36.4,282.5
2088,"IND_02_MD_B","IND_02","IND","NY","Core",42.16542,74.20212,652,"Maryland_B","Maryland","B",3,38,3,3,10,21,13.5,7.5,1.65744622816403,-0.893030699424467,-4.79104440324931,-3.53774746780395,34,859,36.4,282.5
2089,"IND_02_MD_C","IND_02","IND","NY","Core",42.16542,74.20212,652,"Maryland_C","Maryland","C",2,25,2,2,11,42,23,19,1.65744622816403,-0.893030699424467,-4.79104440324931,-3.53774746780395,34,859,36.4,282.5
2090,"IND_02_MD_D","IND_02","IND","NY","Core",42.16542,74.20212,652,"Maryland_D","Maryland","D",2,40,3,2,12,32,19,13,1.65744622816403,-0.893030699424467,-4.79104440324931,-3.53774746780395,34,859,36.4,282.5
2091,"IND_02_MD_E","IND_02","IND","NY","Core",42.16542,74.20212,652,"Maryland_E","Maryland","E",5,24,2,5,10,37.5,21,16.5,1.65744622816403,-0.893030699424467,-4.79104440324931,-3.53774746780395,34,859,36.4,282.5
2092,"IND_02_NC_A","IND_02","IND","NY","Core",42.16542,74.20212,652,"North_Carolina_A","North_Carolina","A",3,38,3,3,10,20,14,6,1.65744622816403,-0.893030699424467,-9.85361058869086,-5.01016433622286,34,859,37.75,53.5
2093,"IND_02_NC_B","IND_02","IND","NY","Core",42.16542,74.20212,652,"North_Carolina_B","North_Carolina","B",2,25,2,2,11,51,32,19,1.65744622816403,-0.893030699424467,-9.85361058869086,-5.01016433622286,34,859,37.75,53.5
2094,"IND_02_NC_C","IND_02","IND","NY","Core",42.16542,74.20212,652,"North_Carolina_C","North_Carolina","C",2,54,4,2,12,28.5,18.5,10,1.65744622816403,-0.893030699424467,-9.85361058869086,-5.01016433622286,34,859,37.75,53.5
2095,"IND_02_NC_D","IND_02","IND","NY","Core",42.16542,74.20212,652,"North_Carolina_D","North_Carolina","D",6,39,3,6,11,22,15.5,6.5,1.65744622816403,-0.893030699424467,-9.85361058869086,-5.01016433622286,34,859,37.75,53.5
2096,"IND_02_NC_E","IND_02","IND","NY","Core",42.16542,74.20212,652,"North_Carolina_E","North_Carolina","E",5,38,3,5,10,23,10,13,1.65744622816403,-0.893030699424467,-9.85361058869086,-5.01016433622286,34,859,37.75,53.5
2097,"IND_02_VT_A","IND_02","IND","NY","Core",42.16542,74.20212,652,"Vermont_A","Vermont","A",2,54,4,2,12,57.5,45.5,12,1.65744622816403,-0.893030699424467,-3.44541897005897,-5.80837560984597,34,859,39.25,531.5
2098,"IND_02_VT_B","IND_02","IND","NY","Core",42.16542,74.20212,652,"Vermont_B","Vermont","B",6,39,3,6,11,44,18.5,25.5,1.65744622816403,-0.893030699424467,-3.44541897005897,-5.80837560984597,34,859,39.25,531.5
2099,"IND_02_VT_C","IND_02","IND","NY","Core",42.16542,74.20212,652,"Vermont_C","Vermont","C",5,52,4,5,10,43,25.5,17.5,1.65744622816403,-0.893030699424467,-3.44541897005897,-5.80837560984597,34,859,39.25,531.5
2100,"IND_02_VT_D","IND_02","IND","NY","Core",42.16542,74.20212,652,"Vermont_D","Vermont","D",3,38,3,3,10,50,31,19,1.65744622816403,-0.893030699424467,-3.44541897005897,-5.80837560984597,34,859,39.25,531.5
2101,"IND_02_VT_E","IND_02","IND","NY","Core",42.16542,74.20212,652,"Vermont_E","Vermont","E",2,39,3,2,11,58,38.5,19.5,1.65744622816403,-0.893030699424467,-3.44541897005897,-5.80837560984597,34,859,39.25,531.5
2102,"IND_03_MD_A","IND_03","IND","NY","Core",42.16714,74.2009,633,"Maryland_A","Maryland","A",6,34,3,6,6,29,17.5,11.5,1.59592441428841,-1.01401363165552,-4.79104440324931,-3.53774746780395,34.1,854,36.4,282.5
2103,"IND_03_MD_B","IND_03","IND","NY","Core",42.16714,74.2009,633,"Maryland_B","Maryland","B",3,3,1,3,3,47,32,15,1.59592441428841,-1.01401363165552,-4.79104440324931,-3.53774746780395,34.1,854,36.4,282.5
2104,"IND_03_MD_C","IND_03","IND","NY","Core",42.16714,74.2009,633,"Maryland_C","Maryland","C",3,52,4,3,10,46,30,16,1.59592441428841,-1.01401363165552,-4.79104440324931,-3.53774746780395,34.1,854,36.4,282.5
2105,"IND_03_MD_D","IND_03","IND","NY","Core",42.16714,74.2009,633,"Maryland_D","Maryland","D",6,34,3,6,6,37.5,18.5,19,1.59592441428841,-1.01401363165552,-4.79104440324931,-3.53774746780395,34.1,854,36.4,282.5
2106,"IND_03_MD_E","IND_03","IND","NY","Core",42.16714,74.2009,633,"Maryland_E","Maryland","E",4,64,5,4,8,42.5,27,15.5,1.59592441428841,-1.01401363165552,-4.79104440324931,-3.53774746780395,34.1,854,36.4,282.5
2107,"IND_03_NC_A","IND_03","IND","NY","Core",42.16714,74.2009,633,"North_Carolina_A","North_Carolina","A",5,68,5,5,12,51,32.5,18.5,1.59592441428841,-1.01401363165552,-9.85361058869086,-5.01016433622286,34.1,854,37.75,53.5
2108,"IND_03_NC_B","IND_03","IND","NY","Core",42.16714,74.2009,633,"North_Carolina_B","North_Carolina","B",3,38,3,3,10,53.5,39,14.5,1.59592441428841,-1.01401363165552,-9.85361058869086,-5.01016433622286,34.1,854,37.75,53.5
2109,"IND_03_NC_C","IND_03","IND","NY","Core",42.16714,74.2009,633,"North_Carolina_C","North_Carolina","C",6,48,4,6,6,48.5,34,14.5,1.59592441428841,-1.01401363165552,-9.85361058869086,-5.01016433622286,34.1,854,37.75,53.5
2110,"IND_03_NC_D","IND_03","IND","NY","Core",42.16714,74.2009,633,"North_Carolina_D","North_Carolina","D",6,20,2,6,6,43,28.5,14.5,1.59592441428841,-1.01401363165552,-9.85361058869086,-5.01016433622286,34.1,854,37.75,53.5
2111,"IND_03_NC_E","IND_03","IND","NY","Core",42.16714,74.2009,633,"North_Carolina_E","North_Carolina","E",4,64,5,4,8,73,49,24,1.59592441428841,-1.01401363165552,-9.85361058869086,-5.01016433622286,34.1,854,37.75,53.5
2112,"IND_03_VT_A","IND_03","IND","NY","Core",42.16714,74.2009,633,"Vermont_A","Vermont","A",6,48,4,6,6,50.5,32.5,18,1.59592441428841,-1.01401363165552,-3.44541897005897,-5.80837560984597,34.1,854,39.25,531.5
2113,"IND_03_VT_B","IND_03","IND","NY","Core",42.16714,74.2009,633,"Vermont_B","Vermont","B",6,48,4,6,6,33.5,23,10.5,1.59592441428841,-1.01401363165552,-3.44541897005897,-5.80837560984597,34.1,854,39.25,531.5
2114,"IND_03_VT_C","IND_03","IND","NY","Core",42.16714,74.2009,633,"Vermont_C","Vermont","C",4,64,5,4,8,57,38,19,1.59592441428841,-1.01401363165552,-3.44541897005897,-5.80837560984597,34.1,854,39.25,531.5
2115,"IND_03_VT_D","IND_03","IND","NY","Core",42.16714,74.2009,633,"Vermont_D","Vermont","D",5,68,5,5,12,51.5,35,16.5,1.59592441428841,-1.01401363165552,-3.44541897005897,-5.80837560984597,34.1,854,39.25,531.5
2116,"IND_03_VT_E","IND_03","IND","NY","Core",42.16714,74.2009,633,"Vermont_E","Vermont","E",3,52,4,3,10,59.5,40,19.5,1.59592441428841,-1.01401363165552,-3.44541897005897,-5.80837560984597,34.1,854,39.25,531.5
2117,"IND_04_MD_A","IND_04","IND","NY","Core",42.16395,74.20231,641,"Maryland_A","Maryland","A",4,9,1,4,9,64.9,37.5,27.4,1.68541032287239,-0.873848002072087,-4.79104440324931,-3.53774746780395,34,860,36.4,282.5
2118,"IND_04_MD_B","IND_04","IND","NY","Core",42.16395,74.20231,641,"Maryland_B","Maryland","B",5,37,3,5,9,45,30,15,1.68541032287239,-0.873848002072087,-4.79104440324931,-3.53774746780395,34,860,36.4,282.5
2119,"IND_04_MD_C","IND_04","IND","NY","Core",42.16395,74.20231,641,"Maryland_C","Maryland","C",4,49,4,4,7,30,18,12,1.68541032287239,-0.873848002072087,-4.79104440324931,-3.53774746780395,34,860,36.4,282.5
2120,"IND_04_MD_D","IND_04","IND","NY","Core",42.16395,74.20231,641,"Maryland_D","Maryland","D",4,13,1,4,13,26,17,9,1.68541032287239,-0.873848002072087,-4.79104440324931,-3.53774746780395,34,860,36.4,282.5
2121,"IND_04_MD_E","IND_04","IND","NY","Core",42.16395,74.20231,641,"Maryland_E","Maryland","E",4,2,1,4,2,52,38.5,13.5,1.68541032287239,-0.873848002072087,-4.79104440324931,-3.53774746780395,34,860,36.4,282.5
2122,"IND_04_NC_A","IND_04","IND","NY","Core",42.16395,74.20231,641,"North_Carolina_A","North_Carolina","A",5,37,3,5,9,31,20,11,1.68541032287239,-0.873848002072087,-9.85361058869086,-5.01016433622286,34,860,37.75,53.5
2123,"IND_04_NC_B","IND_04","IND","NY","Core",42.16395,74.20231,641,"North_Carolina_B","North_Carolina","B",4,35,3,4,7,43.5,28.5,15,1.68541032287239,-0.873848002072087,-9.85361058869086,-5.01016433622286,34,860,37.75,53.5
2124,"IND_04_NC_C","IND_04","IND","NY","Core",42.16395,74.20231,641,"North_Carolina_C","North_Carolina","C",4,13,1,4,13,45,25.5,19.5,1.68541032287239,-0.873848002072087,-9.85361058869086,-5.01016433622286,34,860,37.75,53.5
2125,"IND_04_NC_D","IND_04","IND","NY","Core",42.16395,74.20231,641,"North_Carolina_D","North_Carolina","D",4,9,1,4,9,73,22.5,50.5,1.68541032287239,-0.873848002072087,-9.85361058869086,-5.01016433622286,34,860,37.75,53.5
2126,"IND_04_NC_E","IND_04","IND","NY","Core",42.16395,74.20231,641,"North_Carolina_E","North_Carolina","E",4,2,1,4,2,40,29,11,1.68541032287239,-0.873848002072087,-9.85361058869086,-5.01016433622286,34,860,37.75,53.5
2127,"IND_04_VT_A","IND_04","IND","NY","Core",42.16395,74.20231,641,"Vermont_A","Vermont","A",4,58,5,4,2,50,28.5,21.5,1.68541032287239,-0.873848002072087,-3.44541897005897,-5.80837560984597,34,860,39.25,531.5
2128,"IND_04_VT_C","IND_04","IND","NY","Core",42.16395,74.20231,641,"Vermont_C","Vermont","C",4,2,1,4,2,32.5,26.5,6,1.68541032287239,-0.873848002072087,-3.44541897005897,-5.80837560984597,34,860,39.25,531.5
2129,"IND_04_VT_D","IND_04","IND","NY","Core",42.16395,74.20231,641,"Vermont_D","Vermont","D",5,37,3,5,9,39.5,28,11.5,1.68541032287239,-0.873848002072087,-3.44541897005897,-5.80837560984597,34,860,39.25,531.5
2130,"IND_05_MD_A","IND_05","IND","NY","Core",42.16349,74.20258,636,"Maryland_A","Maryland","A",4,39,3,4,11,45.1,34,11.1,1.68732495210487,-0.873481775747027,-4.79104440324931,-3.53774746780395,34,860,36.4,282.5
2131,"IND_05_MD_B","IND_05","IND","NY","Core",42.16349,74.20258,636,"Maryland_B","Maryland","B",6,56,4,6,14,46,31,15,1.68732495210487,-0.873481775747027,-4.79104440324931,-3.53774746780395,34,860,36.4,282.5
2132,"IND_05_MD_C","IND_05","IND","NY","Core",42.16349,74.20258,636,"Maryland_C","Maryland","C",3,41,3,3,13,47.5,23.5,24,1.68732495210487,-0.873481775747027,-4.79104440324931,-3.53774746780395,34,860,36.4,282.5
2133,"IND_05_MD_D","IND_05","IND","NY","Core",42.16349,74.20258,636,"Maryland_D","Maryland","D",5,58,5,5,2,28.5,16.5,12,1.68732495210487,-0.873481775747027,-4.79104440324931,-3.53774746780395,34,860,36.4,282.5
2134,"IND_05_MD_E","IND_05","IND","NY","Core",42.16349,74.20258,636,"Maryland_E","Maryland","E",2,44,4,2,2,15.5,9.5,6,1.68732495210487,-0.873481775747027,-4.79104440324931,-3.53774746780395,34,860,36.4,282.5
2135,"IND_05_NC_A","IND_05","IND","NY","Core",42.16349,74.20258,636,"North_Carolina_A","North_Carolina","A",6,28,2,6,14,43,28,15,1.68732495210487,-0.873481775747027,-9.85361058869086,-5.01016433622286,34,860,37.75,53.5
2136,"IND_05_NC_B","IND_05","IND","NY","Core",42.16349,74.20258,636,"North_Carolina_B","North_Carolina","B",3,55,4,3,13,51,26,25,1.68732495210487,-0.873481775747027,-9.85361058869086,-5.01016433622286,34,860,37.75,53.5
2137,"IND_05_NC_C","IND_05","IND","NY","Core",42.16349,74.20258,636,"North_Carolina_C","North_Carolina","C",5,58,5,5,2,32.5,22.5,10,1.68732495210487,-0.873481775747027,-9.85361058869086,-5.01016433622286,34,860,37.75,53.5
2138,"IND_05_NC_D","IND_05","IND","NY","Core",42.16349,74.20258,636,"North_Carolina_D","North_Carolina","D",4,25,2,4,11,13,9,4,1.68732495210487,-0.873481775747027,-9.85361058869086,-5.01016433622286,34,860,37.75,53.5
2139,"IND_05_NC_E","IND_05","IND","NY","Core",42.16349,74.20258,636,"North_Carolina_E","North_Carolina","E",2,16,2,2,2,35.5,23.5,12,1.68732495210487,-0.873481775747027,-9.85361058869086,-5.01016433622286,34,860,37.75,53.5
2140,"IND_05_VT_A","IND_05","IND","NY","Core",42.16349,74.20258,636,"Vermont_A","Vermont","A",3,13,1,3,13,35.5,24,11.5,1.68732495210487,-0.873481775747027,-3.44541897005897,-5.80837560984597,34,860,39.25,531.5
2141,"IND_05_VT_B","IND_05","IND","NY","Core",42.16349,74.20258,636,"Vermont_B","Vermont","B",4,53,4,4,11,25,14,11,1.68732495210487,-0.873481775747027,-3.44541897005897,-5.80837560984597,34,860,39.25,531.5
2142,"IND_05_VT_C","IND_05","IND","NY","Core",42.16349,74.20258,636,"Vermont_C","Vermont","C",2,30,3,2,2,30,20.5,9.5,1.68732495210487,-0.873481775747027,-3.44541897005897,-5.80837560984597,34,860,39.25,531.5
2143,"IND_05_VT_D","IND_05","IND","NY","Core",42.16349,74.20258,636,"Vermont_D","Vermont","D",6,56,4,6,14,46,28,18,1.68732495210487,-0.873481775747027,-3.44541897005897,-5.80837560984597,34,860,39.25,531.5
2144,"IND_05_VT_E","IND_05","IND","NY","Core",42.16349,74.20258,636,"Vermont_E","Vermont","E",3,27,2,3,13,38,21,17,1.68732495210487,-0.873481775747027,-3.44541897005897,-5.80837560984597,34,860,39.25,531.5
2145,"IND_06_MD_A","IND_06","IND","NY","Core",42.16228,74.20313,637,"Maryland_A","Maryland","A",6,48,4,6,6,51,39,12,1.70227057726178,-0.853107227554067,-4.79104440324931,-3.53774746780395,34,862,36.4,282.5
2146,"IND_06_MD_B","IND_06","IND","NY","Core",42.16228,74.20313,637,"Maryland_B","Maryland","B",5,23,2,5,9,45,31,14,1.70227057726178,-0.853107227554067,-4.79104440324931,-3.53774746780395,34,862,36.4,282.5
2147,"IND_06_MD_C","IND_06","IND","NY","Core",42.16228,74.20313,637,"Maryland_C","Maryland","C",2,67,5,2,11,28.5,15,13.5,1.70227057726178,-0.853107227554067,-4.79104440324931,-3.53774746780395,34,862,36.4,282.5
2148,"IND_06_MD_D","IND_06","IND","NY","Core",42.16228,74.20313,637,"Maryland_D","Maryland","D",2,11,1,2,11,52.5,32,20.5,1.70227057726178,-0.853107227554067,-4.79104440324931,-3.53774746780395,34,862,36.4,282.5
2149,"IND_06_MD_E","IND_06","IND","NY","Core",42.16228,74.20313,637,"Maryland_E","Maryland","E",6,10,1,6,10,61,37.5,23.5,1.70227057726178,-0.853107227554067,-4.79104440324931,-3.53774746780395,34,862,36.4,282.5
2150,"IND_06_NC_A","IND_06","IND","NY","Core",42.16228,74.20313,637,"North_Carolina_A","North_Carolina","A",5,51,4,5,9,31,23.5,7.5,1.70227057726178,-0.853107227554067,-9.85361058869086,-5.01016433622286,34,862,37.75,53.5
2151,"IND_06_NC_B","IND_06","IND","NY","Core",42.16228,74.20313,637,"North_Carolina_B","North_Carolina","B",2,67,5,2,11,43.5,35,8.5,1.70227057726178,-0.853107227554067,-9.85361058869086,-5.01016433622286,34,862,37.75,53.5
2152,"IND_06_NC_C","IND_06","IND","NY","Core",42.16228,74.20313,637,"North_Carolina_C","North_Carolina","C",2,11,1,2,11,43,30,13,1.70227057726178,-0.853107227554067,-9.85361058869086,-5.01016433622286,34,862,37.75,53.5
2153,"IND_06_NC_D","IND_06","IND","NY","Core",42.16228,74.20313,637,"North_Carolina_D","North_Carolina","D",6,48,4,6,6,49,35,14,1.70227057726178,-0.853107227554067,-9.85361058869086,-5.01016433622286,34,862,37.75,53.5
2154,"IND_06_NC_E","IND_06","IND","NY","Core",42.16228,74.20313,637,"North_Carolina_E","North_Carolina","E",6,10,1,6,10,37,27.5,9.5,1.70227057726178,-0.853107227554067,-9.85361058869086,-5.01016433622286,34,862,37.75,53.5
2155,"IND_06_VT_A","IND_06","IND","NY","Core",42.16228,74.20313,637,"Vermont_A","Vermont","A",6,60,5,6,4,49,33.5,15.5,1.70227057726178,-0.853107227554067,-3.44541897005897,-5.80837560984597,34,862,39.25,531.5
2156,"IND_06_VT_B","IND_06","IND","NY","Core",42.16228,74.20313,637,"Vermont_B","Vermont","B",6,20,2,6,6,55.5,33,22.5,1.70227057726178,-0.853107227554067,-3.44541897005897,-5.80837560984597,34,862,39.25,531.5
2157,"IND_06_VT_C","IND_06","IND","NY","Core",42.16228,74.20313,637,"Vermont_C","Vermont","C",6,10,1,6,10,50,36.5,13.5,1.70227057726178,-0.853107227554067,-3.44541897005897,-5.80837560984597,34,862,39.25,531.5
2158,"IND_06_VT_D","IND_06","IND","NY","Core",42.16228,74.20313,637,"Vermont_D","Vermont","D",5,23,2,5,9,38,23.5,14.5,1.70227057726178,-0.853107227554067,-3.44541897005897,-5.80837560984597,34,862,39.25,531.5
2159,"IND_06_VT_E","IND_06","IND","NY","Core",42.16228,74.20313,637,"Vermont_E","Vermont","E",6,4,1,6,4,42.5,30.5,12,1.70227057726178,-0.853107227554067,-3.44541897005897,-5.80837560984597,34,862,39.25,531.5
2160,"JAY_01_MD_B","JAY_01","JAY","VT","Core",44.92981,72.52965,900,"Maryland_B","Maryland","B",3,16,2,3,2,36,20.5,15.5,2.90340417711911,0.629500132787959,-4.79104440324931,-3.53774746780395,33.3,1162,36.4,282.5
2161,"JAY_01_MD_C","JAY_01","JAY","VT","Core",44.92981,72.52965,900,"Maryland_C","Maryland","C",4,46,4,4,4,16.5,10,6.5,2.90340417711911,0.629500132787959,-4.79104440324931,-3.53774746780395,33.3,1162,36.4,282.5
2162,"JAY_01_MD_D","JAY_01","JAY","VT","Core",44.92981,72.52965,900,"Maryland_D","Maryland","D",5,65,5,5,9,41,28,13,2.90340417711911,0.629500132787959,-4.79104440324931,-3.53774746780395,33.3,1162,36.4,282.5
2163,"JAY_01_NC_A","JAY_01","JAY","VT","Core",44.92981,72.52965,900,"North_Carolina_A","North_Carolina","A",3,44,4,3,2,31,18.5,12.5,2.90340417711911,0.629500132787959,-9.85361058869086,-5.01016433622286,33.3,1162,37.75,53.5
2164,"JAY_01_NC_B","JAY_01","JAY","VT","Core",44.92981,72.52965,900,"North_Carolina_B","North_Carolina","B",4,32,3,4,4,37,27,10,2.90340417711911,0.629500132787959,-9.85361058869086,-5.01016433622286,33.3,1162,37.75,53.5
2165,"JAY_01_NC_C","JAY_01","JAY","VT","Core",44.92981,72.52965,900,"North_Carolina_C","North_Carolina","C",5,65,5,5,9,29.5,16.5,13,2.90340417711911,0.629500132787959,-9.85361058869086,-5.01016433622286,33.3,1162,37.75,53.5
2166,"JAY_01_NC_D","JAY_01","JAY","VT","Core",44.92981,72.52965,900,"North_Carolina_D","North_Carolina","D",5,30,3,5,2,14,7.5,6.5,2.90340417711911,0.629500132787959,-9.85361058869086,-5.01016433622286,33.3,1162,37.75,53.5
2167,"JAY_01_NC_E","JAY_01","JAY","VT","Core",44.92981,72.52965,900,"North_Carolina_E","North_Carolina","E",5,44,4,5,2,40,28.5,11.5,2.90340417711911,0.629500132787959,-9.85361058869086,-5.01016433622286,33.3,1162,37.75,53.5
2168,"JAY_01_VT_A","JAY_01","JAY","VT","Core",44.92981,72.52965,900,"Vermont_A","Vermont","A",3,6,1,3,6,27,17.5,9.5,2.90340417711911,0.629500132787959,-3.44541897005897,-5.80837560984597,33.3,1162,39.25,531.5
2169,"JAY_02_MD_A","JAY_02","JAY","VT","Core",44.9235,72.51746,897,"Maryland_A","Maryland","A",2,37,3,2,9,81.6,37,44.6,3.08934313179097,0.645122616936309,-4.79104440324931,-3.53774746780395,33.1,1170,36.4,282.5
2170,"JAY_02_MD_B","JAY_02","JAY","VT","Core",44.9235,72.51746,897,"Maryland_B","Maryland","B",2,46,4,2,4,41,24,17,3.08934313179097,0.645122616936309,-4.79104440324931,-3.53774746780395,33.1,1170,36.4,282.5
2171,"JAY_02_MD_C","JAY_02","JAY","VT","Core",44.9235,72.51746,897,"Maryland_C","Maryland","C",6,54,4,6,12,39.5,27,12.5,3.08934313179097,0.645122616936309,-4.79104440324931,-3.53774746780395,33.1,1170,36.4,282.5
2172,"JAY_02_MD_D","JAY_02","JAY","VT","Core",44.9235,72.51746,897,"Maryland_D","Maryland","D",3,4,1,3,4,40.5,22,18.5,3.08934313179097,0.645122616936309,-4.79104440324931,-3.53774746780395,33.1,1170,36.4,282.5
2173,"JAY_02_MD_E","JAY_02","JAY","VT","Core",44.9235,72.51746,897,"Maryland_E","Maryland","E",3,7,1,3,7,42,28.5,13.5,3.08934313179097,0.645122616936309,-4.79104440324931,-3.53774746780395,33.1,1170,36.4,282.5
2174,"JAY_02_NC_A","JAY_02","JAY","VT","Core",44.9235,72.51746,897,"North_Carolina_A","North_Carolina","A",2,18,2,2,4,34,28,6,3.08934313179097,0.645122616936309,-9.85361058869086,-5.01016433622286,33.1,1170,37.75,53.5
2175,"JAY_02_NC_B","JAY_02","JAY","VT","Core",44.9235,72.51746,897,"North_Carolina_B","North_Carolina","B",6,40,3,6,12,31,26,5,3.08934313179097,0.645122616936309,-9.85361058869086,-5.01016433622286,33.1,1170,37.75,53.5
2176,"JAY_02_NC_C","JAY_02","JAY","VT","Core",44.9235,72.51746,897,"North_Carolina_C","North_Carolina","C",3,4,1,3,4,29.5,18,11.5,3.08934313179097,0.645122616936309,-9.85361058869086,-5.01016433622286,33.1,1170,37.75,53.5
2177,"JAY_02_NC_D","JAY_02","JAY","VT","Core",44.9235,72.51746,897,"North_Carolina_D","North_Carolina","D",2,23,2,2,9,37,25.5,11.5,3.08934313179097,0.645122616936309,-9.85361058869086,-5.01016433622286,33.1,1170,37.75,53.5
2178,"JAY_02_NC_E","JAY_02","JAY","VT","Core",44.9235,72.51746,897,"North_Carolina_E","North_Carolina","E",3,7,1,3,7,32.5,22,10.5,3.08934313179097,0.645122616936309,-9.85361058869086,-5.01016433622286,33.1,1170,37.75,53.5
2179,"JAY_02_VT_B","JAY_02","JAY","VT","Core",44.9235,72.51746,897,"Vermont_B","Vermont","B",2,51,4,2,9,33.5,20.5,13,3.08934313179097,0.645122616936309,-3.44541897005897,-5.80837560984597,33.1,1170,39.25,531.5
2180,"JAY_02_VT_C","JAY_02","JAY","VT","Core",44.9235,72.51746,897,"Vermont_C","Vermont","C",3,7,1,3,7,55.5,35,20.5,3.08934313179097,0.645122616936309,-3.44541897005897,-5.80837560984597,33.1,1170,39.25,531.5
2181,"JAY_02_VT_E","JAY_02","JAY","VT","Core",44.9235,72.51746,897,"Vermont_E","Vermont","E",6,54,4,6,12,39,26,13,3.08934313179097,0.645122616936309,-3.44541897005897,-5.80837560984597,33.1,1170,39.25,531.5
