plant_ID,Family,Population,Location,Region,Latitude,Longitude,Elevation,Garden,Bed,BedRow,BedCol,Rack,RackRow,RackCol,BudSet
HR_01_VT_A,HR_01,HR,TN,Edge,35.5714,83.17954,1615,Vermont,A,4,13,1,4,13,188
HR_01_VT_C,HR_01,HR,TN,Edge,35.5714,83.17954,1615,Vermont,C,6,57,5,6,1,249
HR_01_MD_A,HR_01,HR,TN,Edge,35.5714,83.17954,1615,Maryland,A,2,49,4,2,7,199
HR_01_MD_B,HR_01,HR,TN,Edge,35.5714,83.17954,1615,Maryland,B,3,14,1,3,14,199
HR_01_VT_D,HR_01,HR,TN,Edge,35.5714,83.17954,1615,Vermont,D,5,57,5,5,1,188
HR_01_VT_E,HR_01,HR,TN,Edge,35.5714,83.17954,1615,Vermont,E,5,45,4,5,3,215
HR_01_MD_C,HR_01,HR,TN,Edge,35.5714,83.17954,1615,Maryland,C,5,45,4,5,3,202
HR_01_MD_D,HR_01,HR,TN,Edge,35.5714,83.17954,1615,Maryland,D,4,58,5,4,2,217
HR_01_MD_E,HR_01,HR,TN,Edge,35.5714,83.17954,1615,Maryland,E,6,57,5,6,1,203
HR_01_NC_A,HR_01,HR,TN,Edge,35.5714,83.17954,1615,North_Carolina,A,5,57,5,5,1,195
HR_01_NC_D,HR_01,HR,TN,Edge,35.5714,83.17954,1615,North_Carolina,D,2,49,4,2,7,221
HR_01_NC_E,HR_01,HR,TN,Edge,35.5714,83.17954,1615,North_Carolina,E,6,57,5,6,1,198
SS_HR_02_NC_C,HR_02,HR,TN,Edge,35.5716,83.17953,1624,North_Carolina,C,7,24,NA,NA,NA,241
SS_HR_02_NC_A,HR_02,HR,TN,Edge,35.5716,83.17953,1624,North_Carolina,A,7,54,NA,NA,NA,241
HR_02_VT_A,HR_02,HR,TN,Edge,35.5716,83.17953,1624,Vermont,A,6,57,5,6,1,244
HR_02_VT_B,HR_02,HR,TN,Edge,35.5716,83.17953,1624,Vermont,B,3,57,5,3,1,271
HR_02_VT_C,HR_02,HR,TN,Edge,35.5716,83.17953,1624,Vermont,C,5,9,1,5,9,222
HR_02_MD_A,HR_02,HR,TN,Edge,35.5716,83.17953,1624,Maryland,A,5,14,1,5,14,204
HR_02_MD_B,HR_02,HR,TN,Edge,35.5716,83.17953,1624,Maryland,B,6,11,1,6,11,216
HR_02_VT_D,HR_02,HR,TN,Edge,35.5716,83.17953,1624,Vermont,D,2,60,5,2,4,244
HR_02_VT_E,HR_02,HR,TN,Edge,35.5716,83.17953,1624,Vermont,E,4,28,2,4,14,271
HR_02_MD_C,HR_02,HR,TN,Edge,35.5716,83.17953,1624,Maryland,C,4,42,3,4,14,224
HR_02_MD_D,HR_02,HR,TN,Edge,35.5716,83.17953,1624,Maryland,D,2,14,1,2,14,235
HR_02_MD_E,HR_02,HR,TN,Edge,35.5716,83.17953,1624,Maryland,E,5,9,1,5,9,228
HR_02_NC_A,HR_02,HR,TN,Edge,35.5716,83.17953,1624,North_Carolina,A,2,60,5,2,4,241
HR_02_NC_D,HR_02,HR,TN,Edge,35.5716,83.17953,1624,North_Carolina,D,5,14,1,5,14,250
HR_02_NC_E,HR_02,HR,TN,Edge,35.5716,83.17953,1624,North_Carolina,E,5,9,1,5,9,227
HR_02_NC_C,HR_02,HR,TN,Edge,35.5716,83.17953,1624,North_Carolina,C,2,14,1,2,14,250
HR_03_VT_D,HR_03,HR,TN,Edge,35.56898,83.17448,1627,Vermont,D,5,22,2,5,8,244
HR_03_VT_E,HR_03,HR,TN,Edge,35.56898,83.17448,1627,Vermont,E,4,57,5,4,1,249
HR_03_MD_A,HR_03,HR,TN,Edge,35.56898,83.17448,1627,Maryland,A,2,50,4,2,8,209
HR_03_MD_B,HR_03,HR,TN,Edge,35.56898,83.17448,1627,Maryland,B,5,22,2,5,8,204
HR_03_MD_C,HR_03,HR,TN,Edge,35.56898,83.17448,1627,Maryland,C,4,14,1,4,14,201
HR_03_MD_D,HR_03,HR,TN,Edge,35.56898,83.17448,1627,Maryland,D,3,3,1,3,3,202
HR_03_MD_E,HR_03,HR,TN,Edge,35.56898,83.17448,1627,Maryland,E,5,36,3,5,8,203
HR_03_NC_B,HR_03,HR,TN,Edge,35.56898,83.17448,1627,North_Carolina,B,4,14,1,4,14,206
HR_03_NC_C,HR_03,HR,TN,Edge,35.56898,83.17448,1627,North_Carolina,C,3,3,1,3,3,262
HR_03_NC_A,HR_03,HR,TN,Edge,35.56898,83.17448,1627,North_Carolina,A,5,50,4,5,8,195
HR_03_NC_D,HR_03,HR,TN,Edge,35.56898,83.17448,1627,North_Carolina,D,2,50,4,2,8,197
HR_03_NC_E,HR_03,HR,TN,Edge,35.56898,83.17448,1627,North_Carolina,E,5,50,4,5,8,198
HR_03_VT_A,HR_03,HR,TN,Edge,35.56898,83.17448,1627,Vermont,A,5,68,5,5,12,215
HR_03_VT_B,HR_03,HR,TN,Edge,35.56898,83.17448,1627,Vermont,B,2,22,2,2,8,188
HR_03_VT_C,HR_03,HR,TN,Edge,35.56898,83.17448,1627,Vermont,C,5,22,2,5,8,249
HR_05_VT_C,HR_05,HR,TN,Edge,35.57113,83.1706,1607,Vermont,C,5,32,3,5,4,236
HR_05_VT_A,HR_05,HR,TN,Edge,35.57113,83.1706,1607,Vermont,A,3,48,4,3,6,215
HR_05_VT_B,HR_05,HR,TN,Edge,35.57113,83.1706,1607,Vermont,B,2,34,3,2,6,249
HR_05_NC_A,HR_05,HR,TN,Edge,35.57113,83.1706,1607,North_Carolina,A,3,13,1,3,13,250
HR_05_NC_E,HR_05,HR,TN,Edge,35.57113,83.1706,1607,North_Carolina,E,5,18,2,5,4,197
HR_05_NC_B,HR_05,HR,TN,Edge,35.57113,83.1706,1607,North_Carolina,B,5,20,2,5,6,196
HR_05_NC_D,HR_05,HR,TN,Edge,35.57113,83.1706,1607,North_Carolina,D,2,34,3,2,6,197
HR_05_VT_D,HR_05,HR,TN,Edge,35.57113,83.1706,1607,Vermont,D,3,13,1,3,13,236
HR_05_VT_E,HR_05,HR,TN,Edge,35.57113,83.1706,1607,Vermont,E,5,34,3,5,6,209
HR_05_MD_A,HR_05,HR,TN,Edge,35.57113,83.1706,1607,Maryland,A,2,20,2,2,6,204
HR_05_MD_B,HR_05,HR,TN,Edge,35.57113,83.1706,1607,Maryland,B,5,58,5,5,2,216
HR_05_MD_C,HR_05,HR,TN,Edge,35.57113,83.1706,1607,Maryland,C,5,20,2,5,6,201
HR_05_MD_D,HR_05,HR,TN,Edge,35.57113,83.1706,1607,Maryland,D,3,34,3,3,6,202
HR_05_MD_E,HR_05,HR,TN,Edge,35.57113,83.1706,1607,Maryland,E,5,46,4,5,4,214
HR_06_MD_D,HR_06,HR,TN,Edge,35.57026,83.16939,1605,Maryland,D,4,47,4,4,5,202
HR_06_MD_E,HR_06,HR,TN,Edge,35.57026,83.16939,1605,Maryland,E,3,40,3,3,12,203
HR_06_VT_A,HR_06,HR,TN,Edge,35.57026,83.16939,1605,Vermont,A,4,19,2,4,5,256
HR_06_VT_B,HR_06,HR,TN,Edge,35.57026,83.16939,1605,Vermont,B,4,55,4,4,13,249
HR_06_VT_C,HR_06,HR,TN,Edge,35.57026,83.16939,1605,Vermont,C,3,26,2,3,12,236
HR_06_NC_A,HR_06,HR,TN,Edge,35.57026,83.16939,1605,North_Carolina,A,4,16,2,4,2,206
HR_06_NC_B,HR_06,HR,TN,Edge,35.57026,83.16939,1605,North_Carolina,B,5,33,3,5,5,241
HR_06_NC_E,HR_06,HR,TN,Edge,35.57026,83.16939,1605,North_Carolina,E,3,54,4,3,12,198
SS_HR_06_NC_C,HR_06,HR,TN,Edge,35.57026,83.16939,1605,North_Carolina,C,7,62,NA,NA,NA,250
HR_06_NC_C,HR_06,HR,TN,Edge,35.57026,83.16939,1605,North_Carolina,C,4,33,3,4,5,221
HR_06_VT_D,HR_06,HR,TN,Edge,35.57026,83.16939,1605,Vermont,D,4,44,4,4,2,244
HR_06_VT_E,HR_06,HR,TN,Edge,35.57026,83.16939,1605,Vermont,E,5,47,4,5,5,244
HR_06_MD_C,HR_06,HR,TN,Edge,35.57026,83.16939,1605,Maryland,C,5,47,4,5,5,210
HR_06_MD_A,HR_06,HR,TN,Edge,35.57026,83.16939,1605,Maryland,A,4,41,3,4,13,199
HR_06_MD_B,HR_06,HR,TN,Edge,35.57026,83.16939,1605,Maryland,B,4,44,4,4,2,199
SS_HR_06_NC_A,HR_06,HR,TN,Edge,35.57026,83.16939,1605,North_Carolina,A,7,11,NA,NA,NA,241
HR_06_NC_D,HR_06,HR,TN,Edge,35.57026,83.16939,1605,North_Carolina,D,4,27,2,4,13,247
HR_07_VT_E,HR_07,HR,TN,Edge,35.56706,83.16762,1595,Vermont,E,3,45,4,3,3,271
HR_07_VT_D,HR_07,HR,TN,Edge,35.56706,83.16762,1595,Vermont,D,3,30,3,3,2,197
HR_07_MD_A,HR_07,HR,TN,Edge,35.56706,83.16762,1595,Maryland,A,2,33,3,2,5,204
HR_07_MD_B,HR_07,HR,TN,Edge,35.56706,83.16762,1595,Maryland,B,3,30,3,3,2,245
HR_07_MD_C,HR_07,HR,TN,Edge,35.56706,83.16762,1595,Maryland,C,3,45,4,3,3,202
HR_07_MD_D,HR_07,HR,TN,Edge,35.56706,83.16762,1595,Maryland,D,4,8,1,4,8,235
HR_07_MD_E,HR_07,HR,TN,Edge,35.56706,83.16762,1595,Maryland,E,6,8,1,6,8,207
HR_07_VT_A,HR_07,HR,TN,Edge,35.56706,83.16762,1595,Vermont,A,4,63,5,4,7,215
HR_07_VT_B,HR_07,HR,TN,Edge,35.56706,83.16762,1595,Vermont,B,2,47,4,2,5,263
HR_07_VT_C,HR_07,HR,TN,Edge,35.56706,83.16762,1595,Vermont,C,6,8,1,6,8,244
HR_07_NC_C,HR_07,HR,TN,Edge,35.56706,83.16762,1595,North_Carolina,C,4,8,1,4,8,221
HR_07_NC_D,HR_07,HR,TN,Edge,35.56706,83.16762,1595,North_Carolina,D,2,19,2,2,5,247
HR_10_VT_A,HR_10,HR,TN,Edge,35.61916,83.20716,1036,Vermont,A,3,15,2,3,1,244
HR_10_VT_B,HR_10,HR,TN,Edge,35.61916,83.20716,1036,Vermont,B,6,43,4,6,1,271
HR_10_VT_C,HR_10,HR,TN,Edge,35.61916,83.20716,1036,Vermont,C,2,47,4,2,5,236
HR_10_NC_E,HR_10,HR,TN,Edge,35.61916,83.20716,1036,North_Carolina,E,2,33,3,2,5,247
HR_10_NC_B,HR_10,HR,TN,Edge,35.61916,83.20716,1036,North_Carolina,B,3,59,5,3,3,221
HR_10_NC_C,HR_10,HR,TN,Edge,35.61916,83.20716,1036,North_Carolina,C,3,29,3,3,1,234
HR_10_VT_D,HR_10,HR,TN,Edge,35.61916,83.20716,1036,Vermont,D,5,20,2,5,6,249
HR_10_VT_E,HR_10,HR,TN,Edge,35.61916,83.20716,1036,Vermont,E,5,12,1,5,12,249
HR_10_MD_A,HR_10,HR,TN,Edge,35.61916,83.20716,1036,Maryland,A,6,29,3,6,1,216
HR_10_MD_B,HR_10,HR,TN,Edge,35.61916,83.20716,1036,Maryland,B,5,20,2,5,6,232
HR_10_NC_D,HR_10,HR,TN,Edge,35.61916,83.20716,1036,North_Carolina,D,6,15,2,6,1,247
HR_10_MD_C,HR_10,HR,TN,Edge,35.61916,83.20716,1036,Maryland,C,3,59,5,3,3,202
HR_10_MD_D,HR_10,HR,TN,Edge,35.61916,83.20716,1036,Maryland,D,3,43,4,3,1,245
HR_10_MD_E,HR_10,HR,TN,Edge,35.61916,83.20716,1036,Maryland,E,2,19,2,2,5,214
HUN_01_MD_B,HUN_01,HUN,NY,Core,42.17801,74.22929,1221,Maryland,B,2,42,3,2,14,232
HUN_01_MD_C,HUN_01,HUN,NY,Core,42.17801,74.22929,1221,Maryland,C,3,67,5,3,11,238
HUN_01_MD_E,HUN_01,HUN,NY,Core,42.17801,74.22929,1221,Maryland,E,4,52,4,4,10,214
HUN_01_VT_A,HUN_01,HUN,NY,Core,42.17801,74.22929,1221,Vermont,A,4,23,2,4,9,215
HUN_01_VT_B,HUN_01,HUN,NY,Core,42.17801,74.22929,1221,Vermont,B,2,36,3,2,8,222
HUN_01_VT_C,HUN_01,HUN,NY,Core,42.17801,74.22929,1221,Vermont,C,4,38,3,4,10,236
HUN_01_NC_A,HUN_01,HUN,NY,Core,42.17801,74.22929,1221,North_Carolina,A,2,42,3,2,14,200
HUN_01_NC_D,HUN_01,HUN,NY,Core,42.17801,74.22929,1221,North_Carolina,D,2,36,3,2,8,197
HUN_01_VT_E,HUN_01,HUN,NY,Core,42.17801,74.22929,1221,Vermont,E,5,4,1,5,4,236
HUN_01_MD_A,HUN_01,HUN,NY,Core,42.17801,74.22929,1221,Maryland,A,2,22,2,2,8,209
HUN_02_MD_A,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,Maryland,A,2,42,3,2,14,243
HUN_02_MD_B,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,Maryland,B,6,23,2,6,9,199
HUN_02_MD_C,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,Maryland,C,4,52,4,4,10,202
HUN_02_MD_D,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,Maryland,D,3,40,3,3,12,202
HUN_02_MD_E,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,Maryland,E,6,50,4,6,8,203
HUN_02_NC_B,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,North_Carolina,B,4,38,3,4,10,196
HUN_02_NC_C,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,North_Carolina,C,3,54,4,3,12,196
HUN_02_VT_B,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,Vermont,B,2,56,4,2,14,236
HUN_02_VT_C,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,Vermont,C,6,36,3,6,8,236
HUN_02_VT_D,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,Vermont,D,6,23,2,6,9,209
HUN_02_VT_E,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,Vermont,E,4,52,4,4,10,236
HUN_02_NC_D,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,North_Carolina,D,2,28,2,2,14,197
HUN_02_NC_E,HUN_02,HUN,NY,Core,42.17772,74.2286,1198,North_Carolina,E,6,22,2,6,8,221
HUN_03_VT_A,HUN_03,HUN,NY,Core,42.17778,74.23087,1219,Vermont,A,4,34,3,4,6,215
HUN_03_VT_B,HUN_03,HUN,NY,Core,42.17778,74.23087,1219,Vermont,B,2,44,4,2,2,215
HUN_03_VT_D,HUN_03,HUN,NY,Core,42.17778,74.23087,1219,Vermont,D,6,50,4,6,8,200
HUN_03_VT_E,HUN_03,HUN,NY,Core,42.17778,74.23087,1219,Vermont,E,4,40,3,4,12,209
HUN_03_MD_A,HUN_03,HUN,NY,Core,42.17778,74.23087,1219,Maryland,A,2,30,3,2,2,197
HUN_03_MD_B,HUN_03,HUN,NY,Core,42.17778,74.23087,1219,Maryland,B,6,50,4,6,8,245
HUN_03_MD_C,HUN_03,HUN,NY,Core,42.17778,74.23087,1219,Maryland,C,4,26,2,4,12,201
HUN_03_MD_D,HUN_03,HUN,NY,Core,42.17778,74.23087,1219,Maryland,D,4,20,2,4,6,202
HUN_04_VT_A,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,Vermont,A,4,9,1,4,9,215
HUN_04_MD_B,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,Maryland,B,5,32,3,5,4,199
HUN_04_MD_C,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,Maryland,C,3,34,3,3,6,201
HUN_04_MD_D,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,Maryland,D,4,62,5,4,6,212
HUN_04_MD_E,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,Maryland,E,4,23,2,4,9,203
HUN_04_NC_E,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,North_Carolina,E,4,37,3,4,9,202
HUN_04_VT_B,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,Vermont,B,4,64,5,4,8,256
HUN_04_VT_C,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,Vermont,C,4,51,4,4,9,271
HUN_04_VT_D,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,Vermont,D,5,32,3,5,4,249
HUN_04_VT_E,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,Vermont,E,3,20,2,3,6,209
HUN_04_MD_A,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,Maryland,A,4,7,1,4,7,204
HUN_04_NC_C,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,North_Carolina,C,4,62,5,4,6,200
HUN_04_NC_B,HUN_04,HUN,NY,Core,42.17897,74.2295,1203,North_Carolina,B,3,48,4,3,6,227
HUN_05_MD_A,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,Maryland,A,2,53,4,2,11,199
HUN_05_NC_D,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,North_Carolina,D,2,53,4,2,11,202
HUN_05_NC_A,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,North_Carolina,A,5,12,1,5,12,195
HUN_05_NC_B,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,North_Carolina,B,2,43,4,2,1,196
HUN_05_VT_A,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,Vermont,A,3,36,3,3,8,215
HUN_05_MD_B,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,Maryland,B,3,59,5,3,3,199
HUN_05_MD_C,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,Maryland,C,2,29,3,2,1,205
HUN_05_MD_D,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,Maryland,D,3,22,2,3,8,202
HUN_05_NC_E,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,North_Carolina,E,4,18,2,4,4,197
HUN_05_VT_B,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,Vermont,B,2,25,2,2,11,278
HUN_05_VT_C,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,Vermont,C,4,32,3,4,4,249
HUN_05_VT_D,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,Vermont,D,5,12,1,5,12,249
HUN_05_VT_E,HUN_05,HUN,NY,Core,42.17995,74.22938,1189,Vermont,E,2,15,2,2,1,222
HUN_06_VT_B,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,Vermont,B,6,56,4,6,14,236
HUN_06_VT_C,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,Vermont,C,2,12,1,2,12,249
HUN_06_VT_D,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,Vermont,D,2,9,1,2,9,236
HUN_06_VT_E,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,Vermont,E,2,25,2,2,11,278
HUN_06_MD_A,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,Maryland,A,6,42,3,6,14,204
HUN_06_NC_A,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,North_Carolina,A,2,9,1,2,9,195
HUN_06_VT_A,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,Vermont,A,6,43,4,6,1,244
HUN_06_MD_B,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,Maryland,B,6,62,5,6,6,238
HUN_06_MD_C,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,Maryland,C,2,39,3,2,11,238
HUN_06_MD_D,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,Maryland,D,6,29,3,6,1,202
HUN_06_NC_B,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,North_Carolina,B,2,53,4,2,11,234
HUN_06_NC_C,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,North_Carolina,C,6,43,4,6,1,250
HUN_06_NC_E,HUN_06,HUN,NY,Core,42.19198,74.23504,1029,North_Carolina,E,2,12,1,2,12,202
HUN_07_VT_A,HUN_07,HUN,NY,Core,42.19412,74.23513,991,Vermont,A,4,44,4,4,2,244
HUN_07_MD_C,HUN_07,HUN,NY,Core,42.19412,74.23513,991,Maryland,C,3,54,4,3,12,202
HUN_07_MD_D,HUN_07,HUN,NY,Core,42.19412,74.23513,991,Maryland,D,4,30,3,4,2,224
HUN_07_MD_E,HUN_07,HUN,NY,Core,42.19412,74.23513,991,Maryland,E,5,16,2,5,2,203
HUN_07_NC_B,HUN_07,HUN,NY,Core,42.19412,74.23513,991,North_Carolina,B,3,40,3,3,12,196
HUN_07_NC_D,HUN_07,HUN,NY,Core,42.19412,74.23513,991,North_Carolina,D,2,9,1,2,9,221
HUN_07_NC_E,HUN_07,HUN,NY,Core,42.19412,74.23513,991,North_Carolina,E,5,30,3,5,2,197
HUN_07_VT_B,HUN_07,HUN,NY,Core,42.19412,74.23513,991,Vermont,B,6,62,5,6,6,249
HUN_07_VT_C,HUN_07,HUN,NY,Core,42.19412,74.23513,991,Vermont,C,5,44,4,5,2,256
HUN_07_VT_D,HUN_07,HUN,NY,Core,42.19412,74.23513,991,Vermont,D,6,14,1,6,14,244
HUN_07_VT_E,HUN_07,HUN,NY,Core,42.19412,74.23513,991,Vermont,E,3,54,4,3,12,271
HUN_07_MD_B,HUN_07,HUN,NY,Core,42.19412,74.23513,991,Maryland,B,2,57,5,2,1,204
HUN_07_MD_A,HUN_07,HUN,NY,Core,42.19412,74.23513,991,Maryland,A,2,9,1,2,9,243
HUN_07_NC_A,HUN_07,HUN,NY,Core,42.19412,74.23513,991,North_Carolina,A,6,14,1,6,14,242
IND_01_MD_B,IND_01,IND,NY,Core,42.16541,74.20158,646,Maryland,B,4,35,3,4,7,199
IND_01_MD_C,IND_01,IND,NY,Core,42.16541,74.20158,646,Maryland,C,6,36,3,6,8,201
IND_01_NC_C,IND_01,IND,NY,Core,42.16541,74.20158,646,North_Carolina,C,4,40,3,4,12,196
IND_01_VT_A,IND_01,IND,NY,Core,42.16541,74.20158,646,Vermont,A,4,26,2,4,12,256
IND_01_MD_D,IND_01,IND,NY,Core,42.16541,74.20158,646,Maryland,D,4,54,4,4,12,202
IND_01_MD_E,IND_01,IND,NY,Core,42.16541,74.20158,646,Maryland,E,5,56,4,5,14,245
IND_01_NC_A,IND_01,IND,NY,Core,42.16541,74.20158,646,North_Carolina,A,4,35,3,4,7,195
IND_01_NC_B,IND_01,IND,NY,Core,42.16541,74.20158,646,North_Carolina,B,6,50,4,6,8,241
IND_01_NC_D,IND_01,IND,NY,Core,42.16541,74.20158,646,North_Carolina,D,4,37,3,4,9,250
IND_01_NC_E,IND_01,IND,NY,Core,42.16541,74.20158,646,North_Carolina,E,5,28,2,5,14,197
IND_01_VT_B,IND_01,IND,NY,Core,42.16541,74.20158,646,Vermont,B,4,37,3,4,9,244
IND_01_VT_C,IND_01,IND,NY,Core,42.16541,74.20158,646,Vermont,C,5,42,3,5,14,271
IND_01_VT_D,IND_01,IND,NY,Core,42.16541,74.20158,646,Vermont,D,4,35,3,4,7,249
IND_01_VT_E,IND_01,IND,NY,Core,42.16541,74.20158,646,Vermont,E,6,22,2,6,8,271
IND_02_VT_B,IND_02,IND,NY,Core,42.16542,74.20212,652,Vermont,B,6,39,3,6,11,215
IND_02_VT_C,IND_02,IND,NY,Core,42.16542,74.20212,652,Vermont,C,5,52,4,5,10,236
IND_02_VT_D,IND_02,IND,NY,Core,42.16542,74.20212,652,Vermont,D,3,38,3,3,10,244
IND_02_VT_E,IND_02,IND,NY,Core,42.16542,74.20212,652,Vermont,E,2,39,3,2,11,249
IND_02_MD_E,IND_02,IND,NY,Core,42.16542,74.20212,652,Maryland,E,5,24,2,5,10,214
IND_02_MD_A,IND_02,IND,NY,Core,42.16542,74.20212,652,Maryland,A,6,25,2,6,11,197
IND_02_VT_A,IND_02,IND,NY,Core,42.16542,74.20212,652,Vermont,A,2,54,4,2,12,244
IND_02_MD_C,IND_02,IND,NY,Core,42.16542,74.20212,652,Maryland,C,2,25,2,2,11,232
IND_02_MD_B,IND_02,IND,NY,Core,42.16542,74.20212,652,Maryland,B,3,38,3,3,10,216
IND_02_MD_D,IND_02,IND,NY,Core,42.16542,74.20212,652,Maryland,D,2,40,3,2,12,212
IND_02_NC_B,IND_02,IND,NY,Core,42.16542,74.20212,652,North_Carolina,B,2,25,2,2,11,206
IND_02_NC_A,IND_02,IND,NY,Core,42.16542,74.20212,652,North_Carolina,A,3,38,3,3,10,195
IND_02_NC_C,IND_02,IND,NY,Core,42.16542,74.20212,652,North_Carolina,C,2,54,4,2,12,206
IND_02_NC_E,IND_02,IND,NY,Core,42.16542,74.20212,652,North_Carolina,E,5,38,3,5,10,202
IND_03_VT_A,IND_03,IND,NY,Core,42.16714,74.2009,633,Vermont,A,6,48,4,6,6,222
IND_03_MD_A,IND_03,IND,NY,Core,42.16714,74.2009,633,Maryland,A,6,34,3,6,6,237
IND_03_MD_B,IND_03,IND,NY,Core,42.16714,74.2009,633,Maryland,B,3,3,1,3,3,199
IND_03_NC_E,IND_03,IND,NY,Core,42.16714,74.2009,633,North_Carolina,E,4,64,5,4,8,198
IND_03_NC_B,IND_03,IND,NY,Core,42.16714,74.2009,633,North_Carolina,B,3,38,3,3,10,200
IND_03_NC_C,IND_03,IND,NY,Core,42.16714,74.2009,633,North_Carolina,C,6,48,4,6,6,250
IND_03_NC_D,IND_03,IND,NY,Core,42.16714,74.2009,633,North_Carolina,D,6,20,2,6,6,247
IND_03_VT_B,IND_03,IND,NY,Core,42.16714,74.2009,633,Vermont,B,6,48,4,6,6,209
IND_03_VT_C,IND_03,IND,NY,Core,42.16714,74.2009,633,Vermont,C,4,64,5,4,8,244
IND_03_VT_D,IND_03,IND,NY,Core,42.16714,74.2009,633,Vermont,D,5,68,5,5,12,249
IND_03_VT_E,IND_03,IND,NY,Core,42.16714,74.2009,633,Vermont,E,3,52,4,3,10,236
IND_03_MD_C,IND_03,IND,NY,Core,42.16714,74.2009,633,Maryland,C,3,52,4,3,10,238
IND_03_MD_D,IND_03,IND,NY,Core,42.16714,74.2009,633,Maryland,D,6,34,3,6,6,217
IND_03_MD_E,IND_03,IND,NY,Core,42.16714,74.2009,633,Maryland,E,4,64,5,4,8,203
IND_03_NC_A,IND_03,IND,NY,Core,42.16714,74.2009,633,North_Carolina,A,5,68,5,5,12,195
IND_04_MD_B,IND_04,IND,NY,Core,42.16395,74.20231,641,Maryland,B,5,37,3,5,9,199
IND_04_MD_C,IND_04,IND,NY,Core,42.16395,74.20231,641,Maryland,C,4,49,4,4,7,202
IND_04_MD_D,IND_04,IND,NY,Core,42.16395,74.20231,641,Maryland,D,4,13,1,4,13,235
IND_04_MD_E,IND_04,IND,NY,Core,42.16395,74.20231,641,Maryland,E,4,2,1,4,2,203
IND_04_VT_A,IND_04,IND,NY,Core,42.16395,74.20231,641,Vermont,A,4,58,5,4,2,278
IND_04_NC_A,IND_04,IND,NY,Core,42.16395,74.20231,641,North_Carolina,A,5,37,3,5,9,213
IND_04_NC_B,IND_04,IND,NY,Core,42.16395,74.20231,641,North_Carolina,B,4,35,3,4,7,221
IND_04_NC_C,IND_04,IND,NY,Core,42.16395,74.20231,641,North_Carolina,C,4,13,1,4,13,227
IND_04_NC_E,IND_04,IND,NY,Core,42.16395,74.20231,641,North_Carolina,E,4,2,1,4,2,197
IND_04_VT_B,IND_04,IND,NY,Core,42.16395,74.20231,641,Vermont,B,4,62,5,4,6,278
IND_04_VT_C,IND_04,IND,NY,Core,42.16395,74.20231,641,Vermont,C,4,2,1,4,2,236
IND_04_VT_D,IND_04,IND,NY,Core,42.16395,74.20231,641,Vermont,D,5,37,3,5,9,236
IND_04_VT_E,IND_04,IND,NY,Core,42.16395,74.20231,641,Vermont,E,4,49,4,4,7,249
