plant_ID,Family,Population,Location,Region,Latitude,Longitude,Elevation,Garden,Bed,BedRow,BedCol,Rack,RackRow,RackCol,BudSet
BLA_03_VT_B,BLA_03,BLA,PA,Margin,41.11094,75.58869,513,Vermont,B,5,47,4,5,5,222
BLA_03_VT_C,BLA_03,BLA,PA,Margin,41.11094,75.58869,513,Vermont,C,5,63,5,5,7,209
BLA_03_VT_D,BLA_03,BLA,PA,Margin,41.11094,75.58869,513,Vermont,D,6,26,2,6,12,236
BLA_03_MD_A,BLA_03,BLA,PA,Margin,41.11094,75.58869,513,Maryland,A,5,33,3,5,5,197
BLA_03_MD_B,BLA_03,BLA,PA,Margin,41.11094,75.58869,513,Maryland,B,6,26,2,6,12,245
BLA_03_MD_C,BLA_03,BLA,PA,Margin,41.11094,75.58869,513,Maryland,C,4,62,5,4,6,238
BLA_03_MD_D,BLA_03,BLA,PA,Margin,41.11094,75.58869,513,Maryland,D,5,26,2,5,12,245
BLA_03_MD_E,BLA_03,BLA,PA,Margin,41.11094,75.58869,513,Maryland,E,5,63,5,5,7,203
BLA_04_MD_A,BLA_04,BLA,PA,Margin,41.11113,75.58817,513,Maryland,A,5,51,4,5,9,251
BLA_04_MD_B,BLA_04,BLA,PA,Margin,41.11113,75.58817,513,Maryland,B,5,63,5,5,7,251
BLA_04_MD_C,BLA_04,BLA,PA,Margin,41.11113,75.58817,513,Maryland,C,3,20,2,3,6,238
BLA_04_MD_D,BLA_04,BLA,PA,Margin,41.11113,75.58817,513,Maryland,D,5,4,1,5,4,202
BLA_04_MD_E,BLA_04,BLA,PA,Margin,41.11113,75.58817,513,Maryland,E,4,19,2,4,5,203
BLA_04_VT_A,BLA_04,BLA,PA,Margin,41.11113,75.58817,513,Vermont,A,3,67,5,3,11,197
BLA_04_VT_B,BLA_04,BLA,PA,Margin,41.11113,75.58817,513,Vermont,B,5,23,2,5,9,278
BLA_04_NC_A,BLA_04,BLA,PA,Margin,41.11113,75.58817,513,North_Carolina,A,3,8,1,3,8,213
BLA_04_NC_B,BLA_04,BLA,PA,Margin,41.11113,75.58817,513,North_Carolina,B,3,20,2,3,6,206
BLA_04_NC_C,BLA_04,BLA,PA,Margin,41.11113,75.58817,513,North_Carolina,C,5,4,1,5,4,196
BLA_04_NC_D,BLA_04,BLA,PA,Margin,41.11113,75.58817,513,North_Carolina,D,5,51,4,5,9,197
BLA_04_NC_E,BLA_04,BLA,PA,Margin,41.11113,75.58817,513,North_Carolina,E,4,33,3,4,5,221
BLA_04_VT_C,BLA_04,BLA,PA,Margin,41.11113,75.58817,513,Vermont,C,4,47,4,4,5,236
BLA_04_VT_D,BLA_04,BLA,PA,Margin,41.11113,75.58817,513,Vermont,D,3,8,1,3,8,222
BLA_04_VT_E,BLA_04,BLA,PA,Margin,41.11113,75.58817,513,Vermont,E,3,34,3,3,6,195
BLA_05_VT_B,BLA_05,BLA,PA,Margin,41.11547,75.59589,510,Vermont,B,3,17,2,3,3,209
BLA_05_VT_C,BLA_05,BLA,PA,Margin,41.11547,75.59589,510,Vermont,C,6,33,3,6,5,236
BLA_05_VT_E,BLA_05,BLA,PA,Margin,41.11547,75.59589,510,Vermont,E,6,56,4,6,14,236
BLA_05_VT_D,BLA_05,BLA,PA,Margin,41.11547,75.59589,510,Vermont,D,5,27,2,5,13,249
BLA_05_NC_D,BLA_05,BLA,PA,Margin,41.11547,75.59589,510,North_Carolina,D,3,45,4,3,3,197
BLA_05_NC_E,BLA_05,BLA,PA,Margin,41.11547,75.59589,510,North_Carolina,E,6,19,2,6,5,197
BLA_05_MD_A,BLA_05,BLA,PA,Margin,41.11547,75.59589,510,Maryland,A,3,45,4,3,3,199
BLA_05_MD_B,BLA_05,BLA,PA,Margin,41.11547,75.59589,510,Maryland,B,5,27,2,5,13,199
BLA_05_MD_C,BLA_05,BLA,PA,Margin,41.11547,75.59589,510,Maryland,C,6,56,4,6,14,202
BLA_05_MD_D,BLA_05,BLA,PA,Margin,41.11547,75.59589,510,Maryland,D,6,67,5,6,11,255
BLA_05_VT_A,BLA_05,BLA,PA,Margin,41.11547,75.59589,510,Vermont,A,2,4,1,2,4,278
BLA_05_MD_E,BLA_05,BLA,PA,Margin,41.11547,75.59589,510,Maryland,E,6,47,4,6,5,203
BLA_05_NC_B,BLA_05,BLA,PA,Margin,41.11547,75.59589,510,North_Carolina,B,6,42,3,6,14,196
BLA_05_NC_A,BLA_05,BLA,PA,Margin,41.11547,75.59589,510,North_Carolina,A,5,55,4,5,13,241
BLA_05_NC_C,BLA_05,BLA,PA,Margin,41.11547,75.59589,510,North_Carolina,C,6,67,5,6,11,250
BRA_01_VT_B,BRA_01,BRA,PA,Margin,41.15817,75.53619,520,Vermont,B,4,14,1,4,14,249
BRA_01_MD_D,BRA_01,BRA,PA,Margin,41.15817,75.53619,520,Maryland,D,6,55,4,6,13,217
BRA_01_MD_E,BRA_01,BRA,PA,Margin,41.15817,75.53619,520,Maryland,E,2,34,3,2,6,203
BRA_01_NC_A,BRA_01,BRA,PA,Margin,41.15817,75.53619,520,North_Carolina,A,5,6,1,5,6,195
BRA_01_NC_B,BRA_01,BRA,PA,Margin,41.15817,75.53619,520,North_Carolina,B,5,69,5,5,13,196
BRA_01_NC_C,BRA_01,BRA,PA,Margin,41.15817,75.53619,520,North_Carolina,C,6,41,3,6,13,196
BRA_01_VT_C,BRA_01,BRA,PA,Margin,41.15817,75.53619,520,Vermont,C,2,20,2,2,6,236
BRA_01_VT_A,BRA_01,BRA,PA,Margin,41.15817,75.53619,520,Vermont,A,6,27,2,6,13,222
BRA_01_VT_D,BRA_01,BRA,PA,Margin,41.15817,75.53619,520,Vermont,D,5,6,1,5,6,236
BRA_01_VT_E,BRA_01,BRA,PA,Margin,41.15817,75.53619,520,Vermont,E,3,2,1,3,2,209
BRA_01_NC_D,BRA_01,BRA,PA,Margin,41.15817,75.53619,520,North_Carolina,D,4,57,5,4,1,197
BRA_01_NC_E,BRA_01,BRA,PA,Margin,41.15817,75.53619,520,North_Carolina,E,2,48,4,2,6,198
BRA_01_MD_A,BRA_01,BRA,PA,Margin,41.15817,75.53619,520,Maryland,A,4,57,5,4,1,204
BRA_01_MD_B,BRA_01,BRA,PA,Margin,41.15817,75.53619,520,Maryland,B,3,65,5,3,9,199
BRA_01_MD_C,BRA_01,BRA,PA,Margin,41.15817,75.53619,520,Maryland,C,5,69,5,5,13,202
BRA_02_MD_A,BRA_02,BRA,PA,Margin,41.15854,75.53651,531,Maryland,A,6,8,1,6,8,209
BRA_02_MD_B,BRA_02,BRA,PA,Margin,41.15854,75.53651,531,Maryland,B,4,50,4,4,8,199
BRA_02_MD_C,BRA_02,BRA,PA,Margin,41.15854,75.53651,531,Maryland,C,2,32,3,2,4,217
BRA_02_VT_A,BRA_02,BRA,PA,Margin,41.15854,75.53651,531,Vermont,A,4,20,2,4,6,188
BRA_02_MD_D,BRA_02,BRA,PA,Margin,41.15854,75.53651,531,Maryland,D,4,48,4,4,6,202
BRA_02_MD_E,BRA_02,BRA,PA,Margin,41.15854,75.53651,531,Maryland,E,6,58,5,6,2,203
BRA_02_NC_B,BRA_02,BRA,PA,Margin,41.15854,75.53651,531,North_Carolina,B,2,46,4,2,4,196
BRA_02_NC_C,BRA_02,BRA,PA,Margin,41.15854,75.53651,531,North_Carolina,C,4,34,3,4,6,196
BRA_02_NC_E,BRA_02,BRA,PA,Margin,41.15854,75.53651,531,North_Carolina,E,6,58,5,6,2,198
BRA_02_VT_B,BRA_02,BRA,PA,Margin,41.15854,75.53651,531,Vermont,B,2,63,5,2,7,228
BRA_02_VT_D,BRA_02,BRA,PA,Margin,41.15854,75.53651,531,Vermont,D,4,50,4,4,8,249
BRA_02_VT_E,BRA_02,BRA,PA,Margin,41.15854,75.53651,531,Vermont,E,2,18,2,2,4,197
BRA_03_VT_A,BRA_03,BRA,PA,Margin,41.16102,75.53809,528,Vermont,A,4,27,2,4,13,249
BRA_03_VT_B,BRA_03,BRA,PA,Margin,41.16102,75.53809,528,Vermont,B,3,63,5,3,7,249
BRA_03_VT_E,BRA_03,BRA,PA,Margin,41.16102,75.53809,528,Vermont,E,6,42,3,6,14,209
BRA_03_VT_D,BRA_03,BRA,PA,Margin,41.16102,75.53809,528,Vermont,D,2,28,2,2,14,271
BRA_03_MD_A,BRA_03,BRA,PA,Margin,41.16102,75.53809,528,Maryland,A,5,8,1,5,8,216
BRA_03_MD_B,BRA_03,BRA,PA,Margin,41.16102,75.53809,528,Maryland,B,2,28,2,2,14,199
BRA_03_MD_C,BRA_03,BRA,PA,Margin,41.16102,75.53809,528,Maryland,C,6,28,2,6,14,201
BRA_03_MD_D,BRA_03,BRA,PA,Margin,41.16102,75.53809,528,Maryland,D,4,55,4,4,13,202
BRA_03_NC_E,BRA_03,BRA,PA,Margin,41.16102,75.53809,528,North_Carolina,E,4,61,5,4,5,202
BRA_03_NC_B,BRA_03,BRA,PA,Margin,41.16102,75.53809,528,North_Carolina,B,6,28,2,6,14,196
BRA_03_NC_C,BRA_03,BRA,PA,Margin,41.16102,75.53809,528,North_Carolina,C,4,41,3,4,13,250
BRA_04_VT_C,BRA_04,BRA,PA,Margin,41.16406,75.54375,531,Vermont,C,6,59,5,6,3,278
BRA_04_MD_D,BRA_04,BRA,PA,Margin,41.16406,75.54375,531,Maryland,D,4,34,3,4,6,235
BRA_04_MD_E,BRA_04,BRA,PA,Margin,41.16406,75.54375,531,Maryland,E,6,59,5,6,3,240
BRA_04_NC_C,BRA_04,BRA,PA,Margin,41.16406,75.54375,531,North_Carolina,C,4,48,4,4,6,206
BRA_04_NC_D,BRA_04,BRA,PA,Margin,41.16406,75.54375,531,North_Carolina,D,5,20,2,5,6,197
BRA_04_NC_E,BRA_04,BRA,PA,Margin,41.16406,75.54375,531,North_Carolina,E,6,59,5,6,3,247
BRA_04_VT_D,BRA_04,BRA,PA,Margin,41.16406,75.54375,531,Vermont,D,5,49,4,5,7,249
BRA_04_VT_B,BRA_04,BRA,PA,Margin,41.16406,75.54375,531,Vermont,B,5,48,4,5,6,249
BRA_04_VT_A,BRA_04,BRA,PA,Margin,41.16406,75.54375,531,Vermont,A,4,48,4,4,6,195
BRA_04_VT_E,BRA_04,BRA,PA,Margin,41.16406,75.54375,531,Vermont,E,5,37,3,5,9,244
BRA_04_MD_A,BRA_04,BRA,PA,Margin,41.16406,75.54375,531,Maryland,A,5,34,3,5,6,197
BRA_04_MD_B,BRA_04,BRA,PA,Margin,41.16406,75.54375,531,Maryland,B,5,49,4,5,7,199
BRA_04_MD_C,BRA_04,BRA,PA,Margin,41.16406,75.54375,531,Maryland,C,5,23,2,5,9,238
BRA_04_NC_A,BRA_04,BRA,PA,Margin,41.16406,75.54375,531,North_Carolina,A,5,21,2,5,7,206
BRA_04_NC_B,BRA_04,BRA,PA,Margin,41.16406,75.54375,531,North_Carolina,B,5,23,2,5,9,241
BRA_05_VT_E,BRA_05,BRA,PA,Margin,41.15577,75.52876,539,Vermont,E,6,32,3,6,4,271
BRA_05_VT_D,BRA_05,BRA,PA,Margin,41.15577,75.52876,539,Vermont,D,5,58,5,5,2,249
BRA_05_MD_A,BRA_05,BRA,PA,Margin,41.15577,75.52876,539,Maryland,A,3,39,3,3,11,209
BRA_05_MD_B,BRA_05,BRA,PA,Margin,41.15577,75.52876,539,Maryland,B,3,13,1,3,13,204
BRA_05_NC_B,BRA_05,BRA,PA,Margin,41.15577,75.52876,539,North_Carolina,B,6,18,2,6,4,196
BRA_05_NC_C,BRA_05,BRA,PA,Margin,41.15577,75.52876,539,North_Carolina,C,5,45,4,5,3,196
BRA_05_MD_C,BRA_05,BRA,PA,Margin,41.15577,75.52876,539,Maryland,C,6,18,2,6,4,232
BRA_05_MD_D,BRA_05,BRA,PA,Margin,41.15577,75.52876,539,Maryland,D,5,31,3,5,3,217
BRA_05_MD_E,BRA_05,BRA,PA,Margin,41.15577,75.52876,539,Maryland,E,4,68,5,4,12,240
BRA_05_NC_E,BRA_05,BRA,PA,Margin,41.15577,75.52876,539,North_Carolina,E,4,68,5,4,12,198
BRA_05_VT_C,BRA_05,BRA,PA,Margin,41.15577,75.52876,539,Vermont,C,4,68,5,4,12,271
BRA_05_VT_A,BRA_05,BRA,PA,Margin,41.15577,75.52876,539,Vermont,A,5,45,4,5,3,236
BRA_05_VT_B,BRA_05,BRA,PA,Margin,41.15577,75.52876,539,Vermont,B,3,53,4,3,11,236
BRB_01_VT_B,BRB_01,BRB,WV,Edge,39.11781,79.58277,988,Vermont,B,2,37,3,2,9,244
BRB_01_VT_A,BRB_01,BRB,WV,Edge,39.11781,79.58277,988,Vermont,A,2,3,1,2,3,222
BRB_01_VT_E,BRB_01,BRB,WV,Edge,39.11781,79.58277,988,Vermont,E,6,36,3,6,8,197
BRB_01_VT_C,BRB_01,BRB,WV,Edge,39.11781,79.58277,988,Vermont,C,3,25,2,3,11,271
BRB_01_VT_D,BRB_01,BRB,WV,Edge,39.11781,79.58277,988,Vermont,D,4,21,2,4,7,209
BRB_01_MD_A,BRB_01,BRB,WV,Edge,39.11781,79.58277,988,Maryland,A,2,23,2,2,9,209
BRB_01_NC_A,BRB_01,BRB,WV,Edge,39.11781,79.58277,988,North_Carolina,A,4,49,4,4,7,195
BRB_01_NC_B,BRB_01,BRB,WV,Edge,39.11781,79.58277,988,North_Carolina,B,6,22,2,6,8,196
BRB_01_NC_C,BRB_01,BRB,WV,Edge,39.11781,79.58277,988,North_Carolina,C,6,68,5,6,12,247
BRB_01_MD_B,BRB_01,BRB,WV,Edge,39.11781,79.58277,988,Maryland,B,4,21,2,4,7,199
BRB_01_MD_C,BRB_01,BRB,WV,Edge,39.11781,79.58277,988,Maryland,C,6,22,2,6,8,201
BRB_01_MD_D,BRB_01,BRB,WV,Edge,39.11781,79.58277,988,Maryland,D,6,68,5,6,12,202
BRB_01_MD_E,BRB_01,BRB,WV,Edge,39.11781,79.58277,988,Maryland,E,3,39,3,3,11,219
BRB_01_NC_D,BRB_01,BRB,WV,Edge,39.11781,79.58277,988,North_Carolina,D,2,37,3,2,9,206
BRB_01_NC_E,BRB_01,BRB,WV,Edge,39.11781,79.58277,988,North_Carolina,E,3,53,4,3,11,198
BRB_02_MD_A,BRB_02,BRB,WV,Edge,39.11853,79.58482,985,Maryland,A,4,6,1,4,6,204
BRB_02_MD_B,BRB_02,BRB,WV,Edge,39.11853,79.58482,985,Maryland,B,5,5,1,5,5,199
BRB_02_MD_C,BRB_02,BRB,WV,Edge,39.11853,79.58482,985,Maryland,C,6,47,4,6,5,238
BRB_02_NC_B,BRB_02,BRB,WV,Edge,39.11853,79.58482,985,North_Carolina,B,6,33,3,6,5,196
BRB_02_VT_B,BRB_02,BRB,WV,Edge,39.11853,79.58482,985,Vermont,B,4,65,5,4,9,222
BRB_02_VT_A,BRB_02,BRB,WV,Edge,39.11853,79.58482,985,Vermont,A,5,47,4,5,5,215
BRB_02_VT_C,BRB_02,BRB,WV,Edge,39.11853,79.58482,985,Vermont,C,3,45,4,3,3,236
BRB_02_VT_D,BRB_02,BRB,WV,Edge,39.11853,79.58482,985,Vermont,D,3,66,5,3,10,215
BRB_02_VT_E,BRB_02,BRB,WV,Edge,39.11853,79.58482,985,Vermont,E,6,47,4,6,5,209
BRB_02_NC_A,BRB_02,BRB,WV,Edge,39.11853,79.58482,985,North_Carolina,A,3,66,5,3,10,200
BRB_03_VT_A,BRB_03,BRB,WV,Edge,39.11863,79.58606,983,Vermont,A,3,24,2,3,10,244
BRB_03_VT_E,BRB_03,BRB,WV,Edge,39.11863,79.58606,983,Vermont,E,5,53,4,5,11,228
BRB_03_VT_B,BRB_03,BRB,WV,Edge,39.11863,79.58606,983,Vermont,B,2,8,1,2,8,222
BRB_03_VT_C,BRB_03,BRB,WV,Edge,39.11863,79.58606,983,Vermont,C,5,18,2,5,4,249
BRB_03_VT_D,BRB_03,BRB,WV,Edge,39.11863,79.58606,983,Vermont,D,3,4,1,3,4,244
BRB_03_MD_A,BRB_03,BRB,WV,Edge,39.11863,79.58606,983,Maryland,A,6,63,5,6,7,204
BRB_03_MD_B,BRB_03,BRB,WV,Edge,39.11863,79.58606,983,Maryland,B,5,67,5,5,11,199
BRB_03_NC_B,BRB_03,BRB,WV,Edge,39.11863,79.58606,983,North_Carolina,B,5,39,3,5,11,196
BRB_03_NC_C,BRB_03,BRB,WV,Edge,39.11863,79.58606,983,North_Carolina,C,3,38,3,3,10,256
BRB_03_NC_D,BRB_03,BRB,WV,Edge,39.11863,79.58606,983,North_Carolina,D,6,63,5,6,7,202
BRB_03_MD_C,BRB_03,BRB,WV,Edge,39.11863,79.58606,983,Maryland,C,5,53,4,5,11,202
BRB_03_MD_D,BRB_03,BRB,WV,Edge,39.11863,79.58606,983,Maryland,D,3,52,4,3,10,202
BRB_03_MD_E,BRB_03,BRB,WV,Edge,39.11863,79.58606,983,Maryland,E,5,32,3,5,4,203
BRB_03_NC_E,BRB_03,BRB,WV,Edge,39.11863,79.58606,983,North_Carolina,E,5,46,4,5,4,234
BRB_04_MD_D,BRB_04,BRB,WV,Edge,39.11602,79.58139,986,Maryland,D,6,69,5,6,13,202
BRB_04_MD_E,BRB_04,BRB,WV,Edge,39.11602,79.58139,986,Maryland,E,6,40,3,6,12,207
BRB_04_VT_C,BRB_04,BRB,WV,Edge,39.11602,79.58139,986,Vermont,C,6,26,2,6,12,256
BRB_04_VT_D,BRB_04,BRB,WV,Edge,39.11602,79.58139,986,Vermont,D,5,51,4,5,9,236
BRB_04_VT_E,BRB_04,BRB,WV,Edge,39.11602,79.58139,986,Vermont,E,3,13,1,3,13,222
BRB_04_VT_A,BRB_04,BRB,WV,Edge,39.11602,79.58139,986,Vermont,A,2,2,1,2,2,271
BRB_04_VT_B,BRB_04,BRB,WV,Edge,39.11602,79.58139,986,Vermont,B,6,3,1,6,3,209
BRB_04_MD_A,BRB_04,BRB,WV,Edge,39.11602,79.58139,986,Maryland,A,2,68,5,2,12,199
BRB_04_NC_B,BRB_04,BRB,WV,Edge,39.11602,79.58139,986,North_Carolina,B,5,58,5,5,2,196
BRB_04_NC_C,BRB_04,BRB,WV,Edge,39.11602,79.58139,986,North_Carolina,C,6,69,5,6,13,196
BRB_04_NC_D,BRB_04,BRB,WV,Edge,39.11602,79.58139,986,North_Carolina,D,2,68,5,2,12,197
BRB_04_NC_E,BRB_04,BRB,WV,Edge,39.11602,79.58139,986,North_Carolina,E,6,54,4,6,12,202
BRB_04_MD_B,BRB_04,BRB,WV,Edge,39.11602,79.58139,986,Maryland,B,5,51,4,5,9,199
BRB_04_MD_C,BRB_04,BRB,WV,Edge,39.11602,79.58139,986,Maryland,C,5,58,5,5,2,202
BRU_02_VT_B,BRU_02,BRU,PA,Margin,41.35133,75.17426,539,Vermont,B,4,7,1,4,7,249
BRU_02_VT_E,BRU_02,BRU,PA,Margin,41.35133,75.17426,539,Vermont,E,5,43,4,5,1,209
BRU_02_MD_A,BRU_02,BRU,PA,Margin,41.35133,75.17426,539,Maryland,A,4,64,5,4,8,243
BRU_02_MD_B,BRU_02,BRU,PA,Margin,41.35133,75.17426,539,Maryland,B,2,65,5,2,9,199
BRU_02_MD_C,BRU_02,BRU,PA,Margin,41.35133,75.17426,539,Maryland,C,5,43,4,5,1,238
BRU_02_MD_E,BRU_02,BRU,PA,Margin,41.35133,75.17426,539,Maryland,E,2,9,1,2,9,203
BRU_02_VT_C,BRU_02,BRU,PA,Margin,41.35133,75.17426,539,Vermont,C,2,9,1,2,9,236
BRU_02_VT_D,BRU_02,BRU,PA,Margin,41.35133,75.17426,539,Vermont,D,6,6,1,6,6,271
BRU_02_VT_A,BRU_02,BRU,PA,Margin,41.35133,75.17426,539,Vermont,A,6,6,1,6,6,249
BRU_02_NC_B,BRU_02,BRU,PA,Margin,41.35133,75.17426,539,North_Carolina,B,5,29,3,5,1,221
BRU_02_NC_C,BRU_02,BRU,PA,Margin,41.35133,75.17426,539,North_Carolina,C,2,65,5,2,9,221
BRU_02_NC_A,BRU_02,BRU,PA,Margin,41.35133,75.17426,539,North_Carolina,A,6,6,1,6,6,195
BRU_02_NC_D,BRU_02,BRU,PA,Margin,41.35133,75.17426,539,North_Carolina,D,4,64,5,4,8,197
BRU_03_VT_C,BRU_03,BRU,PA,Margin,41.34784,75.20009,551,Vermont,C,5,47,4,5,5,236
BRU_03_VT_B,BRU_03,BRU,PA,Margin,41.34784,75.20009,551,Vermont,B,6,19,2,6,5,244
BRU_03_NC_B,BRU_03,BRU,PA,Margin,41.34784,75.20009,551,North_Carolina,B,6,10,1,6,10,196
BRU_03_NC_D,BRU_03,BRU,PA,Margin,41.34784,75.20009,551,North_Carolina,D,6,47,4,6,5,221
BRU_03_NC_E,BRU_03,BRU,PA,Margin,41.34784,75.20009,551,North_Carolina,E,5,33,3,5,5,198
BRU_03_VT_A,BRU_03,BRU,PA,Margin,41.34784,75.20009,551,Vermont,A,6,4,1,6,4,215
BRU_03_VT_E,BRU_03,BRU,PA,Margin,41.34784,75.20009,551,Vermont,E,2,61,5,2,5,271
BRU_03_VT_D,BRU_03,BRU,PA,Margin,41.34784,75.20009,551,Vermont,D,2,7,1,2,7,222
BRU_03_MD_A,BRU_03,BRU,PA,Margin,41.34784,75.20009,551,Maryland,A,6,47,4,6,5,204
BRU_03_MD_B,BRU_03,BRU,PA,Margin,41.34784,75.20009,551,Maryland,B,6,64,5,6,8,245
BRU_03_MD_D,BRU_03,BRU,PA,Margin,41.34784,75.20009,551,Maryland,D,2,67,5,2,11,212
BRU_03_MD_E,BRU_03,BRU,PA,Margin,41.34784,75.20009,551,Maryland,E,5,19,2,5,5,214
BRU_03_NC_A,BRU_03,BRU,PA,Margin,41.34784,75.20009,551,North_Carolina,A,2,7,1,2,7,195
BRU_04_MD_E,BRU_04,BRU,PA,Margin,41.3456,75.20216,559,Maryland,E,3,24,2,3,10,237
BRU_04_NC_A,BRU_04,BRU,PA,Margin,41.3456,75.20216,559,North_Carolina,A,4,66,5,4,10,200
BRU_04_VT_D,BRU_04,BRU,PA,Margin,41.3456,75.20216,559,Vermont,D,4,66,5,4,10,215
BRU_04_VT_E,BRU_04,BRU,PA,Margin,41.3456,75.20216,559,Vermont,E,4,32,3,4,4,249
BRU_04_NC_B,BRU_04,BRU,PA,Margin,41.3456,75.20216,559,North_Carolina,B,4,18,2,4,4,206
BRU_04_NC_C,BRU_04,BRU,PA,Margin,41.3456,75.20216,559,North_Carolina,C,3,69,5,3,13,196
BRU_04_NC_D,BRU_04,BRU,PA,Margin,41.3456,75.20216,559,North_Carolina,D,4,19,2,4,5,202
BRU_04_NC_E,BRU_04,BRU,PA,Margin,41.3456,75.20216,559,North_Carolina,E,3,38,3,3,10,198
BRU_04_VT_C,BRU_04,BRU,PA,Margin,41.3456,75.20216,559,Vermont,C,3,52,4,3,10,244
BRU_04_VT_A,BRU_04,BRU,PA,Margin,41.3456,75.20216,559,Vermont,A,5,2,1,5,2,236
BRU_04_VT_B,BRU_04,BRU,PA,Margin,41.3456,75.20216,559,Vermont,B,4,47,4,4,5,222
BRU_04_MD_A,BRU_04,BRU,PA,Margin,41.3456,75.20216,559,Maryland,A,4,33,3,4,5,197
BRU_04_MD_B,BRU_04,BRU,PA,Margin,41.3456,75.20216,559,Maryland,B,4,5,1,4,5,245
BRU_04_MD_C,BRU_04,BRU,PA,Margin,41.3456,75.20216,559,Maryland,C,4,18,2,4,4,205
BRU_04_MD_D,BRU_04,BRU,PA,Margin,41.3456,75.20216,559,Maryland,D,3,69,5,3,13,202
BRU_05_VT_B,BRU_05,BRU,PA,Margin,41.34357,75.20504,570,Vermont,B,5,35,3,5,7,263
BRU_05_VT_C,BRU_05,BRU,PA,Margin,41.34357,75.20504,570,Vermont,C,6,61,5,6,5,236
BRU_05_VT_D,BRU_05,BRU,PA,Margin,41.34357,75.20504,570,Vermont,D,4,12,1,4,12,249
BRU_05_VT_E,BRU_05,BRU,PA,Margin,41.34357,75.20504,570,Vermont,E,2,16,2,2,2,256
BRU_05_MD_A,BRU_05,BRU,PA,Margin,41.34357,75.20504,570,Maryland,A,5,21,2,5,7,204
BRU_05_MD_B,BRU_05,BRU,PA,Margin,41.34357,75.20504,570,Maryland,B,4,59,5,4,3,199
BRU_05_MD_C,BRU_05,BRU,PA,Margin,41.34357,75.20504,570,Maryland,C,2,30,3,2,2,201
BRU_05_MD_E,BRU_05,BRU,PA,Margin,41.34357,75.20504,570,Maryland,E,6,61,5,6,5,203
BRU_05_NC_A,BRU_05,BRU,PA,Margin,41.34357,75.20504,570,North_Carolina,A,4,12,1,4,12,195
BRU_05_VT_A,BRU_05,BRU,PA,Margin,41.34357,75.20504,570,Vermont,A,4,35,3,4,7,228
BRU_05_NC_C,BRU_05,BRU,PA,Margin,41.34357,75.20504,570,North_Carolina,C,4,21,2,4,7,196
BRU_05_NC_B,BRU_05,BRU,PA,Margin,41.34357,75.20504,570,North_Carolina,B,2,44,4,2,2,196
BRU_05_NC_E,BRU_05,BRU,PA,Margin,41.34357,75.20504,570,North_Carolina,E,6,61,5,6,5,198
BRU_05_NC_D,BRU_05,BRU,PA,Margin,41.34357,75.20504,570,North_Carolina,D,5,35,3,5,7,197
BRU_06_NC_A,BRU_06,BRU,PA,Margin,41.34406,75.20509,570,North_Carolina,A,5,36,3,5,8,195
BRU_06_NC_B,BRU_06,BRU,PA,Margin,41.34406,75.20509,570,North_Carolina,B,4,66,5,4,10,196
BRU_06_NC_C,BRU_06,BRU,PA,Margin,41.34406,75.20509,570,North_Carolina,C,4,63,5,4,7,196
BRU_06_NC_D,BRU_06,BRU,PA,Margin,41.34406,75.20509,570,North_Carolina,D,5,5,1,5,5,197
BRU_06_NC_E,BRU_06,BRU,PA,Margin,41.34406,75.20509,570,North_Carolina,E,6,2,1,6,2,197
BRU_06_VT_A,BRU_06,BRU,PA,Margin,41.34406,75.20509,570,Vermont,A,4,8,1,4,8,236
BRU_06_VT_B,BRU_06,BRU,PA,Margin,41.34406,75.20509,570,Vermont,B,3,66,5,3,10,271
BRU_06_VT_C,BRU_06,BRU,PA,Margin,41.34406,75.20509,570,Vermont,C,6,2,1,6,2,222
BRU_06_VT_D,BRU_06,BRU,PA,Margin,41.34406,75.20509,570,Vermont,D,5,36,3,5,8,278
BRU_06_VT_E,BRU_06,BRU,PA,Margin,41.34406,75.20509,570,Vermont,E,4,5,1,4,5,209
BRU_06_MD_A,BRU_06,BRU,PA,Margin,41.34406,75.20509,570,Maryland,A,5,5,1,5,5,209
BRU_06_MD_B,BRU_06,BRU,PA,Margin,41.34406,75.20509,570,Maryland,B,5,36,3,5,8,216
BRU_06_MD_C,BRU_06,BRU,PA,Margin,41.34406,75.20509,570,Maryland,C,4,66,5,4,10,202
BRU_06_MD_D,BRU_06,BRU,PA,Margin,41.34406,75.20509,570,Maryland,D,4,63,5,4,7,239
BRU_06_MD_E,BRU_06,BRU,PA,Margin,41.34406,75.20509,570,Maryland,E,6,2,1,6,2,219
CAM_01_VT_E,CAM_01,CAM,VT,Core,44.30394,72.91039,538,Vermont,E,6,49,4,6,7,209
CAM_01_MD_D,CAM_01,CAM,VT,Core,44.30394,72.91039,538,Maryland,D,4,45,4,4,3,212
CAM_01_MD_E,CAM_01,CAM,VT,Core,44.30394,72.91039,538,Maryland,E,4,29,3,4,1,203
CAM_01_NC_C,CAM_01,CAM,VT,Core,44.30394,72.91039,538,North_Carolina,C,4,31,3,4,3,196
CAM_01_NC_D,CAM_01,CAM,VT,Core,44.30394,72.91039,538,North_Carolina,D,2,6,1,2,6,197
CAM_01_VT_C,CAM_01,CAM,VT,Core,44.30394,72.91039,538,Vermont,C,4,15,2,4,1,236
