"plant_ID","Family","Population","Region","Latitude","Longitude","Elevation","Bed","mBed","Garden","pPC1","pPC2","gPC1","gPC2","pEXT","pDD_0","gEXT","gDD_0","cGDD","BudSet","Growth"
"LEU_01_NC_C","LEU_01","LEU","Core",45.46921,70.37423,668,"C","North_Carolina_C","North_Carolina",3.60146568978535,-0.637144963277696,-9.85361058869086,-5.01016433622286,33.6,1391,37.75,53.5,595.95,196,20
"LEU_01_MD_A","LEU_01","LEU","Core",45.46921,70.37423,668,"A","Maryland_A","Maryland",3.60146568978535,-0.637144963277696,-4.79104440324931,-3.53774746780395,33.6,1391,36.4,282.5,657.5,216,31.5
"LEU_01_VT_B","LEU_01","LEU","Core",45.46921,70.37423,668,"B","Vermont_B","Vermont",3.60146568978535,-0.637144963277696,-3.44541897005897,-5.80837560984597,33.6,1391,39.25,531.5,554.55,236,17.5
"LEU_01_MD_C","LEU_01","LEU","Core",45.46921,70.37423,668,"C","Maryland_C","Maryland",3.60146568978535,-0.637144963277696,-4.79104440324931,-3.53774746780395,33.6,1391,36.4,282.5,595.9,202,0.5
"LEU_01_VT_D","LEU_01","LEU","Core",45.46921,70.37423,668,"D","Vermont_D","Vermont",3.60146568978535,-0.637144963277696,-3.44541897005897,-5.80837560984597,33.6,1391,39.25,531.5,554.55,236,13.5
"LEU_01_MD_E","LEU_01","LEU","Core",45.46921,70.37423,668,"E","Maryland_E","Maryland",3.60146568978535,-0.637144963277696,-4.79104440324931,-3.53774746780395,33.6,1391,36.4,282.5,662.4,207,22
"LEU_01_MD_B","LEU_01","LEU","Core",45.46921,70.37423,668,"B","Maryland_B","Maryland",3.60146568978535,-0.637144963277696,-4.79104440324931,-3.53774746780395,33.6,1391,36.4,282.5,613.55,199,21.5
"LEU_01_NC_E","LEU_01","LEU","Core",45.46921,70.37423,668,"E","North_Carolina_E","North_Carolina",3.60146568978535,-0.637144963277696,-9.85361058869086,-5.01016433622286,33.6,1391,37.75,53.5,684.95,202,14
"LEU_01_NC_B","LEU_01","LEU","Core",45.46921,70.37423,668,"B","North_Carolina_B","North_Carolina",3.60146568978535,-0.637144963277696,-9.85361058869086,-5.01016433622286,33.6,1391,37.75,53.5,684.95,206,26
"LEU_01_VT_C","LEU_01","LEU","Core",45.46921,70.37423,668,"C","Vermont_C","Vermont",3.60146568978535,-0.637144963277696,-3.44541897005897,-5.80837560984597,33.6,1391,39.25,531.5,538.3,236,18
"LEU_01_VT_A","LEU_01","LEU","Core",45.46921,70.37423,668,"A","Vermont_A","Vermont",3.60146568978535,-0.637144963277696,-3.44541897005897,-5.80837560984597,33.6,1391,39.25,531.5,568.5,236,18.5
"LEU_01_MD_D","LEU_01","LEU","Core",45.46921,70.37423,668,"D","Maryland_D","Maryland",3.60146568978535,-0.637144963277696,-4.79104440324931,-3.53774746780395,33.6,1391,36.4,282.5,662.4,202,14
"LEU_02_MD_A","LEU_02","LEU","Core",45.47563,70.37312,629,"A","Maryland_A","Maryland",3.60496994596391,-0.872134205167279,-4.79104440324931,-3.53774746780395,33.8,1374,36.4,282.5,665.65,204,13.5
"LEU_02_MD_E","LEU_02","LEU","Core",45.47563,70.37312,629,"E","Maryland_E","Maryland",3.60496994596391,-0.872134205167279,-4.79104440324931,-3.53774746780395,33.8,1374,36.4,282.5,662.4,214,20
"LEU_02_MD_C","LEU_02","LEU","Core",45.47563,70.37312,629,"C","Maryland_C","Maryland",3.60496994596391,-0.872134205167279,-4.79104440324931,-3.53774746780395,33.8,1374,36.4,282.5,665.65,205,25
"LEU_02_VT_B","LEU_02","LEU","Core",45.47563,70.37312,629,"B","Vermont_B","Vermont",3.60496994596391,-0.872134205167279,-3.44541897005897,-5.80837560984597,33.8,1374,39.25,531.5,591.2,197,17
"LEU_02_MD_D","LEU_02","LEU","Core",45.47563,70.37312,629,"D","Maryland_D","Maryland",3.60496994596391,-0.872134205167279,-4.79104440324931,-3.53774746780395,33.8,1374,36.4,282.5,696.9,235,16.5
"LEU_02_VT_A","LEU_02","LEU","Core",45.47563,70.37312,629,"A","Vermont_A","Vermont",3.60496994596391,-0.872134205167279,-3.44541897005897,-5.80837560984597,33.8,1374,39.25,531.5,568.5,222,18.5
"LEU_02_NC_E","LEU_02","LEU","Core",45.47563,70.37312,629,"E","North_Carolina_E","North_Carolina",3.60496994596391,-0.872134205167279,-9.85361058869086,-5.01016433622286,33.8,1374,37.75,53.5,634.4,198,13
"LEU_02_NC_D","LEU_02","LEU","Core",45.47563,70.37312,629,"D","North_Carolina_D","North_Carolina",3.60496994596391,-0.872134205167279,-9.85361058869086,-5.01016433622286,33.8,1374,37.75,53.5,750.9,197,9
"LEU_02_VT_D","LEU_02","LEU","Core",45.47563,70.37312,629,"D","Vermont_D","Vermont",3.60496994596391,-0.872134205167279,-3.44541897005897,-5.80837560984597,33.8,1374,39.25,531.5,591.2,209,18.5
"LEU_02_VT_E","LEU_02","LEU","Core",45.47563,70.37312,629,"E","Vermont_E","Vermont",3.60496994596391,-0.872134205167279,-3.44541897005897,-5.80837560984597,33.8,1374,39.25,531.5,554.55,244,11
"LEU_02_MD_B","LEU_02","LEU","Core",45.47563,70.37312,629,"B","Maryland_B","Maryland",3.60496994596391,-0.872134205167279,-4.79104440324931,-3.53774746780395,33.8,1374,36.4,282.5,613.55,204,12.5
"LEU_02_VT_C","LEU_02","LEU","Core",45.47563,70.37312,629,"C","Vermont_C","Vermont",3.60496994596391,-0.872134205167279,-3.44541897005897,-5.80837560984597,33.8,1374,39.25,531.5,591.2,271,28
"LEU_03_VT_E","LEU_03","LEU","Core",45.48267,70.37241,741,"E","Vermont_E","Vermont",3.73664028080549,-0.431986188700481,-3.44541897005897,-5.80837560984597,33.6,1390,39.25,531.5,523.95,271,4
"LEU_03_MD_A","LEU_03","LEU","Core",45.48267,70.37241,741,"A","Maryland_A","Maryland",3.73664028080549,-0.431986188700481,-4.79104440324931,-3.53774746780395,33.6,1390,36.4,282.5,657.5,204,15.5
"LEU_03_MD_B","LEU_03","LEU","Core",45.48267,70.37241,741,"B","Maryland_B","Maryland",3.73664028080549,-0.431986188700481,-4.79104440324931,-3.53774746780395,33.6,1390,36.4,282.5,657.5,199,21.5
"LEU_03_VT_A","LEU_03","LEU","Core",45.48267,70.37241,741,"A","Vermont_A","Vermont",3.73664028080549,-0.431986188700481,-3.44541897005897,-5.80837560984597,33.6,1390,39.25,531.5,538.3,215,15.5
"LEU_03_VT_B","LEU_03","LEU","Core",45.48267,70.37241,741,"B","Vermont_B","Vermont",3.73664028080549,-0.431986188700481,-3.44541897005897,-5.80837560984597,33.6,1390,39.25,531.5,568.5,215,18.5
"LEU_03_MD_D","LEU_03","LEU","Core",45.48267,70.37241,741,"D","Maryland_D","Maryland",3.73664028080549,-0.431986188700481,-4.79104440324931,-3.53774746780395,33.6,1390,36.4,282.5,662.4,212,22.5
"LEU_03_MD_C","LEU_03","LEU","Core",45.48267,70.37241,741,"C","Maryland_C","Maryland",3.73664028080549,-0.431986188700481,-4.79104440324931,-3.53774746780395,33.6,1390,36.4,282.5,629.9,217,18
"LEU_03_VT_D","LEU_03","LEU","Core",45.48267,70.37241,741,"D","Vermont_D","Vermont",3.73664028080549,-0.431986188700481,-3.44541897005897,-5.80837560984597,33.6,1390,39.25,531.5,523.95,244,14
"LEU_04_NC_E","LEU_04","LEU","Core",45.48342,70.3726,752,"E","North_Carolina_E","North_Carolina",3.76349686261741,-0.404737486602018,-9.85361058869086,-5.01016433622286,33.6,1391,37.75,53.5,634.4,198,16
"LEU_04_NC_C","LEU_04","LEU","Core",45.48342,70.3726,752,"C","North_Carolina_C","North_Carolina",3.76349686261741,-0.404737486602018,-9.85361058869086,-5.01016433622286,33.6,1391,37.75,53.5,634.4,196,17
"LEU_04_VT_A","LEU_04","LEU","Core",45.48342,70.3726,752,"A","Vermont_A","Vermont",3.76349686261741,-0.404737486602018,-3.44541897005897,-5.80837560984597,33.6,1391,39.25,531.5,538.3,215,33.5
"LEU_04_MD_D","LEU_04","LEU","Core",45.48342,70.3726,752,"D","Maryland_D","Maryland",3.76349686261741,-0.404737486602018,-4.79104440324931,-3.53774746780395,33.6,1391,36.4,282.5,662.4,202,14.5
"LEU_04_MD_A","LEU_04","LEU","Core",45.48342,70.3726,752,"A","Maryland_A","Maryland",3.76349686261741,-0.404737486602018,-4.79104440324931,-3.53774746780395,33.6,1391,36.4,282.5,674.8,199,7.2
"LEU_04_MD_B","LEU_04","LEU","Core",45.48342,70.3726,752,"B","Maryland_B","Maryland",3.76349686261741,-0.404737486602018,-4.79104440324931,-3.53774746780395,33.6,1391,36.4,282.5,613.55,199,19.5
"LEU_04_VT_E","LEU_04","LEU","Core",45.48342,70.3726,752,"E","Vermont_E","Vermont",3.76349686261741,-0.404737486602018,-3.44541897005897,-5.80837560984597,33.6,1391,39.25,531.5,568.5,222,18.5
"LEU_04_NC_D","LEU_04","LEU","Core",45.48342,70.3726,752,"D","North_Carolina_D","North_Carolina",3.76349686261741,-0.404737486602018,-9.85361058869086,-5.01016433622286,33.6,1391,37.75,53.5,634.4,247,43.5
"LEU_04_VT_D","LEU_04","LEU","Core",45.48342,70.3726,752,"D","Vermont_D","Vermont",3.76349686261741,-0.404737486602018,-3.44541897005897,-5.80837560984597,33.6,1391,39.25,531.5,554.55,195,26.5
"LEU_04_VT_E","LEU_04","LEU","Core",45.48342,70.3726,752,"E","Vermont_E","Vermont",3.76349686261741,-0.404737486602018,-3.44541897005897,-5.80837560984597,33.6,1391,39.25,531.5,554.55,222,18.5
"LEU_04_MD_E","LEU_04","LEU","Core",45.48342,70.3726,752,"E","Maryland_E","Maryland",3.76349686261741,-0.404737486602018,-4.79104440324931,-3.53774746780395,33.6,1391,36.4,282.5,642.5,203,25
"LEU_04_NC_A","LEU_04","LEU","Core",45.48342,70.3726,752,"A","North_Carolina_A","North_Carolina",3.76349686261741,-0.404737486602018,-9.85361058869086,-5.01016433622286,33.6,1391,37.75,53.5,684.95,195,14.5
"LEU_04_MD_C","LEU_04","LEU","Core",45.48342,70.3726,752,"C","Maryland_C","Maryland",3.76349686261741,-0.404737486602018,-4.79104440324931,-3.53774746780395,33.6,1391,36.4,282.5,696.9,202,16
"LEU_05_MD_A","LEU_05","LEU","Core",45.47165,70.3756,588,"A","Maryland_A","Maryland",3.51124199674311,-1.09695058765468,-4.79104440324931,-3.53774746780395,33.8,1372,36.4,282.5,629.9,204,19.2
"LEU_05_MD_B","LEU_05","LEU","Core",45.47165,70.3756,588,"B","Maryland_B","Maryland",3.51124199674311,-1.09695058765468,-4.79104440324931,-3.53774746780395,33.8,1372,36.4,282.5,579.6,204,16
"LEU_05_NC_D","LEU_05","LEU","Core",45.47165,70.3756,588,"D","North_Carolina_D","North_Carolina",3.51124199674311,-1.09695058765468,-9.85361058869086,-5.01016433622286,33.8,1372,37.75,53.5,750.9,221,5.5
"LEU_05_VT_C","LEU_05","LEU","Core",45.47165,70.3756,588,"C","Vermont_C","Vermont",3.51124199674311,-1.09695058765468,-3.44541897005897,-5.80837560984597,33.8,1372,39.25,531.5,591.2,222,16
"LEU_05_NC_E","LEU_05","LEU","Core",45.47165,70.3756,588,"E","North_Carolina_E","North_Carolina",3.51124199674311,-1.09695058765468,-9.85361058869086,-5.01016433622286,33.8,1372,37.75,53.5,750.9,202,-4.5
"LEU_05_VT_D","LEU_05","LEU","Core",45.47165,70.3756,588,"D","Vermont_D","Vermont",3.51124199674311,-1.09695058765468,-3.44541897005897,-5.80837560984597,33.8,1372,39.25,531.5,554.55,249,14
"LEU_05_MD_C","LEU_05","LEU","Core",45.47165,70.3756,588,"C","Maryland_C","Maryland",3.51124199674311,-1.09695058765468,-4.79104440324931,-3.53774746780395,33.8,1372,36.4,282.5,642.5,202,13
"LEU_05_VT_A","LEU_05","LEU","Core",45.47165,70.3756,588,"A","Vermont_A","Vermont",3.51124199674311,-1.09695058765468,-3.44541897005897,-5.80837560984597,33.8,1372,39.25,531.5,568.5,236,22
"LEU_05_NC_B","LEU_05","LEU","Core",45.47165,70.3756,588,"B","North_Carolina_B","North_Carolina",3.51124199674311,-1.09695058765468,-9.85361058869086,-5.01016433622286,33.8,1372,37.75,53.5,684.95,196,19
"LEU_05_VT_B","LEU_05","LEU","Core",45.47165,70.3756,588,"B","Vermont_B","Vermont",3.51124199674311,-1.09695058765468,-3.44541897005897,-5.80837560984597,33.8,1372,39.25,531.5,568.5,222,22.5
"LEU_05_VT_E","LEU_05","LEU","Core",45.47165,70.3756,588,"E","Vermont_E","Vermont",3.51124199674311,-1.09695058765468,-3.44541897005897,-5.80837560984597,33.8,1372,39.25,531.5,554.55,222,32.5
"LEU_05_NC_A","LEU_05","LEU","Core",45.47165,70.3756,588,"A","North_Carolina_A","North_Carolina",3.51124199674311,-1.09695058765468,-9.85361058869086,-5.01016433622286,33.8,1372,37.75,53.5,684.95,200,22.5
"LEU_05_MD_D","LEU_05","LEU","Core",45.47165,70.3756,588,"D","Maryland_D","Maryland",3.51124199674311,-1.09695058765468,-4.79104440324931,-3.53774746780395,33.8,1372,36.4,282.5,629.9,217,19
"LEU_05_MD_E","LEU_05","LEU","Core",45.47165,70.3756,588,"E","Maryland_E","Maryland",3.51124199674311,-1.09695058765468,-4.79104440324931,-3.53774746780395,33.8,1372,36.4,282.5,693.8,214,20.5
"LOL_01_MD_C","LOL_01","LOL","Core",44.138,71.71053,865,"C","Maryland_C","Maryland",2.71658583731727,0.108761503429875,-4.79104440324931,-3.53774746780395,32.5,1201,36.4,282.5,665.65,205,21.5
"LOL_01_VT_D","LOL_01","LOL","Core",44.138,71.71053,865,"D","Vermont_D","Vermont",2.71658583731727,0.108761503429875,-3.44541897005897,-5.80837560984597,32.5,1201,39.25,531.5,591.2,209,23.5
"LOL_01_MD_E","LOL_01","LOL","Core",44.138,71.71053,865,"E","Maryland_E","Maryland",2.71658583731727,0.108761503429875,-4.79104440324931,-3.53774746780395,32.5,1201,36.4,282.5,662.4,207,21
"LOL_01_VT_B","LOL_01","LOL","Core",44.138,71.71053,865,"B","Vermont_B","Vermont",2.71658583731727,0.108761503429875,-3.44541897005897,-5.80837560984597,32.5,1201,39.25,531.5,554.55,222,19
"LOL_01_MD_A","LOL_01","LOL","Core",44.138,71.71053,865,"A","Maryland_A","Maryland",2.71658583731727,0.108761503429875,-4.79104440324931,-3.53774746780395,32.5,1201,36.4,282.5,687.4,204,15.7
"LOL_01_NC_D","LOL_01","LOL","Core",44.138,71.71053,865,"D","North_Carolina_D","North_Carolina",2.71658583731727,0.108761503429875,-9.85361058869086,-5.01016433622286,32.5,1201,37.75,53.5,634.4,197,11
"LOL_01_VT_E","LOL_01","LOL","Core",44.138,71.71053,865,"E","Vermont_E","Vermont",2.71658583731727,0.108761503429875,-3.44541897005897,-5.80837560984597,32.5,1201,39.25,531.5,523.95,249,27.5
"LOL_01_VT_A","LOL_01","LOL","Core",44.138,71.71053,865,"A","Vermont_A","Vermont",2.71658583731727,0.108761503429875,-3.44541897005897,-5.80837560984597,32.5,1201,39.25,531.5,568.5,236,21
"LOL_01_NC_A","LOL_01","LOL","Core",44.138,71.71053,865,"A","North_Carolina_A","North_Carolina",2.71658583731727,0.108761503429875,-9.85361058869086,-5.01016433622286,32.5,1201,37.75,53.5,604.35,195,2.5
"LOL_01_MD_D","LOL_01","LOL","Core",44.138,71.71053,865,"D","Maryland_D","Maryland",2.71658583731727,0.108761503429875,-4.79104440324931,-3.53774746780395,32.5,1201,36.4,282.5,642.5,202,16.5
"LOL_01_NC_B","LOL_01","LOL","Core",44.138,71.71053,865,"B","North_Carolina_B","North_Carolina",2.71658583731727,0.108761503429875,-9.85361058869086,-5.01016433622286,32.5,1201,37.75,53.5,684.95,196,12.5
"LOL_01_NC_E","LOL_01","LOL","Core",44.138,71.71053,865,"E","North_Carolina_E","North_Carolina",2.71658583731727,0.108761503429875,-9.85361058869086,-5.01016433622286,32.5,1201,37.75,53.5,634.4,221,14.5
"LOL_01_VT_C","LOL_01","LOL","Core",44.138,71.71053,865,"C","Vermont_C","Vermont",2.71658583731727,0.108761503429875,-3.44541897005897,-5.80837560984597,32.5,1201,39.25,531.5,568.5,244,24
"LOL_02_VT_A","LOL_02","LOL","Core",44.14044,71.72354,957,"A","Vermont_A","Vermont",2.95168799105784,0.565821019741118,-3.44541897005897,-5.80837560984597,32,1225,39.25,531.5,568.5,188,13
"LOL_02_MD_C","LOL_02","LOL","Core",44.14044,71.72354,957,"C","Maryland_C","Maryland",2.95168799105784,0.565821019741118,-4.79104440324931,-3.53774746780395,32,1225,36.4,282.5,642.5,210,8
"LOL_02_MD_D","LOL_02","LOL","Core",44.14044,71.72354,957,"D","Maryland_D","Maryland",2.95168799105784,0.565821019741118,-4.79104440324931,-3.53774746780395,32,1225,36.4,282.5,595.9,212,10
"LOL_02_MD_E","LOL_02","LOL","Core",44.14044,71.72354,957,"E","Maryland_E","Maryland",2.95168799105784,0.565821019741118,-4.79104440324931,-3.53774746780395,32,1225,36.4,282.5,595.9,203,21
"LOL_02_NC_C","LOL_02","LOL","Core",44.14044,71.72354,957,"C","North_Carolina_C","North_Carolina",2.95168799105784,0.565821019741118,-9.85361058869086,-5.01016433622286,32,1225,37.75,53.5,684.95,200,18.5
"LOL_02_VT_E","LOL_02","LOL","Core",44.14044,71.72354,957,"E","Vermont_E","Vermont",2.95168799105784,0.565821019741118,-3.44541897005897,-5.80837560984597,32,1225,39.25,531.5,554.55,236,13
"LOL_02_MD_B","LOL_02","LOL","Core",44.14044,71.72354,957,"B","Maryland_B","Maryland",2.95168799105784,0.565821019741118,-4.79104440324931,-3.53774746780395,32,1225,36.4,282.5,629.9,232,15.5
"LOL_02_NC_E","LOL_02","LOL","Core",44.14044,71.72354,957,"E","North_Carolina_E","North_Carolina",2.95168799105784,0.565821019741118,-9.85361058869086,-5.01016433622286,32,1225,37.75,53.5,634.4,198,8.5
"LOL_03_VT_A","LOL_03","LOL","Core",44.14035,71.72276,950,"A","Vermont_A","Vermont",2.92165900421193,0.556877248090286,-3.44541897005897,-5.80837560984597,32,1223,39.25,531.5,538.3,215,20.5
"LOL_03_VT_D","LOL_03","LOL","Core",44.14035,71.72276,950,"D","Vermont_D","Vermont",2.92165900421193,0.556877248090286,-3.44541897005897,-5.80837560984597,32,1223,39.25,531.5,554.55,249,18.5
"LOL_03_MD_B","LOL_03","LOL","Core",44.14035,71.72276,950,"B","Maryland_B","Maryland",2.92165900421193,0.556877248090286,-4.79104440324931,-3.53774746780395,32,1223,36.4,282.5,657.5,199,15
"LOL_03_MD_A","LOL_03","LOL","Core",44.14035,71.72276,950,"A","Maryland_A","Maryland",2.92165900421193,0.556877248090286,-4.79104440324931,-3.53774746780395,32,1223,36.4,282.5,687.4,197,12.5
"LOL_03_NC_E","LOL_03","LOL","Core",44.14035,71.72276,950,"E","North_Carolina_E","North_Carolina",2.92165900421193,0.556877248090286,-9.85361058869086,-5.01016433622286,32,1223,37.75,53.5,634.4,197,15.5
"LOL_03_MD_D","LOL_03","LOL","Core",44.14035,71.72276,950,"D","Maryland_D","Maryland",2.92165900421193,0.556877248090286,-4.79104440324931,-3.53774746780395,32,1223,36.4,282.5,629.9,202,16
"LOL_03_MD_E","LOL_03","LOL","Core",44.14035,71.72276,950,"E","Maryland_E","Maryland",2.92165900421193,0.556877248090286,-4.79104440324931,-3.53774746780395,32,1223,36.4,282.5,669.6,203,27
"LOL_04_VT_B","LOL_04","LOL","Core",44.14965,71.7104,1154,"B","Vermont_B","Vermont",3.04022648195951,1.40151616710633,-3.44541897005897,-5.80837560984597,30.7,1295,39.25,531.5,554.55,236,22
"LOL_04_NC_D","LOL_04","LOL","Core",44.14965,71.7104,1154,"D","North_Carolina_D","North_Carolina",3.04022648195951,1.40151616710633,-9.85361058869086,-5.01016433622286,30.7,1295,37.75,53.5,725.5,206,13.8
"LOL_04_VT_D","LOL_04","LOL","Core",44.14965,71.7104,1154,"D","Vermont_D","Vermont",3.04022648195951,1.40151616710633,-3.44541897005897,-5.80837560984597,30.7,1295,39.25,531.5,554.55,249,14.5
"LOL_04_MD_A","LOL_04","LOL","Core",44.14965,71.7104,1154,"A","Maryland_A","Maryland",3.04022648195951,1.40151616710633,-4.79104440324931,-3.53774746780395,30.7,1295,36.4,282.5,665.65,197,20
"LOL_04_MD_D","LOL_04","LOL","Core",44.14965,71.7104,1154,"D","Maryland_D","Maryland",3.04022648195951,1.40151616710633,-4.79104440324931,-3.53774746780395,30.7,1295,36.4,282.5,696.9,202,23
"LOL_04_VT_E","LOL_04","LOL","Core",44.14965,71.7104,1154,"E","Vermont_E","Vermont",3.04022648195951,1.40151616710633,-3.44541897005897,-5.80837560984597,30.7,1295,39.25,531.5,568.5,249,30.5
"LOL_04_NC_E","LOL_04","LOL","Core",44.14965,71.7104,1154,"E","North_Carolina_E","North_Carolina",3.04022648195951,1.40151616710633,-9.85361058869086,-5.01016433622286,30.7,1295,37.75,53.5,684.95,202,13.5
"LOL_04_NC_B","LOL_04","LOL","Core",44.14965,71.7104,1154,"B","North_Carolina_B","North_Carolina",3.04022648195951,1.40151616710633,-9.85361058869086,-5.01016433622286,30.7,1295,37.75,53.5,684.95,196,13.5
"LOL_04_MD_C","LOL_04","LOL","Core",44.14965,71.7104,1154,"C","Maryland_C","Maryland",3.04022648195951,1.40151616710633,-4.79104440324931,-3.53774746780395,30.7,1295,36.4,282.5,674.8,202,18
"LOL_05_NC_E","LOL_05","LOL","Core",44.14922,71.71134,1137,"E","North_Carolina_E","North_Carolina",3.02643387310444,1.35464823359721,-9.85361058869086,-5.01016433622286,30.8,1289,37.75,53.5,684.95,197,7.5
"LOL_05_MD_D","LOL_05","LOL","Core",44.14922,71.71134,1137,"D","Maryland_D","Maryland",3.02643387310444,1.35464823359721,-4.79104440324931,-3.53774746780395,30.8,1289,36.4,282.5,683.5,217,14
"LOL_05_MD_A","LOL_05","LOL","Core",44.14922,71.71134,1137,"A","Maryland_A","Maryland",3.02643387310444,1.35464823359721,-4.79104440324931,-3.53774746780395,30.8,1289,36.4,282.5,665.65,204,14.7
"LOL_05_VT_B","LOL_05","LOL","Core",44.14922,71.71134,1137,"B","Vermont_B","Vermont",3.02643387310444,1.35464823359721,-3.44541897005897,-5.80837560984597,30.8,1289,39.25,531.5,538.3,215,19.5
"LOL_05_NC_C","LOL_05","LOL","Core",44.14922,71.71134,1137,"C","North_Carolina_C","North_Carolina",3.02643387310444,1.35464823359721,-9.85361058869086,-5.01016433622286,30.8,1289,37.75,53.5,634.4,196,17.5
"LOL_05_VT_C","LOL_05","LOL","Core",44.14922,71.71134,1137,"C","Vermont_C","Vermont",3.02643387310444,1.35464823359721,-3.44541897005897,-5.80837560984597,30.8,1289,39.25,531.5,568.5,215,21.5
"LOL_05_NC_A","LOL_05","LOL","Core",44.14922,71.71134,1137,"A","North_Carolina_A","North_Carolina",3.02643387310444,1.35464823359721,-9.85361058869086,-5.01016433622286,30.8,1289,37.75,53.5,626.35,195,17
"LOL_05_VT_E","LOL_05","LOL","Core",44.14922,71.71134,1137,"E","Vermont_E","Vermont",3.02643387310444,1.35464823359721,-3.44541897005897,-5.80837560984597,30.8,1289,39.25,531.5,523.95,222,16
"LOL_05_MD_B","LOL_05","LOL","Core",44.14922,71.71134,1137,"B","Maryland_B","Maryland",3.02643387310444,1.35464823359721,-4.79104440324931,-3.53774746780395,30.8,1289,36.4,282.5,657.5,199,11.5
"LOL_05_VT_D","LOL_05","LOL","Core",44.14922,71.71134,1137,"D","Vermont_D","Vermont",3.02643387310444,1.35464823359721,-3.44541897005897,-5.80837560984597,30.8,1289,39.25,531.5,591.2,236,31.5
"LOL_05_VT_C","LOL_05","LOL","Core",44.14922,71.71134,1137,"C","Vermont_C","Vermont",3.02643387310444,1.35464823359721,-3.44541897005897,-5.80837560984597,30.8,1289,39.25,531.5,538.3,215,21.5
"LOL_05_MD_C","LOL_05","LOL","Core",44.14922,71.71134,1137,"C","Maryland_C","Maryland",3.02643387310444,1.35464823359721,-4.79104440324931,-3.53774746780395,30.8,1289,36.4,282.5,642.5,217,5.5
"LOL_05_NC_B","LOL_05","LOL","Core",44.14922,71.71134,1137,"B","North_Carolina_B","North_Carolina",3.02643387310444,1.35464823359721,-9.85361058869086,-5.01016433622286,30.8,1289,37.75,53.5,684.95,241,22
"LOL_05_VT_A","LOL_05","LOL","Core",44.14922,71.71134,1137,"A","Vermont_A","Vermont",3.02643387310444,1.35464823359721,-3.44541897005897,-5.80837560984597,30.8,1289,39.25,531.5,512.05,215,20.5
"MAC_01_MD_E","MAC_01","MAC","Core",44.05343,73.78043,1317,"E","Maryland_E","Maryland",3.56508178959585,1.12681772925114,-4.79104440324931,-3.53774746780395,31.8,1382,36.4,282.5,662.4,203,10.5
"MAC_01_VT_D","MAC_01","MAC","Core",44.05343,73.78043,1317,"D","Vermont_D","Vermont",3.56508178959585,1.12681772925114,-3.44541897005897,-5.80837560984597,31.8,1382,39.25,531.5,591.2,236,14
"MAC_01_MD_D","MAC_01","MAC","Core",44.05343,73.78043,1317,"D","Maryland_D","Maryland",3.56508178959585,1.12681772925114,-4.79104440324931,-3.53774746780395,31.8,1382,36.4,282.5,674.8,202,14
"MAC_01_VT_E","MAC_01","MAC","Core",44.05343,73.78043,1317,"E","Vermont_E","Vermont",3.56508178959585,1.12681772925114,-3.44541897005897,-5.80837560984597,31.8,1382,39.25,531.5,523.95,195,13.5
"MAC_01_NC_D","MAC_01","MAC","Core",44.05343,73.78043,1317,"D","North_Carolina_D","North_Carolina",3.56508178959585,1.12681772925114,-9.85361058869086,-5.01016433622286,31.8,1382,37.75,53.5,634.4,197,12.5
"MAC_01_MD_A","MAC_01","MAC","Core",44.05343,73.78043,1317,"A","Maryland_A","Maryland",3.56508178959585,1.12681772925114,-4.79104440324931,-3.53774746780395,31.8,1382,36.4,282.5,674.8,199,16
"MAC_01_VT_D","MAC_01","MAC","Core",44.05343,73.78043,1317,"D","Vermont_D","Vermont",3.56508178959585,1.12681772925114,-3.44541897005897,-5.80837560984597,31.8,1382,39.25,531.5,554.55,236,14
"MAC_01_NC_E","MAC_01","MAC","Core",44.05343,73.78043,1317,"E","North_Carolina_E","North_Carolina",3.56508178959585,1.12681772925114,-9.85361058869086,-5.01016433622286,31.8,1382,37.75,53.5,634.4,197,14.5
"MAC_01_VT_A","MAC_01","MAC","Core",44.05343,73.78043,1317,"A","Vermont_A","Vermont",3.56508178959585,1.12681772925114,-3.44541897005897,-5.80837560984597,31.8,1382,39.25,531.5,568.5,204,17.5
"MAC_01_VT_B","MAC_01","MAC","Core",44.05343,73.78043,1317,"B","Vermont_B","Vermont",3.56508178959585,1.12681772925114,-3.44541897005897,-5.80837560984597,31.8,1382,39.25,531.5,591.2,222,18
"MAC_02_VT_B","MAC_02","MAC","Core",44.05138,73.78415,1172,"B","Vermont_B","Vermont",3.39583796502954,0.817432152301994,-3.44541897005897,-5.80837560984597,32.3,1349,39.25,531.5,554.55,228,10.5
"MAC_02_VT_E","MAC_02","MAC","Core",44.05138,73.78415,1172,"E","Vermont_E","Vermont",3.39583796502954,0.817432152301994,-3.44541897005897,-5.80837560984597,32.3,1349,39.25,531.5,568.5,209,14.5
"MAC_02_MD_A","MAC_02","MAC","Core",44.05138,73.78415,1172,"A","Maryland_A","Maryland",3.39583796502954,0.817432152301994,-4.79104440324931,-3.53774746780395,32.3,1349,36.4,282.5,665.65,204,19.7
"MAC_02_NC_B","MAC_02","MAC","Core",44.05138,73.78415,1172,"B","North_Carolina_B","North_Carolina",3.39583796502954,0.817432152301994,-9.85361058869086,-5.01016433622286,32.3,1349,37.75,53.5,725.5,196,11.5
