"plant_ID","Family","Population","Region","Latitude","Longitude","Elevation","Bed","mBed","Garden","pPC1","pPC2","gPC1","gPC2","pEXT","pDD_0","gEXT","gDD_0","cGDD","BudSet","Growth"
"BRU_06_NC_A","BRU_06","BRU","Margin",41.34406,75.20509,570,"A","North_Carolina_A","North_Carolina",-0.735224595823208,-2.09075489049625,-9.85361058869086,-5.01016433622286,35.3,713,37.75,53.5,797.4,195,20.5
"BRU_06_MD_A","BRU_06","BRU","Margin",41.34406,75.20509,570,"A","Maryland_A","Maryland",-0.735224595823208,-2.09075489049625,-4.79104440324931,-3.53774746780395,35.3,713,36.4,282.5,674.8,209,10.9
"BRU_06_VT_D","BRU_06","BRU","Margin",41.34406,75.20509,570,"D","Vermont_D","Vermont",-0.735224595823208,-2.09075489049625,-3.44541897005897,-5.80837560984597,35.3,713,39.25,531.5,554.55,278,26.5
"BRU_06_VT_E","BRU_06","BRU","Margin",41.34406,75.20509,570,"E","Vermont_E","Vermont",-0.735224595823208,-2.09075489049625,-3.44541897005897,-5.80837560984597,35.3,713,39.25,531.5,554.55,209,22.5
"CAM_01_MD_B","CAM_01","CAM","Core",44.30394,72.91039,538,"B","Maryland_B","Maryland",2.1386229810616,-0.345335509837738,-4.79104440324931,-3.53774746780395,33.8,1099,36.4,282.5,665.65,204,23
"CAM_01_NC_D","CAM_01","CAM","Core",44.30394,72.91039,538,"D","North_Carolina_D","North_Carolina",2.1386229810616,-0.345335509837738,-9.85361058869086,-5.01016433622286,33.8,1099,37.75,53.5,750.9,197,18.5
"CAM_01_MD_E","CAM_01","CAM","Core",44.30394,72.91039,538,"E","Maryland_E","Maryland",2.1386229810616,-0.345335509837738,-4.79104440324931,-3.53774746780395,33.8,1099,36.4,282.5,662.4,203,11.5
"CAM_01_VT_D","CAM_01","CAM","Core",44.30394,72.91039,538,"D","Vermont_D","Vermont",2.1386229810616,-0.345335509837738,-3.44541897005897,-5.80837560984597,33.8,1099,39.25,531.5,568.5,209,12.5
"CAM_01_VT_E","CAM_01","CAM","Core",44.30394,72.91039,538,"E","Vermont_E","Vermont",2.1386229810616,-0.345335509837738,-3.44541897005897,-5.80837560984597,33.8,1099,39.25,531.5,554.55,209,13
"CAM_01_MD_C","CAM_01","CAM","Core",44.30394,72.91039,538,"C","Maryland_C","Maryland",2.1386229810616,-0.345335509837738,-4.79104440324931,-3.53774746780395,33.8,1099,36.4,282.5,674.8,202,23
"CAM_01_MD_D","CAM_01","CAM","Core",44.30394,72.91039,538,"D","Maryland_D","Maryland",2.1386229810616,-0.345335509837738,-4.79104440324931,-3.53774746780395,33.8,1099,36.4,282.5,674.8,212,20
"CAM_01_MD_A","CAM_01","CAM","Core",44.30394,72.91039,538,"A","Maryland_A","Maryland",2.1386229810616,-0.345335509837738,-4.79104440324931,-3.53774746780395,33.8,1099,36.4,282.5,657.5,197,13.7
"CAM_01_NC_C","CAM_01","CAM","Core",44.30394,72.91039,538,"C","North_Carolina_C","North_Carolina",2.1386229810616,-0.345335509837738,-9.85361058869086,-5.01016433622286,33.8,1099,37.75,53.5,634.4,196,23.5
"CAM_01_VT_E","CAM_01","CAM","Core",44.30394,72.91039,538,"E","Vermont_E","Vermont",2.1386229810616,-0.345335509837738,-3.44541897005897,-5.80837560984597,33.8,1099,39.25,531.5,568.5,209,13
"CAM_01_VT_A","CAM_01","CAM","Core",44.30394,72.91039,538,"A","Vermont_A","Vermont",2.1386229810616,-0.345335509837738,-3.44541897005897,-5.80837560984597,33.8,1099,39.25,531.5,538.3,228,13.5
"CAM_01_VT_B","CAM_01","CAM","Core",44.30394,72.91039,538,"B","Vermont_B","Vermont",2.1386229810616,-0.345335509837738,-3.44541897005897,-5.80837560984597,33.8,1099,39.25,531.5,568.5,278,20.5
"CAM_02_NC_D","CAM_02","CAM","Core",44.31687,72.90208,808,"D","North_Carolina_D","North_Carolina",2.75823757492602,0.676936322442025,-9.85361058869086,-5.01016433622286,32.5,1200,37.75,53.5,634.4,234,26
"CAM_02_VT_E","CAM_02","CAM","Core",44.31687,72.90208,808,"E","Vermont_E","Vermont",2.75823757492602,0.676936322442025,-3.44541897005897,-5.80837560984597,32.5,1200,39.25,531.5,523.95,249,10
"CAM_02_VT_A","CAM_02","CAM","Core",44.31687,72.90208,808,"A","Vermont_A","Vermont",2.75823757492602,0.676936322442025,-3.44541897005897,-5.80837560984597,32.5,1200,39.25,531.5,538.3,209,14
"CAM_02_MD_B","CAM_02","CAM","Core",44.31687,72.90208,808,"B","Maryland_B","Maryland",2.75823757492602,0.676936322442025,-4.79104440324931,-3.53774746780395,32.5,1200,36.4,282.5,579.6,245,12
"CAM_02_VT_C","CAM_02","CAM","Core",44.31687,72.90208,808,"C","Vermont_C","Vermont",2.75823757492602,0.676936322442025,-3.44541897005897,-5.80837560984597,32.5,1200,39.25,531.5,523.95,249,12
"CAM_02_MD_A","CAM_02","CAM","Core",44.31687,72.90208,808,"A","Maryland_A","Maryland",2.75823757492602,0.676936322442025,-4.79104440324931,-3.53774746780395,32.5,1200,36.4,282.5,613.55,237,14.9
"CAM_02_MD_D","CAM_02","CAM","Core",44.31687,72.90208,808,"D","Maryland_D","Maryland",2.75823757492602,0.676936322442025,-4.79104440324931,-3.53774746780395,32.5,1200,36.4,282.5,662.4,202,15
"CAM_02_NC_E","CAM_02","CAM","Core",44.31687,72.90208,808,"E","North_Carolina_E","North_Carolina",2.75823757492602,0.676936322442025,-9.85361058869086,-5.01016433622286,32.5,1200,37.75,53.5,634.4,202,14.5
"CAM_02_MD_C","CAM_02","CAM","Core",44.31687,72.90208,808,"C","Maryland_C","Maryland",2.75823757492602,0.676936322442025,-4.79104440324931,-3.53774746780395,32.5,1200,36.4,282.5,595.9,224,17
"CAM_02_NC_A","CAM_02","CAM","Core",44.31687,72.90208,808,"A","North_Carolina_A","North_Carolina",2.75823757492602,0.676936322442025,-9.85361058869086,-5.01016433622286,32.5,1200,37.75,53.5,626.35,195,10.5
"CAM_02_VT_B","CAM_02","CAM","Core",44.31687,72.90208,808,"B","Vermont_B","Vermont",2.75823757492602,0.676936322442025,-3.44541897005897,-5.80837560984597,32.5,1200,39.25,531.5,512.05,236,14
"CAM_03_MD_D","CAM_03","CAM","Core",44.32212,72.88999,1102,"D","Maryland_D","Maryland",3.38077002398328,1.61466469097847,-4.79104440324931,-3.53774746780395,31.2,1297,36.4,282.5,674.8,202,0
"CAM_03_MD_E","CAM_03","CAM","Core",44.32212,72.88999,1102,"E","Maryland_E","Maryland",3.38077002398328,1.61466469097847,-4.79104440324931,-3.53774746780395,31.2,1297,36.4,282.5,662.4,203,21
"CAM_03_NC_D","CAM_03","CAM","Core",44.32212,72.88999,1102,"D","North_Carolina_D","North_Carolina",3.38077002398328,1.61466469097847,-9.85361058869086,-5.01016433622286,31.2,1297,37.75,53.5,634.4,197,19.5
"CAM_03_MD_C","CAM_03","CAM","Core",44.32212,72.88999,1102,"C","Maryland_C","Maryland",3.38077002398328,1.61466469097847,-4.79104440324931,-3.53774746780395,31.2,1297,36.4,282.5,613.55,201,23.5
"CAM_03_VT_A","CAM_03","CAM","Core",44.32212,72.88999,1102,"A","Vermont_A","Vermont",3.38077002398328,1.61466469097847,-3.44541897005897,-5.80837560984597,31.2,1297,39.25,531.5,591.2,278,16.5
"CAM_03_VT_C","CAM_03","CAM","Core",44.32212,72.88999,1102,"C","Vermont_C","Vermont",3.38077002398328,1.61466469097847,-3.44541897005897,-5.80837560984597,31.2,1297,39.25,531.5,554.55,236,12.5
"CAM_03_VT_D","CAM_03","CAM","Core",44.32212,72.88999,1102,"D","Vermont_D","Vermont",3.38077002398328,1.61466469097847,-3.44541897005897,-5.80837560984597,31.2,1297,39.25,531.5,591.2,228,19
"CAM_03_MD_B","CAM_03","CAM","Core",44.32212,72.88999,1102,"B","Maryland_B","Maryland",3.38077002398328,1.61466469097847,-4.79104440324931,-3.53774746780395,31.2,1297,36.4,282.5,613.55,204,9.5
"CAM_03_MD_A","CAM_03","CAM","Core",44.32212,72.88999,1102,"A","Maryland_A","Maryland",3.38077002398328,1.61466469097847,-4.79104440324931,-3.53774746780395,31.2,1297,36.4,282.5,703.95,197,13.5
"CAM_03_NC_E","CAM_03","CAM","Core",44.32212,72.88999,1102,"E","North_Carolina_E","North_Carolina",3.38077002398328,1.61466469097847,-9.85361058869086,-5.01016433622286,31.2,1297,37.75,53.5,634.4,198,17.5
"CAM_03_VT_E","CAM_03","CAM","Core",44.32212,72.88999,1102,"E","Vermont_E","Vermont",3.38077002398328,1.61466469097847,-3.44541897005897,-5.80837560984597,31.2,1297,39.25,531.5,568.5,236,24
"CAM_03_NC_C","CAM_03","CAM","Core",44.32212,72.88999,1102,"C","North_Carolina_C","North_Carolina",3.38077002398328,1.61466469097847,-9.85361058869086,-5.01016433622286,31.2,1297,37.75,53.5,750.9,196,12.5
"CAM_03_VT_B","CAM_03","CAM","Core",44.32212,72.88999,1102,"B","Vermont_B","Vermont",3.38077002398328,1.61466469097847,-3.44541897005897,-5.80837560984597,31.2,1297,39.25,531.5,538.3,236,19
"CAM_04_VT_D","CAM_04","CAM","Core",44.3215,72.89375,999,"D","Vermont_D","Vermont",3.1924009347051,1.30128854823704,-3.44541897005897,-5.80837560984597,31.6,1264,39.25,531.5,554.55,236,19.5
"CAM_04_MD_E","CAM_04","CAM","Core",44.3215,72.89375,999,"E","Maryland_E","Maryland",3.1924009347051,1.30128854823704,-4.79104440324931,-3.53774746780395,31.6,1264,36.4,282.5,669.6,214,17
"CAM_04_NC_E","CAM_04","CAM","Core",44.3215,72.89375,999,"E","North_Carolina_E","North_Carolina",3.1924009347051,1.30128854823704,-9.85361058869086,-5.01016433622286,31.6,1264,37.75,53.5,684.95,198,14
"CAM_04_MD_B","CAM_04","CAM","Core",44.3215,72.89375,999,"B","Maryland_B","Maryland",3.1924009347051,1.30128854823704,-4.79104440324931,-3.53774746780395,31.6,1264,36.4,282.5,642.5,199,19
"CAM_04_VT_B","CAM_04","CAM","Core",44.3215,72.89375,999,"B","Vermont_B","Vermont",3.1924009347051,1.30128854823704,-3.44541897005897,-5.80837560984597,31.6,1264,39.25,531.5,554.55,236,12.5
"CAM_04_NC_C","CAM_04","CAM","Core",44.3215,72.89375,999,"C","North_Carolina_C","North_Carolina",3.1924009347051,1.30128854823704,-9.85361058869086,-5.01016433622286,31.6,1264,37.75,53.5,684.95,196,19.5
"CAM_04_VT_A","CAM_04","CAM","Core",44.3215,72.89375,999,"A","Vermont_A","Vermont",3.1924009347051,1.30128854823704,-3.44541897005897,-5.80837560984597,31.6,1264,39.25,531.5,538.3,215,27.5
"CAM_04_MD_C","CAM_04","CAM","Core",44.3215,72.89375,999,"C","Maryland_C","Maryland",3.1924009347051,1.30128854823704,-4.79104440324931,-3.53774746780395,31.6,1264,36.4,282.5,642.5,201,13
"CAM_04_VT_C","CAM_04","CAM","Core",44.3215,72.89375,999,"C","Vermont_C","Vermont",3.1924009347051,1.30128854823704,-3.44541897005897,-5.80837560984597,31.6,1264,39.25,531.5,554.55,236,13
"CAM_04_MD_D","CAM_04","CAM","Core",44.3215,72.89375,999,"D","Maryland_D","Maryland",3.1924009347051,1.30128854823704,-4.79104440324931,-3.53774746780395,31.6,1264,36.4,282.5,674.8,202,20.5
"CAM_05_NC_E","CAM_05","CAM","Core",44.32146,72.89611,927,"E","North_Carolina_E","North_Carolina",3.05132819623981,1.06721229055727,-9.85361058869086,-5.01016433622286,31.9,1240,37.75,53.5,684.95,202,7
"CAM_05_VT_E","CAM_05","CAM","Core",44.32146,72.89611,927,"E","Vermont_E","Vermont",3.05132819623981,1.06721229055727,-3.44541897005897,-5.80837560984597,31.9,1240,39.25,531.5,568.5,249,18
"CAM_05_VT_A","CAM_05","CAM","Core",44.32146,72.89611,927,"A","Vermont_A","Vermont",3.05132819623981,1.06721229055727,-3.44541897005897,-5.80837560984597,31.9,1240,39.25,531.5,568.5,215,21.5
"CAM_05_VT_C","CAM_05","CAM","Core",44.32146,72.89611,927,"C","Vermont_C","Vermont",3.05132819623981,1.06721229055727,-3.44541897005897,-5.80837560984597,31.9,1240,39.25,531.5,591.2,228,22.5
"CAM_05_MD_D","CAM_05","CAM","Core",44.32146,72.89611,927,"D","Maryland_D","Maryland",3.05132819623981,1.06721229055727,-4.79104440324931,-3.53774746780395,31.9,1240,36.4,282.5,662.4,212,17.5
"CAM_05_MD_B","CAM_05","CAM","Core",44.32146,72.89611,927,"B","Maryland_B","Maryland",3.05132819623981,1.06721229055727,-4.79104440324931,-3.53774746780395,31.9,1240,36.4,282.5,665.65,199,13.5
"CAM_05_MD_C","CAM_05","CAM","Core",44.32146,72.89611,927,"C","Maryland_C","Maryland",3.05132819623981,1.06721229055727,-4.79104440324931,-3.53774746780395,31.9,1240,36.4,282.5,665.65,201,27.5
"CAM_05_VT_D","CAM_05","CAM","Core",44.32146,72.89611,927,"D","Vermont_D","Vermont",3.05132819623981,1.06721229055727,-3.44541897005897,-5.80837560984597,31.9,1240,39.25,531.5,591.2,236,8
"CAM_05_NC_B","CAM_05","CAM","Core",44.32146,72.89611,927,"B","North_Carolina_B","North_Carolina",3.05132819623981,1.06721229055727,-9.85361058869086,-5.01016433622286,31.9,1240,37.75,53.5,626.35,221,7.5
"CAM_05_MD_A","CAM_05","CAM","Core",44.32146,72.89611,927,"A","Maryland_A","Maryland",3.05132819623981,1.06721229055727,-4.79104440324931,-3.53774746780395,31.9,1240,36.4,282.5,687.4,199,13.5
"CAM_05_MD_E","CAM_05","CAM","Core",44.32146,72.89611,927,"E","Maryland_E","Maryland",3.05132819623981,1.06721229055727,-4.79104440324931,-3.53774746780395,31.9,1240,36.4,282.5,662.4,207,16
"CAM_05_NC_A","CAM_05","CAM","Core",44.32146,72.89611,927,"A","North_Carolina_A","North_Carolina",3.05132819623981,1.06721229055727,-9.85361058869086,-5.01016433622286,31.9,1240,37.75,53.5,684.95,195,14
"CAM_05_VT_B","CAM_05","CAM","Core",44.32146,72.89611,927,"B","Vermont_B","Vermont",3.05132819623981,1.06721229055727,-3.44541897005897,-5.80837560984597,31.9,1240,39.25,531.5,538.3,222,15.5
"CAM_06_MD_D","CAM_06","CAM","Core",44.32074,72.89718,909,"D","Maryland_D","Maryland",3.02639736163787,1.02326457258288,-4.79104440324931,-3.53774746780395,32,1234,36.4,282.5,674.8,202,13
"CAM_06_NC_D","CAM_06","CAM","Core",44.32074,72.89718,909,"D","North_Carolina_D","North_Carolina",3.02639736163787,1.02326457258288,-9.85361058869086,-5.01016433622286,32,1234,37.75,53.5,725.5,197,7.5
"CAM_06_MD_A","CAM_06","CAM","Core",44.32074,72.89718,909,"A","Maryland_A","Maryland",3.02639736163787,1.02326457258288,-4.79104440324931,-3.53774746780395,32,1234,36.4,282.5,687.4,197,10.5
"CAM_06_VT_C","CAM_06","CAM","Core",44.32074,72.89718,909,"C","Vermont_C","Vermont",3.02639736163787,1.02326457258288,-3.44541897005897,-5.80837560984597,32,1234,39.25,531.5,591.2,209,9
"CAM_06_NC_C","CAM_06","CAM","Core",44.32074,72.89718,909,"C","North_Carolina_C","North_Carolina",3.02639736163787,1.02326457258288,-9.85361058869086,-5.01016433622286,32,1234,37.75,53.5,750.9,200,8.5
"CAM_06_MD_B","CAM_06","CAM","Core",44.32074,72.89718,909,"B","Maryland_B","Maryland",3.02639736163787,1.02326457258288,-4.79104440324931,-3.53774746780395,32,1234,36.4,282.5,613.55,245,50.5
"CAM_06_VT_A","CAM_06","CAM","Core",44.32074,72.89718,909,"A","Vermont_A","Vermont",3.02639736163787,1.02326457258288,-3.44541897005897,-5.80837560984597,32,1234,39.25,531.5,591.2,215,16.5
"CAM_06_NC_E","CAM_06","CAM","Core",44.32074,72.89718,909,"E","North_Carolina_E","North_Carolina",3.02639736163787,1.02326457258288,-9.85361058869086,-5.01016433622286,32,1234,37.75,53.5,750.9,197,12
"CAM_06_NC_B","CAM_06","CAM","Core",44.32074,72.89718,909,"B","North_Carolina_B","North_Carolina",3.02639736163787,1.02326457258288,-9.85361058869086,-5.01016433622286,32,1234,37.75,53.5,684.95,196,13.5
"CAM_06_NC_A","CAM_06","CAM","Core",44.32074,72.89718,909,"A","North_Carolina_A","North_Carolina",3.02639736163787,1.02326457258288,-9.85361058869086,-5.01016433622286,32,1234,37.75,53.5,750.9,195,13.5
"CAM_06_VT_D","CAM_06","CAM","Core",44.32074,72.89718,909,"D","Vermont_D","Vermont",3.02639736163787,1.02326457258288,-3.44541897005897,-5.80837560984597,32,1234,39.25,531.5,591.2,244,20
"CAM_06_MD_C","CAM_06","CAM","Core",44.32074,72.89718,909,"C","Maryland_C","Maryland",3.02639736163787,1.02326457258288,-4.79104440324931,-3.53774746780395,32,1234,36.4,282.5,613.55,201,11
"CAM_06_MD_E","CAM_06","CAM","Core",44.32074,72.89718,909,"E","Maryland_E","Maryland",3.02639736163787,1.02326457258288,-4.79104440324931,-3.53774746780395,32,1234,36.4,282.5,NA,203,13.5
"CAM_06_VT_B","CAM_06","CAM","Core",44.32074,72.89718,909,"B","Vermont_B","Vermont",3.02639736163787,1.02326457258288,-3.44541897005897,-5.80837560984597,32,1234,39.25,531.5,554.55,271,23.5
"CAM_06_VT_B","CAM_06","CAM","Core",44.32074,72.89718,909,"B","Vermont_B","Vermont",3.02639736163787,1.02326457258288,-3.44541897005897,-5.80837560984597,32,1234,39.25,531.5,568.5,271,23.5
"CAM_06_VT_E","CAM_06","CAM","Core",44.32074,72.89718,909,"E","Vermont_E","Vermont",3.02639736163787,1.02326457258288,-3.44541897005897,-5.80837560984597,32,1234,39.25,531.5,591.2,236,18.5
"CRR_01_MD_B","CRR_01","CRR","Margin",41.37048,76.26347,674,"B","Maryland_B","Maryland",-0.813732517856299,-0.270454043264059,-4.79104440324931,-3.53774746780395,34.6,664,36.4,282.5,715.1,199,18
"CRR_01_MD_D","CRR_01","CRR","Margin",41.37048,76.26347,674,"D","Maryland_D","Maryland",-0.813732517856299,-0.270454043264059,-4.79104440324931,-3.53774746780395,34.6,664,36.4,282.5,683.5,202,18
"CRR_01_VT_D","CRR_01","CRR","Margin",41.37048,76.26347,674,"D","Vermont_D","Vermont",-0.813732517856299,-0.270454043264059,-3.44541897005897,-5.80837560984597,34.6,664,39.25,531.5,591.2,209,15
"CRR_01_MD_A","CRR_01","CRR","Margin",41.37048,76.26347,674,"A","Maryland_A","Maryland",-0.813732517856299,-0.270454043264059,-4.79104440324931,-3.53774746780395,34.6,664,36.4,282.5,657.5,221,14.2
"CRR_01_VT_B","CRR_01","CRR","Margin",41.37048,76.26347,674,"B","Vermont_B","Vermont",-0.813732517856299,-0.270454043264059,-3.44541897005897,-5.80837560984597,34.6,664,39.25,531.5,554.55,236,21.5
"CRR_01_NC_B","CRR_01","CRR","Margin",41.37048,76.26347,674,"B","North_Carolina_B","North_Carolina",-0.813732517856299,-0.270454043264059,-9.85361058869086,-5.01016433622286,34.6,664,37.75,53.5,684.95,196,20
"CRR_01_MD_E","CRR_01","CRR","Margin",41.37048,76.26347,674,"E","Maryland_E","Maryland",-0.813732517856299,-0.270454043264059,-4.79104440324931,-3.53774746780395,34.6,664,36.4,282.5,729,203,14.5
"CRR_01_VT_E","CRR_01","CRR","Margin",41.37048,76.26347,674,"E","Vermont_E","Vermont",-0.813732517856299,-0.270454043264059,-3.44541897005897,-5.80837560984597,34.6,664,39.25,531.5,591.2,244,19.5
"CRR_01_VT_A","CRR_01","CRR","Margin",41.37048,76.26347,674,"A","Vermont_A","Vermont",-0.813732517856299,-0.270454043264059,-3.44541897005897,-5.80837560984597,34.6,664,39.25,531.5,568.5,222,22
"CRR_01_NC_A","CRR_01","CRR","Margin",41.37048,76.26347,674,"A","North_Carolina_A","North_Carolina",-0.813732517856299,-0.270454043264059,-9.85361058869086,-5.01016433622286,34.6,664,37.75,53.5,750.9,195,17.5
"CRR_01_NC_E","CRR_01","CRR","Margin",41.37048,76.26347,674,"E","North_Carolina_E","North_Carolina",-0.813732517856299,-0.270454043264059,-9.85361058869086,-5.01016433622286,34.6,664,37.75,53.5,684.95,202,10
"CRR_01_VT_C","CRR_01","CRR","Margin",41.37048,76.26347,674,"C","Vermont_C","Vermont",-0.813732517856299,-0.270454043264059,-3.44541897005897,-5.80837560984597,34.6,664,39.25,531.5,591.2,236,15
"CRR_01_MD_C","CRR_01","CRR","Margin",41.37048,76.26347,674,"C","Maryland_C","Maryland",-0.813732517856299,-0.270454043264059,-4.79104440324931,-3.53774746780395,34.6,664,36.4,282.5,696.9,224,20
"CRR_01_NC_D","CRR_01","CRR","Margin",41.37048,76.26347,674,"D","North_Carolina_D","North_Carolina",-0.813732517856299,-0.270454043264059,-9.85361058869086,-5.01016433622286,34.6,664,37.75,53.5,595.95,221,19
"CRR_01_NC_C","CRR_01","CRR","Margin",41.37048,76.26347,674,"C","North_Carolina_C","North_Carolina",-0.813732517856299,-0.270454043264059,-9.85361058869086,-5.01016433622286,34.6,664,37.75,53.5,725.5,196,23.5
"CRR_02_VT_B","CRR_02","CRR","Margin",41.37093,76.26328,668,"B","Vermont_B","Vermont",-0.82832426315297,-0.316312339955358,-3.44541897005897,-5.80837560984597,34.7,663,39.25,531.5,591.2,249,15.5
"CRR_02_NC_B","CRR_02","CRR","Margin",41.37093,76.26328,668,"B","North_Carolina_B","North_Carolina",-0.82832426315297,-0.316312339955358,-9.85361058869086,-5.01016433622286,34.7,663,37.75,53.5,750.9,206,15.5
"CRR_02_NC_D","CRR_02","CRR","Margin",41.37093,76.26328,668,"D","North_Carolina_D","North_Carolina",-0.82832426315297,-0.316312339955358,-9.85361058869086,-5.01016433622286,34.7,663,37.75,53.5,725.5,221,23.5
"CRR_02_NC_C","CRR_02","CRR","Margin",41.37093,76.26328,668,"C","North_Carolina_C","North_Carolina",-0.82832426315297,-0.316312339955358,-9.85361058869086,-5.01016433622286,34.7,663,37.75,53.5,684.95,196,17
"CRR_02_NC_A","CRR_02","CRR","Margin",41.37093,76.26328,668,"A","North_Carolina_A","North_Carolina",-0.82832426315297,-0.316312339955358,-9.85361058869086,-5.01016433622286,34.7,663,37.75,53.5,626.35,200,10.5
"CRR_02_NC_E","CRR_02","CRR","Margin",41.37093,76.26328,668,"E","North_Carolina_E","North_Carolina",-0.82832426315297,-0.316312339955358,-9.85361058869086,-5.01016433622286,34.7,663,37.75,53.5,634.4,227,15
"CRR_02_VT_A","CRR_02","CRR","Margin",41.37093,76.26328,668,"A","Vermont_A","Vermont",-0.82832426315297,-0.316312339955358,-3.44541897005897,-5.80837560984597,34.7,663,39.25,531.5,523.95,215,16.5
"CRR_02_MD_E","CRR_02","CRR","Margin",41.37093,76.26328,668,"E","Maryland_E","Maryland",-0.82832426315297,-0.316312339955358,-4.79104440324931,-3.53774746780395,34.7,663,36.4,282.5,613.55,203,24
"CRR_02_MD_A","CRR_02","CRR","Margin",41.37093,76.26328,668,"A","Maryland_A","Maryland",-0.82832426315297,-0.316312339955358,-4.79104440324931,-3.53774746780395,34.7,663,36.4,282.5,642.5,199,8
"CRR_02_MD_C","CRR_02","CRR","Margin",41.37093,76.26328,668,"C","Maryland_C","Maryland",-0.82832426315297,-0.316312339955358,-4.79104440324931,-3.53774746780395,34.7,663,36.4,282.5,665.65,205,23
"CR_03_MD_C","CR_03","CR","Edge",35.748862,82.272246,1819,"C","Maryland_C","Maryland",-2.81303222274112,3.7885845319669,-4.79104440324931,-3.53774746780395,30.6,308,36.4,282.5,665.65,238,15
"CR_03_NC_B","CR_03","CR","Edge",35.748862,82.272246,1819,"B","North_Carolina_B","North_Carolina",-2.81303222274112,3.7885845319669,-9.85361058869086,-5.01016433622286,30.6,308,37.75,53.5,634.4,196,13.5
"CR_03_MD_B","CR_03","CR","Edge",35.748862,82.272246,1819,"B","Maryland_B","Maryland",-2.81303222274112,3.7885845319669,-4.79104440324931,-3.53774746780395,30.6,308,36.4,282.5,657.5,238,10.5
"CR_03_MD_D","CR_03","CR","Edge",35.748862,82.272246,1819,"D","Maryland_D","Maryland",-2.81303222274112,3.7885845319669,-4.79104440324931,-3.53774746780395,30.6,308,36.4,282.5,683.5,202,12
"CR_03_NC_D","CR_03","CR","Edge",35.748862,82.272246,1819,"D","North_Carolina_D","North_Carolina",-2.81303222274112,3.7885845319669,-9.85361058869086,-5.01016433622286,30.6,308,37.75,53.5,634.4,197,11
"CR_03_VT_D","CR_03","CR","Edge",35.748862,82.272246,1819,"D","Vermont_D","Vermont",-2.81303222274112,3.7885845319669,-3.44541897005897,-5.80837560984597,30.6,308,39.25,531.5,554.55,249,14
"CR_03_VT_B","CR_03","CR","Edge",35.748862,82.272246,1819,"B","Vermont_B","Vermont",-2.81303222274112,3.7885845319669,-3.44541897005897,-5.80837560984597,30.6,308,39.25,531.5,591.2,271,38
"CR_03_MD_A","CR_03","CR","Edge",35.748862,82.272246,1819,"A","Maryland_A","Maryland",-2.81303222274112,3.7885845319669,-4.79104440324931,-3.53774746780395,30.6,308,36.4,282.5,703.95,243,24
"CR_03_NC_A","CR_03","CR","Edge",35.748862,82.272246,1819,"A","North_Carolina_A","North_Carolina",-2.81303222274112,3.7885845319669,-9.85361058869086,-5.01016433622286,30.6,308,37.75,53.5,777.7,195,11
"CR_03_NC_E","CR_03","CR","Edge",35.748862,82.272246,1819,"E","North_Carolina_E","North_Carolina",-2.81303222274112,3.7885845319669,-9.85361058869086,-5.01016433622286,30.6,308,37.75,53.5,725.5,197,6
"CR_03_NC_C","CR_03","CR","Edge",35.748862,82.272246,1819,"C","North_Carolina_C","North_Carolina",-2.81303222274112,3.7885845319669,-9.85361058869086,-5.01016433622286,30.6,308,37.75,53.5,725.5,250,15
"CR_03_VT_A","CR_03","CR","Edge",35.748862,82.272246,1819,"A","Vermont_A","Vermont",-2.81303222274112,3.7885845319669,-3.44541897005897,-5.80837560984597,30.6,308,39.25,531.5,538.3,236,14
"CR_03_MD_E","CR_03","CR","Edge",35.748862,82.272246,1819,"E","Maryland_E","Maryland",-2.81303222274112,3.7885845319669,-4.79104440324931,-3.53774746780395,30.6,308,36.4,282.5,662.4,214,20
"CR_03_VT_E","CR_03","CR","Edge",35.748862,82.272246,1819,"E","Vermont_E","Vermont",-2.81303222274112,3.7885845319669,-3.44541897005897,-5.80837560984597,30.6,308,39.25,531.5,512.05,236,8.5
"CR_04_MD_A","CR_04","CR","Edge",35.750184,82.270068,1811,"A","Maryland_A","Maryland",-2.81158963741422,3.75900168349418,-4.79104440324931,-3.53774746780395,30.6,305,36.4,282.5,687.4,197,14.7
"CR_04_MD_C","CR_04","CR","Edge",35.750184,82.270068,1811,"C","Maryland_C","Maryland",-2.81158963741422,3.75900168349418,-4.79104440324931,-3.53774746780395,30.6,305,36.4,282.5,683.5,217,16
"CR_04_VT_E","CR_04","CR","Edge",35.750184,82.270068,1811,"E","Vermont_E","Vermont",-2.81158963741422,3.75900168349418,-3.44541897005897,-5.80837560984597,30.6,305,39.25,531.5,554.55,249,20
"CR_04_MD_E","CR_04","CR","Edge",35.750184,82.270068,1811,"E","Maryland_E","Maryland",-2.81158963741422,3.75900168349418,-4.79104440324931,-3.53774746780395,30.6,305,36.4,282.5,662.4,219,30
"CR_04_VT_A","CR_04","CR","Edge",35.750184,82.270068,1811,"A","Vermont_A","Vermont",-2.81158963741422,3.75900168349418,-3.44541897005897,-5.80837560984597,30.6,305,39.25,531.5,591.2,244,32.5
"CR_04_VT_D","CR_04","CR","Edge",35.750184,82.270068,1811,"D","Vermont_D","Vermont",-2.81158963741422,3.75900168349418,-3.44541897005897,-5.80837560984597,30.6,305,39.25,531.5,591.2,209,10.5
