plant_ID,Family,Population,Location,Region,Latitude,Longitude,Elevation,Garden,Bed,BedRow,BedCol,Rack,RackRow,RackCol,BudBreak,cGDD,mBed,pPC1,pPC2,gPC1,gPC2,pEXT,pDD_0,gEXT,gDD_0
EQU_04_MD_C,EQU_04,EQU,VT,Core,43.15425,73.12742,975,Maryland,C,2,19,2,2,5,146,696.9,Maryland_C,1.869982502,0.652347338,-4.791044403,-3.537747468,33,951,36.4,282.5
EQU_04_VT_C,EQU_04,EQU,VT,Core,43.15425,73.12742,975,Vermont,C,4,34,3,4,6,146,591.2,Vermont_C,1.869982502,0.652347338,-3.44541897,-5.80837561,33,951,39.25,531.5
EQU_05_NC_A,EQU_05,EQU,VT,Core,43.15975,73.1255,1023,North_Carolina,A,6,50,4,6,8,111,684.95,North_Carolina_A,2.055492257,0.805083788,-9.853610589,-5.010164336,32.8,976,37.75,53.5
EQU_05_NC_C,EQU_05,EQU,VT,Core,43.15975,73.1255,1023,North_Carolina,C,6,65,5,6,9,105,634.4,North_Carolina_C,2.055492257,0.805083788,-9.853610589,-5.010164336,32.8,976,37.75,53.5
EQU_05_VT_E,EQU_05,EQU,VT,Core,43.15975,73.1255,1023,Vermont,E,4,10,1,4,10,143,568.5,Vermont_E,2.055492257,0.805083788,-3.44541897,-5.80837561,32.8,976,39.25,531.5
EQU_05_NC_B,EQU_05,EQU,VT,Core,43.15975,73.1255,1023,North_Carolina,B,4,61,5,4,5,111,684.95,North_Carolina_B,2.055492257,0.805083788,-9.853610589,-5.010164336,32.8,976,37.75,53.5
EQU_05_NC_E,EQU_05,EQU,VT,Core,43.15975,73.1255,1023,North_Carolina,E,5,49,4,5,7,111,684.95,North_Carolina_E,2.055492257,0.805083788,-9.853610589,-5.010164336,32.8,976,37.75,53.5
EQU_05_MD_E,EQU_05,EQU,VT,Core,43.15975,73.1255,1023,Maryland,E,5,35,3,5,7,138,662.4,Maryland_E,2.055492257,0.805083788,-4.791044403,-3.537747468,32.8,976,36.4,282.5
EQU_05_MD_A,EQU_05,EQU,VT,Core,43.15975,73.1255,1023,Maryland,A,3,62,5,3,6,141,674.8,Maryland_A,2.055492257,0.805083788,-4.791044403,-3.537747468,32.8,976,36.4,282.5
EQU_05_MD_B,EQU_05,EQU,VT,Core,43.15975,73.1255,1023,Maryland,B,6,22,2,6,8,135,642.5,Maryland_B,2.055492257,0.805083788,-4.791044403,-3.537747468,32.8,976,36.4,282.5
EQU_05_VT_B,EQU_05,EQU,VT,Core,43.15975,73.1255,1023,Vermont,B,5,9,1,5,9,139,538.3,Vermont_B,2.055492257,0.805083788,-3.44541897,-5.80837561,32.8,976,39.25,531.5
EQU_05_VT_D,EQU_05,EQU,VT,Core,43.15975,73.1255,1023,Vermont,D,6,22,2,6,8,141,554.55,Vermont_D,2.055492257,0.805083788,-3.44541897,-5.80837561,32.8,976,39.25,531.5
EQU_05_MD_D,EQU_05,EQU,VT,Core,43.15975,73.1255,1023,Maryland,D,6,65,5,6,9,141,674.8,Maryland_D,2.055492257,0.805083788,-4.791044403,-3.537747468,32.8,976,36.4,282.5
EQU_05_VT_A,EQU_05,EQU,VT,Core,43.15975,73.1255,1023,Vermont,A,2,6,1,2,6,146,591.2,Vermont_A,2.055492257,0.805083788,-3.44541897,-5.80837561,32.8,976,39.25,531.5
EQU_05_VT_C,EQU_05,EQU,VT,Core,43.15975,73.1255,1023,Vermont,C,5,21,2,5,7,146,591.2,Vermont_C,2.055492257,0.805083788,-3.44541897,-5.80837561,32.8,976,39.25,531.5
EQU_05_MD_C,EQU_05,EQU,VT,Core,43.15975,73.1255,1023,Maryland,C,4,61,5,4,5,139,665.65,Maryland_C,2.055492257,0.805083788,-4.791044403,-3.537747468,32.8,976,36.4,282.5
EQU_05_NC_D,EQU_05,EQU,VT,Core,43.15975,73.1255,1023,North_Carolina,D,3,62,5,3,6,111,684.95,North_Carolina_D,2.055492257,0.805083788,-9.853610589,-5.010164336,32.8,976,37.75,53.5
EQU_06_NC_A,EQU_06,EQU,VT,Core,43.1619,73.12386,1063,North_Carolina,A,6,23,2,6,9,125,777.7,North_Carolina_A,2.148262596,0.954217552,-9.853610589,-5.010164336,32.6,985,37.75,53.5
EQU_06_MD_D,EQU_06,EQU,VT,Core,43.1619,73.12386,1063,Maryland,D,5,35,3,5,7,141,674.8,Maryland_D,2.148262596,0.954217552,-4.791044403,-3.537747468,32.6,985,36.4,282.5
EQU_06_VT_D,EQU_06,EQU,VT,Core,43.1619,73.12386,1063,Vermont,D,6,51,4,6,9,141,554.55,Vermont_D,2.148262596,0.954217552,-3.44541897,-5.80837561,32.6,985,39.25,531.5
EQU_06_NC_D,EQU_06,EQU,VT,Core,43.1619,73.12386,1063,North_Carolina,D,6,64,5,6,8,125,777.7,North_Carolina_D,2.148262596,0.954217552,-9.853610589,-5.010164336,32.6,985,37.75,53.5
EQU_06_MD_B,EQU_06,EQU,VT,Core,43.1619,73.12386,1063,Maryland,B,6,51,4,6,9,137,657.5,Maryland_B,2.148262596,0.954217552,-4.791044403,-3.537747468,32.6,985,36.4,282.5
EQU_06_MD_C,EQU_06,EQU,VT,Core,43.1619,73.12386,1063,Maryland,C,4,63,5,4,7,139,665.65,Maryland_C,2.148262596,0.954217552,-4.791044403,-3.537747468,32.6,985,36.4,282.5
EQU_06_VT_A,EQU_06,EQU,VT,Core,43.1619,73.12386,1063,Vermont,A,5,49,4,5,7,143,568.5,Vermont_A,2.148262596,0.954217552,-3.44541897,-5.80837561,32.6,985,39.25,531.5
EQU_06_VT_B,EQU_06,EQU,VT,Core,43.1619,73.12386,1063,Vermont,B,2,7,1,2,7,141,554.55,Vermont_B,2.148262596,0.954217552,-3.44541897,-5.80837561,32.6,985,39.25,531.5
EQU_06_MD_A,EQU_06,EQU,VT,Core,43.1619,73.12386,1063,Maryland,A,6,64,5,6,8,125,585.4,Maryland_A,2.148262596,0.954217552,-4.791044403,-3.537747468,32.6,985,36.4,282.5
EQU_06_NC_E,EQU_06,EQU,VT,Core,43.1619,73.12386,1063,North_Carolina,E,2,59,5,2,3,128,797.4,North_Carolina_E,2.148262596,0.954217552,-9.853610589,-5.010164336,32.6,985,37.75,53.5
EQU_06_VT_C,EQU_06,EQU,VT,Core,43.1619,73.12386,1063,Vermont,C,2,59,5,2,3,141,554.55,Vermont_C,2.148262596,0.954217552,-3.44541897,-5.80837561,32.6,985,39.25,531.5
EQU_06_MD_E,EQU_06,EQU,VT,Core,43.1619,73.12386,1063,Maryland,E,2,59,5,2,3,135,642.5,Maryland_E,2.148262596,0.954217552,-4.791044403,-3.537747468,32.6,985,36.4,282.5
EQU_06_NC_C,EQU_06,EQU,VT,Core,43.1619,73.12386,1063,North_Carolina,C,5,49,4,5,7,100,595.95,North_Carolina_C,2.148262596,0.954217552,-9.853610589,-5.010164336,32.6,985,37.75,53.5
EQU_06_VT_E,EQU_06,EQU,VT,Core,43.1619,73.12386,1063,Vermont,E,4,8,1,4,8,136,523.95,Vermont_E,2.148262596,0.954217552,-3.44541897,-5.80837561,32.6,985,39.25,531.5
ESC_01_NC_E,ESC_01,ESC,NY,Core,42.19985,74.03118,678,North_Carolina,E,4,57,5,4,1,100,595.95,North_Carolina_E,-0.447723942,-1.720209117,-9.853610589,-5.010164336,34.8,724,37.75,53.5
ESC_01_VT_C,ESC_01,ESC,NY,Core,42.19985,74.03118,678,Vermont,C,4,57,5,4,1,139,538.3,Vermont_C,-0.447723942,-1.720209117,-3.44541897,-5.80837561,34.8,724,39.25,531.5
ESC_01_NC_C,ESC_01,ESC,NY,Core,42.19985,74.03118,678,North_Carolina,C,5,61,5,5,5,105,634.4,North_Carolina_C,-0.447723942,-1.720209117,-9.853610589,-5.010164336,34.8,724,37.75,53.5
ESC_01_MD_E,ESC_01,ESC,NY,Core,42.19985,74.03118,678,Maryland,E,4,57,5,4,1,124,579.6,Maryland_E,-0.447723942,-1.720209117,-4.791044403,-3.537747468,34.8,724,36.4,282.5
ESC_01_MD_A,ESC_01,ESC,NY,Core,42.19985,74.03118,678,Maryland,A,6,69,5,6,13,130,613.55,Maryland_A,-0.447723942,-1.720209117,-4.791044403,-3.537747468,34.8,724,36.4,282.5
ESC_01_MD_D,ESC_01,ESC,NY,Core,42.19985,74.03118,678,Maryland,D,5,61,5,5,5,130,613.55,Maryland_D,-0.447723942,-1.720209117,-4.791044403,-3.537747468,34.8,724,36.4,282.5
ESC_01_VT_D,ESC_01,ESC,NY,Core,42.19985,74.03118,678,Vermont,D,3,61,5,3,5,143,568.5,Vermont_D,-0.447723942,-1.720209117,-3.44541897,-5.80837561,34.8,724,39.25,531.5
ESC_01_VT_A,ESC_01,ESC,NY,Core,42.19985,74.03118,678,Vermont,A,3,10,1,3,10,146,591.2,Vermont_A,-0.447723942,-1.720209117,-3.44541897,-5.80837561,34.8,724,39.25,531.5
ESC_01_VT_B,ESC_01,ESC,NY,Core,42.19985,74.03118,678,Vermont,B,2,2,1,2,2,143,568.5,Vermont_B,-0.447723942,-1.720209117,-3.44541897,-5.80837561,34.8,724,39.25,531.5
ESC_01_VT_E,ESC_01,ESC,NY,Core,42.19985,74.03118,678,Vermont,E,3,59,5,3,3,141,554.55,Vermont_E,-0.447723942,-1.720209117,-3.44541897,-5.80837561,34.8,724,39.25,531.5
ESC_01_NC_D,ESC_01,ESC,NY,Core,42.19985,74.03118,678,North_Carolina,D,6,69,5,6,13,118,725.5,North_Carolina_D,-0.447723942,-1.720209117,-9.853610589,-5.010164336,34.8,724,37.75,53.5
ESC_01_MD_B,ESC_01,ESC,NY,Core,42.19985,74.03118,678,Maryland,B,5,10,1,5,10,139,665.65,Maryland_B,-0.447723942,-1.720209117,-4.791044403,-3.537747468,34.8,724,36.4,282.5
ESC_01_NC_A,ESC_01,ESC,NY,Core,42.19985,74.03118,678,North_Carolina,A,3,61,5,3,5,101,604.35,North_Carolina_A,-0.447723942,-1.720209117,-9.853610589,-5.010164336,34.8,724,37.75,53.5
ESC_01_NC_B,ESC_01,ESC,NY,Core,42.19985,74.03118,678,North_Carolina,B,5,12,1,5,12,122,750.9,North_Carolina_B,-0.447723942,-1.720209117,-9.853610589,-5.010164336,34.8,724,37.75,53.5
ESC_01_MD_C,ESC_01,ESC,NY,Core,42.19985,74.03118,678,Maryland,C,5,12,1,5,12,146,696.9,Maryland_C,-0.447723942,-1.720209117,-4.791044403,-3.537747468,34.8,724,36.4,282.5
ESC_02_MD_C,ESC_02,ESC,NY,Core,42.20077,74.03092,685,Maryland,C,3,11,1,3,11,135,642.5,Maryland_C,-0.426510713,-1.700070037,-4.791044403,-3.537747468,34.8,726,36.4,282.5
ESC_02_VT_D,ESC_02,ESC,NY,Core,42.20077,74.03092,685,Vermont,D,5,25,2,5,11,141,554.55,Vermont_D,-0.426510713,-1.700070037,-3.44541897,-5.80837561,34.8,726,39.25,531.5
ESC_02_NC_B,ESC_02,ESC,NY,Core,42.20077,74.03092,685,North_Carolina,B,3,11,1,3,11,118,725.5,North_Carolina_B,-0.426510713,-1.700070037,-9.853610589,-5.010164336,34.8,726,37.75,53.5
ESC_02_MD_D,ESC_02,ESC,NY,Core,42.20077,74.03092,685,Maryland,D,5,27,2,5,13,138,662.4,Maryland_D,-0.426510713,-1.700070037,-4.791044403,-3.537747468,34.8,726,36.4,282.5
ESC_02_MD_A,ESC_02,ESC,NY,Core,42.20077,74.03092,685,Maryland,A,3,26,2,3,12,141,674.8,Maryland_A,-0.426510713,-1.700070037,-4.791044403,-3.537747468,34.8,726,36.4,282.5
ESC_02_VT_B,ESC_02,ESC,NY,Core,42.20077,74.03092,685,Vermont,B,3,40,3,3,12,143,568.5,Vermont_B,-0.426510713,-1.700070037,-3.44541897,-5.80837561,34.8,726,39.25,531.5
ESC_02_NC_C,ESC_02,ESC,NY,Core,42.20077,74.03092,685,North_Carolina,C,5,27,2,5,13,111,684.95,North_Carolina_C,-0.426510713,-1.700070037,-9.853610589,-5.010164336,34.8,726,37.75,53.5
ESC_02_VT_A,ESC_02,ESC,NY,Core,42.20077,74.03092,685,Vermont,A,5,41,3,5,13,139,538.3,Vermont_A,-0.426510713,-1.700070037,-3.44541897,-5.80837561,34.8,726,39.25,531.5
ESC_02_NC_E,ESC_02,ESC,NY,Core,42.20077,74.03092,685,North_Carolina,E,5,43,4,5,1,105,634.4,North_Carolina_E,-0.426510713,-1.700070037,-9.853610589,-5.010164336,34.8,726,37.75,53.5
ESC_02_NC_D,ESC_02,ESC,NY,Core,42.20077,74.03092,685,North_Carolina,D,3,40,3,3,12,111,684.95,North_Carolina_D,-0.426510713,-1.700070037,-9.853610589,-5.010164336,34.8,726,37.75,53.5
ESC_02_NC_A,ESC_02,ESC,NY,Core,42.20077,74.03092,685,North_Carolina,A,5,53,4,5,11,122,750.9,North_Carolina_A,-0.426510713,-1.700070037,-9.853610589,-5.010164336,34.8,726,37.75,53.5
ESC_02_MD_B,ESC_02,ESC,NY,Core,42.20077,74.03092,685,Maryland,B,5,25,2,5,11,135,642.5,Maryland_B,-0.426510713,-1.700070037,-4.791044403,-3.537747468,34.8,726,36.4,282.5
ESC_02_VT_E,ESC_02,ESC,NY,Core,42.20077,74.03092,685,Vermont,E,5,60,5,5,4,146,591.2,Vermont_E,-0.426510713,-1.700070037,-3.44541897,-5.80837561,34.8,726,39.25,531.5
ESC_02_MD_E,ESC_02,ESC,NY,Core,42.20077,74.03092,685,Maryland,E,5,29,3,5,1,138,662.4,Maryland_E,-0.426510713,-1.700070037,-4.791044403,-3.537747468,34.8,726,36.4,282.5
ESC_03_VT_E,ESC_03,ESC,NY,Core,42.20205,74.02971,694,Vermont,E,3,10,1,3,10,141,554.55,Vermont_E,-0.398648541,-1.642544432,-3.44541897,-5.80837561,34.7,728,39.25,531.5
ESC_03_NC_E,ESC_03,ESC,NY,Core,42.20205,74.02971,694,North_Carolina,E,4,23,2,4,9,105,634.4,North_Carolina_E,-0.398648541,-1.642544432,-9.853610589,-5.010164336,34.7,728,37.75,53.5
ESC_03_VT_C,ESC_03,ESC,NY,Core,42.20205,74.02971,694,Vermont,C,4,37,3,4,9,141,554.55,Vermont_C,-0.398648541,-1.642544432,-3.44541897,-5.80837561,34.7,728,39.25,531.5
ESC_03_NC_A,ESC_03,ESC,NY,Core,42.20205,74.02971,694,North_Carolina,A,4,50,4,4,8,104,626.35,North_Carolina_A,-0.398648541,-1.642544432,-9.853610589,-5.010164336,34.7,728,37.75,53.5
ESC_03_MD_B,ESC_03,ESC,NY,Core,42.20205,74.02971,694,Maryland,B,4,22,2,4,8,141,674.8,Maryland_B,-0.398648541,-1.642544432,-4.791044403,-3.537747468,34.7,728,36.4,282.5
ESC_03_MD_A,ESC_03,ESC,NY,Core,42.20205,74.02971,694,Maryland,A,3,15,2,3,1,137,657.5,Maryland_A,-0.398648541,-1.642544432,-4.791044403,-3.537747468,34.7,728,36.4,282.5
ESC_03_MD_E,ESC_03,ESC,NY,Core,42.20205,74.02971,694,Maryland,E,4,51,4,4,9,130,613.55,Maryland_E,-0.398648541,-1.642544432,-4.791044403,-3.537747468,34.7,728,36.4,282.5
ESC_03_VT_B,ESC_03,ESC,NY,Core,42.20205,74.02971,694,Vermont,B,3,29,3,3,1,139,538.3,Vermont_B,-0.398648541,-1.642544432,-3.44541897,-5.80837561,34.7,728,39.25,531.5
ESC_03_VT_D,ESC_03,ESC,NY,Core,42.20205,74.02971,694,Vermont,D,4,22,2,4,8,146,591.2,Vermont_D,-0.398648541,-1.642544432,-3.44541897,-5.80837561,34.7,728,39.25,531.5
ESC_03_VT_A,ESC_03,ESC,NY,Core,42.20205,74.02971,694,Vermont,A,5,11,1,5,11,136,523.95,Vermont_A,-0.398648541,-1.642544432,-3.44541897,-5.80837561,34.7,728,39.25,531.5
ESC_03_NC_C,ESC_03,ESC,NY,Core,42.20205,74.02971,694,North_Carolina,C,3,60,5,3,4,105,634.4,North_Carolina_C,-0.398648541,-1.642544432,-9.853610589,-5.010164336,34.7,728,37.75,53.5
ESC_03_MD_D,ESC_03,ESC,NY,Core,42.20205,74.02971,694,Maryland,D,3,60,5,3,4,146,696.9,Maryland_D,-0.398648541,-1.642544432,-4.791044403,-3.537747468,34.7,728,36.4,282.5
ESC_03_MD_C,ESC_03,ESC,NY,Core,42.20205,74.02971,694,Maryland,C,5,61,5,5,5,139,665.65,Maryland_C,-0.398648541,-1.642544432,-4.791044403,-3.537747468,34.7,728,36.4,282.5
ESC_04_MD_C,ESC_04,ESC,NY,Core,42.20549,74.03112,730,Maryland,C,6,2,1,6,2,139,665.65,Maryland_C,-0.317020188,-1.397032569,-4.791044403,-3.537747468,34.5,740,36.4,282.5
ESC_04_VT_E,ESC_04,ESC,NY,Core,42.20549,74.03112,730,Vermont,E,2,69,5,2,13,141,554.55,Vermont_E,-0.317020188,-1.397032569,-3.44541897,-5.80837561,34.5,740,39.25,531.5
ESC_04_MD_B,ESC_04,ESC,NY,Core,42.20549,74.03112,730,Maryland,B,4,32,3,4,4,143,683.5,Maryland_B,-0.317020188,-1.397032569,-4.791044403,-3.537747468,34.5,740,36.4,282.5
ESC_04_MD_A,ESC_04,ESC,NY,Core,42.20549,74.03112,730,Maryland,A,2,54,4,2,12,137,657.5,Maryland_A,-0.317020188,-1.397032569,-4.791044403,-3.537747468,34.5,740,36.4,282.5
ESC_04_NC_B,ESC_04,ESC,NY,Core,42.20549,74.03112,730,North_Carolina,B,6,2,1,6,2,101,604.35,North_Carolina_B,-0.317020188,-1.397032569,-9.853610589,-5.010164336,34.5,740,37.75,53.5
ESC_04_NC_E,ESC_04,ESC,NY,Core,42.20549,74.03112,730,North_Carolina,E,3,25,2,3,11,105,634.4,North_Carolina_E,-0.317020188,-1.397032569,-9.853610589,-5.010164336,34.5,740,37.75,53.5
ESC_04_NC_C,ESC_04,ESC,NY,Core,42.20549,74.03112,730,North_Carolina,C,2,20,2,2,6,105,634.4,North_Carolina_C,-0.317020188,-1.397032569,-9.853610589,-5.010164336,34.5,740,37.75,53.5
ESC_04_VT_B,ESC_04,ESC,NY,Core,42.20549,74.03112,730,Vermont,B,2,26,2,2,12,143,568.5,Vermont_B,-0.317020188,-1.397032569,-3.44541897,-5.80837561,34.5,740,39.25,531.5
ESC_04_VT_A,ESC_04,ESC,NY,Core,42.20549,74.03112,730,Vermont,A,2,34,3,2,6,136,523.95,Vermont_A,-0.317020188,-1.397032569,-3.44541897,-5.80837561,34.5,740,39.25,531.5
ESC_04_MD_D,ESC_04,ESC,NY,Core,42.20549,74.03112,730,Maryland,D,2,20,2,2,6,133,629.9,Maryland_D,-0.317020188,-1.397032569,-4.791044403,-3.537747468,34.5,740,36.4,282.5
ESC_04_VT_C,ESC_04,ESC,NY,Core,42.20549,74.03112,730,Vermont,C,3,39,3,3,11,141,554.55,Vermont_C,-0.317020188,-1.397032569,-3.44541897,-5.80837561,34.5,740,39.25,531.5
ESC_04_VT_D,ESC_04,ESC,NY,Core,42.20549,74.03112,730,Vermont,D,4,32,3,4,4,141,554.55,Vermont_D,-0.317020188,-1.397032569,-3.44541897,-5.80837561,34.5,740,39.25,531.5
ESC_04_NC_D,ESC_04,ESC,NY,Core,42.20549,74.03112,730,North_Carolina,D,2,54,4,2,12,100,595.95,North_Carolina_D,-0.317020188,-1.397032569,-9.853610589,-5.010164336,34.5,740,37.75,53.5
ESC_04_MD_E,ESC_04,ESC,NY,Core,42.20549,74.03112,730,Maryland,E,3,53,4,3,11,140,669.6,Maryland_E,-0.317020188,-1.397032569,-4.791044403,-3.537747468,34.5,740,36.4,282.5
ESC_05_VT_D,ESC_05,ESC,NY,Core,42.21354,74.03379,792,Vermont,D,5,9,1,5,9,143,568.5,Vermont_D,-0.146531302,-0.997885548,-3.44541897,-5.80837561,34,758,39.25,531.5
ESC_05_MD_D,ESC_05,ESC,NY,Core,42.21354,74.03379,792,Maryland,D,3,9,1,3,9,138,662.4,Maryland_D,-0.146531302,-0.997885548,-4.791044403,-3.537747468,34,758,36.4,282.5
ESC_05_MD_C,ESC_05,ESC,NY,Core,42.21354,74.03379,792,Maryland,C,3,26,2,3,12,135,642.5,Maryland_C,-0.146531302,-0.997885548,-4.791044403,-3.537747468,34,758,36.4,282.5
ESC_05_NC_D,ESC_05,ESC,NY,Core,42.21354,74.03379,792,North_Carolina,D,3,64,5,3,8,118,725.5,North_Carolina_D,-0.146531302,-0.997885548,-9.853610589,-5.010164336,34,758,37.75,53.5
ESC_05_MD_B,ESC_05,ESC,NY,Core,42.21354,74.03379,792,Maryland,B,3,62,5,3,6,135,642.5,Maryland_B,-0.146531302,-0.997885548,-4.791044403,-3.537747468,34,758,36.4,282.5
ESC_05_VT_C,ESC_05,ESC,NY,Core,42.21354,74.03379,792,Vermont,C,5,3,1,5,3,146,591.2,Vermont_C,-0.146531302,-0.997885548,-3.44541897,-5.80837561,34,758,39.25,531.5
ESC_05_VT_D,ESC_05,ESC,NY,Core,42.21354,74.03379,792,Vermont,D,5,9,1,5,9,141,554.55,Vermont_D,-0.146531302,-0.997885548,-3.44541897,-5.80837561,34,758,39.25,531.5
ESC_05_NC_C,ESC_05,ESC,NY,Core,42.21354,74.03379,792,North_Carolina,C,3,9,1,3,9,105,634.4,North_Carolina_C,-0.146531302,-0.997885548,-9.853610589,-5.010164336,34,758,37.75,53.5
ESC_05_MD_A,ESC_05,ESC,NY,Core,42.21354,74.03379,792,Maryland,A,3,64,5,3,8,137,657.5,Maryland_A,-0.146531302,-0.997885548,-4.791044403,-3.537747468,34,758,36.4,282.5
ESC_05_VT_B,ESC_05,ESC,NY,Core,42.21354,74.03379,792,Vermont,B,5,7,1,5,7,141,554.55,Vermont_B,-0.146531302,-0.997885548,-3.44541897,-5.80837561,34,758,39.25,531.5
ESC_05_VT_E,ESC_05,ESC,NY,Core,42.21354,74.03379,792,Vermont,E,3,40,3,3,12,141,554.55,Vermont_E,-0.146531302,-0.997885548,-3.44541897,-5.80837561,34,758,39.25,531.5
ESC_05_VT_A,ESC_05,ESC,NY,Core,42.21354,74.03379,792,Vermont,A,5,62,5,5,6,139,538.3,Vermont_A,-0.146531302,-0.997885548,-3.44541897,-5.80837561,34,758,39.25,531.5
ESC_05_NC_E,ESC_05,ESC,NY,Core,42.21354,74.03379,792,North_Carolina,E,5,3,1,5,3,105,634.4,North_Carolina_E,-0.146531302,-0.997885548,-9.853610589,-5.010164336,34,758,37.75,53.5
ESC_05_NC_B,ESC_05,ESC,NY,Core,42.21354,74.03379,792,North_Carolina,B,3,26,2,3,12,111,684.95,North_Carolina_B,-0.146531302,-0.997885548,-9.853610589,-5.010164336,34,758,37.75,53.5
ESC_05_VT_E,ESC_05,ESC,NY,Core,42.21354,74.03379,792,Vermont,E,3,40,3,3,12,143,568.5,Vermont_E,-0.146531302,-0.997885548,-3.44541897,-5.80837561,34,758,39.25,531.5
ESC_05_NC_A,ESC_05,ESC,NY,Core,42.21354,74.03379,792,North_Carolina,A,5,9,1,5,9,111,684.95,North_Carolina_A,-0.146531302,-0.997885548,-9.853610589,-5.010164336,34,758,37.75,53.5
ESC_05_MD_E,ESC_05,ESC,NY,Core,42.21354,74.03379,792,Maryland,E,5,3,1,5,3,138,662.4,Maryland_E,-0.146531302,-0.997885548,-4.791044403,-3.537747468,34,758,36.4,282.5
ESC_06_NC_E,ESC_06,ESC,NY,Core,42.21471,74.03587,829,North_Carolina,E,2,56,4,2,14,105,634.4,North_Carolina_E,-0.035375127,-0.736455764,-9.853610589,-5.010164336,33.8,772,37.75,53.5
ESC_06_MD_B,ESC_06,ESC,NY,Core,42.21471,74.03587,829,Maryland,B,2,30,3,2,2,137,657.5,Maryland_B,-0.035375127,-0.736455764,-4.791044403,-3.537747468,33.8,772,36.4,282.5
ESC_06_MD_D,ESC_06,ESC,NY,Core,42.21471,74.03587,829,Maryland,D,2,25,2,2,11,141,674.8,Maryland_D,-0.035375127,-0.736455764,-4.791044403,-3.537747468,33.8,772,36.4,282.5
ESC_06_VT_C,ESC_06,ESC,NY,Core,42.21471,74.03587,829,Vermont,C,2,28,2,2,14,141,554.55,Vermont_C,-0.035375127,-0.736455764,-3.44541897,-5.80837561,33.8,772,39.25,531.5
ESC_06_MD_C,ESC_06,ESC,NY,Core,42.21471,74.03587,829,Maryland,C,5,63,5,5,7,143,683.5,Maryland_C,-0.035375127,-0.736455764,-4.791044403,-3.537747468,33.8,772,36.4,282.5
ESC_06_VT_D,ESC_06,ESC,NY,Core,42.21471,74.03587,829,Vermont,D,2,30,3,2,2,146,591.2,Vermont_D,-0.035375127,-0.736455764,-3.44541897,-5.80837561,33.8,772,39.25,531.5
ESC_06_NC_A,ESC_06,ESC,NY,Core,42.21471,74.03587,829,North_Carolina,A,2,30,3,2,2,122,750.9,North_Carolina_A,-0.035375127,-0.736455764,-9.853610589,-5.010164336,33.8,772,37.75,53.5
ESC_06_MD_E,ESC_06,ESC,NY,Core,42.21471,74.03587,829,Maryland,E,2,42,3,2,14,138,662.4,Maryland_E,-0.035375127,-0.736455764,-4.791044403,-3.537747468,33.8,772,36.4,282.5
ESC_06_VT_A,ESC_06,ESC,NY,Core,42.21471,74.03587,829,Vermont,A,2,39,3,2,11,146,591.2,Vermont_A,-0.035375127,-0.736455764,-3.44541897,-5.80837561,33.8,772,39.25,531.5
ESC_06_NC_C,ESC_06,ESC,NY,Core,42.21471,74.03587,829,North_Carolina,C,2,25,2,2,11,111,684.95,North_Carolina_C,-0.035375127,-0.736455764,-9.853610589,-5.010164336,33.8,772,37.75,53.5
ESC_06_VT_B,ESC_06,ESC,NY,Core,42.21471,74.03587,829,Vermont,B,5,26,2,5,12,141,554.55,Vermont_B,-0.035375127,-0.736455764,-3.44541897,-5.80837561,33.8,772,39.25,531.5
ESC_06_VT_E,ESC_06,ESC,NY,Core,42.21471,74.03587,829,Vermont,E,3,8,1,3,8,146,591.2,Vermont_E,-0.035375127,-0.736455764,-3.44541897,-5.80837561,33.8,772,39.25,531.5
ESC_06_NC_D,ESC_06,ESC,NY,Core,42.21471,74.03587,829,North_Carolina,D,5,54,4,5,12,105,634.4,North_Carolina_D,-0.035375127,-0.736455764,-9.853610589,-5.010164336,33.8,772,37.75,53.5
ESC_06_NC_B,ESC_06,ESC,NY,Core,42.21471,74.03587,829,North_Carolina,B,5,63,5,5,7,100,595.95,North_Carolina_B,-0.035375127,-0.736455764,-9.853610589,-5.010164336,33.8,772,37.75,53.5
ESC_06_MD_A,ESC_06,ESC,NY,Core,42.21471,74.03587,829,Maryland,A,5,54,4,5,12,130,613.55,Maryland_A,-0.035375127,-0.736455764,-4.791044403,-3.537747468,33.8,772,36.4,282.5
G13_01_VT_E,G13_01,G13,PA,Margin,41.41342,76.29673,641,Vermont,E,3,65,5,3,9,146,591.2,Vermont_E,-1.170871486,-0.829780277,-3.44541897,-5.80837561,34.9,631,39.25,531.5
G13_01_NC_A,G13_01,G13,PA,Margin,41.41342,76.29673,641,North_Carolina,A,3,60,5,3,4,118,725.5,North_Carolina_A,-1.170871486,-0.829780277,-9.853610589,-5.010164336,34.9,631,37.75,53.5
G13_01_MD_A,G13_01,G13,PA,Margin,41.41342,76.29673,641,Maryland,A,3,37,3,3,9,141,674.8,Maryland_A,-1.170871486,-0.829780277,-4.791044403,-3.537747468,34.9,631,36.4,282.5
G13_01_NC_D,G13_01,G13,PA,Margin,41.41342,76.29673,641,North_Carolina,D,3,23,2,3,9,111,684.95,North_Carolina_D,-1.170871486,-0.829780277,-9.853610589,-5.010164336,34.9,631,37.75,53.5
G13_01_MD_B,G13_01,G13,PA,Margin,41.41342,76.29673,641,Maryland,B,5,11,1,5,11,143,683.5,Maryland_B,-1.170871486,-0.829780277,-4.791044403,-3.537747468,34.9,631,36.4,282.5
