plant_ID,Family,Population,Location,Region,Latitude,Longitude,Elevation,Garden,Bed,BedRow,BedCol,Rack,RackRow,RackCol,BudBreak,cGDD,mBed,pPC1,pPC2,gPC1,gPC2,pEXT,pDD_0,gEXT,gDD_0
MSK_01_VT_C,MSK_01,MSK,NH,Core,44.43429,71.43275,1197,Vermont,C,4,25,2,4,11,146,591.2,Vermont_C,3.482492612,2.041590859,-3.44541897,-5.80837561,31.1,1211,39.25,531.5
MSK_01_VT_E,MSK_01,MSK,NH,Core,44.43429,71.43275,1197,Vermont,E,3,47,4,3,5,139,538.3,Vermont_E,3.482492612,2.041590859,-3.44541897,-5.80837561,31.1,1211,39.25,531.5
MSK_01_NC_A,MSK_01,MSK,NH,Core,44.43429,71.43275,1197,North_Carolina,A,4,34,3,4,6,111,684.95,North_Carolina_A,3.482492612,2.041590859,-9.853610589,-5.010164336,31.1,1211,37.75,53.5
MSK_01_VT_B,MSK_01,MSK,NH,Core,44.43429,71.43275,1197,Vermont,B,5,29,3,5,1,136,523.95,Vermont_B,3.482492612,2.041590859,-3.44541897,-5.80837561,31.1,1211,39.25,531.5
MSK_02_VT_D,MSK_02,MSK,NH,Core,44.43365,71.41321,1226,Vermont,D,2,18,2,2,4,143,568.5,Vermont_D,3.660717858,2.099560024,-3.44541897,-5.80837561,31.1,1233,39.25,531.5
MSK_02_MD_B,MSK_02,MSK,NH,Core,44.43365,71.41321,1226,Maryland,B,2,18,2,2,4,133,629.9,Maryland_B,3.660717858,2.099560024,-4.791044403,-3.537747468,31.1,1233,36.4,282.5
MSK_02_VT_C,MSK_02,MSK,NH,Core,44.43365,71.41321,1226,Vermont,C,3,31,3,3,3,143,568.5,Vermont_C,3.660717858,2.099560024,-3.44541897,-5.80837561,31.1,1233,39.25,531.5
MSK_02_MD_A,MSK_02,MSK,NH,Core,44.43365,71.41321,1226,Maryland,A,3,52,4,3,10,133,629.9,Maryland_A,3.660717858,2.099560024,-4.791044403,-3.537747468,31.1,1233,36.4,282.5
MSK_02_NC_D,MSK_02,MSK,NH,Core,44.43365,71.41321,1226,North_Carolina,D,3,52,4,3,10,111,684.95,North_Carolina_D,3.660717858,2.099560024,-9.853610589,-5.010164336,31.1,1233,37.75,53.5
MSK_02_NC_C,MSK_02,MSK,NH,Core,44.43365,71.41321,1226,North_Carolina,C,6,51,4,6,9,122,750.9,North_Carolina_C,3.660717858,2.099560024,-9.853610589,-5.010164336,31.1,1233,37.75,53.5
MSK_02_MD_C,MSK_02,MSK,NH,Core,44.43365,71.41321,1226,Maryland,C,3,7,1,3,7,139,665.65,Maryland_C,3.660717858,2.099560024,-4.791044403,-3.537747468,31.1,1233,36.4,282.5
MSK_02_MD_D,MSK_02,MSK,NH,Core,44.43365,71.41321,1226,Maryland,D,6,37,3,6,9,138,662.4,Maryland_D,3.660717858,2.099560024,-4.791044403,-3.537747468,31.1,1233,36.4,282.5
MSK_02_NC_A,MSK_02,MSK,NH,Core,44.43365,71.41321,1226,North_Carolina,A,2,46,4,2,4,111,684.95,North_Carolina_A,3.660717858,2.099560024,-9.853610589,-5.010164336,31.1,1233,37.75,53.5
MSK_02_VT_A,MSK_02,MSK,NH,Core,44.43365,71.41321,1226,Vermont,A,6,51,4,6,9,136,523.95,Vermont_A,3.660717858,2.099560024,-3.44541897,-5.80837561,31.1,1233,39.25,531.5
MSK_02_NC_B,MSK_02,MSK,NH,Core,44.43365,71.41321,1226,North_Carolina,B,3,7,1,3,7,122,750.9,North_Carolina_B,3.660717858,2.099560024,-9.853610589,-5.010164336,31.1,1233,37.75,53.5
MSK_03_MD_E,MSK_03,MSK,NH,Core,44.43383,71.42283,1158,Maryland,E,2,24,2,2,10,NA,NA,Maryland_E,3.432131727,1.858421159,-4.791044403,-3.537747468,31.3,1212,36.4,282.5
MSK_03_NC_D,MSK_03,MSK,NH,Core,44.43383,71.42283,1158,North_Carolina,D,3,63,5,3,7,105,634.4,North_Carolina_D,3.432131727,1.858421159,-9.853610589,-5.010164336,31.3,1212,37.75,53.5
MSK_03_VT_A,MSK_03,MSK,NH,Core,44.43383,71.42283,1158,Vermont,A,3,45,4,3,3,136,523.95,Vermont_A,3.432131727,1.858421159,-3.44541897,-5.80837561,31.3,1212,39.25,531.5
MSK_03_VT_B,MSK_03,MSK,NH,Core,44.43383,71.42283,1158,Vermont,B,5,8,1,5,8,139,538.3,Vermont_B,3.432131727,1.858421159,-3.44541897,-5.80837561,31.3,1212,39.25,531.5
MSK_03_NC_C,MSK_03,MSK,NH,Core,44.43383,71.42283,1158,North_Carolina,C,3,45,4,3,3,122,750.9,North_Carolina_C,3.432131727,1.858421159,-9.853610589,-5.010164336,31.3,1212,37.75,53.5
MSK_03_MD_D,MSK_03,MSK,NH,Core,44.43383,71.42283,1158,Maryland,D,3,31,3,3,3,146,696.9,Maryland_D,3.432131727,1.858421159,-4.791044403,-3.537747468,31.3,1212,36.4,282.5
MSK_03_VT_E,MSK_03,MSK,NH,Core,44.43383,71.42283,1158,Vermont,E,5,13,1,5,13,141,554.55,Vermont_E,3.432131727,1.858421159,-3.44541897,-5.80837561,31.3,1212,39.25,531.5
MSK_03_NC_A,MSK_03,MSK,NH,Core,44.43383,71.42283,1158,North_Carolina,A,6,43,4,6,1,101,604.35,North_Carolina_A,3.432131727,1.858421159,-9.853610589,-5.010164336,31.3,1212,37.75,53.5
MSK_03_NC_E,MSK_03,MSK,NH,Core,44.43383,71.42283,1158,North_Carolina,E,2,38,3,2,10,105,634.4,North_Carolina_E,3.432131727,1.858421159,-9.853610589,-5.010164336,31.3,1212,37.75,53.5
MSK_03_VT_D,MSK_03,MSK,NH,Core,44.43383,71.42283,1158,Vermont,D,6,15,2,6,1,136,523.95,Vermont_D,3.432131727,1.858421159,-3.44541897,-5.80837561,31.3,1212,39.25,531.5
MSK_03_MD_B,MSK_03,MSK,NH,Core,44.43383,71.42283,1158,Maryland,B,6,15,2,6,1,79,332.1,Maryland_B,3.432131727,1.858421159,-4.791044403,-3.537747468,31.3,1212,36.4,282.5
MSK_03_MD_A,MSK_03,MSK,NH,Core,44.43383,71.42283,1158,Maryland,A,3,63,5,3,7,133,629.9,Maryland_A,3.432131727,1.858421159,-4.791044403,-3.537747468,31.3,1212,36.4,282.5
MSK_03_NC_B,MSK_03,MSK,NH,Core,44.43383,71.42283,1158,North_Carolina,B,3,58,5,3,2,98,580.3,North_Carolina_B,3.432131727,1.858421159,-9.853610589,-5.010164336,31.3,1212,37.75,53.5
MSK_03_VT_C,MSK_03,MSK,NH,Core,44.43383,71.42283,1158,Vermont,C,2,52,4,2,10,132,501.85,Vermont_C,3.432131727,1.858421159,-3.44541897,-5.80837561,31.3,1212,39.25,531.5
MSK_03_MD_C,MSK_03,MSK,NH,Core,44.43383,71.42283,1158,Maryland,C,3,58,5,3,2,NA,NA,Maryland_C,3.432131727,1.858421159,-4.791044403,-3.537747468,31.3,1212,36.4,282.5
MSK_04_NC_C,MSK_04,MSK,NH,Core,44.4242,71.44677,850,North_Carolina,C,3,23,2,3,9,122,750.9,North_Carolina_C,2.412024684,0.597735491,-9.853610589,-5.010164336,32.8,1111,37.75,53.5
MSK_04_MD_D,MSK_04,MSK,NH,Core,44.4242,71.44677,850,Maryland,D,3,23,2,3,9,135,642.5,Maryland_D,2.412024684,0.597735491,-4.791044403,-3.537747468,32.8,1111,36.4,282.5
MSK_04_NC_E,MSK_04,MSK,NH,Core,44.4242,71.44677,850,North_Carolina,E,2,6,1,2,6,97,570.9,North_Carolina_E,2.412024684,0.597735491,-9.853610589,-5.010164336,32.8,1111,37.75,53.5
MSK_04_VT_B,MSK_04,MSK,NH,Core,44.4242,71.44677,850,Vermont,B,4,8,1,4,8,146,591.2,Vermont_B,2.412024684,0.597735491,-3.44541897,-5.80837561,32.8,1111,39.25,531.5
MSK_04_VT_C,MSK_04,MSK,NH,Core,44.4242,71.44677,850,Vermont,C,2,6,1,2,6,141,554.55,Vermont_C,2.412024684,0.597735491,-3.44541897,-5.80837561,32.8,1111,39.25,531.5
MSK_04_MD_A,MSK_04,MSK,NH,Core,44.4242,71.44677,850,Maryland,A,4,63,5,4,7,130,613.55,Maryland_A,2.412024684,0.597735491,-4.791044403,-3.537747468,32.8,1111,36.4,282.5
MSK_04_MD_E,MSK_04,MSK,NH,Core,44.4242,71.44677,850,Maryland,E,2,6,1,2,6,135,642.5,Maryland_E,2.412024684,0.597735491,-4.791044403,-3.537747468,32.8,1111,36.4,282.5
MSK_04_NC_D,MSK_04,MSK,NH,Core,44.4242,71.44677,850,North_Carolina,D,4,63,5,4,7,122,750.9,North_Carolina_D,2.412024684,0.597735491,-9.853610589,-5.010164336,32.8,1111,37.75,53.5
MT_01_NC_A,MT_01,MT,NC,Edge,35.7568,82.2524,1711,North_Carolina,A,3,23,2,3,9,118,725.5,North_Carolina_A,-3.225825918,3.43103653,-9.853610589,-5.010164336,31.1,281,37.75,53.5
MT_01_NC_C,MT_01,MT,NC,Edge,35.7568,82.2524,1711,North_Carolina,C,2,34,3,2,6,90,526.4,North_Carolina_C,-3.225825918,3.43103653,-9.853610589,-5.010164336,31.1,281,37.75,53.5
MT_01_VT_E,MT_01,MT,NC,Edge,35.7568,82.2524,1711,Vermont,E,2,17,2,2,3,146,591.2,Vermont_E,-3.225825918,3.43103653,-3.44541897,-5.80837561,31.1,281,39.25,531.5
MT_01_VT_D,MT_01,MT,NC,Edge,35.7568,82.2524,1711,Vermont,D,3,51,4,3,9,139,538.3,Vermont_D,-3.225825918,3.43103653,-3.44541897,-5.80837561,31.1,281,39.25,531.5
MT_01_NC_B,MT_01,MT,NC,Edge,35.7568,82.2524,1711,North_Carolina,B,2,45,4,2,3,122,750.9,North_Carolina_B,-3.225825918,3.43103653,-9.853610589,-5.010164336,31.1,281,37.75,53.5
MT_01_MD_B,MT_01,MT,NC,Edge,35.7568,82.2524,1711,Maryland,B,3,51,4,3,9,124,579.6,Maryland_B,-3.225825918,3.43103653,-4.791044403,-3.537747468,31.1,281,36.4,282.5
MT_01_NC_D,MT_01,MT,NC,Edge,35.7568,82.2524,1711,North_Carolina,D,5,15,2,5,1,118,725.5,North_Carolina_D,-3.225825918,3.43103653,-9.853610589,-5.010164336,31.1,281,37.75,53.5
MT_01_VT_C,MT_01,MT,NC,Edge,35.7568,82.2524,1711,Vermont,C,2,15,2,2,1,148,601.1,Vermont_C,-3.225825918,3.43103653,-3.44541897,-5.80837561,31.1,281,39.25,531.5
MT_01_MD_C,MT_01,MT,NC,Edge,35.7568,82.2524,1711,Maryland,C,2,31,3,2,3,139,665.65,Maryland_C,-3.225825918,3.43103653,-4.791044403,-3.537747468,31.1,281,36.4,282.5
MT_01_VT_A,MT_01,MT,NC,Edge,35.7568,82.2524,1711,Vermont,A,2,20,2,2,6,146,591.2,Vermont_A,-3.225825918,3.43103653,-3.44541897,-5.80837561,31.1,281,39.25,531.5
MT_01_MD_A,MT_01,MT,NC,Edge,35.7568,82.2524,1711,Maryland,A,5,29,3,5,1,141,674.8,Maryland_A,-3.225825918,3.43103653,-4.791044403,-3.537747468,31.1,281,36.4,282.5
MT_01_VT_B,MT_01,MT,NC,Edge,35.7568,82.2524,1711,Vermont,B,5,43,4,5,1,143,568.5,Vermont_B,-3.225825918,3.43103653,-3.44541897,-5.80837561,31.1,281,39.25,531.5
MT_01_NC_E,MT_01,MT,NC,Edge,35.7568,82.2524,1711,North_Carolina,E,2,43,4,2,1,111,684.95,North_Carolina_E,-3.225825918,3.43103653,-9.853610589,-5.010164336,31.1,281,37.75,53.5
MT_01_MD_E,MT_01,MT,NC,Edge,35.7568,82.2524,1711,Maryland,E,2,29,3,2,1,145,693.8,Maryland_E,-3.225825918,3.43103653,-4.791044403,-3.537747468,31.1,281,36.4,282.5
MT_01_MD_D,MT_01,MT,NC,Edge,35.7568,82.2524,1711,Maryland,D,2,48,4,2,6,146,696.9,Maryland_D,-3.225825918,3.43103653,-4.791044403,-3.537747468,31.1,281,36.4,282.5
MT_04_MD_C,MT_04,MT,NC,Edge,35.75649,82.25134,1678,Maryland,C,3,2,1,3,2,141,674.8,Maryland_C,-3.250326565,3.265352783,-4.791044403,-3.537747468,31.3,275,36.4,282.5
MT_04_MD_A,MT_04,MT,NC,Edge,35.75649,82.25134,1678,Maryland,A,2,36,3,2,8,144,687.4,Maryland_A,-3.250326565,3.265352783,-4.791044403,-3.537747468,31.3,275,36.4,282.5
MT_04_VT_A,MT_04,MT,NC,Edge,35.75649,82.25134,1678,Vermont,A,5,65,5,5,9,146,591.2,Vermont_A,-3.250326565,3.265352783,-3.44541897,-5.80837561,31.3,275,39.25,531.5
MT_04_NC_A,MT_04,MT,NC,Edge,35.75649,82.25134,1678,North_Carolina,A,6,45,4,6,3,122,750.9,North_Carolina_A,-3.250326565,3.265352783,-9.853610589,-5.010164336,31.3,275,37.75,53.5
MT_04_MD_B,MT_04,MT,NC,Edge,35.75649,82.25134,1678,Maryland,B,6,17,2,6,3,139,665.65,Maryland_B,-3.250326565,3.265352783,-4.791044403,-3.537747468,31.3,275,36.4,282.5
MT_04_NC_C,MT_04,MT,NC,Edge,35.75649,82.25134,1678,North_Carolina,C,3,6,1,3,6,122,750.9,North_Carolina_C,-3.250326565,3.265352783,-9.853610589,-5.010164336,31.3,275,37.75,53.5
MT_04_VT_C,MT_04,MT,NC,Edge,35.75649,82.25134,1678,Vermont,C,3,62,5,3,6,139,538.3,Vermont_C,-3.250326565,3.265352783,-3.44541897,-5.80837561,31.3,275,39.25,531.5
MT_04_VT_E,MT_04,MT,NC,Edge,35.75649,82.25134,1678,Vermont,E,5,69,5,5,13,146,591.2,Vermont_E,-3.250326565,3.265352783,-3.44541897,-5.80837561,31.3,275,39.25,531.5
MT_04_VT_B,MT_04,MT,NC,Edge,35.75649,82.25134,1678,Vermont,B,2,50,4,2,8,139,538.3,Vermont_B,-3.250326565,3.265352783,-3.44541897,-5.80837561,31.3,275,39.25,531.5
MT_04_NC_E,MT_04,MT,NC,Edge,35.75649,82.25134,1678,North_Carolina,E,3,62,5,3,6,111,684.95,North_Carolina_E,-3.250326565,3.265352783,-9.853610589,-5.010164336,31.3,275,37.75,53.5
MT_04_MD_D,MT_04,MT,NC,Edge,35.75649,82.25134,1678,Maryland,D,3,6,1,3,6,135,642.5,Maryland_D,-3.250326565,3.265352783,-4.791044403,-3.537747468,31.3,275,36.4,282.5
MT_04_NC_B,MT_04,MT,NC,Edge,35.75649,82.25134,1678,North_Carolina,B,3,2,1,3,2,122,750.9,North_Carolina_B,-3.250326565,3.265352783,-9.853610589,-5.010164336,31.3,275,37.75,53.5
MT_04_VT_D,MT_04,MT,NC,Edge,35.75649,82.25134,1678,Vermont,D,6,17,2,6,3,136,523.95,Vermont_D,-3.250326565,3.265352783,-3.44541897,-5.80837561,31.3,275,39.25,531.5
MT_04_MD_E,MT_04,MT,NC,Edge,35.75649,82.25134,1678,Maryland,E,3,62,5,3,6,140,669.6,Maryland_E,-3.250326565,3.265352783,-4.791044403,-3.537747468,31.3,275,36.4,282.5
MT_04_NC_D,MT_04,MT,NC,Edge,35.75649,82.25134,1678,North_Carolina,D,2,22,2,2,8,118,725.5,North_Carolina_D,-3.250326565,3.265352783,-9.853610589,-5.010164336,31.3,275,37.75,53.5
MT_05_NC_D,MT_05,MT,NC,Edge,35.75581,82.25083,1649,North_Carolina,D,3,58,5,3,2,122,750.9,North_Carolina_D,-3.29715878,3.207066681,-9.853610589,-5.010164336,31.4,270,37.75,53.5
MT_05_VT_D,MT_05,MT,NC,Edge,35.75581,82.25083,1649,Vermont,D,4,17,2,4,3,146,591.2,Vermont_D,-3.29715878,3.207066681,-3.44541897,-5.80837561,31.4,270,39.25,531.5
MT_05_MD_B,MT_05,MT,NC,Edge,35.75581,82.25083,1649,Maryland,B,4,17,2,4,3,135,642.5,Maryland_B,-3.29715878,3.207066681,-4.791044403,-3.537747468,31.4,270,36.4,282.5
MT_05_VT_E,MT_05,MT,NC,Edge,35.75581,82.25083,1649,Vermont,E,2,62,5,2,6,148,601.1,Vermont_E,-3.29715878,3.207066681,-3.44541897,-5.80837561,31.4,270,39.25,531.5
MT_05_MD_E,MT_05,MT,NC,Edge,35.75581,82.25083,1649,Maryland,E,4,6,1,4,6,130,613.55,Maryland_E,-3.29715878,3.207066681,-4.791044403,-3.537747468,31.4,270,36.4,282.5
MT_05_MD_D,MT_05,MT,NC,Edge,35.75581,82.25083,1649,Maryland,D,3,41,3,3,13,138,662.4,Maryland_D,-3.29715878,3.207066681,-4.791044403,-3.537747468,31.4,270,36.4,282.5
MT_05_NC_E,MT_05,MT,NC,Edge,35.75581,82.25083,1649,North_Carolina,E,4,6,1,4,6,118,725.5,North_Carolina_E,-3.29715878,3.207066681,-9.853610589,-5.010164336,31.4,270,37.75,53.5
MT_05_MD_A,MT_05,MT,NC,Edge,35.75581,82.25083,1649,Maryland,A,3,58,5,3,2,144,687.4,Maryland_A,-3.29715878,3.207066681,-4.791044403,-3.537747468,31.4,270,36.4,282.5
MT_05_MD_C,MT_05,MT,NC,Edge,35.75581,82.25083,1649,Maryland,C,6,9,1,6,9,149,715.1,Maryland_C,-3.29715878,3.207066681,-4.791044403,-3.537747468,31.4,270,36.4,282.5
MT_05_VT_A,MT_05,MT,NC,Edge,35.75581,82.25083,1649,Vermont,A,3,55,4,3,13,141,554.55,Vermont_A,-3.29715878,3.207066681,-3.44541897,-5.80837561,31.4,270,39.25,531.5
MT_05_NC_C,MT_05,MT,NC,Edge,35.75581,82.25083,1649,North_Carolina,C,3,55,4,3,13,105,634.4,North_Carolina_C,-3.29715878,3.207066681,-9.853610589,-5.010164336,31.4,270,37.75,53.5
MT_05_VT_B,MT_05,MT,NC,Edge,35.75581,82.25083,1649,Vermont,B,5,13,1,5,13,146,591.2,Vermont_B,-3.29715878,3.207066681,-3.44541897,-5.80837561,31.4,270,39.25,531.5
MT_05_VT_C,MT_05,MT,NC,Edge,35.75581,82.25083,1649,Vermont,C,4,6,1,4,6,143,568.5,Vermont_C,-3.29715878,3.207066681,-3.44541897,-5.80837561,31.4,270,39.25,531.5
MT_05_NC_B,MT_05,MT,NC,Edge,35.75581,82.25083,1649,North_Carolina,B,6,9,1,6,9,111,684.95,North_Carolina_B,-3.29715878,3.207066681,-9.853610589,-5.010164336,31.4,270,37.75,53.5
MT_05_NC_A,MT_05,MT,NC,Edge,35.75581,82.25083,1649,North_Carolina,A,4,45,4,4,3,101,604.35,North_Carolina_A,-3.29715878,3.207066681,-9.853610589,-5.010164336,31.4,270,37.75,53.5
MT_07_MD_B,MT_07,MT,NC,Edge,35.75458,82.24234,1470,Maryland,B,4,30,3,4,2,143,683.5,Maryland_B,-3.560332356,2.491348214,-4.791044403,-3.537747468,32.2,241,36.4,282.5
MT_07_MD_A,MT_07,MT,NC,Edge,35.75458,82.24234,1470,Maryland,A,5,66,5,5,10,135,642.5,Maryland_A,-3.560332356,2.491348214,-4.791044403,-3.537747468,32.2,241,36.4,282.5
MT_07_NC_B,MT_07,MT,NC,Edge,35.75458,82.24234,1470,North_Carolina,B,3,53,4,3,11,118,725.5,North_Carolina_B,-3.560332356,2.491348214,-9.853610589,-5.010164336,32.2,241,37.75,53.5
MT_07_VT_D,MT_07,MT,NC,Edge,35.75458,82.24234,1470,Vermont,D,4,30,3,4,2,146,591.2,Vermont_D,-3.560332356,2.491348214,-3.44541897,-5.80837561,32.2,241,39.25,531.5
MT_07_NC_A,MT_07,MT,NC,Edge,35.75458,82.24234,1470,North_Carolina,A,4,30,3,4,2,118,725.5,North_Carolina_A,-3.560332356,2.491348214,-9.853610589,-5.010164336,32.2,241,37.75,53.5
MT_07_MD_C,MT_07,MT,NC,Edge,35.75458,82.24234,1470,Maryland,C,3,39,3,3,11,139,665.65,Maryland_C,-3.560332356,2.491348214,-4.791044403,-3.537747468,32.2,241,36.4,282.5
MT_07_VT_A,MT_07,MT,NC,Edge,35.75458,82.24234,1470,Vermont,A,4,66,5,4,10,141,554.55,Vermont_A,-3.560332356,2.491348214,-3.44541897,-5.80837561,32.2,241,39.25,531.5
MT_07_MD_D,MT_07,MT,NC,Edge,35.75458,82.24234,1470,Maryland,D,4,5,1,4,5,138,662.4,Maryland_D,-3.560332356,2.491348214,-4.791044403,-3.537747468,32.2,241,36.4,282.5
MT_07_VT_B,MT_07,MT,NC,Edge,35.75458,82.24234,1470,Vermont,B,3,5,1,3,5,146,591.2,Vermont_B,-3.560332356,2.491348214,-3.44541897,-5.80837561,32.2,241,39.25,531.5
MT_07_VT_E,MT_07,MT,NC,Edge,35.75458,82.24234,1470,Vermont,E,3,25,2,3,11,146,591.2,Vermont_E,-3.560332356,2.491348214,-3.44541897,-5.80837561,32.2,241,39.25,531.5
MT_07_MD_E,MT_07,MT,NC,Edge,35.75458,82.24234,1470,Maryland,E,6,32,3,6,4,145,693.8,Maryland_E,-3.560332356,2.491348214,-4.791044403,-3.537747468,32.2,241,36.4,282.5
MT_07_VT_C,MT_07,MT,NC,Edge,35.75458,82.24234,1470,Vermont,C,6,18,2,6,4,141,554.55,Vermont_C,-3.560332356,2.491348214,-3.44541897,-5.80837561,32.2,241,39.25,531.5
MT_08_VT_C,MT_08,MT,NC,Edge,35.7524,82.24024,1420,Vermont,C,4,8,1,4,8,146,591.2,Vermont_C,-3.662712645,2.256081428,-3.44541897,-5.80837561,32.5,233,39.25,531.5
MT_08_NC_E,MT_08,MT,NC,Edge,35.7524,82.24024,1420,North_Carolina,E,4,8,1,4,8,122,750.9,North_Carolina_E,-3.662712645,2.256081428,-9.853610589,-5.010164336,32.5,233,37.75,53.5
MT_08_MD_B,MT_08,MT,NC,Edge,35.7524,82.24024,1420,Maryland,B,3,39,3,3,11,137,657.5,Maryland_B,-3.662712645,2.256081428,-4.791044403,-3.537747468,32.5,233,36.4,282.5
MT_08_MD_E,MT_08,MT,NC,Edge,35.7524,82.24024,1420,Maryland,E,4,8,1,4,8,145,693.8,Maryland_E,-3.662712645,2.256081428,-4.791044403,-3.537747468,32.5,233,36.4,282.5
MT_08_NC_B,MT_08,MT,NC,Edge,35.7524,82.24024,1420,North_Carolina,B,2,32,3,2,4,111,684.95,North_Carolina_B,-3.662712645,2.256081428,-9.853610589,-5.010164336,32.5,233,37.75,53.5
MT_08_VT_B,MT_08,MT,NC,Edge,35.7524,82.24024,1420,Vermont,B,3,48,4,3,6,146,591.2,Vermont_B,-3.662712645,2.256081428,-3.44541897,-5.80837561,32.5,233,39.25,531.5
MT_08_VT_A,MT_08,MT,NC,Edge,35.7524,82.24024,1420,Vermont,A,5,29,3,5,1,139,538.3,Vermont_A,-3.662712645,2.256081428,-3.44541897,-5.80837561,32.5,233,39.25,531.5
MT_08_NC_C,MT_08,MT,NC,Edge,35.7524,82.24024,1420,North_Carolina,C,5,15,2,5,1,111,684.95,North_Carolina_C,-3.662712645,2.256081428,-9.853610589,-5.010164336,32.5,233,37.75,53.5
MT_08_MD_A,MT_08,MT,NC,Edge,35.7524,82.24024,1420,Maryland,A,3,34,3,3,6,149,715.1,Maryland_A,-3.662712645,2.256081428,-4.791044403,-3.537747468,32.5,233,36.4,282.5
MT_08_MD_C,MT_08,MT,NC,Edge,35.7524,82.24024,1420,Maryland,C,2,46,4,2,4,141,674.8,Maryland_C,-3.662712645,2.256081428,-4.791044403,-3.537747468,32.5,233,36.4,282.5
MT_08_VT_D,MT_08,MT,NC,Edge,35.7524,82.24024,1420,Vermont,D,3,39,3,3,11,141,554.55,Vermont_D,-3.662712645,2.256081428,-3.44541897,-5.80837561,32.5,233,39.25,531.5
MT_08_VT_E,MT_08,MT,NC,Edge,35.7524,82.24024,1420,Vermont,E,2,46,4,2,4,141,554.55,Vermont_E,-3.662712645,2.256081428,-3.44541897,-5.80837561,32.5,233,39.25,531.5
MT_08_NC_A,MT_08,MT,NC,Edge,35.7524,82.24024,1420,North_Carolina,A,3,39,3,3,11,122,750.9,North_Carolina_A,-3.662712645,2.256081428,-9.853610589,-5.010164336,32.5,233,37.75,53.5
MT_08_MD_D,MT_08,MT,NC,Edge,35.7524,82.24024,1420,Maryland,D,5,15,2,5,1,138,662.4,Maryland_D,-3.662712645,2.256081428,-4.791044403,-3.537747468,32.5,233,36.4,282.5
MT_08_NC_D,MT_08,MT,NC,Edge,35.7524,82.24024,1420,North_Carolina,D,3,20,2,3,6,122,750.9,North_Carolina_D,-3.662712645,2.256081428,-9.853610589,-5.010164336,32.5,233,37.75,53.5
MT_09_VT_D,MT_09,MT,NC,Edge,35.75366,82.24549,1533,Vermont,D,5,44,4,5,2,146,591.2,Vermont_D,-3.517018985,2.762692181,-3.44541897,-5.80837561,32,250,39.25,531.5
MT_09_MD_E,MT_09,MT,NC,Edge,35.75366,82.24549,1533,Maryland,E,5,23,2,5,9,145,693.8,Maryland_E,-3.517018985,2.762692181,-4.791044403,-3.537747468,32,250,36.4,282.5
MT_09_NC_C,MT_09,MT,NC,Edge,35.75366,82.24549,1533,North_Carolina,C,3,68,5,3,12,122,750.9,North_Carolina_C,-3.517018985,2.762692181,-9.853610589,-5.010164336,32,250,37.75,53.5
MT_09_NC_B,MT_09,MT,NC,Edge,35.75366,82.24549,1533,North_Carolina,B,2,39,3,2,11,128,797.4,North_Carolina_B,-3.517018985,2.762692181,-9.853610589,-5.010164336,32,250,37.75,53.5
MT_09_MD_C,MT_09,MT,NC,Edge,35.75366,82.24549,1533,Maryland,C,2,53,4,2,11,146,696.9,Maryland_C,-3.517018985,2.762692181,-4.791044403,-3.537747468,32,250,36.4,282.5
MT_09_MD_A,MT_09,MT,NC,Edge,35.75366,82.24549,1533,Maryland,A,3,18,2,3,4,141,674.8,Maryland_A,-3.517018985,2.762692181,-4.791044403,-3.537747468,32,250,36.4,282.5
MT_09_NC_E,MT_09,MT,NC,Edge,35.75366,82.24549,1533,North_Carolina,E,5,37,3,5,9,105,634.4,North_Carolina_E,-3.517018985,2.762692181,-9.853610589,-5.010164336,32,250,37.75,53.5
MT_09_VT_C,MT_09,MT,NC,Edge,35.75366,82.24549,1533,Vermont,C,5,51,4,5,9,148,601.1,Vermont_C,-3.517018985,2.762692181,-3.44541897,-5.80837561,32,250,39.25,531.5
MT_09_MD_B,MT_09,MT,NC,Edge,35.75366,82.24549,1533,Maryland,B,5,44,4,5,2,141,674.8,Maryland_B,-3.517018985,2.762692181,-4.791044403,-3.537747468,32,250,36.4,282.5
MT_09_MD_D,MT_09,MT,NC,Edge,35.75366,82.24549,1533,Maryland,D,3,68,5,3,12,141,674.8,Maryland_D,-3.517018985,2.762692181,-4.791044403,-3.537747468,32,250,36.4,282.5
MT_09_VT_A,MT_09,MT,NC,Edge,35.75366,82.24549,1533,Vermont,A,5,3,1,5,3,146,591.2,Vermont_A,-3.517018985,2.762692181,-3.44541897,-5.80837561,32,250,39.25,531.5
MT_09_VT_E,MT_09,MT,NC,Edge,35.75366,82.24549,1533,Vermont,E,2,53,4,2,11,146,591.2,Vermont_E,-3.517018985,2.762692181,-3.44541897,-5.80837561,32,250,39.25,531.5
MT_09_NC_A,MT_09,MT,NC,Edge,35.75366,82.24549,1533,North_Carolina,A,5,16,2,5,2,118,725.5,North_Carolina_A,-3.517018985,2.762692181,-9.853610589,-5.010164336,32,250,37.75,53.5
MT_09_VT_B,MT_09,MT,NC,Edge,35.75366,82.24549,1533,Vermont,B,3,32,3,3,4,146,591.2,Vermont_B,-3.517018985,2.762692181,-3.44541897,-5.80837561,32,250,39.25,531.5
MT_10_NC_A,MT_10,MT,NC,Edge,35.75354,82.245,1525,North_Carolina,A,3,56,4,3,14,125,777.7,North_Carolina_A,-3.487649188,2.680465026,-9.853610589,-5.010164336,32,249,37.75,53.5
